Date,Coty Inc
2011-12-10,54
2011-12-11,53
2011-12-12,53
2011-12-13,54
2011-12-14,54
2011-12-15,51
2011-12-16,51
2011-12-17,53
2011-12-18,52
2011-12-19,53
2011-12-20,54
2011-12-21,60
2011-12-22,57
2011-12-23,59
2011-12-24,60
2011-12-25,61
2011-12-26,58
2011-12-27,57
2011-12-28,56
2011-12-29,56
2011-12-30,55
2011-12-31,54
2012-01-01,54
2012-01-02,53
2012-01-03,52
2012-01-04,51
2012-01-05,52
2012-01-06,50
2012-01-07,50
2012-01-08,50
2012-01-09,50
2012-01-10,51
2012-01-11,50
2012-01-12,50
2012-01-13,53
2012-01-14,51
2012-01-15,51
2012-01-16,51
2012-01-17,54
2012-01-18,52
2012-01-19,53
2012-01-20,53
2012-01-21,54
2012-01-22,54
2012-01-23,54
2012-01-24,53
2012-01-25,54
2012-01-26,54
2012-01-27,53
2012-01-28,56
2012-01-29,52
2012-01-30,53
2012-01-31,52
2012-02-01,52
2012-02-02,52
2012-02-03,52
2012-02-04,51
2012-02-05,51
2012-02-06,51
2012-02-07,51
2012-02-08,52
2012-02-09,51
2012-02-10,52
2012-02-11,52
2012-02-12,53
2012-02-13,52
2012-02-14,51
2012-02-15,50
2012-02-16,51
2012-02-17,50
2012-02-18,52
2012-02-19,51
2012-02-20,52
2012-02-21,53
2012-02-22,54
2012-02-23,56
2012-02-24,57
2012-02-25,60
2012-02-26,57
2012-02-27,58
2012-02-28,57
2012-02-29,56
2012-03-01,56
2012-03-02,56
2012-03-03,57
2012-03-04,56
2012-03-05,58
2012-03-06,58
2012-03-07,58
2012-03-08,59
2012-03-09,63
2012-03-10,61
2012-03-11,60
2012-03-12,64
2012-03-13,60
2012-03-14,60
2012-03-15,60
2012-03-16,62
2012-03-17,60
2012-03-18,61
2012-03-19,58
2012-03-20,57
2012-03-21,56
2012-03-22,55
2012-03-23,56
2012-03-24,54
2012-03-25,54
2012-03-26,52
2012-03-27,51
2012-03-28,54
2012-03-29,50
2012-03-30,49
2012-03-31,49
2012-04-01,56
2012-04-02,63
2012-04-03,74
2012-04-04,85
2012-04-05,88
2012-04-06,92
2012-04-07,103
2012-04-08,97
2012-04-09,90
2012-04-10,85
2012-04-11,80
2012-04-12,76
2012-04-13,70
2012-04-14,66
2012-04-15,67
2012-04-16,64
2012-04-17,66
2012-04-18,64
2012-04-19,62
2012-04-20,62
2012-04-21,64
2012-04-22,61
2012-04-23,60
2012-04-24,59
2012-04-25,59
2012-04-26,61
2012-04-27,56
2012-04-28,56
2012-04-29,56
2012-04-30,56
2012-05-01,57
2012-05-02,57
2012-05-03,56
2012-05-04,56
2012-05-05,58
2012-05-06,57
2012-05-07,62
2012-05-08,60
2012-05-09,64
2012-05-10,63
2012-05-11,65
2012-05-12,68
2012-05-13,71
2012-05-14,71
2012-05-15,74
2012-05-16,82
2012-05-17,80
2012-05-18,82
2012-05-19,85
2012-05-20,83
2012-05-21,76
2012-05-22,73
2012-05-23,69
2012-05-24,70
2012-05-25,62
2012-05-26,59
2012-05-27,63
2012-05-28,58
2012-05-29,57
2012-05-30,57
2012-05-31,57
2012-06-01,56
2012-06-02,57
2012-06-03,55
2012-06-04,56
2012-06-05,55
2012-06-06,54
2012-06-07,56
2012-06-08,54
2012-06-09,56
2012-06-10,53
2012-06-11,53
2012-06-12,53
2012-06-13,54
2012-06-14,53
2012-06-15,53
2012-06-16,54
2012-06-17,53
2012-06-18,52
2012-06-19,52
2012-06-20,52
2012-06-21,52
2012-06-22,52
2012-06-23,53
2012-06-24,54
2012-06-25,53
2012-06-26,54
2012-06-27,55
2012-06-28,57
2012-06-29,57
2012-06-30,59
2012-07-01,58
2012-07-02,58
2012-07-03,59
2012-07-04,63
2012-07-05,60
2012-07-06,60
2012-07-07,64
2012-07-08,61
2012-07-09,61
2012-07-10,62
2012-07-11,62
2012-07-12,64
2012-07-13,64
2012-07-14,64
2012-07-15,64
2012-07-16,65
2012-07-17,61
2012-07-18,60
2012-07-19,59
2012-07-20,58
2012-07-21,57
2012-07-22,59
2012-07-23,57
2012-07-24,57
2012-07-25,57
2012-07-26,58
2012-07-27,59
2012-07-28,58
2012-07-29,59
2012-07-30,59
2012-07-31,57
2012-08-01,58
2012-08-02,56
2012-08-03,56
2012-08-04,57
2012-08-05,56
2012-08-06,56
2012-08-07,57
2012-08-08,59
2012-08-09,58
2012-08-10,58
2012-08-11,61
2012-08-12,59
2012-08-13,60
2012-08-14,60
2012-08-15,61
2012-08-16,61
2012-08-17,63
2012-08-18,62
2012-08-19,61
2012-08-20,62
2012-08-21,60
2012-08-22,59
2012-08-23,59
2012-08-24,60
2012-08-25,58
2012-08-26,58
2012-08-27,60
2012-08-28,59
2012-08-29,59
2012-08-30,62
2012-08-31,60
2012-09-01,61
2012-09-02,60
2012-09-03,63
2012-09-04,59
2012-09-05,60
2012-09-06,58
2012-09-07,58
2012-09-08,58
2012-09-09,57
2012-09-10,57
2012-09-11,57
2012-09-12,60
2012-09-13,57
2012-09-14,57
2012-09-15,58
2012-09-16,57
2012-09-17,59
2012-09-18,57
2012-09-19,57
2012-09-20,57
2012-09-21,57
2012-09-22,58
2012-09-23,58
2012-09-24,58
2012-09-25,62
2012-09-26,59
2012-09-27,59
2012-09-28,59
2012-09-29,60
2012-09-30,63
2012-10-01,60
2012-10-02,60
2012-10-03,62
2012-10-04,60
2012-10-05,60
2012-10-06,61
2012-10-07,62
2012-10-08,59
2012-10-09,59
2012-10-10,58
2012-10-11,58
2012-10-12,57
2012-10-13,57
2012-10-14,57
2012-10-15,56
2012-10-16,58
2012-10-17,56
2012-10-18,56
2012-10-19,56
2012-10-20,56
2012-10-21,57
2012-10-22,58
2012-10-23,59
2012-10-24,60
2012-10-25,61
2012-10-26,62
2012-10-27,64
2012-10-28,65
2012-10-29,61
2012-10-30,60
2012-10-31,60
2012-11-01,59
2012-11-02,57
2012-11-03,56
2012-11-04,58
2012-11-05,56
2012-11-06,56
2012-11-07,57
2012-11-08,56
2012-11-09,56
2012-11-10,57
2012-11-11,57
2012-11-12,60
2012-11-13,58
2012-11-14,59
2012-11-15,59
