Date,Groupon
2011-05-04,70
2011-05-05,70
2011-05-06,70
2011-05-07,71
2011-05-08,70
2011-05-09,71
2011-05-10,72
2011-05-11,73
2011-05-12,74
2011-05-13,75
2011-05-14,78
2011-05-15,76
2011-05-16,76
2011-05-17,76
2011-05-18,77
2011-05-19,77
2011-05-20,77
2011-05-21,80
2011-05-22,78
2011-05-23,78
2011-05-24,79
2011-05-25,79
2011-05-26,80
2011-05-27,80
2011-05-28,84
2011-05-29,82
2011-05-30,82
2011-05-31,83
2011-06-01,83
2011-06-02,84
2011-06-03,85
2011-06-04,90
2011-06-05,85
2011-06-06,85
2011-06-07,85
2011-06-08,86
2011-06-09,85
2011-06-10,85
2011-06-11,87
2011-06-12,85
2011-06-13,84
2011-06-14,84
2011-06-15,84
2011-06-16,84
2011-06-17,84
2011-06-18,85
2011-06-19,83
2011-06-20,82
2011-06-21,82
2011-06-22,81
2011-06-23,81
2011-06-24,80
2011-06-25,82
2011-06-26,80
2011-06-27,80
2011-06-28,81
2011-06-29,81
2011-06-30,82
2011-07-01,83
2011-07-02,85
2011-07-03,82
2011-07-04,82
2011-07-05,81
2011-07-06,81
2011-07-07,80
2011-07-08,81
2011-07-09,82
2011-07-10,81
2011-07-11,82
2011-07-12,83
2011-07-13,84
2011-07-14,85
2011-07-15,86
2011-07-16,89
2011-07-17,87
2011-07-18,87
2011-07-19,88
2011-07-20,88
2011-07-21,88
2011-07-22,88
2011-07-23,93
2011-07-24,89
2011-07-25,89
2011-07-26,89
2011-07-27,89
2011-07-28,90
2011-07-29,90
2011-07-30,92
2011-07-31,89
2011-08-01,89
2011-08-02,88
2011-08-03,88
2011-08-04,89
2011-08-05,87
2011-08-06,89
2011-08-07,86
2011-08-08,86
2011-08-09,85
2011-08-10,85
2011-08-11,86
2011-08-12,84
2011-08-13,86
2011-08-14,83
2011-08-15,83
2011-08-16,82
2011-08-17,82
2011-08-18,81
2011-08-19,82
2011-08-20,83
2011-08-21,81
2011-08-22,81
2011-08-23,81
2011-08-24,81
2011-08-25,81
2011-08-26,81
2011-08-27,83
2011-08-28,81
2011-08-29,81
2011-08-30,82
2011-08-31,83
2011-09-01,83
2011-09-02,84
2011-09-03,86
2011-09-04,83
2011-09-05,82
2011-09-06,81
2011-09-07,81
2011-09-08,80
2011-09-09,79
2011-09-10,81
2011-09-11,80
2011-09-12,81
2011-09-13,82
2011-09-14,83
2011-09-15,84
2011-09-16,85
2011-09-17,88
2011-09-18,86
2011-09-19,85
2011-09-20,86
2011-09-21,85
2011-09-22,85
2011-09-23,85
2011-09-24,87
2011-09-25,85
2011-09-26,85
2011-09-27,86
2011-09-28,86
2011-09-29,87
2011-09-30,88
2011-10-01,90
2011-10-02,87
2011-10-03,87
2011-10-04,86
2011-10-05,86
2011-10-06,86
2011-10-07,85
2011-10-08,87
2011-10-09,85
2011-10-10,85
2011-10-11,86
2011-10-12,86
2011-10-13,87
2011-10-14,87
2011-10-15,90
2011-10-16,88
2011-10-17,88
2011-10-18,89
2011-10-19,89
2011-10-20,89
2011-10-21,89
2011-10-22,93
2011-10-23,89
2011-10-24,89
2011-10-25,89
2011-10-26,88
2011-10-27,89
2011-10-28,88
2011-10-29,91
2011-10-30,89
2011-10-31,90
2011-11-01,92
2011-11-02,93
2011-11-03,95
2011-11-04,96
2011-11-05,104
2011-11-06,98
2011-11-07,96
2011-11-08,96
2011-11-09,96
2011-11-10,95
2011-11-11,96
2011-11-12,96
2011-11-13,94
2011-11-14,94
2011-11-15,94
2011-11-16,94
2011-11-17,94
2011-11-18,94
2011-11-19,96
2011-11-20,94
2011-11-21,95
2011-11-22,96
2011-11-23,96
2011-11-24,97
2011-11-25,98
2011-11-26,100
2011-11-27,99
2011-11-28,99
2011-11-29,99
2011-11-30,99
2011-12-01,99
2011-12-02,100
2011-12-03,102
2011-12-04,99
2011-12-05,99
2011-12-06,98
2011-12-07,98
2011-12-08,98
2011-12-09,97
2011-12-10,98
2011-12-11,97
2011-12-12,97
2011-12-13,97
2011-12-14,97
2011-12-15,97
2011-12-16,97
2011-12-17,99
2011-12-18,96
2011-12-19,95
2011-12-20,95
2011-12-21,94
2011-12-22,94
2011-12-23,93
2011-12-24,95
2011-12-25,91
2011-12-26,90
2011-12-27,89
2011-12-28,88
2011-12-29,87
2011-12-30,87
2011-12-31,89
2012-01-01,85
2012-01-02,86
2012-01-03,87
2012-01-04,88
2012-01-05,89
2012-01-06,91
2012-01-07,92
2012-01-08,91
2012-01-09,91
2012-01-10,91
2012-01-11,92
2012-01-12,91
2012-01-13,92
2012-01-14,92
2012-01-15,91
2012-01-16,91
2012-01-17,92
2012-01-18,90
2012-01-19,90
2012-01-20,90
2012-01-21,90
2012-01-22,89
2012-01-23,89
2012-01-24,90
2012-01-25,90
2012-01-26,91
2012-01-27,91
2012-01-28,94
2012-01-29,92
2012-01-30,92
2012-01-31,93
2012-02-01,93
2012-02-02,94
2012-02-03,94
2012-02-04,97
2012-02-05,95
2012-02-06,95
2012-02-07,95
2012-02-08,95
2012-02-09,96
2012-02-10,96
2012-02-11,98
2012-02-12,95
2012-02-13,94
2012-02-14,94
2012-02-15,93
2012-02-16,92
2012-02-17,92
2012-02-18,93
2012-02-19,91
2012-02-20,91
2012-02-21,91
2012-02-22,91
2012-02-23,91
2012-02-24,91
2012-02-25,92
2012-02-26,91
2012-02-27,91
2012-02-28,91
2012-02-29,91
2012-03-01,91
2012-03-02,91
2012-03-03,93
2012-03-04,90
2012-03-05,90
2012-03-06,90
2012-03-07,90
2012-03-08,89
2012-03-09,89
2012-03-10,90
2012-03-11,89
2012-03-12,88
2012-03-13,89
2012-03-14,88
2012-03-15,88
2012-03-16,88
2012-03-17,90
2012-03-18,87
2012-03-19,87
2012-03-20,86
2012-03-21,86
2012-03-22,85
2012-03-23,86
2012-03-24,87
2012-03-25,85
2012-03-26,85
2012-03-27,85
2012-03-28,85
2012-03-29,85
2012-03-30,85
2012-03-31,86
2012-04-01,84
2012-04-02,84
2012-04-03,84
2012-04-04,84
2012-04-05,85
2012-04-06,84
2012-04-07,86
2012-04-08,83
2012-04-09,83
2012-04-10,82
2012-04-11,82
2012-04-12,82
2012-04-13,81
2012-04-14,83
2012-04-15,81
2012-04-16,82
2012-04-17,83
2012-04-18,84
2012-04-19,85
2012-04-20,86
2012-04-21,90
2012-04-22,86
2012-04-23,86
2012-04-24,86
2012-04-25,85
2012-04-26,84
2012-04-27,84
2012-04-28,86
2012-04-29,83
2012-04-30,83
2012-05-01,84
2012-05-02,83
2012-05-03,83
2012-05-04,83
2012-05-05,85
2012-05-06,83
2012-05-07,83
2012-05-08,84
2012-05-09,84
2012-05-10,85
2012-05-11,85
2012-05-12,88
2012-05-13,86
2012-05-14,86
2012-05-15,86
2012-05-16,86
2012-05-17,86
2012-05-18,87
2012-05-19,89
2012-05-20,87
2012-05-21,87
2012-05-22,87
2012-05-23,88
2012-05-24,88
2012-05-25,89
2012-05-26,92
2012-05-27,88
2012-05-28,88
2012-05-29,88
2012-05-30,88
2012-05-31,88
2012-06-01,88
2012-06-02,90
2012-06-03,87
2012-06-04,87
2012-06-05,88
2012-06-06,86
2012-06-07,87
2012-06-08,86
2012-06-09,87
2012-06-10,86
2012-06-11,86
2012-06-12,86
2012-06-13,87
2012-06-14,87
2012-06-15,86
2012-06-16,89
2012-06-17,87
2012-06-18,87
2012-06-19,87
2012-06-20,87
2012-06-21,87
2012-06-22,87
2012-06-23,89
2012-06-24,87
2012-06-25,87
2012-06-26,88
2012-06-27,89
2012-06-28,89
2012-06-29,89
2012-06-30,92
2012-07-01,90
2012-07-02,90
2012-07-03,90
2012-07-04,90
2012-07-05,90
2012-07-06,91
2012-07-07,92
2012-07-08,89
2012-07-09,89
2012-07-10,89
2012-07-11,89
2012-07-12,89
2012-07-13,89
2012-07-14,91
2012-07-15,89
2012-07-16,89
2012-07-17,89
2012-07-18,90
2012-07-19,90
2012-07-20,91
2012-07-21,93
2012-07-22,91
2012-07-23,91
2012-07-24,91
2012-07-25,93
2012-07-26,92
2012-07-27,93
2012-07-28,95
2012-07-29,92
2012-07-30,92
2012-07-31,92
2012-08-01,91
2012-08-02,91
2012-08-03,91
2012-08-04,92
2012-08-05,89
2012-08-06,89
2012-08-07,88
2012-08-08,88
2012-08-09,88
2012-08-10,87
2012-08-11,89
2012-08-12,87
2012-08-13,86
2012-08-14,86
2012-08-15,87
2012-08-16,85
2012-08-17,85
2012-08-18,87
2012-08-19,85
2012-08-20,85
2012-08-21,86
2012-08-22,85
2012-08-23,86
2012-08-24,86
2012-08-25,88
2012-08-26,86
2012-08-27,86
2012-08-28,86
2012-08-29,86
2012-08-30,86
2012-08-31,86
2012-09-01,86
2012-09-02,85
2012-09-03,85
2012-09-04,85
2012-09-05,84
2012-09-06,85
2012-09-07,84
2012-09-08,86
2012-09-09,84
2012-09-10,84
2012-09-11,84
2012-09-12,84
2012-09-13,84
2012-09-14,84
2012-09-15,86
2012-09-16,84
2012-09-17,84
2012-09-18,85
2012-09-19,85
2012-09-20,86
2012-09-21,86
2012-09-22,89
2012-09-23,87
2012-09-24,88
2012-09-25,89
2012-09-26,89
2012-09-27,89
2012-09-28,90
2012-09-29,93
2012-09-30,90
2012-10-01,89
2012-10-02,88
2012-10-03,88
2012-10-04,88
2012-10-05,86
2012-10-06,88
2012-10-07,85
2012-10-08,85
2012-10-09,85
2012-10-10,84
2012-10-11,84
2012-10-12,85
2012-10-13,85
2012-10-14,84
2012-10-15,84
2012-10-16,84
2012-10-17,85
2012-10-18,85
2012-10-19,85
2012-10-20,88
2012-10-21,86
2012-10-22,87
2012-10-23,87
2012-10-24,88
2012-10-25,89
2012-10-26,89
2012-10-27,92
2012-10-28,89
2012-10-29,88
2012-10-30,88
2012-10-31,88
2012-11-01,87
2012-11-02,86
2012-11-03,87
2012-11-04,86
2012-11-05,87
2012-11-06,88
2012-11-07,88
2012-11-08,88
2012-11-09,89
2012-11-10,92
2012-11-11,90
2012-11-12,90
2012-11-13,90
2012-11-14,90
2012-11-15,91
2012-11-16,90
2012-11-17,91
2012-11-18,90
2012-11-19,91
2012-11-20,92
2012-11-21,92
2012-11-22,93
2012-11-23,93
2012-11-24,95
2012-11-25,94
2012-11-26,94
2012-11-27,94
2012-11-28,95
2012-11-29,95
2012-11-30,95
