Date,Groupon
2010-12-01,41
2010-12-02,44
2010-12-03,46
2010-12-04,47
2010-12-05,48
2010-12-06,47
2010-12-07,48
2010-12-08,48
2010-12-09,49
2010-12-10,48
2010-12-11,51
2010-12-12,49
2010-12-13,51
2010-12-14,49
2010-12-15,49
2010-12-16,50
2010-12-17,49
2010-12-18,50
2010-12-19,50
2010-12-20,49
2010-12-21,49
2010-12-22,48
2010-12-23,49
2010-12-24,49
2010-12-25,48
2010-12-26,47
2010-12-27,47
2010-12-28,46
2010-12-29,46
2010-12-30,45
2010-12-31,47
2011-01-01,45
2011-01-02,46
2011-01-03,47
2011-01-04,49
2011-01-05,50
2011-01-06,52
2011-01-07,54
2011-01-08,56
2011-01-09,55
2011-01-10,55
2011-01-11,55
2011-01-12,56
2011-01-13,55
2011-01-14,55
2011-01-15,57
2011-01-16,56
2011-01-17,55
2011-01-18,55
2011-01-19,55
2011-01-20,54
2011-01-21,54
2011-01-22,54
2011-01-23,54
2011-01-24,54
2011-01-25,54
2011-01-26,54
2011-01-27,54
2011-01-28,54
2011-01-29,55
2011-01-30,54
2011-01-31,54
2011-02-01,55
2011-02-02,55
2011-02-03,55
2011-02-04,55
2011-02-05,56
2011-02-06,59
2011-02-07,60
2011-02-08,64
2011-02-09,65
2011-02-10,67
2011-02-11,68
2011-02-12,73
2011-02-13,70
2011-02-14,68
2011-02-15,68
2011-02-16,67
2011-02-17,65
2011-02-18,64
2011-02-19,64
2011-02-20,63
2011-02-21,63
2011-02-22,63
2011-02-23,63
2011-02-24,64
2011-02-25,64
2011-02-26,65
2011-02-27,64
2011-02-28,64
2011-03-01,64
2011-03-02,64
2011-03-03,65
2011-03-04,64
2011-03-05,66
2011-03-06,66
2011-03-07,70
2011-03-08,70
2011-03-09,70
2011-03-10,71
2011-03-11,73
2011-03-12,74
2011-03-13,73
2011-03-14,72
2011-03-15,71
2011-03-16,71
2011-03-17,70
2011-03-18,69
2011-03-19,70
2011-03-20,69
2011-03-21,69
2011-03-22,69
2011-03-23,69
2011-03-24,69
2011-03-25,69
2011-03-26,72
2011-03-27,70
2011-03-28,71
2011-03-29,72
2011-03-30,72
2011-03-31,73
2011-04-01,74
2011-04-02,77
2011-04-03,75
2011-04-04,75
2011-04-05,75
2011-04-06,75
2011-04-07,75
2011-04-08,75
2011-04-09,77
2011-04-10,74
2011-04-11,74
2011-04-12,74
2011-04-13,74
2011-04-14,74
2011-04-15,74
2011-04-16,75
2011-04-17,73
2011-04-18,73
2011-04-19,72
2011-04-20,72
2011-04-21,71
2011-04-22,72
2011-04-23,72
2011-04-24,72
2011-04-25,71
2011-04-26,71
2011-04-27,71
2011-04-28,72
2011-04-29,72
2011-04-30,72
2011-05-01,71
2011-05-02,71
2011-05-03,71
