Date,EnergySolutions
2007-01-23,58
2007-01-24,61
2007-01-25,65
2007-01-26,68
2007-01-27,72
2007-01-28,70
2007-01-29,69
2007-01-30,67
2007-01-31,66
2007-02-01,65
2007-02-02,63
2007-02-03,62
2007-02-04,62
2007-02-05,62
2007-02-06,61
2007-02-07,61
2007-02-08,61
2007-02-09,61
2007-02-10,61
2007-02-11,62
2007-02-12,62
2007-02-13,62
2007-02-14,63
2007-02-15,63
2007-02-16,64
2007-02-17,65
2007-02-18,65
2007-02-19,67
2007-02-20,68
2007-02-21,69
2007-02-22,70
2007-02-23,71
2007-02-24,72
2007-02-25,65
2007-03-04,30
2007-03-05,35
2007-03-06,40
2007-03-07,45
2007-03-08,50
2007-03-09,56
2007-03-10,61
2007-03-11,59
2007-03-12,57
2007-03-13,55
2007-03-14,53
2007-03-15,51
2007-03-16,49
2007-03-17,48
2007-03-18,45
2007-03-19,43
2007-03-20,41
2007-03-21,38
2007-03-22,36
2007-03-23,34
2007-03-24,32
2007-03-25,36
2007-03-26,40
2007-03-27,45
2007-03-28,49
2007-03-29,53
2007-03-30,58
2007-03-31,62
2007-04-01,61
2007-04-02,59
2007-04-03,58
2007-04-04,57
2007-04-05,55
2007-04-06,54
2007-04-07,53
2007-04-08,52
2007-04-09,52
2007-04-10,51
2007-04-11,51
2007-04-12,50
2007-04-13,50
2007-04-14,50
2007-04-15,51
2007-04-16,52
2007-04-17,53
2007-04-18,54
2007-04-19,55
2007-04-20,56
2007-04-21,57
2007-04-22,56
2007-04-23,55
2007-04-24,54
2007-04-25,54
2007-04-26,53
2007-04-27,52
2007-04-28,51
2007-04-29,48
2007-04-30,45
2007-05-01,42
2007-05-02,39
2007-05-03,36
2007-05-04,33
2007-05-05,30
2007-05-06,31
2007-05-07,32
2007-05-08,34
2007-05-09,35
2007-05-10,37
2007-05-11,38
2007-05-12,40
2007-05-13,40
2007-05-14,41
2007-05-15,41
2007-05-16,41
2007-05-17,42
2007-05-18,42
2007-05-19,43
2007-05-20,43
2007-05-21,42
2007-05-22,42
2007-05-23,41
2007-05-24,41
2007-05-25,41
2007-05-26,41
2007-05-27,40
2007-06-03,46
2007-06-04,54
2007-06-05,62
2007-06-06,71
2007-06-07,79
2007-06-08,87
2007-06-09,95
2007-06-10,90
2007-06-11,85
2007-06-12,79
2007-06-13,74
2007-06-14,69
2007-06-15,64
2007-06-16,58
2007-06-17,57
2007-06-18,55
2007-06-19,53
2007-06-20,52
2007-06-21,50
2007-06-22,49
2007-06-23,48
2007-06-24,47
2007-06-25,48
2007-06-26,47
2007-06-27,47
2007-06-28,47
2007-06-29,47
2007-06-30,47
2007-07-01,45
2007-07-02,43
2007-07-03,41
2007-07-04,39
2007-07-05,37
2007-07-06,35
2007-07-07,34
2007-07-08,37
2007-07-09,41
2007-07-10,44
2007-07-11,48
2007-07-12,52
2007-07-13,55
2007-07-14,59
2007-07-15,55
2007-07-16,51
2007-07-17,48
2007-07-18,44
2007-07-19,41
2007-07-20,37
2007-07-21,34
2007-07-22,36
2007-07-23,39
2007-07-24,41
2007-07-25,44
2007-07-26,46
2007-07-27,49
2007-07-28,52
2007-07-29,51
2007-07-30,50
2007-07-31,49
2007-08-01,48
2007-08-02,47
2007-08-03,46
2007-08-04,45
2007-08-05,44
2007-08-06,43
2007-08-07,43
2007-08-08,42
2007-08-09,42
2007-08-10,41
2007-08-11,41
2007-08-12,41
2007-08-13,41
2007-08-14,42
2007-08-15,42
2007-08-16,42
2007-08-17,42
2007-08-18,43
2007-08-19,44
2007-08-20,45
2007-08-21,46
2007-08-22,47
2007-08-23,48
2007-08-24,49
2007-08-25,50
2007-08-26,49
2007-09-02,46
2007-09-03,44
2007-09-04,42
2007-09-05,39
2007-09-06,37
2007-09-07,35
2007-09-08,33
2007-09-09,35
2007-09-10,38
2007-09-11,41
2007-09-12,44
2007-09-13,47
2007-09-14,50
2007-09-15,53
2007-09-16,50
2007-09-17,48
2007-09-18,46
2007-09-19,44
2007-09-20,42
2007-09-21,40
2007-09-22,38
2007-09-23,38
2007-09-24,39
2007-09-25,40
2007-09-26,41
2007-09-27,42
2007-09-28,43
2007-09-29,44
2007-09-30,45
2007-10-01,46
2007-10-02,47
2007-10-03,48
2007-10-04,49
2007-10-05,50
2007-10-06,51
2007-10-07,49
2007-10-08,47
2007-10-09,45
2007-10-10,43
2007-10-11,41
2007-10-12,39
2007-10-13,37
2007-10-14,37
2007-10-15,38
2007-10-16,39
2007-10-17,39
2007-10-18,40
2007-10-19,41
2007-10-20,42
2007-10-21,47
2007-10-22,52
2007-10-23,57
2007-10-24,62
2007-10-25,67
2007-10-26,72
2007-10-27,77
2007-10-28,74
2007-10-29,73
2007-10-30,70
2007-10-31,68
2007-11-01,66
2007-11-02,64
2007-11-03,62
2007-11-04,61
2007-11-05,61
2007-11-06,60
2007-11-07,60
2007-11-08,59
2007-11-09,59
2007-11-10,59
2007-11-11,64
2007-11-12,72
2007-11-13,78
2007-11-14,84
2007-11-15,90
2007-11-16,97
2007-11-17,104
2007-11-18,96
2007-11-19,82
2007-11-20,74
2007-11-21,65
2007-11-22,57
2007-11-23,48
2007-11-24,40
2007-11-25,43
2007-12-02,59
2007-12-03,55
2007-12-04,51
2007-12-05,46
2007-12-06,42
2007-12-07,38
2007-12-08,34
2007-12-09,35
2007-12-10,36
2007-12-11,38
2007-12-12,39
2007-12-13,40
2007-12-14,41
2007-12-15,43
2007-12-16,41
2007-12-17,39
2007-12-18,37
2007-12-19,36
2007-12-20,34
2007-12-21,32
2007-12-22,31
2007-12-23,30
2007-12-24,30
2007-12-25,30
2007-12-26,30
2007-12-27,30
2007-12-28,30
2007-12-29,30
2007-12-30,31
2007-12-31,33
2008-01-01,35
2008-01-02,36
2008-01-03,38
2008-01-04,40
2008-01-05,42
2008-01-06,43
2008-01-07,44
2008-01-08,46
2008-01-09,47
2008-01-10,49
2008-01-11,50
2008-01-12,52
2008-01-13,52
2008-01-14,52
2008-01-15,52
2008-01-16,53
2008-01-17,53
2008-01-18,53
2008-01-19,53
2008-01-20,52
2008-01-21,51
2008-01-22,50
2008-01-23,49
2008-01-24,48
2008-01-25,47
2008-01-26,46
2008-01-27,46
2008-01-28,47
2008-01-29,48
2008-01-30,48
2008-01-31,49
2008-02-01,50
2008-02-02,51
2008-02-03,50
2008-02-04,50
2008-02-05,49
2008-02-06,48
2008-02-07,48
2008-02-08,47
2008-02-09,47
2008-02-10,51
2008-02-11,55
2008-02-12,59
2008-02-13,63
2008-02-14,67
2008-02-15,71
2008-02-16,75
2008-02-17,70
2008-02-18,64
2008-02-19,60
2008-02-20,55
2008-02-21,51
2008-02-22,46
2008-02-23,42
2008-02-24,43
2008-03-02,50
2008-03-03,49
2008-03-04,48
2008-03-05,46
2008-03-06,45
2008-03-07,44
2008-03-08,43
2008-03-09,43
2008-03-10,45
2008-03-11,46
2008-03-12,47
2008-03-13,47
2008-03-14,48
2008-03-15,49
2008-03-16,48
2008-03-17,47
2008-03-18,46
2008-03-19,45
2008-03-20,44
2008-03-21,43
2008-03-22,42
2008-03-23,41
2008-03-24,41
2008-03-25,41
2008-03-26,40
2008-03-27,40
2008-03-28,40
2008-03-29,40
2008-03-30,45
2008-03-31,50
2008-04-01,55
2008-04-02,60
2008-04-03,66
2008-04-04,71
2008-04-05,76
2008-04-06,72
2008-04-07,67
2008-04-08,63
2008-04-09,59
2008-04-10,55
2008-04-11,51
2008-04-12,48
2008-04-13,48
2008-04-14,48
2008-04-15,48
2008-04-16,49
2008-04-17,49
2008-04-18,49
2008-04-19,50
2008-04-20,49
2008-04-21,48
2008-04-22,47
2008-04-23,46
2008-04-24,45
2008-04-25,44
2008-04-26,44
2008-04-27,44
2008-04-28,44
2008-04-29,45
2008-04-30,45
2008-05-01,46
2008-05-02,46
2008-05-03,47
2008-05-04,49
2008-05-05,52
2008-05-06,55
2008-05-07,58
2008-05-08,61
2008-05-09,64
2008-05-10,67
2008-05-11,68
2008-05-12,69
2008-05-13,70
2008-05-14,71
2008-05-15,72
2008-05-16,73
2008-05-17,75
2008-05-18,71
2008-05-19,68
2008-05-20,64
2008-05-21,61
2008-05-22,57
2008-05-23,54
2008-05-24,50
2008-05-25,47
2008-06-01,33
2008-06-02,35
2008-06-03,36
2008-06-04,38
2008-06-05,39
2008-06-06,41
2008-06-07,43
2008-06-08,42
2008-06-09,42
2008-06-10,41
2008-06-11,41
2008-06-12,40
2008-06-13,40
2008-06-14,40
2008-06-15,39
2008-06-16,39
2008-06-17,38
2008-06-18,38
2008-06-19,37
2008-06-20,37
2008-06-21,37
2008-06-22,37
2008-06-23,38
2008-06-24,38
2008-06-25,39
2008-06-26,39
2008-06-27,40
2008-06-28,41
2008-06-29,42
2008-06-30,43
2008-07-01,44
2008-07-02,45
2008-07-03,46
2008-07-04,47
2008-07-05,49
2008-07-06,48
2008-07-07,48
2008-07-08,48
2008-07-09,47
2008-07-10,47
2008-07-11,46
2008-07-12,46
2008-07-13,46
2008-07-14,46
2008-07-15,47
2008-07-16,47
2008-07-17,48
2008-07-18,48
2008-07-19,49
2008-07-20,47
2008-07-21,45
2008-07-22,44
2008-07-23,42
2008-07-24,41
2008-07-25,39
2008-07-26,38
2008-07-27,38
2008-07-28,39
2008-07-29,39
2008-07-30,40
2008-07-31,40
2008-08-01,41
2008-08-02,42
2008-08-03,44
2008-08-04,47
2008-08-05,50
2008-08-06,52
2008-08-07,55
2008-08-08,58
2008-08-09,61
2008-08-10,59
2008-08-11,58
2008-08-12,56
2008-08-13,55
2008-08-14,53
2008-08-15,51
2008-08-16,50
2008-08-17,48
2008-08-18,47
2008-08-19,46
2008-08-20,44
2008-08-21,43
2008-08-22,41
2008-08-23,40
2008-08-24,39
2008-08-25,39
2008-08-26,38
2008-08-27,38
2008-08-28,37
2008-08-29,37
2008-08-30,37
2008-08-31,36
