Date,Apollo Global Management
2008-05-24,53
2008-05-25,52
2008-05-26,52
2008-05-27,52
2008-05-28,51
2008-05-29,55
2008-05-30,52
2008-05-31,51
2008-06-01,49
2008-06-02,48
2008-06-03,47
2008-06-04,45
2008-06-05,44
2008-06-06,43
2008-06-07,42
2008-06-08,44
2008-06-09,46
2008-06-10,52
2008-06-11,51
2008-06-12,53
2008-06-13,55
2008-06-14,61
2008-06-15,57
2008-06-16,56
2008-06-17,55
2008-06-18,54
2008-06-19,53
2008-06-20,52
2008-06-21,51
2008-06-22,51
2008-06-23,51
2008-06-24,56
2008-06-25,52
2008-06-26,55
2008-06-27,53
2008-06-28,54
2008-06-29,52
2008-06-30,50
2008-07-01,49
2008-07-02,47
2008-07-03,46
2008-07-04,44
2008-07-05,43
2008-07-06,42
2008-07-07,42
2008-07-08,42
2008-07-09,42
2008-07-10,42
2008-07-11,42
2008-07-12,42
2008-07-13,42
2008-07-14,43
2008-07-15,44
2008-07-16,45
2008-07-17,46
2008-07-18,50
2008-07-19,48
2008-07-20,47
2008-07-21,46
2008-07-22,46
2008-07-23,45
2008-07-24,45
2008-07-25,44
2008-07-26,44
2008-07-27,44
2008-07-28,45
2008-07-29,47
2008-07-30,46
2008-07-31,49
2008-08-01,48
2008-08-02,49
2008-08-03,50
2008-08-04,51
2008-08-05,52
2008-08-06,53
2008-08-07,54
2008-08-08,55
2008-08-09,56
2008-08-10,55
2008-08-11,56
2008-08-12,54
2008-08-13,53
2008-08-14,53
2008-08-15,53
2008-08-16,52
2008-08-17,53
2008-08-18,55
2008-08-19,57
2008-08-20,61
2008-08-21,60
2008-08-22,62
2008-08-23,64
2008-08-24,60
2008-08-25,57
2008-08-26,54
2008-08-27,53
2008-08-28,47
2008-08-29,44
2008-08-30,41
2008-08-31,42
2008-09-01,43
2008-09-02,44
2008-09-03,46
2008-09-04,47
2008-09-05,50
2008-09-06,50
2008-09-07,48
2008-09-08,46
2008-09-09,45
2008-09-10,43
2008-09-11,42
2008-09-12,40
2008-09-13,39
2008-09-14,39
2008-09-15,39
2008-09-16,41
2008-09-17,40
2008-09-18,40
2008-09-19,40
2008-09-20,41
2008-09-21,41
2008-09-22,42
2008-09-23,42
2008-09-24,43
2008-09-25,43
2008-09-26,47
2008-09-27,45
2008-09-28,46
2008-09-29,47
2008-09-30,48
2008-10-01,49
2008-10-02,56
2008-10-03,51
2008-10-04,53
2008-10-05,50
2008-10-06,49
2008-10-07,48
2008-10-08,47
2008-10-09,47
2008-10-10,46
2008-10-11,44
2008-10-12,44
2008-10-13,45
2008-10-14,46
2008-10-15,47
2008-10-16,48
2008-10-17,49
2008-10-18,50
2008-10-19,47
2008-10-20,45
2008-10-21,43
2008-10-22,41
2008-10-23,43
2008-10-24,37
2008-10-25,35
2008-10-26,35
2008-10-27,36
2008-10-28,39
2008-10-29,37
2008-10-30,38
2008-10-31,39
2008-11-01,40
2008-11-02,39
2008-11-03,39
2008-11-04,39
2008-11-05,38
2008-11-06,38
2008-11-07,40
2008-11-08,38
2008-11-09,37
2008-11-10,37
2008-11-11,37
2008-11-12,37
2008-11-13,36
2008-11-14,36
2008-11-15,36
2008-11-16,36
2008-11-17,36
2008-11-18,36
2008-11-19,36
2008-11-20,36
2008-11-21,36
2008-11-22,36
2008-11-23,34
2008-11-24,33
2008-11-25,32
2008-11-26,30
2008-11-27,29
2008-11-28,28
2008-11-29,27
2008-11-30,30
2008-12-01,34
2008-12-02,38
2008-12-03,42
2008-12-04,49
2008-12-05,50
2008-12-06,54
2008-12-07,54
2008-12-08,54
2008-12-09,54
2008-12-10,58
2008-12-11,55
2008-12-12,55
2008-12-13,57
2008-12-14,53
2008-12-15,51
2008-12-16,50
2008-12-17,47
2008-12-18,45
2008-12-19,43
2008-12-20,41
2008-12-21,38
2008-12-22,36
2008-12-23,34
2008-12-24,32
2008-12-25,30
2008-12-26,28
2008-12-27,26
2008-12-28,25
2008-12-29,25
2008-12-30,24
2008-12-31,24
2009-01-01,23
2009-01-02,23
2009-01-03,23
2009-01-04,25
2009-01-05,28
2009-01-06,30
2009-01-07,33
2009-01-08,36
2009-01-09,38
2009-01-10,42
2009-01-11,42
2009-01-12,43
2009-01-13,45
2009-01-14,47
2009-01-15,46
2009-01-16,47
2009-01-17,49
2009-01-18,46
2009-01-19,44
2009-01-20,42
2009-01-21,40
2009-01-22,38
2009-01-23,36
2009-01-24,34
2009-01-25,34
2009-01-26,34
2009-01-27,34
2009-01-28,34
2009-01-29,34
2009-01-30,34
2009-01-31,34
2009-02-01,35
2009-02-02,36
2009-02-03,38
2009-02-04,43
2009-02-05,41
2009-02-06,42
2009-02-07,44
2009-02-08,44
2009-02-09,44
2009-02-10,47
2009-02-11,45
2009-02-12,44
2009-02-13,44
2009-02-14,45
2009-02-15,43
2009-02-16,42
2009-02-17,42
2009-02-18,41
2009-02-19,41
2009-02-20,40
2009-02-21,40
2009-02-22,39
2009-02-23,38
2009-02-24,38
2009-02-25,37
2009-02-26,37
2009-02-27,36
2009-02-28,36
2009-03-01,35
2009-03-02,35
2009-03-03,35
2009-03-04,35
2009-03-05,37
2009-03-06,35
2009-03-07,35
2009-03-08,34
2009-03-09,34
2009-03-10,33
2009-03-11,35
2009-03-12,33
2009-03-13,32
2009-03-14,32
2009-03-15,33
2009-03-16,35
2009-03-17,36
2009-03-18,38
2009-03-19,39
2009-03-20,41
2009-03-21,47
2009-03-22,42
2009-03-23,41
2009-03-24,40
2009-03-25,40
2009-03-26,39
2009-03-27,38
2009-03-28,38
2009-03-29,38
2009-03-30,41
2009-03-31,39
2009-04-01,39
2009-04-02,41
2009-04-03,40
2009-04-04,41
2009-04-05,40
2009-04-06,39
2009-04-07,38
2009-04-08,37
2009-04-09,36
2009-04-10,37
2009-04-11,35
2009-04-12,33
2009-04-13,32
2009-04-14,30
2009-04-15,29
2009-04-16,27
2009-04-17,26
2009-04-18,25
2009-04-19,25
2009-04-20,26
2009-04-21,27
2009-04-22,27
2009-04-23,28
2009-04-24,29
2009-04-25,30
2009-04-26,30
2009-04-27,30
2009-04-28,30
2009-04-29,31
2009-04-30,31
2009-05-01,31
2009-05-02,32
2009-05-03,32
2009-05-04,35
2009-05-05,33
2009-05-06,34
2009-05-07,34
2009-05-08,35
2009-05-09,36
2009-05-10,34
2009-05-11,33
2009-05-12,32
2009-05-13,31
2009-05-14,30
2009-05-15,29
2009-05-16,28
2009-05-17,27
2009-05-18,28
2009-05-19,27
2009-05-20,27
2009-05-21,27
2009-05-22,27
2009-05-23,27
2009-05-24,26
2009-05-25,25
2009-05-26,25
2009-05-27,24
2009-05-28,24
2009-05-29,23
2009-05-30,23
2009-05-31,25
2009-06-01,27
2009-06-02,30
2009-06-03,32
2009-06-04,38
2009-06-05,37
2009-06-06,40
2009-06-07,38
2009-06-08,36
2009-06-09,34
2009-06-10,32
2009-06-11,30
2009-06-12,28
2009-06-13,27
2009-06-14,26
2009-06-15,25
2009-06-16,24
2009-06-17,23
2009-06-18,22
2009-06-19,21
2009-06-20,21
2009-06-21,21
2009-06-22,22
2009-06-23,22
2009-06-24,23
2009-06-25,23
2009-06-26,24
2009-06-27,25
2009-06-28,25
2009-06-29,26
2009-06-30,27
2009-07-01,28
2009-07-02,29
2009-07-03,30
2009-07-04,31
2009-07-05,32
2009-07-06,34
2009-07-07,36
2009-07-08,38
2009-07-09,39
2009-07-10,41
2009-07-11,47
2009-07-12,42
2009-07-13,41
2009-07-14,40
2009-07-15,40
2009-07-16,40
2009-07-17,38
2009-07-18,38
2009-07-19,37
2009-07-20,36
2009-07-21,35
2009-07-22,34
2009-07-23,33
2009-07-24,32
2009-07-25,31
2009-07-26,31
2009-07-27,31
2009-07-28,33
2009-07-29,32
2009-07-30,32
2009-07-31,32
2009-08-01,33
2009-08-02,33
2009-08-03,33
2009-08-04,35
2009-08-05,33
2009-08-06,33
2009-08-07,33
2009-08-08,33
2009-08-09,33
2009-08-10,33
2009-08-11,33
2009-08-12,33
2009-08-13,33
2009-08-14,33
2009-08-15,34
2009-08-16,32
2009-08-17,31
2009-08-18,29
2009-08-19,28
2009-08-20,26
2009-08-21,25
2009-08-22,24
2009-08-23,24
2009-08-24,25
2009-08-25,26
2009-08-26,26
2009-08-27,27
2009-08-28,28
2009-08-29,29
2009-08-30,28
2009-08-31,28
2009-09-01,28
2009-09-02,28
2009-09-03,28
2009-09-04,28
2009-09-05,28
2009-09-06,29
2009-09-07,30
2009-09-08,31
2009-09-09,32
2009-09-10,33
2009-09-11,34
2009-09-12,35
2009-09-13,33
2009-09-14,32
2009-09-15,31
2009-09-16,29
2009-09-17,28
2009-09-18,27
2009-09-19,26
2009-09-20,27
2009-09-21,29
2009-09-22,31
2009-09-23,32
2009-09-24,35
2009-09-25,36
2009-09-26,38
2009-09-27,36
2009-09-28,35
2009-09-29,33
2009-09-30,32
