Date,AGA Medical
2008-05-11,43
2008-05-12,43
2008-05-13,44
2008-05-14,44
2008-05-15,44
2008-05-16,44
2008-05-17,45
2008-05-18,44
2008-05-19,44
2008-05-20,43
2008-05-21,43
2008-05-22,42
2008-05-23,42
2008-05-24,42
2008-05-25,42
2008-06-01,42
2008-06-02,43
2008-06-03,44
2008-06-04,44
2008-06-05,45
2008-06-06,46
2008-06-07,47
2008-06-08,46
2008-06-09,46
2008-06-10,46
2008-06-11,46
2008-06-12,46
2008-06-13,46
2008-06-14,46
2008-06-15,46
2008-06-16,46
2008-06-17,46
2008-06-18,46
2008-06-19,46
2008-06-20,46
2008-06-21,46
2008-06-22,47
2008-06-23,49
2008-06-24,50
2008-06-25,52
2008-06-26,53
2008-06-27,55
2008-06-28,56
2008-06-29,56
2008-06-30,55
2008-07-01,55
2008-07-02,55
2008-07-03,54
2008-07-04,54
2008-07-05,54
2008-07-06,51
2008-07-07,48
2008-07-08,45
2008-07-09,42
2008-07-10,39
2008-07-11,36
2008-07-12,33
2008-07-13,33
2008-07-14,33
2008-07-15,33
2008-07-16,33
2008-07-17,33
2008-07-18,33
2008-07-19,33
2008-07-20,33
2008-07-21,33
2008-07-22,33
2008-07-23,33
2008-07-24,33
2008-07-25,33
2008-07-26,33
2008-07-27,33
2008-07-28,33
2008-07-29,33
2008-07-30,33
2008-07-31,33
2008-08-01,33
2008-08-02,33
2008-08-03,34
2008-08-04,35
2008-08-05,36
2008-08-06,37
2008-08-07,38
2008-08-08,39
2008-08-09,40
2008-08-10,41
2008-08-11,42
2008-08-12,43
2008-08-13,44
2008-08-14,45
2008-08-15,46
2008-08-16,47
2008-08-17,46
2008-08-18,44
2008-08-19,43
2008-08-20,41
2008-08-21,40
2008-08-22,39
2008-08-23,38
2008-08-24,38
2008-08-25,38
2008-08-26,38
2008-08-27,38
2008-08-28,38
2008-08-29,38
2008-08-30,38
2008-08-31,38
2008-09-07,41
2008-09-08,41
2008-09-09,40
2008-09-10,39
2008-09-11,39
2008-09-12,38
2008-09-13,38
2008-09-14,38
2008-09-15,38
2008-09-16,38
2008-09-17,38
2008-09-18,38
2008-09-19,38
2008-09-20,38
2008-09-21,38
2008-09-22,38
2008-09-23,38
2008-09-24,38
2008-09-25,38
2008-09-26,38
2008-09-27,38
2008-09-28,38
2008-09-29,36
2008-09-30,36
2008-10-01,35
2008-10-02,35
2008-10-03,34
2008-10-04,34
2008-10-05,34
2008-10-06,34
2008-10-07,34
2008-10-08,34
2008-10-09,34
2008-10-10,34
2008-10-11,34
2008-10-12,34
2008-10-13,34
2008-10-14,34
2008-10-15,34
2008-10-16,34
2008-10-17,34
2008-10-18,34
2008-10-19,34
2008-10-20,34
2008-10-21,34
2008-10-22,35
2008-10-23,35
2008-10-24,35
2008-10-25,36
2008-10-26,37
2008-10-27,38
2008-10-28,40
2008-10-29,41
2008-10-30,42
2008-10-31,44
2008-11-01,45
2008-11-02,42
2008-11-03,39
2008-11-04,37
2008-11-05,34
2008-11-06,32
2008-11-07,29
2008-11-08,27
2008-11-09,27
2008-11-10,27
2008-11-11,27
2008-11-12,27
2008-11-13,27
2008-11-14,27
2008-11-15,27
2008-11-16,27
2008-11-17,27
2008-11-18,27
2008-11-19,27
2008-11-20,27
2008-11-21,27
2008-11-22,27
2008-11-23,27
2008-11-24,27
2008-11-25,27
2008-11-26,27
2008-11-27,27
2008-11-28,27
2008-11-29,27
2008-11-30,28
2008-12-07,34
2008-12-08,33
2008-12-09,32
2008-12-10,31
2008-12-11,30
2008-12-12,29
2008-12-13,28
2008-12-14,29
2008-12-15,30
2008-12-16,31
2008-12-17,32
2008-12-18,33
2008-12-19,34
2008-12-20,35
2008-12-21,35
2008-12-22,36
2008-12-23,36
2008-12-24,37
2008-12-25,37
2008-12-26,38
2008-12-27,39
2008-12-28,39
2008-12-29,40
2008-12-30,41
2008-12-31,41
2009-01-01,42
2009-01-02,43
2009-01-03,44
2009-01-04,44
2009-01-05,45
2009-01-06,45
2009-01-07,46
2009-01-08,46
2009-01-09,47
2009-01-10,48
2009-01-11,45
2009-01-12,42
2009-01-13,39
2009-01-14,36
2009-01-15,33
2009-01-16,31
2009-01-17,28
2009-01-18,29
2009-01-19,30
2009-01-20,31
2009-01-21,32
2009-01-22,33
2009-01-23,34
2009-01-24,35
2009-01-25,36
2009-01-26,37
2009-01-27,38
2009-01-28,39
2009-01-29,40
2009-01-30,41
2009-01-31,43
2009-02-01,44
2009-02-02,45
2009-02-03,46
2009-02-04,47
2009-02-05,48
2009-02-06,49
2009-02-07,50
2009-02-08,50
2009-02-09,48
2009-02-10,47
2009-02-11,47
2009-02-12,46
2009-02-13,45
2009-02-14,45
2009-02-15,47
2009-02-16,49
2009-02-17,51
2009-02-18,53
2009-02-19,55
2009-02-20,57
2009-02-21,60
2009-02-22,60
2009-03-01,59
2009-03-02,55
2009-03-03,51
2009-03-04,48
2009-03-05,44
2009-03-06,40
2009-03-07,37
2009-03-08,37
2009-03-09,37
2009-03-10,37
2009-03-11,38
2009-03-12,38
2009-03-13,38
2009-03-14,39
2009-03-15,40
2009-03-16,42
2009-03-17,44
2009-03-18,45
2009-03-19,47
2009-03-20,49
2009-03-21,51
2009-03-22,49
2009-03-23,48
2009-03-24,47
2009-03-25,46
2009-03-26,45
2009-03-27,44
2009-03-28,43
2009-03-29,45
2009-03-30,47
2009-03-31,49
2009-04-01,52
2009-04-02,54
2009-04-03,56
2009-04-04,59
2009-04-05,57
2009-04-06,56
2009-04-07,54
2009-04-08,53
2009-04-09,51
2009-04-10,50
2009-04-11,49
2009-04-12,48
2009-04-13,47
2009-04-14,47
2009-04-15,46
2009-04-16,46
2009-04-17,45
2009-04-18,45
2009-04-19,46
2009-04-20,49
2009-04-21,51
2009-04-22,53
2009-04-23,54
2009-04-24,56
2009-04-25,58
2009-04-26,56
2009-04-27,53
2009-04-28,51
2009-04-29,49
2009-04-30,46
2009-05-01,44
2009-05-02,42
2009-05-03,39
2009-05-04,37
2009-05-05,34
2009-05-06,31
2009-05-07,29
2009-05-08,26
2009-05-09,24
2009-05-10,24
2009-05-11,24
2009-05-12,24
2009-05-13,25
2009-05-14,25
2009-05-15,25
2009-05-16,26
2009-05-17,25
2009-05-18,25
2009-05-19,25
2009-05-20,24
2009-05-21,24
2009-05-22,24
2009-05-23,24
2009-05-24,24
2009-05-25,25
2009-05-26,25
2009-05-27,26
2009-05-28,26
2009-05-29,27
2009-05-30,28
2009-05-31,30
2009-06-07,42
2009-06-08,42
2009-06-09,42
2009-06-10,42
2009-06-11,42
2009-06-12,42
2009-06-13,42
2009-06-14,41
2009-06-15,41
2009-06-16,40
2009-06-17,40
2009-06-18,39
2009-06-19,39
2009-06-20,39
2009-06-21,38
2009-06-22,38
2009-06-23,38
2009-06-24,38
2009-06-25,38
2009-06-26,37
2009-06-27,37
2009-06-28,38
2009-06-29,38
2009-06-30,38
2009-07-01,39
2009-07-02,39
2009-07-03,40
2009-07-04,41
2009-07-05,41
2009-07-06,42
2009-07-07,43
2009-07-08,43
2009-07-09,44
2009-07-10,45
2009-07-11,46
2009-07-12,44
2009-07-13,42
2009-07-14,40
2009-07-15,39
2009-07-16,37
2009-07-17,35
2009-07-18,34
2009-07-19,34
2009-07-20,35
2009-07-21,36
2009-07-22,36
2009-07-23,37
2009-07-24,38
2009-07-25,39
2009-07-26,39
2009-07-27,39
2009-07-28,39
2009-07-29,40
2009-07-30,40
2009-07-31,40
2009-08-01,41
2009-08-02,41
2009-08-03,41
2009-08-04,41
2009-08-05,41
2009-08-06,41
2009-08-07,41
2009-08-08,41
2009-08-09,39
2009-08-10,37
2009-08-11,35
2009-08-12,34
2009-08-13,32
2009-08-14,30
2009-08-15,29
2009-08-16,31
2009-08-17,34
2009-08-18,37
2009-08-19,39
2009-08-20,42
2009-08-21,45
2009-08-22,48
2009-08-23,49
2009-08-24,50
2009-08-25,51
2009-08-26,52
2009-08-27,53
2009-08-28,54
2009-08-29,55
2009-08-30,52
2009-09-06,32
2009-09-07,33
2009-09-08,34
2009-09-09,36
2009-09-10,37
2009-09-11,38
2009-09-12,40
2009-09-13,43
2009-09-14,47
2009-09-15,51
2009-09-16,55
2009-09-17,58
2009-09-18,62
2009-09-19,66
2009-09-20,60
2009-09-21,53
2009-09-22,48
2009-09-23,42
2009-09-24,37
2009-09-25,31
2009-09-26,26
2009-09-27,29
2009-09-28,32
2009-09-29,35
2009-09-30,39
2009-10-01,42
2009-10-02,45
2009-10-03,49
2009-10-04,51
2009-10-05,55
2009-10-06,58
2009-10-07,60
2009-10-08,63
2009-10-09,66
2009-10-10,69
2009-10-11,68
2009-10-12,67
2009-10-13,66
2009-10-14,66
2009-10-15,65
2009-10-16,64
2009-10-17,64
2009-10-18,69
2009-10-19,75
2009-10-20,80
2009-10-21,85
2009-10-22,91
2009-10-23,96
2009-10-24,101
2009-10-25,94
2009-10-26,85
2009-10-27,78
2009-10-28,70
2009-10-29,63
2009-10-30,55
2009-10-31,47
2009-11-01,47
2009-11-02,45
2009-11-03,44
2009-11-04,43
2009-11-05,42
2009-11-06,41
2009-11-07,41
2009-11-08,41
2009-11-09,41
2009-11-10,41
2009-11-11,41
2009-11-12,41
2009-11-13,41
2009-11-14,42
2009-11-15,43
2009-11-16,45
2009-11-17,46
2009-11-18,48
2009-11-19,50
2009-11-20,51
2009-11-21,53
2009-11-22,49
2009-11-23,46
2009-11-24,42
2009-11-25,39
2009-11-26,35
2009-11-27,32
2009-11-28,29
2009-11-29,31
