Date,DivX
2005-11-01,72
2005-11-02,74
2005-11-03,73
2005-11-04,73
2005-11-05,74
2005-11-06,73
2005-11-07,80
2005-11-08,72
2005-11-09,73
2005-11-10,71
2005-11-11,70
2005-11-12,70
2005-11-13,70
2005-11-14,75
2005-11-15,72
2005-11-16,70
2005-11-17,70
2005-11-18,70
2005-11-19,71
2005-11-20,71
2005-11-21,78
2005-11-22,72
2005-11-23,72
2005-11-24,73
2005-11-25,73
2005-11-26,74
2005-11-27,73
2005-11-28,78
2005-11-29,73
2005-11-30,72
2005-12-01,71
2005-12-02,71
2005-12-03,71
2005-12-04,71
2005-12-05,76
2005-12-06,71
2005-12-07,71
2005-12-08,71
2005-12-09,71
2005-12-10,71
2005-12-11,71
2005-12-12,77
2005-12-13,72
2005-12-14,72
2005-12-15,73
2005-12-16,73
2005-12-17,74
2005-12-18,75
2005-12-19,82
2005-12-20,77
2005-12-21,79
2005-12-22,79
2005-12-23,80
2005-12-24,82
2005-12-25,84
2005-12-26,88
2005-12-27,93
2005-12-28,93
2005-12-29,95
2005-12-30,97
2005-12-31,100
2006-01-01,97
2006-01-02,99
2006-01-03,98
2006-01-04,92
2006-01-05,89
2006-01-06,87
2006-01-07,85
2006-01-08,83
2006-01-09,88
2006-01-10,81
2006-01-11,80
2006-01-12,78
2006-01-13,77
2006-01-14,76
2006-01-15,76
2006-01-16,81
2006-01-17,77
2006-01-18,77
2006-01-19,76
2006-01-20,76
2006-01-21,77
2006-01-22,76
2006-01-23,82
2006-01-24,75
2006-01-25,74
2006-01-26,74
2006-01-27,73
2006-01-28,73
2006-01-29,72
2006-01-30,78
2006-01-31,72
2006-02-01,72
2006-02-02,72
2006-02-03,72
2006-02-04,72
2006-02-05,71
2006-02-06,78
2006-02-07,71
2006-02-08,72
2006-02-09,71
2006-02-10,71
2006-02-11,71
2006-02-12,70
2006-02-13,75
2006-02-14,71
2006-02-15,69
2006-02-16,69
2006-02-17,69
2006-02-18,69
2006-02-19,69
2006-02-20,74
2006-02-21,69
2006-02-22,68
2006-02-23,68
2006-02-24,68
2006-02-25,68
2006-02-26,67
2006-02-27,71
2006-02-28,66
2006-03-01,65
2006-03-02,65
2006-03-03,64
2006-03-04,64
2006-03-05,63
2006-03-06,69
2006-03-07,64
2006-03-08,63
2006-03-09,63
2006-03-10,63
2006-03-11,63
2006-03-12,62
2006-03-13,67
2006-03-14,62
2006-03-15,62
2006-03-16,62
2006-03-17,62
2006-03-18,62
2006-03-19,61
2006-03-20,66
2006-03-21,61
2006-03-22,60
2006-03-23,61
2006-03-24,60
2006-03-25,60
2006-03-26,60
2006-03-27,63
2006-03-28,60
2006-03-29,59
2006-03-30,59
2006-03-31,59
2006-05-01,58
2006-05-02,62
2006-05-03,59
2006-05-04,59
2006-05-05,59
2006-05-06,60
2006-05-07,59
2006-05-08,63
2006-05-09,60
2006-05-10,58
2006-05-11,58
2006-05-12,57
2006-05-13,57
2006-05-14,57
2006-05-15,61
2006-05-16,57
2006-05-17,57
2006-05-18,57
2006-05-19,57
2006-05-20,58
2006-05-21,58
2006-05-22,63
2006-05-23,58
2006-05-24,58
2006-05-25,58
2006-05-26,58
2006-05-27,59
2006-05-28,58
2006-05-29,62
2006-05-30,60
2006-05-31,58
2006-06-01,58
2006-06-02,58
2006-06-03,58
2006-06-04,57
2006-06-05,60
2006-06-06,59
2006-06-07,57
2006-06-08,56
2006-06-09,56
2006-06-10,56
2006-06-11,55
2006-06-12,59
2006-06-13,55
2006-06-14,55
2006-06-15,54
2006-06-16,55
2006-06-17,54
2006-06-18,53
2006-06-19,57
2006-06-20,53
2006-06-21,52
2006-06-22,51
2006-06-23,51
2006-06-24,51
2006-06-25,51
2006-06-26,55
2006-06-27,52
2006-06-28,52
2006-06-29,53
2006-06-30,53
2006-07-01,54
2006-07-02,54
2006-07-03,57
2006-07-04,54
2006-07-05,55
2006-07-06,54
2006-07-07,54
2006-07-08,54
2006-07-09,53
2006-07-10,58
2006-07-11,53
2006-07-12,53
2006-07-13,53
2006-07-14,53
2006-07-15,53
2006-07-16,53
2006-07-17,57
2006-07-18,55
2006-07-19,54
2006-07-20,54
2006-07-21,54
2006-07-22,55
2006-07-23,55
2006-07-24,59
2006-07-25,55
2006-07-26,56
2006-07-27,56
2006-07-28,56
2006-07-29,57
2006-07-30,57
2006-07-31,61
2006-08-01,57
2006-08-02,57
2006-08-03,58
2006-08-04,57
2006-08-05,58
2006-08-06,58
2006-08-07,62
2006-08-08,59
2006-08-09,58
2006-08-10,58
2006-08-11,58
2006-08-12,59
2006-08-13,59
2006-08-14,63
2006-08-15,60
2006-08-16,61
2006-08-17,61
2006-08-18,61
2006-08-19,62
2006-08-20,62
2006-08-21,65
2006-08-22,62
2006-08-23,61
2006-08-24,61
2006-08-25,61
2006-08-26,61
2006-08-27,61
2006-08-28,65
2006-08-29,61
2006-08-30,61
2006-08-31,61
2006-09-01,61
2006-09-02,61
2006-09-03,60
2006-09-04,65
2006-09-05,62
2006-09-06,60
2006-09-07,60
2006-09-08,60
2006-09-09,60
2006-09-10,59
2006-09-11,63
2006-09-12,58
2006-09-13,57
2006-09-14,57
2006-09-15,56
2006-09-16,56
2006-09-17,56
2006-09-18,59
2006-09-19,57
2006-09-20,56
2006-09-21,56
2006-09-22,56
2006-09-23,57
2006-09-24,57
2006-09-25,62
2006-09-26,57
2006-09-27,58
2006-09-28,58
2006-09-29,58
2006-09-30,59
2006-10-01,59
2006-10-02,63
2006-10-03,59
2006-10-04,59
2006-10-05,59
2006-10-06,59
2006-10-07,60
2006-10-08,60
2006-10-09,64
2006-10-10,61
2006-10-11,61
2006-10-12,61
2006-10-13,61
2006-10-14,62
2006-10-15,61
2006-10-16,66
2006-10-17,61
2006-10-18,60
2006-10-19,59
2006-10-20,59
2006-10-21,59
2006-10-22,59
2006-10-23,62
2006-10-24,59
2006-10-25,59
2006-10-26,59
2006-10-27,59
2006-10-28,59
2006-10-29,59
2006-10-30,64
2006-10-31,60
2006-11-01,61
2006-11-02,63
2006-11-03,62
2006-11-04,63
2006-11-05,62
2006-11-06,66
2006-11-07,61
2006-11-08,60
2006-11-09,59
2006-11-10,58
2006-11-11,58
2006-11-12,57
2006-11-13,61
2006-11-14,57
2006-11-15,56
2006-11-16,56
2006-11-17,56
2006-11-18,56
2006-11-19,56
2006-11-20,62
2006-11-21,57
2006-11-22,58
2006-11-23,58
2006-11-24,59
2006-11-25,60
2006-11-26,60
2006-11-27,64
2006-11-28,60
2006-11-29,60
2006-11-30,60
2006-12-01,60
2006-12-02,60
2006-12-03,59
2006-12-04,64
2006-12-05,60
2006-12-06,59
2006-12-07,59
2006-12-08,59
2006-12-09,59
2006-12-10,58
2006-12-11,63
2006-12-12,58
2006-12-13,58
2006-12-14,58
2006-12-15,58
2006-12-16,58
2006-12-17,59
2006-12-18,64
2006-12-19,61
2006-12-20,62
2006-12-21,63
2006-12-22,64
2006-12-23,65
2006-12-24,68
2006-12-25,71
2006-12-26,76
2006-12-27,79
2006-12-28,81
2006-12-29,83
2006-12-30,87
2006-12-31,85
2007-01-01,83
2007-01-02,86
2007-01-03,80
2007-01-04,77
2007-01-05,76
2007-01-06,74
2007-01-07,72
2007-01-08,75
2007-01-09,70
2007-01-10,67
2007-01-11,65
2007-01-12,63
2007-01-13,62
2007-01-14,61
2007-01-15,66
2007-01-16,61
2007-01-17,61
2007-01-18,61
2007-01-19,61
2007-01-20,61
2007-01-21,61
2007-01-22,66
2007-01-23,61
2007-01-24,61
2007-01-25,61
2007-01-26,61
2007-01-27,61
2007-01-28,61
2007-01-29,65
2007-01-30,62
2007-01-31,61
2007-02-01,61
2007-02-02,61
2007-02-03,61
2007-02-04,60
2007-02-05,65
2007-02-06,60
2007-02-07,60
2007-02-08,60
2007-02-09,60
2007-02-10,60
2007-02-11,60
2007-02-12,64
2007-02-13,60
2007-02-14,60
2007-02-15,60
2007-02-16,60
2007-02-17,60
2007-02-18,60
2007-02-19,64
2007-02-20,61
2007-02-21,61
2007-02-22,61
2007-02-23,61
2007-02-24,62
2007-02-25,61
2007-02-26,65
2007-02-27,60
2007-02-28,59
2007-03-01,59
2007-03-02,58
2007-03-03,58
2007-03-04,58
2007-03-05,63
2007-03-06,58
2007-03-07,59
2007-03-08,58
2007-03-09,58
2007-03-10,59
2007-03-11,58
2007-03-12,63
2007-03-13,58
2007-03-14,57
2007-03-15,58
2007-03-16,57
2007-03-17,57
2007-03-18,57
2007-03-19,61
2007-03-20,57
2007-03-21,57
2007-03-22,57
2007-03-23,57
2007-03-24,58
2007-03-25,57
2007-03-26,61
2007-03-27,57
2007-03-28,57
2007-03-29,56
2007-03-30,56
2007-03-31,56
2007-05-01,48
2007-05-02,50
2007-05-03,49
2007-05-04,50
2007-05-05,51
2007-05-06,50
2007-05-07,54
2007-05-08,50
2007-05-09,51
2007-05-10,50
2007-05-11,50
2007-05-12,50
2007-05-13,50
2007-05-14,54
2007-05-15,51
2007-05-16,51
2007-05-17,51
2007-05-18,52
2007-05-19,52
2007-05-20,52
2007-05-21,55
2007-05-22,52
2007-05-23,52
2007-05-24,52
2007-05-25,52
2007-05-26,52
2007-05-27,52
2007-05-28,55
2007-05-29,54
2007-05-30,52
2007-05-31,52
2007-06-01,52
2007-06-02,53
2007-06-03,53
2007-06-04,56
2007-06-05,53
2007-06-06,52
2007-06-07,52
2007-06-08,52
2007-06-09,52
2007-06-10,51
2007-06-11,54
2007-06-12,51
2007-06-13,50
2007-06-14,49
2007-06-15,49
2007-06-16,49
2007-06-17,49
2007-06-18,53
2007-06-19,49
2007-06-20,49
2007-06-21,49
2007-06-22,49
2007-06-23,49
2007-06-24,49
2007-06-25,52
2007-06-26,49
2007-06-27,49
2007-06-28,49
2007-06-29,49
2007-06-30,49
2007-07-01,49
2007-07-02,54
2007-07-03,50
2007-07-04,51
2007-07-05,52
2007-07-06,52
2007-07-07,53
2007-07-08,52
2007-07-09,55
2007-07-10,52
2007-07-11,51
2007-07-12,51
2007-07-13,50
2007-07-14,50
2007-07-15,49
2007-07-16,53
2007-07-17,49
2007-07-18,49
2007-07-19,49
2007-07-20,49
2007-07-21,49
2007-07-22,49
2007-07-23,52
2007-07-24,49
2007-07-25,49
2007-07-26,49
2007-07-27,49
2007-07-28,49
2007-07-29,49
2007-07-30,53
2007-07-31,49
2007-08-01,50
2007-08-02,50
2007-08-03,50
2007-08-04,51
2007-08-05,50
2007-08-06,53
2007-08-07,51
2007-08-08,50
2007-08-09,50
2007-08-10,50
2007-08-11,50
2007-08-12,50
2007-08-13,53
2007-08-14,50
2007-08-15,50
2007-08-16,51
2007-08-17,50
2007-08-18,51
2007-08-19,50
2007-08-20,53
2007-08-21,51
2007-08-22,50
2007-08-23,50
2007-08-24,50
2007-08-25,50
2007-08-26,49
2007-08-27,52
2007-08-28,50
2007-08-29,49
2007-08-30,49
2007-08-31,49
2007-09-01,49
2007-09-02,48
2007-09-03,51
2007-09-04,48
2007-09-05,48
2007-09-06,47
2007-09-07,47
2007-09-08,47
2007-09-09,46
2007-09-10,49
2007-09-11,45
2007-09-12,45
2007-09-13,44
2007-09-14,44
2007-09-15,44
2007-09-16,44
2007-09-17,48
2007-09-18,45
2007-09-19,45
2007-09-20,46
2007-09-21,46
2007-09-22,47
2007-09-23,47
2007-09-24,50
2007-09-25,48
2007-09-26,48
2007-09-27,48
2007-09-28,48
2007-09-29,49
2007-09-30,49
2007-10-01,53
2007-10-02,49
2007-10-03,49
2007-10-04,49
2007-10-05,49
2007-10-06,49
2007-10-07,49
2007-10-08,52
2007-10-09,49
2007-10-10,49
2007-10-11,49
2007-10-12,49
2007-10-13,49
2007-10-14,48
2007-10-15,52
2007-10-16,49
2007-10-17,48
2007-10-18,48
2007-10-19,48
2007-10-20,48
2007-10-21,47
2007-10-22,51
2007-10-23,48
2007-10-24,47
2007-10-25,47
2007-10-26,47
2007-10-27,47
2007-10-28,47
2007-10-29,52
2007-10-30,49
2007-10-31,50
