Date,RiskMetrics
2008-03-18,26
2008-03-19,26
2008-03-20,25
2008-03-21,24
2008-03-22,24
2008-03-23,26
2008-03-24,28
2008-03-25,31
2008-03-26,33
2008-03-27,36
2008-03-28,38
2008-03-29,41
2008-03-30,44
2008-03-31,47
2008-04-01,50
2008-04-02,53
2008-04-03,56
2008-04-04,59
2008-04-05,62
2008-04-06,59
2008-04-07,57
2008-04-08,54
2008-04-09,52
2008-04-10,49
2008-04-11,47
2008-04-12,45
2008-04-13,44
2008-04-14,44
2008-04-15,44
2008-04-16,43
2008-04-17,43
2008-04-18,42
2008-04-19,42
2008-04-20,40
2008-04-21,37
2008-04-22,35
2008-04-23,32
2008-04-24,30
2008-04-25,28
2008-04-26,26
2008-04-27,30
2008-04-28,35
2008-04-29,39
2008-04-30,43
2008-05-01,48
2008-05-02,52
2008-05-03,57
2008-05-04,54
2008-05-05,49
2008-05-06,46
2008-05-07,42
2008-05-08,39
2008-05-09,36
2008-05-10,33
2008-05-11,33
2008-05-12,33
2008-05-13,33
2008-05-14,33
2008-05-15,33
2008-05-16,33
2008-05-17,33
2008-05-18,33
2008-05-19,33
2008-05-20,34
2008-05-21,34
2008-05-22,35
2008-05-23,35
2008-05-24,36
2008-05-25,36
2008-06-01,37
2008-06-02,38
2008-06-03,38
2008-06-04,39
2008-06-05,39
2008-06-06,40
2008-06-07,41
2008-06-08,41
2008-06-09,42
2008-06-10,43
2008-06-11,44
2008-06-12,45
2008-06-13,46
2008-06-14,47
2008-06-15,46
2008-06-16,46
2008-06-17,46
2008-06-18,45
2008-06-19,45
2008-06-20,44
2008-06-21,44
2008-06-22,43
2008-06-23,42
2008-06-24,41
2008-06-25,39
2008-06-26,38
2008-06-27,37
2008-06-28,36
2008-06-29,35
2008-06-30,33
2008-07-01,32
2008-07-02,30
2008-07-03,29
2008-07-04,28
2008-07-05,27
2008-07-06,28
2008-07-07,30
2008-07-08,32
2008-07-09,34
2008-07-10,35
2008-07-11,37
2008-07-12,39
2008-07-13,37
2008-07-14,36
2008-07-15,34
2008-07-16,33
2008-07-17,31
2008-07-18,30
2008-07-19,29
2008-07-20,27
2008-07-21,26
2008-07-22,25
2008-07-23,23
2008-07-24,22
2008-07-25,21
2008-07-26,20
2008-07-27,21
2008-07-28,22
2008-07-29,23
2008-07-30,24
2008-07-31,25
2008-08-01,26
2008-08-02,28
2008-08-03,28
2008-08-04,29
2008-08-05,30
2008-08-06,30
2008-08-07,31
2008-08-08,32
2008-08-09,33
2008-08-10,32
2008-08-11,31
2008-08-12,30
2008-08-13,29
2008-08-14,29
2008-08-15,28
2008-08-16,27
2008-08-17,27
2008-08-18,26
2008-08-19,26
2008-08-20,26
2008-08-21,26
2008-08-22,26
2008-08-23,26
2008-08-24,26
2008-08-25,26
2008-08-26,26
2008-08-27,27
2008-08-28,27
2008-08-29,27
2008-08-30,28
2008-08-31,26
2008-09-07,23
2008-09-08,27
2008-09-09,31
2008-09-10,34
2008-09-11,38
2008-09-12,41
2008-09-13,45
2008-09-14,44
2008-09-15,42
2008-09-16,41
2008-09-17,40
2008-09-18,39
2008-09-19,38
2008-09-20,37
2008-09-21,35
2008-09-22,33
2008-09-23,31
2008-09-24,30
2008-09-25,28
2008-09-26,26
2008-09-27,25
2008-09-28,26
2008-09-29,28
2008-09-30,30
2008-10-01,32
2008-10-02,34
2008-10-03,36
2008-10-04,38
2008-10-05,39
2008-10-06,41
2008-10-07,42
2008-10-08,44
2008-10-09,45
2008-10-10,47
2008-10-11,48
2008-10-12,46
2008-10-13,44
2008-10-14,42
2008-10-15,40
2008-10-16,38
2008-10-17,36
2008-10-18,34
2008-10-19,36
2008-10-20,38
2008-10-21,40
2008-10-22,42
2008-10-23,44
2008-10-24,46
2008-10-25,48
2008-10-26,46
2008-10-27,44
2008-10-28,41
2008-10-29,39
2008-10-30,37
2008-10-31,35
2008-11-01,33
2008-11-02,32
2008-11-03,31
2008-11-04,30
2008-11-05,29
2008-11-06,28
2008-11-07,27
2008-11-08,27
2008-11-09,29
2008-11-10,31
2008-11-11,33
2008-11-12,36
2008-11-13,38
2008-11-14,40
2008-11-15,43
2008-11-16,44
2008-11-17,45
2008-11-18,46
2008-11-19,47
2008-11-20,48
2008-11-21,49
2008-11-22,51
2008-11-23,48
2008-11-24,46
2008-11-25,44
2008-11-26,41
2008-11-27,39
2008-11-28,37
2008-11-29,35
2008-11-30,36
2008-12-07,46
2008-12-08,45
2008-12-09,44
2008-12-10,43
2008-12-11,42
2008-12-12,41
2008-12-13,41
2008-12-14,40
2008-12-15,40
2008-12-16,40
2008-12-17,39
2008-12-18,39
2008-12-19,39
2008-12-20,38
2008-12-21,37
2008-12-22,34
2008-12-23,33
2008-12-24,31
2008-12-25,29
2008-12-26,27
2008-12-27,26
2008-12-28,24
2008-12-29,23
2008-12-30,21
2008-12-31,20
2009-01-01,18
2009-01-02,17
2009-01-03,16
2009-01-04,17
2009-01-05,19
2009-01-06,21
2009-01-07,23
2009-01-08,25
2009-01-09,27
2009-01-10,29
2009-01-11,30
2009-01-12,32
2009-01-13,34
2009-01-14,35
2009-01-15,37
2009-01-16,38
2009-01-17,40
2009-01-18,40
2009-01-19,40
2009-01-20,40
2009-01-21,41
2009-01-22,41
2009-01-23,41
2009-01-24,42
2009-01-25,40
2009-01-26,38
2009-01-27,36
2009-01-28,34
2009-01-29,32
2009-01-30,30
2009-01-31,28
2009-02-01,28
2009-02-02,29
2009-02-03,29
2009-02-04,30
2009-02-05,30
2009-02-06,31
2009-02-07,32
2009-02-08,33
2009-02-09,34
2009-02-10,36
2009-02-11,37
2009-02-12,39
2009-02-13,40
2009-02-14,42
2009-02-15,43
2009-02-16,45
2009-02-17,46
2009-02-18,48
2009-02-19,49
2009-02-20,51
2009-02-21,52
2009-02-22,51
