Date,Sirtris
2007-07-28,11
2007-07-29,11
2007-07-30,11
2007-07-31,11
2007-08-01,11
2007-08-02,11
2007-08-03,11
2007-08-04,12
2007-08-05,12
2007-08-06,12
2007-08-07,12
2007-08-08,12
2007-08-09,12
2007-08-10,12
2007-08-11,13
2007-08-12,13
2007-08-13,13
2007-08-14,13
2007-08-15,13
2007-08-16,13
2007-08-17,13
2007-08-18,14
2007-08-19,12
2007-08-20,12
2007-08-21,12
2007-08-22,12
2007-08-23,12
2007-08-24,12
2007-08-25,12
2007-08-26,12
2007-09-02,12
2007-09-03,12
2007-09-04,12
2007-09-05,12
2007-09-06,12
2007-09-07,12
2007-09-08,12
2007-09-09,13
2007-09-10,14
2007-09-11,15
2007-09-12,16
2007-09-13,17
2007-09-14,18
2007-09-15,20
2007-09-16,21
2007-09-17,22
2007-09-18,23
2007-09-19,24
2007-09-20,25
2007-09-21,26
2007-09-22,27
2007-09-23,23
2007-09-24,19
2007-09-25,15
2007-09-26,11
2007-09-27,7
2007-09-28,3
2007-09-29,0
2007-09-30,0
2007-10-01,0
2007-10-02,0
2007-10-03,0
2007-10-04,0
2007-10-05,0
2007-10-06,0
2007-10-07,0
2007-10-08,0
2007-10-09,0
2007-10-10,0
2007-10-11,0
2007-10-12,0
2007-10-13,0
2007-10-14,0
2007-10-15,0
2007-10-16,0
2007-10-17,0
2007-10-18,0
2007-10-19,0
2007-10-20,0
2007-10-21,0
2007-10-22,0
2007-10-23,0
2007-10-24,0
2007-10-25,0
2007-10-26,0
2007-10-27,0
2007-10-28,0
2007-10-29,0
2007-10-30,0
2007-10-31,0
2007-11-01,0
2007-11-02,0
2007-11-03,0
2007-11-04,1
2007-11-05,3
2007-11-06,5
2007-11-07,7
2007-11-08,9
2007-11-09,11
2007-11-10,13
2007-11-11,13
2007-11-12,14
2007-11-13,15
2007-11-14,16
2007-11-15,17
2007-11-16,18
2007-11-17,19
2007-11-18,21
2007-11-19,23
2007-11-20,25
2007-11-21,28
2007-11-22,30
2007-11-23,32
2007-11-24,35
2007-11-25,37
2007-12-02,46
2007-12-03,44
2007-12-04,41
2007-12-05,38
2007-12-06,35
2007-12-07,31
2007-12-08,28
2007-12-09,26
2007-12-10,22
2007-12-11,19
2007-12-12,17
2007-12-13,14
2007-12-14,11
2007-12-15,9
2007-12-16,9
2007-12-17,9
2007-12-18,9
2007-12-19,9
2007-12-20,9
2007-12-21,9
2007-12-22,10
2007-12-23,10
2007-12-24,10
2007-12-25,10
2007-12-26,10
2007-12-27,10
2007-12-28,10
2007-12-29,11
2007-12-30,12
2007-12-31,13
2008-01-01,14
2008-01-02,16
2008-01-03,17
2008-01-04,18
2008-01-05,20
2008-01-06,21
2008-01-07,22
2008-01-08,24
2008-01-09,25
2008-01-10,26
2008-01-11,28
2008-01-12,29
2008-01-13,26
2008-01-14,23
2008-01-15,21
2008-01-16,18
2008-01-17,16
2008-01-18,13
2008-01-19,11
2008-01-20,11
2008-01-21,11
2008-01-22,11
2008-01-23,11
2008-01-24,11
2008-01-25,11
2008-01-26,11
2008-01-27,11
2008-01-28,11
2008-01-29,11
2008-01-30,11
2008-01-31,11
2008-02-01,11
2008-02-02,11
2008-02-03,11
2008-02-04,11
2008-02-05,11
2008-02-06,11
2008-02-07,11
2008-02-08,11
2008-02-09,11
2008-02-10,11
2008-02-11,11
2008-02-12,11
2008-02-13,11
2008-02-14,11
2008-02-15,11
2008-02-16,11
2008-02-17,11
2008-02-18,11
2008-02-19,11
2008-02-20,11
2008-02-21,11
2008-02-22,11
2008-02-23,12
2008-02-24,11
2008-03-02,8
2008-03-03,8
2008-03-04,8
2008-03-05,8
2008-03-06,8
2008-03-07,8
2008-03-08,8
2008-03-09,8
2008-03-10,8
2008-03-11,8
2008-03-12,9
2008-03-13,9
2008-03-14,9
2008-03-15,10
2008-03-16,9
2008-03-17,9
2008-03-18,9
2008-03-19,9
2008-03-20,9
2008-03-21,9
2008-03-22,9
2008-03-23,9
2008-03-24,9
2008-03-25,9
2008-03-26,9
2008-03-27,9
2008-03-28,9
2008-03-29,9
2008-03-30,12
2008-03-31,16
2008-04-01,20
2008-04-02,24
2008-04-03,28
2008-04-04,32
2008-04-05,36
2008-04-06,34
2008-04-07,29
2008-04-08,26
2008-04-09,23
2008-04-10,20
2008-04-11,17
2008-04-12,14
2008-04-13,14
2008-04-14,14
2008-04-15,14
2008-04-16,14
2008-04-17,14
2008-04-18,14
2008-04-19,14
2008-04-20,22
2008-04-21,30
2008-04-22,39
2008-04-23,47
2008-04-24,56
2008-04-25,65
2008-04-26,74
2008-04-27,68
2008-04-28,59
2008-04-29,52
2008-04-30,46
2008-05-01,40
2008-05-02,34
2008-05-03,28
2008-05-04,26
2008-05-05,24
2008-05-06,22
2008-05-07,20
2008-05-08,18
2008-05-09,16
2008-05-10,14
2008-05-11,13
2008-05-12,12
2008-05-13,11
2008-05-14,10
2008-05-15,9
2008-05-16,8
2008-05-17,8
2008-05-18,9
2008-05-19,10
2008-05-20,12
2008-05-21,13
2008-05-22,15
2008-05-23,16
2008-05-24,18
2008-05-25,18
2008-06-01,26
2008-06-02,27
2008-06-03,29
2008-06-04,30
2008-06-05,31
2008-06-06,33
2008-06-07,34
2008-06-08,32
2008-06-09,30
2008-06-10,28
2008-06-11,26
2008-06-12,24
2008-06-13,22
2008-06-14,20
2008-06-15,18
2008-06-16,16
2008-06-17,15
2008-06-18,13
2008-06-19,12
2008-06-20,10
2008-06-21,9
2008-06-22,9
2008-06-23,10
2008-06-24,11
2008-06-25,12
2008-06-26,13
2008-06-27,14
2008-06-28,15
2008-06-29,14
2008-06-30,14
2008-07-01,14
2008-07-02,13
2008-07-03,13
2008-07-04,13
2008-07-05,13
2008-07-06,13
2008-07-07,13
2008-07-08,13
2008-07-09,13
2008-07-10,13
2008-07-11,13
2008-07-12,13
2008-07-13,12
2008-07-14,12
2008-07-15,11
2008-07-16,11
2008-07-17,10
2008-07-18,10
2008-07-19,10
2008-07-20,10
2008-07-21,10
2008-07-22,10
2008-07-23,11
2008-07-24,11
2008-07-25,11
2008-07-26,12
2008-07-27,11
2008-07-28,11
2008-07-29,10
2008-07-30,10
2008-07-31,9
2008-08-01,9
2008-08-02,9
2008-08-03,9
2008-08-04,9
2008-08-05,10
2008-08-06,10
2008-08-07,11
2008-08-08,11
2008-08-09,12
2008-08-10,12
2008-08-11,12
2008-08-12,12
2008-08-13,12
2008-08-14,12
2008-08-15,12
2008-08-16,13
2008-08-17,11
2008-08-18,11
2008-08-19,11
2008-08-20,10
2008-08-21,10
2008-08-22,10
2008-08-23,10
2008-08-24,8
2008-08-25,7
2008-08-26,5
2008-08-27,4
2008-08-28,2
2008-08-29,1
2008-08-30,0
2008-08-31,0
