Date,Facebook
2012-03-01,76
2012-03-02,76
2012-03-03,77
2012-03-04,78
2012-03-05,78
2012-03-06,77
2012-03-07,78
2012-03-08,79
2012-03-09,78
2012-03-10,79
2012-03-11,78
2012-03-12,79
2012-03-13,77
2012-03-14,77
2012-03-15,76
2012-03-16,76
2012-03-17,76
2012-03-18,76
2012-03-19,77
2012-03-20,76
2012-03-21,76
2012-03-22,76
2012-03-23,76
2012-03-24,76
2012-03-25,77
2012-03-26,77
2012-03-27,76
2012-03-28,76
2012-03-29,76
2012-03-30,76
2012-03-31,76
2012-04-01,76
2012-04-02,77
2012-04-03,76
2012-04-04,76
2012-04-05,76
2012-04-06,76
2012-04-07,76
2012-04-08,76
2012-04-09,77
2012-04-10,76
2012-04-11,76
2012-04-12,76
2012-04-13,76
2012-04-14,77
2012-04-15,76
2012-04-16,77
2012-04-17,76
2012-04-18,76
2012-04-19,75
2012-04-20,75
2012-04-21,75
2012-04-22,75
2012-04-23,75
2012-04-24,74
2012-04-25,74
2012-04-26,74
2012-04-27,74
2012-04-28,74
2012-04-29,75
2012-04-30,74
2012-05-01,74
2012-05-02,75
2012-05-03,74
2012-05-04,74
2012-05-05,75
2012-05-06,75
2012-05-07,76
2012-05-08,75
2012-05-09,75
2012-05-10,75
2012-05-11,75
2012-05-12,76
2012-05-13,75
2012-05-14,76
2012-05-15,75
2012-05-16,74
2012-05-17,74
2012-05-18,74
2012-05-19,74
2012-05-20,75
2012-05-21,74
2012-05-22,74
2012-05-23,74
2012-05-24,74
2012-05-25,74
2012-05-26,75
2012-05-27,75
2012-05-28,76
2012-05-29,76
2012-05-30,76
2012-05-31,77
2012-06-01,77
2012-06-02,78
2012-06-03,77
2012-06-04,79
2012-06-05,77
2012-06-06,77
2012-06-07,77
2012-06-08,77
2012-06-09,77
2012-06-10,76
2012-06-11,77
2012-06-12,76
2012-06-13,75
2012-06-14,75
2012-06-15,75
2012-06-16,75
2012-06-17,75
2012-06-18,77
2012-06-19,76
2012-06-20,77
2012-06-21,77
2012-06-22,78
2012-06-23,79
2012-06-24,79
2012-06-25,79
2012-06-26,78
2012-06-27,78
2012-06-28,78
2012-06-29,78
2012-06-30,78
2012-07-01,78
2012-07-02,78
2012-07-03,77
2012-07-04,77
2012-07-05,77
2012-07-06,77
2012-07-07,77
2012-07-08,76
2012-07-09,78
2012-07-10,76
2012-07-11,76
2012-07-12,76
2012-07-13,76
2012-07-14,76
2012-07-15,76
2012-07-16,76
2012-07-17,75
2012-07-18,75
2012-07-19,75
2012-07-20,75
2012-07-21,75
2012-07-22,75
2012-07-23,75
2012-07-24,74
2012-07-25,74
2012-07-26,74
2012-07-27,74
2012-07-28,74
2012-07-29,74
2012-07-30,75
2012-07-31,75
2012-08-01,75
2012-08-02,75
2012-08-03,75
2012-08-04,76
2012-08-05,76
2012-08-06,76
2012-08-07,74
2012-08-08,74
2012-08-09,73
2012-08-10,73
2012-08-11,73
2012-08-12,74
2012-08-13,75
2012-08-14,74
2012-08-15,75
2012-08-16,76
2012-08-17,76
2012-08-18,77
2012-08-19,76
2012-08-20,77
2012-08-21,76
2012-08-22,76
2012-08-23,76
2012-08-24,76
2012-08-25,76
2012-08-26,76
2012-08-27,76
2012-08-28,75
2012-08-29,75
2012-08-30,75
2012-08-31,75
2012-09-01,75
2012-09-02,75
2012-09-03,76
2012-09-04,76
2012-09-05,75
2012-09-06,75
2012-09-07,75
2012-09-08,76
2012-09-09,76
2012-09-10,76
2012-09-11,75
2012-09-12,74
2012-09-13,74
2012-09-14,74
2012-09-15,74
2012-09-16,74
2012-09-17,75
2012-09-18,74
2012-09-19,74
2012-09-20,74
2012-09-21,74
2012-09-22,75
2012-09-23,75
2012-09-24,76
2012-09-25,74
2012-09-26,74
2012-09-27,74
2012-09-28,74
2012-09-29,74
2012-09-30,76
2012-10-01,77
2012-10-02,77
2012-10-03,79
2012-10-04,80
2012-10-05,81
2012-10-06,83
2012-10-07,84
2012-10-08,87
2012-10-09,87
2012-10-10,88
2012-10-11,90
2012-10-12,92
2012-10-13,93
2012-10-14,93
2012-10-15,94
2012-10-16,94
2012-10-17,93
2012-10-18,93
2012-10-19,93
2012-10-20,94
2012-10-21,94
2012-10-22,94
2012-10-23,93
2012-10-24,92
2012-10-25,92
2012-10-26,92
2012-10-27,92
2012-10-28,92
2012-10-29,93
2012-10-30,92
2012-10-31,93
2012-11-01,93
2012-11-02,93
2012-11-03,94
2012-11-04,94
2012-11-05,95
2012-11-06,94
2012-11-07,94
2012-11-08,94
2012-11-09,94
2012-11-10,94
2012-11-11,95
2012-11-12,94
2012-11-13,93
2012-11-14,92
2012-11-15,92
2012-11-16,92
2012-11-17,92
2012-11-18,92
2012-11-19,94
2012-11-20,93
2012-11-21,93
2012-11-22,94
2012-11-23,94
2012-11-24,95
2012-11-25,95
2012-11-26,95
2012-11-27,94
2012-11-28,93
2012-11-29,93
2012-11-30,93
2012-12-01,93
2012-12-02,92
2012-12-03,94
2012-12-04,92
2012-12-05,92
2012-12-06,91
2012-12-07,91
2012-12-08,91
2012-12-09,92
2012-12-10,91
2012-12-11,92
2012-12-12,92
2012-12-13,92
2012-12-14,92
2012-12-15,93
2012-12-16,93
2012-12-17,94
2012-12-18,93
2012-12-19,93
2012-12-20,93
2012-12-21,93
2012-12-22,93
2012-12-23,94
2012-12-24,95
2012-12-25,96
2012-12-26,98
2012-12-27,98
2012-12-28,99
2012-12-29,100
2012-12-30,100
2012-12-31,99
2013-01-01,99
2013-01-02,101
2013-01-03,99
2013-01-04,99
2013-01-05,99
2013-01-06,97
2013-01-07,98
2013-01-08,95
2013-01-09,94
2013-01-10,93
2013-01-11,92
2013-01-12,91
2013-01-13,91
2013-01-14,93
2013-01-15,91
2013-01-16,92
2013-01-17,92
2013-01-18,92
2013-01-19,93
2013-01-20,93
2013-01-21,94
2013-01-22,93
2013-01-23,93
2013-01-24,93
2013-01-25,93
2013-01-26,94
2013-01-27,94
2013-01-28,93
2013-01-29,93
2013-01-30,93
2013-01-31,92
2013-02-01,92
2013-02-02,92
2013-02-03,92
2013-02-04,93
2013-02-05,92
2013-02-06,92
2013-02-07,92
2013-02-08,92
2013-02-09,92
2013-02-10,91
2013-02-11,92
2013-02-12,91
2013-02-13,90
2013-02-14,90
2013-02-15,90
2013-02-16,90
2013-02-17,90
2013-02-18,91
2013-02-19,89
2013-02-20,89
2013-02-21,89
2013-02-22,89
2013-02-23,89
2013-02-24,88
2013-02-25,90
2013-02-26,88
2013-02-27,88
2013-02-28,88
2013-03-01,88
2013-03-02,88
2013-03-03,88
2013-03-04,89
2013-03-05,88
2013-03-06,88
2013-03-07,88
2013-03-08,88
2013-03-09,88
2013-03-10,89
2013-03-11,90
2013-03-12,89
2013-03-13,89
2013-03-14,90
2013-03-15,90
2013-03-16,91
2013-03-17,91
2013-03-18,92
2013-03-19,90
2013-03-20,90
2013-03-21,90
2013-03-22,90
2013-03-23,90
2013-03-24,90
2013-03-25,91
2013-03-26,90
2013-03-27,90
2013-03-28,90
2013-03-29,90
2013-03-30,91
2013-03-31,91
2013-05-01,91
2013-05-02,92
2013-05-03,91
2013-05-04,92
2013-05-05,91
2013-05-06,91
2013-05-07,90
2013-05-08,89
2013-05-09,88
2013-05-10,87
2013-05-11,87
2013-05-12,87
2013-05-13,88
2013-05-14,88
2013-05-15,88
2013-05-16,88
2013-05-17,88
2013-05-18,89
2013-05-19,90
2013-05-20,90
2013-05-21,90
2013-05-22,90
2013-05-23,91
2013-05-24,91
2013-05-25,92
2013-05-26,91
2013-05-27,93
2013-05-28,91
2013-05-29,91
2013-05-30,91
2013-05-31,91
2013-06-01,91
2013-06-02,91
2013-06-03,93
2013-06-04,91
2013-06-05,92
2013-06-06,92
2013-06-07,92
2013-06-08,93
2013-06-09,94
2013-06-10,93
2013-06-11,93
2013-06-12,93
2013-06-13,93
2013-06-14,93
2013-06-15,93
2013-06-16,93
2013-06-17,94
2013-06-18,93
2013-06-19,93
2013-06-20,94
2013-06-21,93
2013-06-22,94
2013-06-23,94
2013-06-24,94
2013-06-25,93
2013-06-26,92
2013-06-27,92
2013-06-28,92
2013-06-29,92
2013-06-30,92
2013-07-01,93
2013-07-02,92
2013-07-03,92
2013-07-04,92
2013-07-05,92
2013-07-06,92
2013-07-07,92
2013-07-08,93
2013-07-09,92
2013-07-10,92
2013-07-11,92
2013-07-12,92
2013-07-13,93
2013-07-14,93
2013-07-15,93
2013-07-16,93
2013-07-17,93
2013-07-18,93
2013-07-19,93
2013-07-20,93
2013-07-21,92
2013-07-22,92
2013-07-23,91
2013-07-24,90
2013-07-25,89
2013-07-26,88
2013-07-27,88
2013-07-28,89
2013-07-29,89
2013-07-30,89
2013-07-31,89
