Date,OpenTable
2009-02-10,84
2009-02-11,89
2009-02-12,92
2009-02-13,97
2009-02-14,100
2009-02-15,107
2009-02-16,94
2009-02-17,82
2009-02-18,77
2009-02-19,71
2009-02-20,67
2009-02-21,60
2009-02-22,64
2009-02-23,59
2009-02-24,58
2009-02-25,57
2009-02-26,57
2009-02-27,56
2009-02-28,56
2009-03-01,60
2009-03-02,53
2009-03-03,53
2009-03-04,51
2009-03-05,51
2009-03-06,49
2009-03-07,48
2009-03-08,51
2009-03-09,49
2009-03-10,50
2009-03-11,50
2009-03-12,51
2009-03-13,52
2009-03-14,53
2009-03-15,57
2009-03-16,52
2009-03-17,52
2009-03-18,51
2009-03-19,51
2009-03-20,51
2009-03-21,51
2009-03-22,55
2009-03-23,51
2009-03-24,51
2009-03-25,53
2009-03-26,51
2009-03-27,51
2009-03-28,52
2009-03-29,54
2009-03-30,51
2009-03-31,52
2009-04-01,52
2009-04-02,53
2009-04-03,53
2009-04-04,54
2009-04-05,60
2009-04-06,54
2009-04-07,54
2009-04-08,54
2009-04-09,54
2009-04-10,54
2009-04-11,54
2009-04-12,59
2009-04-13,53
2009-04-14,53
2009-04-15,55
2009-04-16,52
2009-04-17,52
2009-04-18,54
2009-04-19,55
2009-04-20,52
2009-04-21,52
2009-04-22,52
2009-04-23,52
2009-04-24,52
2009-04-25,52
2009-04-26,57
2009-04-27,51
2009-04-28,51
2009-04-29,51
2009-04-30,51
2009-05-01,51
2009-05-02,53
2009-05-03,54
2009-05-04,55
2009-05-05,57
2009-05-06,60
2009-05-07,62
2009-05-08,64
2009-05-09,67
2009-05-10,69
2009-05-11,66
2009-05-12,63
2009-05-13,61
2009-05-14,60
2009-05-15,59
2009-05-16,58
2009-05-17,67
2009-05-18,61
2009-05-19,63
2009-05-20,64
2009-05-21,66
2009-05-22,68
2009-05-23,76
2009-05-24,70
2009-05-25,67
2009-05-26,62
2009-05-27,59
2009-05-28,58
2009-05-29,54
2009-05-30,52
2009-05-31,55
2009-06-01,51
2009-06-02,51
2009-06-03,51
2009-06-04,51
2009-06-05,50
2009-06-06,51
2009-06-07,54
2009-06-08,49
2009-06-09,49
2009-06-10,49
2009-06-11,49
2009-06-12,49
2009-06-13,49
2009-06-14,52
2009-06-15,50
2009-06-16,51
2009-06-17,52
2009-06-18,53
2009-06-19,54
2009-06-20,55
2009-06-21,58
2009-06-22,53
2009-06-23,54
2009-06-24,51
2009-06-25,51
2009-06-26,49
2009-06-27,49
2009-06-28,52
2009-06-29,48
2009-06-30,48
2009-07-01,48
2009-07-02,48
2009-07-03,48
2009-07-04,48
2009-07-05,52
2009-07-06,49
2009-07-07,50
2009-07-08,50
2009-07-09,51
2009-07-10,52
2009-07-11,53
2009-07-12,56
2009-07-13,54
2009-07-14,55
2009-07-15,55
2009-07-16,56
2009-07-17,56
2009-07-18,57
2009-07-19,59
2009-07-20,56
2009-07-21,56
2009-07-22,57
2009-07-23,55
2009-07-24,55
2009-07-25,56
2009-07-26,58
2009-07-27,56
2009-07-28,56
2009-07-29,57
2009-07-30,58
2009-07-31,58
2009-08-01,60
2009-08-02,60
2009-08-03,58
2009-08-04,58
2009-08-05,58
2009-08-06,58
2009-08-07,58
2009-08-08,59
2009-08-09,60
2009-08-10,58
2009-08-11,58
2009-08-12,59
2009-08-13,58
2009-08-14,58
2009-08-15,58
2009-08-16,61
2009-08-17,57
2009-08-18,56
2009-08-19,56
2009-08-20,56
2009-08-21,55
2009-08-22,57
2009-08-23,57
2009-08-24,55
2009-08-25,56
2009-08-26,56
2009-08-27,56
2009-08-28,56
2009-08-29,57
2009-08-30,61
2009-08-31,54
2009-09-01,53
2009-09-02,52
2009-09-03,53
2009-09-04,50
2009-09-05,49
2009-09-06,50
2009-09-07,51
2009-09-08,48
2009-09-09,48
2009-09-10,48
2009-09-11,48
2009-09-12,48
2009-09-13,53
2009-09-14,49
2009-09-15,50
2009-09-16,51
2009-09-17,52
2009-09-18,53
2009-09-19,54
2009-09-20,58
2009-09-21,54
2009-09-22,54
2009-09-23,55
2009-09-24,54
2009-09-25,54
2009-09-26,56
2009-09-27,58
2009-09-28,53
2009-09-29,53
2009-09-30,53
2009-10-01,52
2009-10-02,51
2009-10-03,51
2009-10-04,55
2009-10-05,51
2009-10-06,52
2009-10-07,52
2009-10-08,52
2009-10-09,52
2009-10-10,54
2009-10-11,55
2009-10-12,53
2009-10-13,55
2009-10-14,54
2009-10-15,58
2009-10-16,55
2009-10-17,56
2009-10-18,59
2009-10-19,56
2009-10-20,54
2009-10-21,54
2009-10-22,54
2009-10-23,53
2009-10-24,53
2009-10-25,58
2009-10-26,53
2009-10-27,53
2009-10-28,54
2009-10-29,53
2009-10-30,53
2009-10-31,55
2009-11-01,56
2009-11-02,54
2009-11-03,55
2009-11-04,56
2009-11-05,58
2009-11-06,58
2009-11-07,59
2009-11-08,65
2009-11-09,59
2009-11-10,59
2009-11-11,59
2009-11-12,59
2009-11-13,59
2009-11-14,59
2009-11-15,64
2009-11-16,58
2009-11-17,58
2009-11-18,59
2009-11-19,57
2009-11-20,57
2009-11-21,57
2009-11-22,58
2009-11-23,55
2009-11-24,54
2009-11-25,54
2009-11-26,56
2009-11-27,52
2009-11-28,52
2009-11-29,58
2009-11-30,53
2009-12-01,54
2009-12-02,54
2009-12-03,55
2009-12-04,56
2009-12-05,57
2009-12-06,60
2009-12-07,58
2009-12-08,59
2009-12-09,60
2009-12-10,61
2009-12-11,61
2009-12-12,62
2009-12-13,64
2009-12-14,62
2009-12-15,63
2009-12-16,63
2009-12-17,65
2009-12-18,64
2009-12-19,65
2009-12-20,67
2009-12-21,65
2009-12-22,65
2009-12-23,65
2009-12-24,66
2009-12-25,66
2009-12-26,65
2009-12-27,69
2009-12-28,69
2009-12-29,72
2009-12-30,74
2009-12-31,77
2010-01-01,79
2010-01-02,82
2010-01-03,87
2010-01-04,75
2010-01-05,71
2010-01-06,68
2010-01-07,65
2010-01-08,61
2010-01-09,58
2010-01-10,64
2010-01-11,61
2010-01-12,63
2010-01-13,64
2010-01-14,66
2010-01-15,68
2010-01-16,71
2010-01-17,72
2010-01-18,73
2010-01-19,68
2010-01-20,67
2010-01-21,67
2010-01-22,66
2010-01-23,66
2010-01-24,72
2010-01-25,67
2010-01-26,68
2010-01-27,68
2010-01-28,70
2010-01-29,70
2010-01-30,71
2010-01-31,76
2010-02-01,69
2010-02-02,69
2010-02-03,70
2010-02-04,68
2010-02-05,67
2010-02-06,67
2010-02-07,76
2010-02-08,75
2010-02-09,79
2010-02-10,83
2010-02-11,87
2010-02-12,91
2010-02-13,96
2010-02-14,96
2010-02-15,99
2010-02-16,84
2010-02-17,82
2010-02-18,76
2010-02-19,72
2010-02-20,69
2010-02-21,73
2010-02-22,65
2010-02-23,64
2010-02-24,62
2010-02-25,62
2010-02-26,59
2010-02-27,58
2010-02-28,60
2010-03-01,60
2010-03-02,59
2010-03-03,60
2010-03-04,60
2010-03-05,61
2010-03-06,63
2010-03-07,65
2010-03-08,62
2010-03-09,61
2010-03-10,61
2010-03-11,61
2010-03-12,61
2010-03-13,61
2010-03-14,64
2010-03-15,60
2010-03-16,59
2010-03-17,60
2010-03-18,58
2010-03-19,58
2010-03-20,58
2010-03-21,64
2010-03-22,58
2010-03-23,59
2010-03-24,58
2010-03-25,59
2010-03-26,58
2010-03-27,59
2010-03-28,63
2010-03-29,60
2010-03-30,59
2010-03-31,59
2010-04-01,59
2010-04-02,59
2010-04-03,59
2010-04-04,61
2010-04-05,59
2010-04-06,61
2010-04-07,60
2010-04-08,60
2010-04-09,60
2010-04-10,61
2010-04-11,66
2010-04-12,61
2010-04-13,61
2010-04-14,61
2010-04-15,61
2010-04-16,61
2010-04-17,61
2010-04-18,64
2010-04-19,61
2010-04-20,61
2010-04-21,62
2010-04-22,61
2010-04-23,61
2010-04-24,61
2010-04-25,65
2010-04-26,62
2010-04-27,63
2010-04-28,63
2010-04-29,66
2010-04-30,65
2010-05-01,66
2010-05-02,71
2010-05-03,68
2010-05-04,70
2010-05-05,72
2010-05-06,73
2010-05-07,74
2010-05-08,76
2010-05-09,78
2010-05-10,75
2010-05-11,73
2010-05-12,73
2010-05-13,71
2010-05-14,70
2010-05-15,70
2010-05-16,76
2010-05-17,67
2010-05-18,66
2010-05-19,65
2010-05-20,65
2010-05-21,63
2010-05-22,62
2010-05-23,65
2010-05-24,59
2010-05-25,58
2010-05-26,58
2010-05-27,55
2010-05-28,54
2010-05-29,54
2010-05-30,54
2010-05-31,56
2010-06-01,53
2010-06-02,54
2010-06-03,54
2010-06-04,54
2010-06-05,55
2010-06-06,58
2010-06-07,57
2010-06-08,56
2010-06-09,57
2010-06-10,57
2010-06-11,58
2010-06-12,59
2010-06-13,61
2010-06-14,61
2010-06-15,59
2010-06-16,59
2010-06-17,59
2010-06-18,59
2010-06-19,59
2010-06-20,60
2010-06-21,60
2010-06-22,56
2010-06-23,57
2010-06-24,55
2010-06-25,54
2010-06-26,54
2010-06-27,58
2010-06-28,54
2010-06-29,54
2010-06-30,54
