Date,Molycorp
2010-10-20,35
2010-10-21,40
2010-10-22,51
2010-10-23,55
2010-10-24,49
2010-10-25,48
2010-10-26,47
2010-10-27,46
2010-10-28,45
2010-10-29,47
2010-10-30,43
2010-10-31,42
2010-11-01,39
2010-11-02,40
2010-11-03,36
2010-11-04,34
2010-11-05,33
2010-11-06,31
2010-11-07,30
2010-11-08,29
2010-11-09,28
2010-11-10,28
2010-11-11,26
2010-11-12,25
2010-11-13,25
2010-11-14,24
2010-11-15,23
2010-11-16,23
2010-11-17,22
2010-11-18,22
2010-11-19,22
2010-11-20,21
2010-11-21,19
2010-11-22,18
2010-11-23,17
2010-11-24,16
2010-11-25,15
2010-11-26,14
2010-11-27,13
2010-11-28,12
2010-11-29,11
2010-11-30,11
2010-12-01,10
2010-12-02,10
2010-12-03,9
2010-12-04,9
2010-12-05,10
2010-12-06,11
2010-12-07,12
2010-12-08,15
2010-12-09,15
2010-12-10,16
2010-12-11,18
2010-12-12,21
2010-12-13,25
2010-12-14,30
2010-12-15,32
2010-12-16,38
2010-12-17,41
2010-12-18,43
2010-12-19,41
2010-12-20,40
2010-12-21,39
2010-12-22,40
2010-12-23,38
2010-12-24,35
2010-12-25,34
2010-12-26,43
2010-12-27,52
2010-12-28,62
2010-12-29,72
2010-12-30,86
2010-12-31,94
2011-01-01,100
2011-01-02,95
2011-01-03,91
2011-01-04,87
2011-01-05,87
2011-01-06,86
2011-01-07,75
2011-01-08,75
2011-01-09,66
2011-01-10,61
2011-01-11,61
2011-01-12,51
2011-01-13,47
2011-01-14,41
2011-01-15,39
2011-01-16,35
2011-01-17,34
2011-01-18,33
2011-01-19,32
2011-01-20,31
2011-01-21,32
2011-01-22,29
2011-01-23,29
2011-01-24,30
2011-01-25,31
2011-01-26,36
2011-01-27,35
2011-01-28,34
2011-01-29,35
2011-01-30,34
2011-01-31,33
2011-02-01,32
2011-02-02,33
2011-02-03,31
2011-02-04,30
2011-02-05,29
2011-02-06,28
2011-02-07,27
2011-02-08,27
2011-02-09,26
2011-02-10,27
2011-02-11,24
2011-02-12,24
2011-02-13,24
2011-02-14,24
2011-02-15,24
2011-02-16,25
2011-02-17,24
2011-02-18,24
2011-02-19,25
2011-02-20,24
2011-02-21,25
2011-02-22,24
2011-02-23,25
2011-02-24,25
2011-02-25,26
2011-02-26,26
2011-02-27,25
2011-02-28,24
2011-03-01,23
2011-03-02,22
2011-03-03,21
2011-03-04,20
2011-03-05,20
2011-03-06,23
2011-03-07,26
2011-03-08,29
2011-03-09,32
2011-03-10,35
2011-03-11,41
2011-03-12,41
2011-03-13,37
2011-03-14,34
2011-03-15,33
2011-03-16,27
2011-03-17,25
2011-03-18,21
2011-03-19,18
2011-03-20,19
2011-03-21,20
2011-03-22,21
2011-03-23,22
2011-03-24,23
2011-03-25,26
2011-03-26,27
2011-03-27,26
2011-03-28,26
2011-03-29,27
2011-03-30,27
2011-03-31,28
2011-04-01,28
2011-04-02,29
2011-04-03,36
2011-04-04,43
2011-04-05,55
2011-04-06,58
2011-04-07,66
2011-04-08,81
2011-04-09,87
2011-04-10,73
2011-04-11,65
2011-04-12,60
2011-04-13,54
2011-04-14,42
2011-04-15,34
2011-04-16,27
2011-04-17,27
2011-04-18,27
2011-04-19,29
2011-04-20,28
2011-04-21,31
2011-04-22,29
2011-04-23,31
2011-04-24,29
2011-04-25,28
2011-04-26,27
2011-04-27,27
2011-04-28,25
2011-04-29,24
2011-04-30,23
2011-05-01,24
2011-05-02,25
2011-05-03,26
2011-05-04,27
2011-05-05,29
2011-05-06,29
2011-05-07,30
2011-05-08,30
2011-05-09,30
2011-05-10,30
2011-05-11,32
2011-05-12,34
2011-05-13,31
2011-05-14,32
2011-05-15,30
2011-05-16,28
2011-05-17,27
2011-05-18,25
2011-05-19,24
2011-05-20,22
2011-05-21,21
2011-05-22,21
2011-05-23,21
2011-05-24,21
2011-05-25,22
2011-05-26,21
2011-05-27,21
2011-05-28,22
2011-05-29,22
2011-05-30,22
2011-05-31,22
2011-06-01,23
2011-06-02,22
2011-06-03,23
2011-06-04,22
2011-06-05,22
2011-06-06,23
2011-06-07,23
2011-06-08,24
2011-06-09,25
2011-06-10,26
2011-06-11,26
2011-06-12,25
2011-06-13,24
2011-06-14,25
2011-06-15,23
2011-06-16,23
2011-06-17,22
2011-06-18,22
2011-06-19,21
2011-06-20,21
2011-06-21,21
2011-06-22,21
2011-06-23,21
2011-06-24,21
2011-06-25,21
2011-06-26,21
2011-06-27,21
2011-06-28,22
2011-06-29,23
2011-06-30,23
2011-07-01,23
2011-07-02,25
2011-07-03,23
2011-07-04,22
2011-07-05,21
2011-07-06,20
2011-07-07,19
2011-07-08,19
2011-07-09,18
2011-07-10,18
2011-07-11,19
2011-07-12,19
2011-07-13,20
2011-07-14,20
2011-07-15,23
2011-07-16,22
2011-07-17,21
2011-07-18,20
2011-07-19,20
2011-07-20,19
2011-07-21,19
2011-07-22,18
2011-07-23,18
2011-07-24,18
2011-07-25,18
2011-07-26,18
2011-07-27,18
2011-07-28,18
2011-07-29,18
2011-07-30,18
2011-07-31,18
2011-08-01,18
2011-08-02,18
2011-08-03,18
2011-08-04,18
2011-08-05,18
2011-08-06,18
2011-08-07,18
2011-08-08,19
2011-08-09,20
2011-08-10,21
2011-08-11,21
2011-08-12,23
2011-08-13,23
2011-08-14,22
2011-08-15,22
2011-08-16,21
2011-08-17,22
2011-08-18,20
2011-08-19,21
2011-08-20,20
2011-08-21,18
2011-08-22,17
2011-08-23,16
2011-08-24,15
2011-08-25,14
2011-08-26,13
2011-08-27,12
2011-08-28,12
2011-08-29,12
2011-08-30,12
2011-08-31,12
2011-09-01,13
2011-09-02,13
2011-09-03,13
2011-09-04,12
2011-09-05,12
2011-09-06,11
2011-09-07,11
2011-09-08,10
2011-09-09,10
2011-09-10,10
2011-09-11,11
2011-09-12,12
2011-09-13,14
2011-09-14,15
2011-09-15,16
2011-09-16,17
2011-09-17,19
2011-09-18,21
2011-09-19,23
2011-09-20,25
2011-09-21,30
2011-09-22,32
2011-09-23,33
2011-09-24,34
2011-09-25,32
2011-09-26,31
2011-09-27,30
2011-09-28,29
2011-09-29,29
2011-09-30,27
