Date,Durata
2011-09-10,76
2011-09-11,76
2011-09-12,76
2011-09-13,77
2011-09-14,76
2011-09-15,77
2011-09-16,76
2011-09-17,76
2011-09-18,76
2011-09-19,76
2011-09-20,78
2011-09-21,77
2011-09-22,82
2011-09-23,78
2011-09-24,80
2011-09-25,78
2011-09-26,77
2011-09-27,76
2011-09-28,77
2011-09-29,74
2011-09-30,74
2011-10-01,76
2011-10-02,73
2011-10-03,74
2011-10-04,75
2011-10-05,76
2011-10-06,77
2011-10-07,80
2011-10-08,81
2011-10-09,77
2011-10-10,76
2011-10-11,75
2011-10-12,76
2011-10-13,73
2011-10-14,72
2011-10-15,74
2011-10-16,71
2011-10-17,72
2011-10-18,73
2011-10-19,75
2011-10-20,75
2011-10-21,78
2011-10-22,81
2011-10-23,77
2011-10-24,77
2011-10-25,79
2011-10-26,77
2011-10-27,77
2011-10-28,77
2011-10-29,80
2011-10-30,78
2011-10-31,77
2011-11-01,78
2011-11-02,76
2011-11-03,75
2011-11-04,75
2011-11-05,78
2011-11-06,76
2011-11-07,77
2011-11-08,79
2011-11-09,83
2011-11-10,82
2011-11-11,83
2011-11-12,86
2011-11-13,85
2011-11-14,86
2011-11-15,89
2011-11-16,87
2011-11-17,88
2011-11-18,91
2011-11-19,90
2011-11-20,91
2011-11-21,87
2011-11-22,89
2011-11-23,84
2011-11-24,82
2011-11-25,82
2011-11-26,82
2011-11-27,80
2011-11-28,78
2011-11-29,77
2011-11-30,77
2011-12-01,76
2011-12-02,75
2011-12-03,75
2011-12-04,75
2011-12-05,73
2011-12-06,72
2011-12-07,72
2011-12-08,72
2011-12-09,69
2011-12-10,69
2011-12-11,69
2011-12-12,70
2011-12-13,71
2011-12-14,72
2011-12-15,75
2011-12-16,74
2011-12-17,76
2011-12-18,74
2011-12-19,73
2011-12-20,73
2011-12-21,71
2011-12-22,71
2011-12-23,70
2011-12-24,71
2011-12-25,68
2011-12-26,71
2011-12-27,70
2011-12-28,71
2011-12-29,72
2011-12-30,74
2011-12-31,80
2012-01-01,75
2012-01-02,76
2012-01-03,78
2012-01-04,78
2012-01-05,80
2012-01-06,82
2012-01-07,82
2012-01-08,82
2012-01-09,84
2012-01-10,83
2012-01-11,83
2012-01-12,82
2012-01-13,82
2012-01-14,87
2012-01-15,83
2012-01-16,84
2012-01-17,84
2012-01-18,88
2012-01-19,85
2012-01-20,86
2012-01-21,87
2012-01-22,88
2012-01-23,87
2012-01-24,88
2012-01-25,89
2012-01-26,90
2012-01-27,89
2012-01-28,93
2012-01-29,88
2012-01-30,87
2012-01-31,88
2012-02-01,86
2012-02-02,84
2012-02-03,83
2012-02-04,82
2012-02-05,81
2012-02-06,82
2012-02-07,81
2012-02-08,81
2012-02-09,81
2012-02-10,81
2012-02-11,84
2012-02-12,80
2012-02-13,81
2012-02-14,81
2012-02-15,79
2012-02-16,78
2012-02-17,81
2012-02-18,78
2012-02-19,78
2012-02-20,78
2012-02-21,81
2012-02-22,79
2012-02-23,81
2012-02-24,83
2012-02-25,81
2012-02-26,80
2012-02-27,80
2012-02-28,81
2012-02-29,79
2012-03-01,79
2012-03-02,80
2012-03-03,80
2012-03-04,78
2012-03-05,78
2012-03-06,81
2012-03-07,78
2012-03-08,80
2012-03-09,78
2012-03-10,78
2012-03-11,77
2012-03-12,77
2012-03-13,77
2012-03-14,78
2012-03-15,76
2012-03-16,78
2012-03-17,76
2012-03-18,76
2012-03-19,78
2012-03-20,81
2012-03-21,79
2012-03-22,80
2012-03-23,83
2012-03-24,82
2012-03-25,83
2012-03-26,80
2012-03-27,80
2012-03-28,79
2012-03-29,78
2012-03-30,79
2012-03-31,79
2012-04-01,77
2012-04-02,77
2012-04-03,77
2012-04-04,78
2012-04-05,77
2012-04-06,77
2012-04-07,80
2012-04-08,77
2012-04-09,79
2012-04-10,79
2012-04-11,82
2012-04-12,81
2012-04-13,82
2012-04-14,83
2012-04-15,83
2012-04-16,87
2012-04-17,84
2012-04-18,86
2012-04-19,86
2012-04-20,85
2012-04-21,89
2012-04-22,86
2012-04-23,83
2012-04-24,82
2012-04-25,82
2012-04-26,79
2012-04-27,78
2012-04-28,78
2012-04-29,77
2012-04-30,77
2012-05-01,79
2012-05-02,78
2012-05-03,80
2012-05-04,80
2012-05-05,79
2012-05-06,79
2012-05-07,79
2012-05-08,80
2012-05-09,79
2012-05-10,79
2012-05-11,79
2012-05-12,79
2012-05-13,79
2012-05-14,79
2012-05-15,80
2012-05-16,80
2012-05-17,81
2012-05-18,82
2012-05-19,83
2012-05-20,83
2012-05-21,84
2012-05-22,85
2012-05-23,87
2012-05-24,90
2012-05-25,90
2012-05-26,91
2012-05-27,90
2012-05-28,89
2012-05-29,88
2012-05-30,89
2012-05-31,88
2012-06-01,85
2012-06-02,85
2012-06-03,83
2012-06-04,83
2012-06-05,85
2012-06-06,82
2012-06-07,81
2012-06-08,82
2012-06-09,83
2012-06-10,81
2012-06-11,80
2012-06-12,80
2012-06-13,80
2012-06-14,81
2012-06-15,80
2012-06-16,82
2012-06-17,80
2012-06-18,80
2012-06-19,81
2012-06-20,81
2012-06-21,82
2012-06-22,87
2012-06-23,83
2012-06-24,81
2012-06-25,80
2012-06-26,79
2012-06-27,77
2012-06-28,77
2012-06-29,78
2012-06-30,74
2012-07-01,74
2012-07-02,74
2012-07-03,75
2012-07-04,76
2012-07-05,76
2012-07-06,78
2012-07-07,79
2012-07-08,77
2012-07-09,78
2012-07-10,79
2012-07-11,79
2012-07-12,82
2012-07-13,81
2012-07-14,85
2012-07-15,82
2012-07-16,81
2012-07-17,80
2012-07-18,81
2012-07-19,79
2012-07-20,79
2012-07-21,81
2012-07-22,80
2012-07-23,81
2012-07-24,83
2012-07-25,84
2012-07-26,86
2012-07-27,87
2012-07-28,90
2012-07-29,88
2012-07-30,87
2012-07-31,89
2012-08-01,85
2012-08-02,84
2012-08-03,83
2012-08-04,87
2012-08-05,80
2012-08-06,82
2012-08-07,78
2012-08-08,81
2012-08-09,75
2012-08-10,74
2012-08-11,75
2012-08-12,71
2012-08-13,74
2012-08-14,68
2012-08-15,68
2012-08-16,65
2012-08-17,65
2012-08-18,62
2012-08-19,65
2012-08-20,66
2012-08-21,69
2012-08-22,71
2012-08-23,73
2012-08-24,77
2012-08-25,79
2012-08-26,80
2012-08-27,83
2012-08-28,84
2012-08-29,87
2012-08-30,90
2012-08-31,91
2012-09-01,94
2012-09-02,95
2012-09-03,94
2012-09-04,94
2012-09-05,96
2012-09-06,94
2012-09-07,95
2012-09-08,94
2012-09-09,94
2012-09-10,92
2012-09-11,91
2012-09-12,90
2012-09-13,89
2012-09-14,89
2012-09-15,88
2012-09-16,87
2012-09-17,87
2012-09-18,88
2012-09-19,90
2012-09-20,89
2012-09-21,89
2012-09-22,92
2012-09-23,89
2012-09-24,88
2012-09-25,88
2012-09-26,87
2012-09-27,87
2012-09-28,87
2012-09-29,88
2012-09-30,85
2012-10-01,84
2012-10-02,84
2012-10-03,83
2012-10-04,84
2012-10-05,83
2012-10-06,84
2012-10-07,82
2012-10-08,83
2012-10-09,83
2012-10-10,84
2012-10-11,86
2012-10-12,86
2012-10-13,86
2012-10-14,85
2012-10-15,84
2012-10-16,84
2012-10-17,84
2012-10-18,84
2012-10-19,82
2012-10-20,85
2012-10-21,82
2012-10-22,83
2012-10-23,84
2012-10-24,85
2012-10-25,86
2012-10-26,86
2012-10-27,88
2012-10-28,86
2012-10-29,83
2012-10-30,83
2012-10-31,82
2012-11-01,79
2012-11-02,77
2012-11-03,77
2012-11-04,76
2012-11-05,77
2012-11-06,81
2012-11-07,79
2012-11-08,79
2012-11-09,80
2012-11-10,82
2012-11-11,83
2012-11-12,88
2012-11-13,87
2012-11-14,89
2012-11-15,92
2012-11-16,98
2012-11-17,96
2012-11-18,95
2012-11-19,97
2012-11-20,93
2012-11-21,93
2012-11-22,91
2012-11-23,92
2012-11-24,90
2012-11-25,88
2012-11-26,89
2012-11-27,86
2012-11-28,85
2012-11-29,83
2012-11-30,82
2012-12-01,81
2012-12-02,80
2012-12-03,80
2012-12-04,81
2012-12-05,80
2012-12-06,79
2012-12-07,79
2012-12-08,81
2012-12-09,79
2012-12-10,80
2012-12-11,82
2012-12-12,81
2012-12-13,81
2012-12-14,82
2012-12-15,84
2012-12-16,82
2012-12-17,83
2012-12-18,82
2012-12-19,80
2012-12-20,82
2012-12-21,79
2012-12-22,80
2012-12-23,80
2012-12-24,85
2012-12-25,82
2012-12-26,83
2012-12-27,84
2012-12-28,85
2012-12-29,87
2012-12-30,87
2012-12-31,89
2013-01-01,84
2013-01-02,83
2013-01-03,84
2013-01-04,83
2013-01-05,82
2013-01-06,84
2013-01-07,85
2013-01-08,87
2013-01-09,88
2013-01-10,91
2013-01-11,91
2013-01-12,94
2013-01-13,93
2013-01-14,95
2013-01-15,94
2013-01-16,94
2013-01-17,95
2013-01-18,96
2013-01-19,97
2013-01-20,96
2013-01-21,99
2013-01-22,97
2013-01-23,98
2013-01-24,98
2013-01-25,99
2013-01-26,101
2013-01-27,99
2013-01-28,100
2013-01-29,98
2013-01-30,99
