Date,Durata
2013-01-31,97
2013-02-01,99
2013-02-02,97
2013-02-03,96
2013-02-04,96
2013-02-05,97
2013-02-06,95
2013-02-07,94
2013-02-08,95
2013-02-09,94
2013-02-10,95
2013-02-11,91
2013-02-12,91
2013-02-13,88
2013-02-14,88
2013-02-15,86
2013-02-16,84
2013-02-17,84
2013-02-18,84
2013-02-19,85
2013-02-20,84
2013-02-21,85
2013-02-22,84
2013-02-23,86
2013-02-24,84
2013-02-25,86
2013-02-26,84
2013-02-27,84
2013-02-28,85
2013-03-01,84
2013-03-02,86
2013-03-03,84
2013-03-04,84
2013-03-05,85
2013-03-06,84
2013-03-07,84
2013-03-08,88
2013-03-09,84
2013-03-10,84
2013-03-11,84
2013-03-12,85
2013-03-13,85
2013-03-14,87
2013-03-15,85
2013-03-16,88
2013-03-17,85
2013-03-18,85
2013-03-19,85
2013-03-20,85
2013-03-21,86
2013-03-22,85
2013-03-23,85
2013-03-24,84
2013-03-25,86
2013-03-26,83
2013-03-27,85
2013-03-28,82
2013-03-29,82
2013-03-30,84
2013-03-31,81
2013-04-01,81
2013-04-02,80
2013-04-03,80
2013-04-04,81
2013-04-05,79
2013-04-06,82
2013-04-07,79
2013-04-08,79
2013-04-09,80
2013-04-10,80
2013-04-11,82
2013-04-12,81
2013-04-13,82
2013-04-14,83
2013-04-15,82
2013-04-16,83
2013-04-17,83
2013-04-18,82
2013-04-19,82
2013-04-20,83
2013-04-21,82
2013-04-22,84
2013-04-23,80
2013-04-24,79
2013-04-25,82
2013-04-26,77
2013-04-27,77
2013-04-28,77
2013-04-29,77
2013-04-30,78
2013-05-01,77
2013-05-02,77
2013-05-03,77
2013-05-04,79
2013-05-05,77
2013-05-06,77
2013-05-07,78
2013-05-08,79
2013-05-09,79
2013-05-10,80
2013-05-11,80
2013-05-12,80
2013-05-13,81
2013-05-14,84
2013-05-15,82
2013-05-16,82
2013-05-17,84
2013-05-18,85
2013-05-19,84
2013-05-20,85
2013-05-21,86
2013-05-22,86
2013-05-23,87
2013-05-24,88
2013-05-25,89
2013-05-26,90
2013-05-27,89
2013-05-28,89
2013-05-29,89
2013-05-30,91
2013-05-31,89
2013-06-01,89
2013-06-02,89
2013-06-03,87
2013-06-04,87
2013-06-05,86
2013-06-06,86
2013-06-07,86
2013-06-08,85
2013-06-09,84
2013-06-10,84
2013-06-11,85
2013-06-12,83
2013-06-13,84
2013-06-14,82
2013-06-15,84
2013-06-16,82
2013-06-17,82
2013-06-18,82
2013-06-19,82
2013-06-20,83
2013-06-21,85
2013-06-22,85
2013-06-23,83
2013-06-24,83
2013-06-25,86
2013-06-26,83
2013-06-27,83
2013-06-28,83
2013-06-29,87
2013-06-30,83
2013-07-01,83
2013-07-02,83
2013-07-03,83
2013-07-04,83
2013-07-05,85
2013-07-06,84
2013-07-07,83
2013-07-08,82
2013-07-09,83
2013-07-10,82
2013-07-11,83
2013-07-12,82
2013-07-13,86
2013-07-14,82
2013-07-15,83
2013-07-16,85
2013-07-17,85
2013-07-18,85
2013-07-19,87
2013-07-20,88
2013-07-21,86
2013-07-22,86
2013-07-23,86
2013-07-24,86
2013-07-25,87
2013-07-26,85
2013-07-27,85
2013-07-28,84
2013-07-29,83
2013-07-30,82
2013-07-31,81
2013-08-01,83
2013-08-02,80
2013-08-03,80
2013-08-04,78
2013-08-05,78
2013-08-06,79
2013-08-07,77
2013-08-08,77
2013-08-09,80
2013-08-10,77
2013-08-11,77
2013-08-12,74
2013-08-13,76
2013-08-14,72
2013-08-15,71
2013-08-16,70
2013-08-17,69
2013-08-18,70
2013-08-19,71
2013-08-20,72
2013-08-21,74
2013-08-22,74
2013-08-23,75
2013-08-24,76
2013-08-25,77
2013-08-26,77
2013-08-27,78
2013-08-28,79
2013-08-29,78
2013-08-30,82
2013-08-31,80
