Date,Digital Domain Media
2012-01-10,17
2012-01-11,17
2012-01-12,16
2012-01-13,16
2012-01-14,16
2012-01-15,16
2012-01-16,17
2012-01-17,16
2012-01-18,16
2012-01-19,17
2012-01-20,17
2012-01-21,17
2012-01-22,15
2012-01-23,15
2012-01-24,15
2012-01-25,15
2012-01-26,15
2012-01-27,15
2012-01-28,15
2012-01-29,15
2012-02-05,14
2012-02-06,14
2012-02-07,14
2012-02-08,14
2012-02-09,14
2012-02-10,14
2012-02-11,14
2012-02-12,14
2012-02-13,17
2012-02-14,14
2012-02-15,14
2012-02-16,14
2012-02-17,14
2012-02-18,14
2012-02-19,14
2012-02-20,14
2012-02-21,14
2012-02-22,14
2012-02-23,14
2012-02-24,14
2012-02-25,14
2012-02-26,14
2012-02-27,14
2012-02-28,14
2012-02-29,14
2012-03-01,14
2012-03-02,15
2012-03-03,16
2012-03-04,18
2012-03-05,20
2012-03-06,21
2012-03-07,23
2012-03-08,25
2012-03-09,26
2012-03-10,29
2012-03-11,28
2012-03-12,29
2012-03-13,31
2012-03-14,32
2012-03-15,33
2012-03-16,35
2012-03-17,36
2012-03-18,38
2012-03-19,39
2012-03-20,40
2012-03-21,42
2012-03-22,43
2012-03-23,45
2012-03-24,46
2012-03-25,48
2012-03-26,49
2012-03-27,50
2012-03-28,52
2012-03-29,53
2012-03-30,55
2012-03-31,56
2012-04-01,58
2012-04-02,56
2012-04-03,55
2012-04-04,54
2012-04-05,52
2012-04-06,51
2012-04-07,50
2012-04-08,48
2012-04-09,47
2012-04-10,46
2012-04-11,44
2012-04-12,43
2012-04-13,42
2012-04-14,40
2012-04-15,39
2012-04-16,38
2012-04-17,37
2012-04-18,36
2012-04-19,35
2012-04-20,34
2012-04-21,33
2012-04-22,33
2012-04-23,28
2012-04-24,27
2012-04-25,26
2012-04-26,24
2012-04-27,23
2012-04-28,22
2012-04-29,20
2012-05-01,18
2012-05-02,18
2012-05-03,18
2012-05-04,18
2012-05-05,19
2012-05-06,19
2012-05-07,19
2012-05-08,19
2012-05-09,20
2012-05-10,20
2012-05-11,20
2012-05-12,20
2012-05-13,21
2012-05-14,21
2012-05-15,21
2012-05-16,21
2012-05-17,22
2012-05-18,22
2012-05-19,22
2012-05-20,22
2012-05-21,23
2012-05-22,23
2012-05-23,23
2012-05-24,23
2012-05-25,24
2012-05-26,24
2012-05-27,24
2012-05-28,24
2012-05-29,25
2012-05-30,25
2012-05-31,25
2012-06-01,26
2012-06-02,25
2012-06-03,25
2012-06-04,24
2012-06-05,24
2012-06-06,24
2012-06-07,23
2012-06-08,23
2012-06-09,22
2012-06-10,22
2012-06-11,22
2012-06-12,21
2012-06-13,21
2012-06-14,20
2012-06-15,20
2012-06-16,20
2012-06-17,19
2012-06-18,19
2012-06-19,18
2012-06-20,18
2012-06-21,18
2012-06-22,17
2012-06-23,17
2012-06-24,16
2012-06-25,16
2012-06-26,16
2012-06-27,15
2012-06-28,15
2012-06-29,14
2012-06-30,14
2012-07-01,14
2012-07-02,14
2012-07-03,14
2012-07-04,14
2012-07-05,14
2012-07-06,14
2012-07-07,14
2012-07-08,15
2012-07-09,15
2012-07-10,15
2012-07-11,15
2012-07-12,15
2012-07-13,15
2012-07-14,16
2012-07-15,16
2012-07-16,16
2012-07-17,16
2012-07-18,16
2012-07-19,16
2012-07-20,17
2012-07-21,17
2012-07-22,17
2012-07-23,17
2012-07-24,17
2012-07-25,17
2012-07-26,18
2012-07-27,18
2012-07-28,18
2012-07-29,18
2012-07-30,18
2012-07-31,18
2012-08-05,29
2012-08-06,41
2012-08-07,34
2012-08-08,37
2012-08-09,39
2012-08-10,42
2012-08-11,45
2012-08-12,47
2012-08-13,50
2012-08-14,52
2012-08-15,55
2012-08-16,58
2012-08-17,60
2012-08-18,63
2012-08-19,66
2012-08-20,68
2012-08-21,71
2012-08-22,73
2012-08-23,76
2012-08-24,79
2012-08-25,81
2012-08-26,84
2012-08-27,86
2012-08-28,89
2012-08-29,92
2012-08-30,94
2012-08-31,97
2012-09-01,100
2012-09-02,97
2012-09-03,94
2012-09-04,92
2012-09-05,89
2012-09-06,86
2012-09-07,84
2012-09-08,81
2012-09-09,78
2012-09-10,77
2012-09-11,74
2012-09-12,72
2012-09-13,69
2012-09-14,66
2012-09-15,64
2012-09-16,62
2012-09-17,57
2012-09-18,55
2012-09-19,52
2012-09-20,49
2012-09-21,47
2012-09-22,44
2012-09-23,41
2012-09-24,39
2012-09-25,36
2012-09-26,33
2012-09-27,31
2012-09-28,28
2012-09-29,25
2012-09-30,23
2012-10-01,20
2012-10-02,20
2012-10-03,19
2012-10-04,19
2012-10-05,19
2012-10-06,19
2012-10-07,17
2012-10-08,17
2012-10-09,17
2012-10-10,16
2012-10-11,16
2012-10-12,16
2012-10-13,15
2012-10-14,15
2012-10-15,15
2012-10-16,14
2012-10-17,14
2012-10-18,13
2012-10-19,13
2012-10-20,13
2012-10-21,12
2012-10-22,12
2012-10-23,12
2012-10-24,11
2012-10-25,11
2012-10-26,11
2012-10-27,10
2012-10-28,10
