Date,CafePress
2010-12-01,74
2010-12-02,77
2010-12-03,78
2010-12-04,81
2010-12-05,82
2010-12-06,86
2010-12-07,86
2010-12-08,88
2010-12-09,89
2010-12-10,93
2010-12-11,93
2010-12-12,92
2010-12-13,92
2010-12-14,93
2010-12-15,92
2010-12-16,93
2010-12-17,95
2010-12-18,92
2010-12-19,89
2010-12-20,86
2010-12-21,78
2010-12-22,77
2010-12-23,69
2010-12-24,65
2010-12-25,60
2010-12-26,58
2010-12-27,60
2010-12-28,54
2010-12-29,52
2010-12-30,51
2010-12-31,48
2011-01-01,48
2011-01-02,46
2011-01-03,47
2011-01-04,46
2011-01-05,45
2011-01-06,45
2011-01-07,46
2011-01-08,45
2011-01-09,45
2011-01-10,45
2011-01-11,45
2011-01-12,46
2011-01-13,48
2011-01-14,46
2011-01-15,49
2011-01-16,46
2011-01-17,46
2011-01-18,46
2011-01-19,47
2011-01-20,45
2011-01-21,45
2011-01-22,45
2011-01-23,45
2011-01-24,45
2011-01-25,45
2011-01-26,45
2011-01-27,47
2011-01-28,45
2011-01-29,46
2011-01-30,46
2011-01-31,46
2011-02-01,46
2011-02-02,48
2011-02-03,46
2011-02-04,48
2011-02-05,47
2011-02-06,47
2011-02-07,48
2011-02-08,47
2011-02-09,48
2011-02-10,47
2011-02-11,48
2011-02-12,48
2011-02-13,47
2011-02-14,48
2011-02-15,46
2011-02-16,46
2011-02-17,46
2011-02-18,45
2011-02-19,45
2011-02-20,46
2011-02-21,47
2011-02-22,48
2011-02-23,50
2011-02-24,50
2011-02-25,51
2011-02-26,52
2011-02-27,52
2011-02-28,53
2011-03-01,52
2011-03-02,52
2011-03-03,52
2011-03-04,52
2011-03-05,54
2011-03-06,53
2011-03-07,51
2011-03-08,50
2011-03-09,50
2011-03-10,50
2011-03-11,50
2011-03-12,48
2011-03-13,48
2011-03-14,49
2011-03-15,48
2011-03-16,48
2011-03-17,49
2011-03-18,48
2011-03-19,48
2011-03-20,48
2011-03-21,50
2011-03-22,49
2011-03-23,49
2011-03-24,50
2011-03-25,50
2011-03-26,51
2011-03-27,50
2011-03-28,50
2011-03-29,50
2011-03-30,50
2011-03-31,50
2011-04-01,51
2011-04-02,50
2011-04-03,50
2011-04-04,51
2011-04-05,52
2011-04-06,54
2011-04-07,53
2011-04-08,55
2011-04-09,55
2011-04-10,55
2011-04-11,53
2011-04-12,52
2011-04-13,53
2011-04-14,50
2011-04-15,50
2011-04-16,50
2011-04-17,49
2011-04-18,49
2011-04-19,49
2011-04-20,50
2011-04-21,49
2011-04-22,49
2011-04-23,52
2011-04-24,49
2011-04-25,50
2011-04-26,51
2011-04-27,50
2011-04-28,51
2011-04-29,52
2011-04-30,52
2011-05-01,52
2011-05-02,51
2011-05-03,51
2011-05-04,50
2011-05-05,52
2011-05-06,50
2011-05-07,50
2011-05-08,49
2011-05-09,50
2011-05-10,49
2011-05-11,50
2011-05-12,48
2011-05-13,48
2011-05-14,48
2011-05-15,50
2011-05-16,48
2011-05-17,49
2011-05-18,49
2011-05-19,50
2011-05-20,50
2011-05-21,52
2011-05-22,51
2011-05-23,51
2011-05-24,52
2011-05-25,54
2011-05-26,53
2011-05-27,55
2011-05-28,54
2011-05-29,53
2011-05-30,55
2011-05-31,53
2011-06-01,52
2011-06-02,52
2011-06-03,55
2011-06-04,52
2011-06-05,53
2011-06-06,53
2011-06-07,54
2011-06-08,54
2011-06-09,54
2011-06-10,56
2011-06-11,56
2011-06-12,58
2011-06-13,56
2011-06-14,57
2011-06-15,58
2011-06-16,59
2011-06-17,58
2011-06-18,59
2011-06-19,59
2011-06-20,58
2011-06-21,56
2011-06-22,55
2011-06-23,56
2011-06-24,53
2011-06-25,52
2011-06-26,51
2011-06-27,53
2011-06-28,51
2011-06-29,50
2011-06-30,51
2011-07-01,50
2011-07-02,50
2011-07-03,52
2011-07-04,48
2011-07-05,49
2011-07-06,47
2011-07-07,49
2011-07-08,46
2011-07-09,46
2011-07-10,47
2011-07-11,49
2011-07-12,49
2011-07-13,50
2011-07-14,51
2011-07-15,52
2011-07-16,54
2011-07-17,52
2011-07-18,54
2011-07-19,52
2011-07-20,52
2011-07-21,51
2011-07-22,51
2011-07-23,51
2011-07-24,51
2011-07-25,51
2011-07-26,53
2011-07-27,52
2011-07-28,54
2011-07-29,52
2011-07-30,53
2011-07-31,52
2011-08-01,53
2011-08-02,52
2011-08-03,53
2011-08-04,52
2011-08-05,52
2011-08-06,52
2011-08-07,52
2011-08-08,53
2011-08-09,53
2011-08-10,54
2011-08-11,53
2011-08-12,55
2011-08-13,54
2011-08-14,54
2011-08-15,55
2011-08-16,55
2011-08-17,56
2011-08-18,56
2011-08-19,56
2011-08-20,58
2011-08-21,56
2011-08-22,55
2011-08-23,54
2011-08-24,53
2011-08-25,52
2011-08-26,53
2011-08-27,50
2011-08-28,50
2011-08-29,51
2011-08-30,50
2011-08-31,51
2011-09-01,51
2011-09-02,51
2011-09-03,52
2011-09-04,51
2011-09-05,53
2011-09-06,51
2011-09-07,50
2011-09-08,50
2011-09-09,51
2011-09-10,50
2011-09-11,51
2011-09-12,50
2011-09-13,51
2011-09-14,51
2011-09-15,52
2011-09-16,52
2011-09-17,56
2011-09-18,52
2011-09-19,52
2011-09-20,51
2011-09-21,51
2011-09-22,50
2011-09-23,51
2011-09-24,50
2011-09-25,50
2011-09-26,50
2011-09-27,53
2011-09-28,51
2011-09-29,51
2011-09-30,51
2011-10-01,52
2011-10-02,52
2011-10-03,52
2011-10-04,52
2011-10-05,52
2011-10-06,52
2011-10-07,52
2011-10-08,52
2011-10-09,52
2011-10-10,52
2011-10-11,52
2011-10-12,52
2011-10-13,53
2011-10-14,53
2011-10-15,53
2011-10-16,53
2011-10-17,52
2011-10-18,52
2011-10-19,52
2011-10-20,52
2011-10-21,53
2011-10-22,52
2011-10-23,52
2011-10-24,52
2011-10-25,52
2011-10-26,52
2011-10-27,52
2011-10-28,52
2011-10-29,52
2011-10-30,51
2011-10-31,52
2011-11-01,50
2011-11-02,50
2011-11-03,49
2011-11-04,51
2011-11-05,49
2011-11-06,50
2011-11-07,50
2011-11-08,51
2011-11-09,53
2011-11-10,53
2011-11-11,55
2011-11-12,55
2011-11-13,56
2011-11-14,56
2011-11-15,57
2011-11-16,59
2011-11-17,58
2011-11-18,60
2011-11-19,60
2011-11-20,61
2011-11-21,64
2011-11-22,63
2011-11-23,66
2011-11-24,66
2011-11-25,66
2011-11-26,68
2011-11-27,70
2011-11-28,73
2011-11-29,76
2011-11-30,81
2011-12-01,82
2011-12-02,85
2011-12-03,88
2011-12-04,89
2011-12-05,92
2011-12-06,93
2011-12-07,97
2011-12-08,96
2011-12-09,98
2011-12-10,101
2011-12-11,100
2011-12-12,100
2011-12-13,102
2011-12-14,100
2011-12-15,100
2011-12-16,100
2011-12-17,100
2011-12-18,97
2011-12-19,90
2011-12-20,88
2011-12-21,82
2011-12-22,80
2011-12-23,73
2011-12-24,68
2011-12-25,65
2011-12-26,64
2011-12-27,59
2011-12-28,59
2011-12-29,54
2011-12-30,51
2011-12-31,51
2012-01-01,48
2012-01-02,48
2012-01-03,47
2012-01-04,47
2012-01-05,47
2012-01-06,46
2012-01-07,47
2012-01-08,45
2012-01-09,48
2012-01-10,45
2012-01-11,45
2012-01-12,45
2012-01-13,45
2012-01-14,45
2012-01-15,45
2012-01-16,46
2012-01-17,45
2012-01-18,45
2012-01-19,47
2012-01-20,45
2012-01-21,46
2012-01-22,47
2012-01-23,48
2012-01-24,48
2012-01-25,51
2012-01-26,50
2012-01-27,52
2012-01-28,52
2012-01-29,52
2012-01-30,53
2012-01-31,52
2012-02-01,52
2012-02-02,54
2012-02-03,52
2012-02-04,53
2012-02-05,53
2012-02-06,53
2012-02-07,53
2012-02-08,55
2012-02-09,55
2012-02-10,54
2012-02-11,58
2012-02-12,56
2012-02-13,54
2012-02-14,53
2012-02-15,53
2012-02-16,52
2012-02-17,52
2012-02-18,52
2012-02-19,52
2012-02-20,55
2012-02-21,54
2012-02-22,56
2012-02-23,55
2012-02-24,56
2012-02-25,57
2012-02-26,57
2012-02-27,58
2012-02-28,56
2012-02-29,58
2012-03-01,56
2012-03-02,57
2012-03-03,56
2012-03-04,56
2012-03-05,58
2012-03-06,58
2012-03-07,59
2012-03-08,59
2012-03-09,60
2012-03-10,62
2012-03-11,62
2012-03-12,60
2012-03-13,60
2012-03-14,59
2012-03-15,60
2012-03-16,58
2012-03-17,59
2012-03-18,57
2012-03-19,56
2012-03-20,56
2012-03-21,56
2012-03-22,55
2012-03-23,54
2012-03-24,54
2012-03-25,55
2012-03-26,55
2012-03-27,56
2012-03-28,56
2012-03-29,57
2012-03-30,61
2012-03-31,59
2012-04-01,60
2012-04-02,56
2012-04-03,55
2012-04-04,53
2012-04-05,53
2012-04-06,50
2012-04-07,49
2012-04-08,49
2012-04-09,47
2012-04-10,47
2012-04-11,46
2012-04-12,47
2012-04-13,44
2012-04-14,44
2012-04-15,44
2012-04-16,45
2012-04-17,46
2012-04-18,45
2012-04-19,46
2012-04-20,47
2012-04-21,47
2012-04-22,47
2012-04-23,47
2012-04-24,48
2012-04-25,48
2012-04-26,49
2012-04-27,48
2012-04-28,49
2012-04-29,50
2012-04-30,47
2012-05-01,47
2012-05-02,48
2012-05-03,46
2012-05-04,45
2012-05-05,46
2012-05-06,45
2012-05-07,45
2012-05-08,46
2012-05-09,48
2012-05-10,47
2012-05-11,49
2012-05-12,48
2012-05-13,47
2012-05-14,47
2012-05-15,45
2012-05-16,44
2012-05-17,44
2012-05-18,43
2012-05-19,44
2012-05-20,42
2012-05-21,43
2012-05-22,42
2012-05-23,42
2012-05-24,43
2012-05-25,42
2012-05-26,43
2012-05-27,44
2012-05-28,43
2012-05-29,44
2012-05-30,44
2012-05-31,45
2012-06-01,45
2012-06-02,46
2012-06-03,46
2012-06-04,46
2012-06-05,46
2012-06-06,47
2012-06-07,48
2012-06-08,47
2012-06-09,48
2012-06-10,48
2012-06-11,47
2012-06-12,47
2012-06-13,47
2012-06-14,46
2012-06-15,48
2012-06-16,46
2012-06-17,46
2012-06-18,45
2012-06-19,45
2012-06-20,45
2012-06-21,44
2012-06-22,45
2012-06-23,44
2012-06-24,44
2012-06-25,43
2012-06-26,44
2012-06-27,42
2012-06-28,43
2012-06-29,42
2012-06-30,42
