Date,Zillow
2010-10-09,55
2010-10-10,55
2010-10-11,55
2010-10-12,56
2010-10-13,55
2010-10-14,55
2010-10-15,56
2010-10-16,56
2010-10-17,56
2010-10-18,56
2010-10-19,56
2010-10-20,56
2010-10-21,56
2010-10-22,56
2010-10-23,56
2010-10-24,55
2010-10-25,55
2010-10-26,55
2010-10-27,54
2010-10-28,54
2010-10-29,53
2010-10-30,53
2010-10-31,53
2010-11-01,53
2010-11-02,54
2010-11-03,53
2010-11-04,53
2010-11-05,53
2010-11-06,53
2010-11-07,53
2010-11-08,54
2010-11-09,53
2010-11-10,55
2010-11-11,54
2010-11-12,55
2010-11-13,55
2010-11-14,54
2010-11-15,54
2010-11-16,55
2010-11-17,54
2010-11-18,54
2010-11-19,54
2010-11-20,54
2010-11-21,52
2010-11-22,51
2010-11-23,49
2010-11-24,49
2010-11-25,48
2010-11-26,45
2010-11-27,44
2010-11-28,44
2010-11-29,45
2010-11-30,46
2010-12-01,47
2010-12-02,48
2010-12-03,49
2010-12-04,50
2010-12-05,50
2010-12-06,50
2010-12-07,50
2010-12-08,50
2010-12-09,50
2010-12-10,50
2010-12-11,50
2010-12-12,50
2010-12-13,50
2010-12-14,50
2010-12-15,50
2010-12-16,50
2010-12-17,50
2010-12-18,50
2010-12-19,49
2010-12-20,48
2010-12-21,48
2010-12-22,47
2010-12-23,46
2010-12-24,47
2010-12-25,45
2010-12-26,47
2010-12-27,49
2010-12-28,51
2010-12-29,53
2010-12-30,55
2010-12-31,57
2011-01-01,59
2011-01-02,60
2011-01-03,59
2011-01-04,60
2011-01-05,60
2011-01-06,60
2011-01-07,60
2011-01-08,61
2011-01-09,60
2011-01-10,61
2011-01-11,60
2011-01-12,61
2011-01-13,60
2011-01-14,60
2011-01-15,60
2011-01-16,60
2011-01-17,61
2011-01-18,60
2011-01-19,60
2011-01-20,61
2011-01-21,60
2011-01-22,61
2011-01-23,61
2011-01-24,62
2011-01-25,62
2011-01-26,64
2011-01-27,63
2011-01-28,63
2011-01-29,64
2011-01-30,63
2011-01-31,64
2011-02-01,64
2011-02-02,62
2011-02-03,62
2011-02-04,62
2011-02-05,62
2011-02-06,63
2011-02-07,63
2011-02-08,62
2011-02-09,63
2011-02-10,63
2011-02-11,63
2011-02-12,64
2011-02-13,63
2011-02-14,63
2011-02-15,64
2011-02-16,62
2011-02-17,63
2011-02-18,62
2011-02-19,62
2011-02-20,62
2011-02-21,63
2011-02-22,61
2011-02-23,61
2011-02-24,62
2011-02-25,61
2011-02-26,61
2011-02-27,61
2011-02-28,63
2011-03-01,61
2011-03-02,62
2011-03-03,62
2011-03-04,62
2011-03-05,63
2011-03-06,63
2011-03-07,63
2011-03-08,63
2011-03-09,63
2011-03-10,63
2011-03-11,63
2011-03-12,63
2011-03-13,63
2011-03-14,62
2011-03-15,61
2011-03-16,61
2011-03-17,61
2011-03-18,60
2011-03-19,60
2011-03-20,61
2011-03-21,63
2011-03-22,63
2011-03-23,65
2011-03-24,66
2011-03-25,67
2011-03-26,69
2011-03-27,69
2011-03-28,70
2011-03-29,69
2011-03-30,71
2011-03-31,70
2011-04-01,70
2011-04-02,71
2011-04-03,70
2011-04-04,72
2011-04-05,70
2011-04-06,70
2011-04-07,69
2011-04-08,69
2011-04-09,69
2011-04-10,69
2011-04-11,70
2011-04-12,69
2011-04-13,71
2011-04-14,70
2011-04-15,70
2011-04-16,71
2011-04-17,71
2011-04-18,72
2011-04-19,72
2011-04-20,74
2011-04-21,74
2011-04-22,74
2011-04-23,75
2011-04-24,75
2011-04-25,74
2011-04-26,74
2011-04-27,75
2011-04-28,72
2011-04-29,72
2011-04-30,72
2011-05-01,71
2011-05-02,72
2011-05-03,71
2011-05-04,70
2011-05-05,71
2011-05-06,70
2011-05-07,70
2011-05-08,71
2011-05-09,73
2011-05-10,76
2011-05-11,77
2011-05-12,78
2011-05-13,79
2011-05-14,81
2011-05-15,80
2011-05-16,80
2011-05-17,78
2011-05-18,78
2011-05-19,77
2011-05-20,75
2011-05-21,75
2011-05-22,74
2011-05-23,74
2011-05-24,75
2011-05-25,73
2011-05-26,73
2011-05-27,73
2011-05-28,73
2011-05-29,74
2011-05-30,76
2011-05-31,76
2011-06-01,78
2011-06-02,79
2011-06-03,81
2011-06-04,82
2011-06-05,81
2011-06-06,83
2011-06-07,79
2011-06-08,79
2011-06-09,78
2011-06-10,77
2011-06-11,77
2011-06-12,77
2011-06-13,78
2011-06-14,78
2011-06-15,79
2011-06-16,79
2011-06-17,80
2011-06-18,80
2011-06-19,81
2011-06-20,80
2011-06-21,80
2011-06-22,81
2011-06-23,80
2011-06-24,80
2011-06-25,81
2011-06-26,81
2011-06-27,81
2011-06-28,81
2011-06-29,82
2011-06-30,81
2011-07-01,81
2011-07-02,81
2011-07-03,80
2011-07-04,81
2011-07-05,80
2011-07-06,79
2011-07-07,79
2011-07-08,80
2011-07-09,79
2011-07-10,80
2011-07-11,82
2011-07-12,82
2011-07-13,84
2011-07-14,84
2011-07-15,85
2011-07-16,87
2011-07-17,89
2011-07-18,90
2011-07-19,92
2011-07-20,94
2011-07-21,100
2011-07-22,100
2011-07-23,100
2011-07-24,98
2011-07-25,99
2011-07-26,96
2011-07-27,96
2011-07-28,94
2011-07-29,94
2011-07-30,92
2011-07-31,92
2011-08-01,93
2011-08-02,92
2011-08-03,93
2011-08-04,92
2011-08-05,93
2011-08-06,93
2011-08-07,92
2011-08-08,92
2011-08-09,90
2011-08-10,90
2011-08-11,88
2011-08-12,89
2011-08-13,87
2011-08-14,87
2011-08-15,88
2011-08-16,90
2011-08-17,90
2011-08-18,90
2011-08-19,93
2011-08-20,92
2011-08-21,91
2011-08-22,91
2011-08-23,89
2011-08-24,88
2011-08-25,87
2011-08-26,87
2011-08-27,85
2011-08-28,84
2011-08-29,84
2011-08-30,83
2011-08-31,83
2011-09-01,83
2011-09-02,83
2011-09-03,82
2011-09-04,81
2011-09-05,81
2011-09-06,79
2011-09-07,79
2011-09-08,78
2011-09-09,76
2011-09-10,76
2011-09-11,76
2011-09-12,77
2011-09-13,76
2011-09-14,76
2011-09-15,76
2011-09-16,76
2011-09-17,77
2011-09-18,77
2011-09-19,76
2011-09-20,77
2011-09-21,76
2011-09-22,76
2011-09-23,76
2011-09-24,76
2011-09-25,76
2011-09-26,78
2011-09-27,78
2011-09-28,80
2011-09-29,80
2011-09-30,81
2011-10-01,82
2011-10-02,81
2011-10-03,80
2011-10-04,79
2011-10-05,78
2011-10-06,77
2011-10-07,76
2011-10-08,75
2011-10-09,75
2011-10-10,76
2011-10-11,75
2011-10-12,76
2011-10-13,76
2011-10-14,77
2011-10-15,77
2011-10-16,77
2011-10-17,78
2011-10-18,77
2011-10-19,78
2011-10-20,78
2011-10-21,78
2011-10-22,78
2011-10-23,78
2011-10-24,78
2011-10-25,78
2011-10-26,78
2011-10-27,79
2011-10-28,79
2011-10-29,79
2011-10-30,79
2011-10-31,77
2011-11-01,77
2011-11-02,76
2011-11-03,75
