767884|Goldman Sachs|2011-05
1131324|JPMorgan Chase|2005-07
1268984|Bear Stearns|2005-02
1315695|Goldman Sachs|2005-02
1337899|WR Hambrecht + Co|2005-09
1364885|Credit Suisse|2006-06
1391127|Goldman Sachs|2007-03
1420800|Merrill Lynch|2008-01
1487990|Goldman Sachs|2010-04
1535929|Morgan Stanley|2012-11
817979|Citigroup|2005-01
1131457|Goldman Sachs|2010-06
1269021|Morgan Stanley|2013-04
1316175|Deutsche Bank|2009-09
1364954|JPMorgan Chase|2013-08
1391636|Goldman Sachs|2013-04
1487999|JPMorgan Chase|2010-03
1536035|Credit Suisse|2011-12
842633|Goldman Sachs|2006-08
1131543|Citigroup|2013-02
1269871|Deutsche Bank|2006-08
1316360|Goldman Sachs|2005-02
1364962|JPMorgan Chase|2011-06
1391672|Goldman Sachs|2007-03
1421182|Credit Suisse|2007-12
1537054|Morgan Stanley|2011-12
884909|JPMorgan Chase|2006-05
1138830|Lehman Brothers|2007-03
1276591|Morgan Stanley|2006-08
1318605|Goldman Sachs|2010-01
1367083|Roth Capital Partners|2006-07
1394159|Morgan Stanley|2007-05
1490660|Goldman Sachs|2013-04
1018979|FBR Capital Markets|2005-08
1158172|Credit Suisse|2007-04
1321746|Credit Suisse First Boston|2005-04
1344413|Piper Jaffray|2005-12
1369817|Lehman Brothers|2006-08
1397821|Goldman Sachs|2007-05
1434524|MDB Capital Group|2011-11
1495320|Robert W Baird|2010-07
1553588|UBS Securities|2013-07
1286162|Piper Jaffray|2010-11
1375098|JP Morgan Securities|2006-10
1140390|JP Morgan Securities|2007-03
1255691|Deutsche Bank|2008-01
1377966|Merrill Lynch|2006-10
1444904|Citigroup|2008-09
1323056|BB&T Capital|2005-04
947577|UBS Securities|2010-04
1290157|Pacific Growth Equities|2008-01
1365651|Janney Montgomery Scott|2006-06
1324105|ThinkEquity|2006-03
1410635|Goldman Sachs|2007-08
1540417|Goldman Sachs|2012-01
1325702|Goldman Sachs|2007-11
941553|Goldman Sachs|2006-12
1534727|WR Hambrecht + Co|2011-11
1523859|Credit Suisse|2011-07
1037643|UBS Securities|2012-09
1361866|Ladenburg Thalmann|2006-05
1410648|Lehman Brothers|2007-08
920189|JP Morgan Securities|2007-03
1536995|Credit Suisse|2012-01
1127579|Merrill Lynch|2010-10
929940|JP Morgan Securities|2007-04
1286294|Piper Jaffray|2006-07
1234620|HSBC|2006-08
892449|Keefe Bruyette & Woods|2007-07
1381081|Cohen and Company|2006-12
1276591|Morgan Stanley|2006-08
1352591|Bear Stearns|2006-02
1496129|JP Morgan Securities|2011-02
1516508|Roth Capital Partners|2011-03
1517401|Rodman & Renshaw|2011-04
1296612|Goldman Sachs|2009-11
1449654|Credit Suisse|2008-11
1498824|Morgan Stanley|2012-01
1328644|Banc of America Securities LLC|2005-06
1386885|Citigroup|2010-06
1410197|Morgan Stanley|2007-09
1519280|JP Morgan Securities|2011-05
1296356|Goldman Sachs|2008-06
1476750|Merrill Lynch|2009-11
1408808|Merrill Lynch|2007-08
1414367|UBS Securities|2011-06
1187545|Cowen & Co|2005-04
1157743|Goldman Sachs|2007-08
1156378|Deutsche Bank|2007-12
1424257|Merrill Lynch|2008-06
1335480|Morgan Stanley|2007-11
1139023|Credit Suisse|2007-09
1490895|JP Morgan Securities|2010-05
1340652|Credit Suisse|2007-11
1527547|BMO Capital Markets|2011-08
1470244|Deutsche Bank|2009-08
1434728|Janney Montgomery Scott|2008-05
1038099|JP Morgan Securities|2007-08
1380124|JP Morgan Securities|2011-08
1426778|Thomas Weisel|2008-02
1107895|JP Morgan Securities|2010-05
1408010|Northland Securities|2007-08
1465763|Credit Suisse|2009-08
1296755|JP Morgan Securities|2007-08
1380502|Jefferies & Company|2006-11
1141961|Goldman Sachs|2007-12
1412204|Wachovia|2007-09
1036279|Pacific Growth Equities|2008-03
873375|B. Riley & Co|2011-10
1382519|Cantor Fitzgerald|2007-02
1137495|Credit Suisse|2008-05
1357482|Goldman Sachs|2007-11
822083|JP Morgan Securities|2009-08
1379932|Merrill Lynch|2006-11
1274991|JP Morgan Securities|2010-04
1044487|UBS Securities|2005-08
1346937|JP Morgan Securities|2008-06
1434854|Lehman Brothers|2008-05
1138639|Goldman Sachs|2007-02
1219808|Credit Suisse|2006-05
1424740|Piper Jaffray|2008-04
1490321|DA Davidson & Co|2011-07
1528613|Sandler O'Neill & Partners|2011-10
1222929|Morgan Stanley|2008-01
1402436|Morgan Stanley|2007-06
1382941|Paradigm Capital|2007-05
1467955|JP Morgan Securities|2009-07
1096241|JP Morgan Securities|2010-03
1489802|Credit Suisse|2010-04
1342272|Cowen & Co|2006-04
1213336|Merrill Lynch|2006-04
1549966|Sandler O'Neill & Partners|2012-09
1510100|Morgan Stanley|2011-09
1335402|Merrill Lynch|2005-10
1128188|Cohen and Company|2008-05
1105533|Lazard Capital Markets|2011-07
1529463|Merrill Lynch|2011-09
1283384|Deutsche Bank|2011-04
1517522|Goldman Sachs|2011-05
1411588|Citigroup|2007-09
1491041|Citigroup|2010-05
1398649|Wachovia|2007-05
1455900|UBS Securities|2011-11
946366|Wachovia|2006-07
1497288|Goldman Sachs|2010-10
1525221|Goldman Sachs|2011-08
1109925|Goldman Sachs|2006-02
1362108|Lehman Brothers|2006-05
1221910|Deutsche Bank|2012-06
1438817|Goldman Sachs|2008-07
1494037|Morgan Stanley|2010-07
1476978|Morgan Stanley|2009-12
1138343|Lehman Brothers|2006-04
1320947|Merrill Lynch|2005-03
1189518|Merrill Lynch|2006-06
1391323|Credit Suisse|2007-11
1158091|Banc of America Securities LLC|2007-01
1352154|Credit Suisse|2006-07
1166029|Banc of America Securities LLC|2006-02
1550066|Canaccord Genuity|2012-08
1280363|Deutsche Bank|2011-03
740670|JP Morgan Securities|2012-03
1474299|Merrill Lynch|2009-10
1381415|Lehman Brothers|2008-05
1506510|Credit Suisse|2010-12
1492464|Piper Jaffray|2010-06
1164975|JP Morgan Securities|2011-03
1322494|JP Morgan Securities|2007-03
1525752|Needham & Company|2011-08
1418055|Thomas Weisel|2007-12
1372352|Ladenburg Thalmann|2006-08
1179079|RBC Capital Markets|2006-04
1443115|Goldman Sachs|2009-12
1526959|Roth Capital Partners|2011-11
943034|Needham & Company|2008-05
1385190|Credit Suisse|2011-10
1178336|Piper Jaffray|2005-04
1284218|Deutsche Bank|2007-05
1412192|Goldman Sachs|2008-08
1316691|Credit Suisse First Boston|2005-02
1398733|Cohen and Company|2007-05
1484427|Goldman Sachs|2010-03
1478334|Credit Suisse|2009-12
1269026|Morgan Stanley|2007-05
1087325|Citigroup|2006-09
1232468|Piper Jaffray|2007-08
1532288|Bank of America|2011-10
1178711|Bear Stearns|2006-02
1426959|Morgan Stanley|2008-02
1407384|Girard Securities|2009-12
1423664|JP Morgan Securities|2011-05
1331567|Ladenburg Thalmann|2005-07
1175784|Credit Suisse|2007-09
1473332|RBC Capital Markets|2010-01
1434804|Credit Suisse|2008-07
1145986|Goldman Sachs|2011-06
1385399|Credit Suisse|2011-05
1487999|JP Morgan Securities|2010-03
1236761|Canaccord Adams Inc|2010-02
1346980|JP Morgan Securities|2005-12
821897|CIBC World Markets|2005-05
1408278|Deutsche Bank|2007-08
1409302|JMP Securities|2007-08
1529864|UBS Securities|2011-09
1535718|Citigroup|2012-01
1395000|Jefferies & Company|2007-05
1443024|Morgan Keegan|2008-08
1336698|Morgan Stanley|2012-01
1352276|Johnson Rice & Company|2006-02
1329068|Goldman Sachs|2006-04
1340554|Goldman Sachs|2011-04
1289307|JP Morgan Securities|2005-06
1434441|UBS Securities|2011-09
1410629|UBS Securities|2007-08
1336390|WR Hambrecht + Co|2005-09
1469011|Credit Suisse|2009-08
1411158|Morgan Stanley|2007-08
1170723|WR Hambrecht + Co|2005-09
1519917|Morgan Stanley|2011-05
1133448|Thomas Weisel|2008-04
1442217|Citigroup|2008-09
1474315|Merrill Lynch|2009-10
1397087|Lehman Brothers|2007-05
1364641|UBS Securities|2006-06
1121680|Stifel|2011-03
1305927|CIBC World Markets|2010-02
1341740|Merrill Lynch|2007-08
1382968|JP Morgan Securities|2006-12
1005414|Goldman Sachs|2010-05
1513514|Merrill Lynch|2011-07
883505|William Blair & Company|2011-05
1245104|Wells Fargo Securities|2012-07
1362925|JP Morgan Securities|2011-07
1528061|Credit Suisse|2011-08
1490224|Merrill Lynch|2010-04
893691|Deutsche Bank|2013-02
1359827|Friedman Billings Ramsey|2006-05
1393941|JP Morgan Securities|2007-03
1350415|Bear Stearns|2006-04
1131543|JP Morgan Securities|2010-11
1366455|Credit Suisse|2006-07
1407698|Lehman Brothers|2007-08
1337567|Janney Montgomery Scott|2005-09
1267602|Credit Suisse|2008-07
1356212|JP Morgan Securities|2006-04
1417159|Jefferies & Company|2009-12
1361859|Piper Jaffray|2006-05
1345691|Morgan Stanley|2011-09
1349929|William Blair & Company|2011-12
1217234|JP Morgan Securities|2007-10
1424217|Citigroup|2008-01
866291|Lehman Brothers|2007-08
1118988|Goldman Sachs|2006-08
1311902|Merriman Curhan Ford|2005-01
1396990|Goldman Sachs|2010-05
1466026|Sandler O'Neill & Partners|2011-05
767959|JP Morgan Securities|2012-03
1474940|JP Morgan Securities|2009-11
1387371|WR Hambrecht + Co|2008-08
1401774|Jefferies & Company|2010-02
1439210|JP Morgan Securities|2008-07
1334127|UBS Securities|2005-08
1285550|Rodman & Renshaw|2009-12
1094572|Paulson Investment Company|2008-07
1417373|Goldman Sachs|2007-12
1471443|Goldman Sachs|2011-04
843762|Merrill Lynch|2006-03
1126994|JP Morgan Securities|2011-08
1297184|Lehman Brothers|2005-02
1407038|Cowen International Limited|2007-08
1444754|Goldman Sachs|2008-10
1490304|Morgan Stanley|2010-04
1015527|Bear Stearns|2005-01
1390272|Bank of America|2007-05
1409110|Credit Suisse|2007-08
1440013|Credit Suisse|2008-07
1344445|Cowen & Co|2006-03
1351880|Thomas Weisel|2006-02
1328992|Goldman Sachs|2005-06
1405682|Credit Suisse|2007-07
1383875|Credit Suisse|2010-06
1323620|UBS Securities|2012-09
1355473|Piper Jaffray|2007-07
1489057|Goldman Sachs|2010-04
1323280|Morgan Stanley|2006-03
1062536|Cohen and Company|2007-06
1409532|Banc of America Securities LLC|2007-08
1102318|Jefferies & Company|2008-05
1358483|Goldman Sachs|2010-01
921547|Sandler O'Neill & Partners|2009-11
1259208|Citigroup|2008-07
1336526|WR Hambrecht + Co|2005-08
1407450|Goldman Sachs|2007-08
1381697|Morgan Stanley|2007-05
1164994|Deutsche Bank|2011-11
1444679|Jefferies & Company|2008-09
1412199|WR Hambrecht + Co|2007-09
1517003|UBS Securities|2011-04
1551437|Goldman Sachs|2012-06
1305108|Merrill Lynch|2011-02
1143531|Bear Stearns|2007-05
1290864|Goldman Sachs|2005-05
1275791|Lehman Brothers|2008-03
1143527|Cohen and Company|2007-07
1293593|Goldman Sachs|2008-04
1401698|JP Morgan Securities|2007-06
1439095|Goldman Sachs|2008-08
1208261|Wachovia|2005-01
1125490|Bear Stearns|2008-03
1367858|Lehman Brothers|2006-07
1411646|Goldman Sachs|2007-09
1358356|Sandler O'Neill & Partners|2006-04
1356792|JP Morgan Securities|2006-03
1489123|JP Morgan Securities|2010-06
1283794|Capital Growth Financial|2006-02
1503636|Morgan Stanley|2011-09
1528467|Citigroup|2011-08
1092287|Morgan Stanley|2007-09
1409285|Credit Suisse|2007-10
1301184|Goldman Sachs|2007-12
1425772|Citigroup|2008-02
1374312|Keefe Bruyette & Woods|2006-09
1370183|UBS Securities|2006-09
1421117|Cohen and Company|2007-12
1424470|JP Morgan Securities|2008-01
1420070|Jefferies & Company|2010-06
1222761|UBS Securities|2005-04
1416436|JP Morgan Securities|2013-03
1494319|Goldman Sachs|2010-06
1409112|Goldman Sachs|2007-08
1301081|Banc of America Securities LLC|2006-05
1525769|Goldman Sachs|2011-07
1479221|Jefferies & Company|2010-02
1213018|Barclays Capital|2010-07
1500106|Jefferies & Company|2010-09
1397197|Credit Suisse|2007-04
1408690|Credit Suisse|2007-08
1370828|JP Morgan Securities|2006-08
1341341|Piper Jaffray|2007-10
1405976|Ladenburg Thalmann|2010-05
1411380|Morgan Stanley|2007-09
1326860|Merrill Lynch|2005-05
1430441|Goldman Sachs|2008-05
1340578|JP Morgan Securities|2005-11
1326873|Jefferies & Company|2005-05
1067807|Lehman Brothers|2007-11
1342943|Noble International Investments|2005-11
1068806|JP Morgan Securities|2007-07
1200375|Credit Suisse|2008-04
1412501|UBS Securities|2007-10
1544322|Citigroup|2012-03
1086795|Lehman Brothers|2005-08
1363908|Credit Suisse|2006-05
1552860|Jefferies & Company|2012-08
1226847|Lehman Brothers|2007-08
1537374|Cantor Fitzgerald|2011-12
1335260|Morgan Keegan|2005-08
1424342|Morgan Stanley|2008-01
1143301|Morgan Stanley|2011-08
1481441|JP Morgan Securities|2010-03
1411288|Lehman Brothers|2007-09
1473227|JP Morgan Securities|2009-10
1114995|Morgan Stanley|2011-04
1504414|Rodman & Renshaw|2010-11
1340798|Bear Stearns|2005-11
1366144|CIBC World Markets|2006-06
1414937|Merrill Lynch|2010-07
1318035|Goldman Sachs|2006-05
1341704|JP Morgan Securities|2009-09
1132415|Lehman Brothers|2006-06
1431360|Pali Capital|2008-04
1433133|Credit Suisse|2008-05
