Date,IPO
2009-11-29,8
2009-12-06,18
2009-12-13,19
2009-12-20,28
2009-12-27,24
2010-01-03,67
2010-01-10,36
2010-01-17,9
2010-01-24,7
2010-01-31,8
2010-02-07,9
2010-02-14,11
2010-02-21,19
2010-02-28,15
2010-03-07,46
2010-03-14,8
2010-03-21,7
2010-03-28,10
2010-04-04,13
2010-04-11,6
2010-04-18,12
2010-04-25,21
2010-05-02,8
2010-05-09,7
2010-05-16,6
2010-05-23,37
2010-05-30,10
2010-06-06,6
2010-06-13,32
2010-06-20,12
2010-06-27,14
2010-07-04,31
2010-07-11,12
2010-07-18,23
2010-07-25,8
2010-08-01,9
2010-08-08,7
2010-08-15,11
2010-08-22,14
2010-08-29,27
2010-09-05,13
2010-09-12,11
2010-09-19,12
2010-09-26,9
2010-10-03,10
2010-10-10,12
2010-10-17,19
2010-10-24,14
2010-10-31,8
2010-11-07,11
2010-11-14,8
2010-11-21,26
2010-11-28,16
2010-12-05,29
2010-12-12,100
2010-12-19,33
2010-12-26,40
2011-01-02,17
2011-01-09,8
2011-01-16,5
2011-01-23,11
2011-01-30,82
2011-02-06,24
2011-02-13,6
2011-02-20,10
2011-02-27,14
2011-03-06,11
2011-03-13,5
2011-03-20,6
2011-03-27,6
2011-04-03,9
2011-04-10,5
2011-04-17,8
2011-04-24,5
2011-05-01,7
2011-05-08,6
2011-05-15,6
2011-05-22,4
2011-05-29,5
2011-06-05,4
2011-06-12,6
2011-06-19,4
2011-06-26,4
2011-07-03,5
2011-07-10,4
2011-07-17,3
2011-07-24,5
2011-07-31,5
2011-08-07,4
2011-08-14,3
2011-08-21,3
2011-08-28,3
2011-09-04,7
2011-09-11,7
2011-09-18,4
2011-09-25,5
2011-10-02,7
2011-10-09,17
2011-10-16,9
2011-10-23,3
2011-10-30,4
2011-11-06,4
2011-11-13,12
2011-11-20,5
2011-11-27,4
2011-12-04,7
2011-12-11,4
2011-12-18,2
2011-12-25,2
2012-01-01,3
2012-01-08,3
2012-01-15,3
2012-01-22,5
2012-01-29,8
2012-02-05,6
2012-02-12,4
2012-02-19,10
2012-02-26,4
2012-03-04,3
2012-03-11,2
2012-03-18,4
2012-03-25,4
2012-04-01,5
2012-04-08,4
2012-04-15,9
2012-04-22,7
2012-04-29,6
2012-05-06,6
2012-05-13,12
2012-05-20,6
2012-05-27,4
2012-06-03,5
2012-06-10,3
2012-06-17,6
2012-06-24,5
2012-07-01,3
2012-07-08,6
2012-07-15,3
2012-07-22,2
2012-07-29,3
2012-08-05,3
2012-08-12,3
2012-08-19,2
2012-08-26,4
2012-09-02,3
2012-09-09,4
2012-09-16,4
2012-09-23,5
2012-09-30,6
2012-10-07,5
2012-10-14,6
2012-10-21,3
2012-10-28,4
2012-11-04,4
2012-11-11,4
2012-11-18,6
2012-11-25,5
2012-12-02,11
2012-12-09,11
2012-12-16,5
2012-12-23,5
2012-12-30,6
2013-01-06,10
2013-01-13,4
2013-01-20,8
2013-01-27,5
2013-02-03,6
2013-02-10,3
2013-02-17,5
2013-02-24,4
2013-03-03,3
2013-03-10,3
2013-03-17,2
2013-03-24,8
2013-03-31,3
2013-04-07,5
2013-04-14,4
2013-04-21,5
2013-04-28,5
2013-05-05,6
2013-05-12,4
2013-05-19,4
2013-05-26,3
2013-06-02,5
2013-06-09,4
2013-06-16,5
2013-06-23,7
2013-06-30,5
2013-07-07,5
2013-07-14,7
2013-07-21,7
2013-07-28,3
2013-08-04,2
2013-08-11,8
2013-08-18,13
2013-08-25,3
2013-09-01,4
2013-09-08,4
2013-09-15,4
2013-09-22,5
2013-09-29,7
2013-10-06,5
2013-10-13,4
2013-10-20,5
2013-10-27,5
2013-11-03,10
2013-11-10,5
2013-11-17,4
2013-11-24,5
2013-12-01,8
2013-12-08,6
2013-12-15,4
