Date,MercadoLibre
2006-11-05,0
2006-11-06,0
2006-11-07,0
2006-11-08,0
2006-11-09,0
2006-11-10,0
2006-11-11,0
2006-11-12,0
2006-11-13,0
2006-11-14,0
2006-11-15,0
2006-11-16,0
2006-11-17,0
2006-11-18,0
2006-11-19,5
2006-11-20,10
2006-11-21,15
2006-11-22,21
2006-11-23,26
2006-11-24,31
2006-11-25,37
2006-11-26,35
2006-11-27,34
2006-11-28,33
2006-11-29,32
2006-11-30,31
2006-12-01,30
2006-12-02,29
2006-12-03,29
2006-12-04,30
2006-12-05,31
2006-12-06,31
2006-12-07,32
2006-12-08,33
2006-12-09,34
2006-12-10,34
2006-12-11,35
2006-12-12,36
2006-12-13,36
2006-12-14,37
2006-12-15,38
2006-12-16,38
2006-12-17,38
2006-12-18,37
2006-12-19,36
2006-12-20,35
2006-12-21,34
2006-12-22,33
2006-12-23,32
2006-12-24,32
2006-12-25,32
2006-12-26,32
2006-12-27,32
2006-12-28,32
2006-12-29,32
2006-12-30,32
2006-12-31,32
2007-01-01,33
2007-01-02,33
2007-01-03,33
2007-01-04,33
2007-01-05,33
2007-01-06,33
2007-01-07,33
2007-01-08,33
2007-01-09,34
2007-01-10,34
2007-01-11,34
2007-01-12,35
2007-01-13,36
2007-01-14,33
2007-01-15,33
2007-01-16,33
2007-01-17,33
2007-01-18,33
2007-01-19,33
2007-01-20,34
2007-01-21,34
2007-01-22,34
2007-01-23,34
2007-01-24,34
2007-01-25,34
2007-01-26,34
2007-01-27,35
2007-01-28,34
2007-02-01,30
2007-02-02,29
2007-02-03,29
2007-02-04,29
2007-02-05,29
2007-02-06,29
2007-02-07,29
2007-02-08,29
2007-02-09,29
2007-02-10,29
2007-02-11,31
2007-02-12,33
2007-02-13,35
2007-02-14,37
2007-02-15,39
2007-02-16,41
2007-02-17,43
2007-02-18,41
2007-02-19,39
2007-02-20,37
2007-02-21,35
2007-02-22,33
2007-02-23,31
2007-02-24,29
2007-02-25,29
2007-02-26,29
2007-02-27,29
2007-02-28,29
2007-03-01,29
2007-03-02,29
2007-03-03,29
2007-03-04,29
2007-03-05,29
2007-03-06,29
2007-03-07,29
2007-03-08,29
2007-03-09,29
2007-03-10,29
2007-03-11,28
2007-03-12,28
2007-03-13,27
2007-03-14,27
2007-03-15,26
2007-03-16,26
2007-03-17,26
2007-03-18,26
2007-03-19,26
2007-03-20,26
2007-03-21,27
2007-03-22,27
2007-03-23,27
2007-03-24,28
2007-03-25,28
2007-03-26,29
2007-03-27,30
2007-03-28,31
2007-03-29,32
2007-03-30,33
2007-03-31,34
2007-04-01,34
2007-04-02,34
2007-04-03,34
2007-04-04,34
2007-04-05,34
2007-04-06,34
2007-04-07,34
2007-04-08,34
2007-04-09,34
2007-04-10,34
2007-04-11,34
2007-04-12,34
2007-04-13,34
2007-04-14,35
2007-04-15,35
2007-04-16,35
2007-04-17,35
2007-04-18,35
2007-04-19,35
2007-04-20,35
2007-04-21,35
2007-04-22,35
2007-04-23,35
2007-04-24,35
2007-04-25,35
2007-04-26,35
2007-04-27,35
2007-04-28,36
2007-04-29,36
2007-04-30,36
2007-05-06,37
2007-05-07,38
2007-05-08,39
2007-05-09,40
2007-05-10,41
2007-05-11,43
2007-05-12,44
2007-05-13,42
2007-05-14,40
2007-05-15,38
2007-05-16,37
2007-05-17,35
2007-05-18,33
2007-05-19,31
2007-05-20,31
2007-05-21,31
2007-05-22,30
2007-05-23,30
2007-05-24,30
2007-05-25,30
2007-05-26,29
2007-05-27,30
2007-05-28,30
2007-05-29,31
2007-05-30,32
2007-05-31,32
2007-06-01,33
2007-06-02,33
2007-06-03,34
2007-06-04,34
2007-06-05,35
2007-06-06,35
2007-06-07,36
2007-06-08,36
2007-06-09,36
2007-06-10,36
2007-06-11,36
2007-06-12,35
2007-06-13,35
2007-06-14,35
2007-06-15,34
2007-06-16,34
2007-06-17,34
2007-06-18,34
2007-06-19,35
2007-06-20,35
2007-06-21,36
2007-06-22,36
2007-06-23,37
2007-06-24,37
2007-06-25,37
2007-06-26,37
2007-06-27,37
2007-06-28,38
2007-06-29,38
2007-06-30,38
2007-07-01,39
2007-07-02,40
2007-07-03,40
2007-07-04,41
2007-07-05,41
2007-07-06,42
2007-07-07,43
2007-07-08,43
2007-07-09,44
2007-07-10,45
2007-07-11,45
2007-07-12,46
2007-07-13,47
2007-07-14,47
2007-07-15,45
2007-07-16,41
2007-07-17,38
2007-07-18,36
2007-07-19,33
2007-07-20,31
2007-07-21,28
2007-07-22,29
2007-07-23,30
2007-07-24,31
2007-07-25,32
2007-07-26,33
2007-07-27,34
2007-07-28,35
2007-07-29,34
2007-08-05,33
2007-08-06,33
2007-08-07,34
2007-08-08,34
2007-08-09,35
2007-08-10,35
2007-08-11,36
2007-08-12,39
2007-08-13,43
2007-08-14,46
2007-08-15,49
2007-08-16,52
2007-08-17,55
2007-08-18,58
2007-08-19,56
2007-08-20,51
2007-08-21,48
2007-08-22,46
2007-08-23,43
2007-08-24,40
2007-08-25,37
2007-08-26,38
2007-08-27,40
2007-08-28,41
2007-08-29,42
2007-08-30,43
2007-08-31,44
2007-09-01,45
2007-09-02,46
2007-09-03,48
2007-09-04,49
2007-09-05,50
2007-09-06,51
2007-09-07,51
2007-09-08,52
2007-09-09,50
2007-09-10,47
2007-09-11,44
2007-09-12,42
2007-09-13,40
2007-09-14,38
2007-09-15,35
2007-09-16,36
2007-09-17,36
2007-09-18,37
2007-09-19,37
2007-09-20,38
2007-09-21,38
2007-09-22,39
2007-09-23,41
2007-09-24,43
2007-09-25,45
2007-09-26,47
2007-09-27,49
2007-09-28,51
2007-09-29,53
2007-09-30,51
2007-10-01,50
2007-10-02,49
2007-10-03,48
2007-10-04,47
2007-10-05,46
2007-10-06,45
2007-10-07,44
2007-10-08,43
2007-10-09,42
2007-10-10,41
2007-10-11,40
2007-10-12,39
2007-10-13,39
2007-10-14,39
2007-10-15,40
2007-10-16,41
2007-10-17,42
2007-10-18,43
2007-10-19,43
2007-10-20,44
2007-10-21,46
2007-10-22,48
2007-10-23,50
2007-10-24,52
2007-10-25,54
2007-10-26,56
2007-10-27,58
2007-10-28,57
2007-11-04,55
2007-11-05,56
2007-11-06,57
2007-11-07,58
2007-11-08,59
2007-11-09,60
2007-11-10,61
2007-11-11,57
2007-11-12,53
2007-11-13,49
2007-11-14,45
2007-11-15,41
2007-11-16,37
2007-11-17,33
2007-11-18,33
2007-11-19,33
2007-11-20,34
2007-11-21,35
2007-11-22,35
2007-11-23,36
2007-11-24,36
2007-11-25,38
2007-11-26,40
2007-11-27,42
2007-11-28,44
2007-11-29,46
2007-11-30,48
2007-12-01,49
2007-12-02,49
2007-12-03,48
2007-12-04,48
2007-12-05,47
2007-12-06,46
2007-12-07,46
2007-12-08,45
2007-12-09,47
2007-12-10,50
2007-12-11,51
2007-12-12,53
2007-12-13,55
2007-12-14,57
2007-12-15,59
2007-12-16,57
2007-12-17,56
2007-12-18,54
2007-12-19,52
2007-12-20,51
2007-12-21,49
2007-12-22,48
2007-12-23,48
2007-12-24,47
2007-12-25,47
2007-12-26,47
2007-12-27,47
2007-12-28,47
2007-12-29,47
2007-12-30,47
2007-12-31,47
2008-01-01,46
2008-01-02,46
2008-01-03,46
2008-01-04,46
2008-01-05,45
2008-01-06,47
2008-01-07,48
2008-01-08,50
2008-01-09,51
2008-01-10,52
2008-01-11,54
2008-01-12,55
2008-01-13,53
2008-01-14,50
2008-01-15,48
2008-01-16,47
2008-01-17,45
2008-01-18,43
2008-01-19,41
2008-01-20,42
2008-01-21,43
2008-01-22,44
2008-01-23,45
2008-01-24,45
2008-01-25,46
2008-01-26,47
2008-01-27,48
2008-02-03,53
2008-02-04,52
2008-02-05,52
2008-02-06,51
2008-02-07,51
2008-02-08,51
2008-02-09,50
2008-02-10,51
2008-02-11,53
2008-02-12,53
2008-02-13,54
2008-02-14,55
2008-02-15,56
2008-02-16,56
2008-02-17,56
2008-02-18,53
2008-02-19,52
2008-02-20,51
2008-02-21,50
2008-02-22,50
2008-02-23,49
2008-02-24,51
2008-02-25,53
2008-02-26,55
2008-02-27,57
2008-02-28,59
2008-02-29,61
2008-03-01,63
2008-03-02,61
2008-03-03,58
2008-03-04,56
2008-03-05,54
2008-03-06,52
2008-03-07,50
2008-03-08,48
2008-03-09,50
2008-03-10,51
2008-03-11,52
2008-03-12,54
2008-03-13,55
2008-03-14,57
2008-03-15,58
2008-03-16,58
2008-03-17,59
2008-03-18,59
2008-03-19,60
2008-03-20,60
2008-03-21,60
2008-03-22,61
2008-03-23,62
2008-03-24,63
2008-03-25,65
2008-03-26,66
2008-03-27,68
2008-03-28,69
2008-03-29,71
2008-03-30,69
2008-03-31,67
2008-04-01,65
2008-04-02,63
2008-04-03,61
2008-04-04,59
2008-04-05,58
2008-04-06,58
2008-04-07,57
2008-04-08,57
2008-04-09,57
2008-04-10,57
2008-04-11,57
2008-04-12,57
2008-04-13,59
2008-04-14,61
2008-04-15,63
2008-04-16,64
2008-04-17,66
2008-04-18,68
2008-04-19,70
2008-04-20,69
2008-04-21,68
2008-04-22,68
2008-04-23,68
2008-04-24,67
2008-04-25,67
2008-04-26,66
2008-04-27,67
2008-05-04,77
2008-05-05,80
2008-05-06,83
2008-05-07,86
2008-05-08,89
2008-05-09,92
2008-05-10,95
2008-05-11,89
2008-05-12,82
2008-05-13,76
2008-05-14,70
2008-05-15,64
2008-05-16,58
2008-05-17,52
2008-05-18,55
2008-05-19,58
2008-05-20,60
2008-05-21,62
2008-05-22,65
2008-05-23,67
2008-05-24,70
2008-05-25,67
2008-05-26,64
2008-05-27,62
2008-05-28,60
2008-05-29,57
2008-05-30,55
2008-05-31,52
2008-06-01,53
2008-06-02,53
2008-06-03,53
2008-06-04,54
2008-06-05,54
2008-06-06,54
2008-06-07,55
2008-06-08,56
2008-06-09,57
2008-06-10,58
2008-06-11,59
2008-06-12,60
2008-06-13,61
2008-06-14,62
2008-06-15,62
2008-06-16,62
2008-06-17,62
2008-06-18,63
2008-06-19,63
2008-06-20,64
2008-06-21,64
2008-06-22,65
2008-06-23,65
2008-06-24,65
2008-06-25,66
2008-06-26,66
2008-06-27,67
2008-06-28,67
2008-06-29,69
2008-06-30,71
2008-07-01,73
2008-07-02,75
2008-07-03,76
2008-07-04,78
2008-07-05,80
2008-07-06,78
2008-07-07,75
2008-07-08,73
2008-07-09,70
2008-07-10,68
2008-07-11,66
2008-07-12,63
2008-07-13,64
2008-07-14,65
2008-07-15,66
2008-07-16,67
2008-07-17,68
2008-07-18,69
2008-07-19,70
2008-07-20,71
2008-07-21,71
2008-07-22,73
2008-07-23,74
2008-07-24,75
2008-07-25,77
2008-07-26,78
2008-07-27,78
2008-08-01,79
2008-08-02,79
2008-08-03,78
2008-08-04,77
2008-08-05,77
2008-08-06,76
2008-08-07,75
2008-08-08,75
2008-08-09,75
2008-08-10,73
2008-08-11,71
2008-08-12,69
2008-08-13,67
2008-08-14,65
2008-08-15,63
2008-08-16,62
2008-08-17,63
2008-08-18,64
2008-08-19,65
2008-08-20,67
2008-08-21,68
2008-08-22,69
2008-08-23,71
2008-08-24,72
2008-08-25,73
2008-08-26,71
2008-08-27,76
2008-08-28,77
2008-08-29,78
2008-08-30,80
2008-08-31,79
2008-09-01,83
2008-09-02,78
2008-09-03,76
2008-09-04,75
2008-09-05,74
2008-09-06,74
2008-09-07,72
2008-09-08,70
2008-09-09,68
2008-09-10,67
2008-09-11,63
2008-09-12,63
2008-09-13,62
2008-09-14,64
2008-09-15,67
2008-09-16,70
2008-09-17,73
2008-09-18,78
2008-09-19,78
2008-09-20,81
2008-09-21,79
2008-09-22,78
2008-09-23,77
2008-09-24,80
2008-09-25,74
2008-09-26,73
2008-09-27,72
2008-09-28,72
2008-09-29,72
2008-09-30,72
2008-10-01,72
2008-10-02,70
2008-10-03,70
2008-10-04,70
2008-10-05,70
2008-10-06,70
2008-10-07,73
2008-10-08,73
2008-10-09,70
2008-10-10,70
2008-10-11,70
2008-10-12,70
2008-10-13,70
2008-10-14,70
2008-10-15,70
2008-10-16,70
2008-10-17,70
2008-10-18,71
2008-10-19,75
2008-10-20,79
2008-10-21,83
2008-10-22,85
2008-10-23,89
2008-10-24,95
2008-10-25,97
2008-10-26,107
2008-10-27,90
2008-10-28,85
2008-10-29,75
2008-10-30,71
2008-10-31,68
