Date,Vera Bradley
2011-07-13,58
2011-07-14,53
2011-07-15,48
2011-07-16,44
2011-07-17,44
2011-07-18,44
2011-07-19,44
2011-07-20,44
2011-07-21,44
2011-07-22,44
2011-07-23,44
2011-07-24,44
2011-07-25,43
2011-07-26,43
2011-07-27,43
2011-07-28,43
2011-07-29,43
2011-07-30,43
2011-07-31,44
2011-08-01,46
2011-08-02,47
2011-08-03,48
2011-08-04,49
2011-08-05,50
2011-08-06,51
2011-08-07,53
2011-08-08,56
2011-08-09,59
2011-08-10,62
2011-08-11,65
2011-08-12,68
2011-08-13,71
2011-08-14,66
2011-08-15,61
2011-08-16,56
2011-08-17,51
2011-08-18,46
2011-08-19,41
2011-08-20,36
2011-08-21,37
2011-08-22,39
2011-08-23,41
2011-08-24,43
2011-08-25,45
2011-08-26,47
2011-08-27,49
2011-08-28,47
2011-08-29,45
2011-08-30,43
2011-08-31,42
2011-09-01,40
2011-09-02,38
2011-09-03,37
2011-09-04,37
2011-09-05,36
2011-09-06,36
2011-09-07,36
2011-09-08,36
2011-09-09,36
2011-09-10,36
2011-09-11,36
2011-09-12,37
2011-09-13,37
2011-09-14,37
2011-09-15,37
2011-09-16,37
2011-09-17,37
2011-09-18,36
2011-09-19,37
2011-09-20,37
2011-09-21,37
2011-09-22,38
2011-09-23,38
2011-09-24,39
2011-09-25,36
2011-10-02,39
2011-10-03,50
2011-10-04,34
2011-10-05,37
2011-10-06,38
2011-10-07,39
2011-10-08,40
2011-10-09,40
2011-10-10,41
2011-10-11,41
2011-10-12,41
2011-10-13,41
2011-10-14,41
2011-10-15,41
2011-10-16,39
2011-10-17,38
2011-10-18,37
2011-10-19,35
2011-10-20,34
2011-10-21,33
2011-10-22,32
2011-10-23,32
2011-10-24,31
2011-10-25,31
2011-10-26,31
2011-10-27,31
2011-10-28,31
2011-10-29,31
2011-10-30,33
2011-10-31,36
2011-11-01,37
2011-11-02,39
2011-11-03,41
2011-11-04,43
2011-11-05,45
2011-11-06,44
2011-11-07,41
2011-11-08,40
2011-11-09,39
2011-11-10,37
2011-11-11,36
2011-11-12,34
2011-11-13,37
2011-11-14,40
2011-11-15,42
2011-11-16,45
2011-11-17,47
2011-11-18,50
2011-11-19,53
2011-11-20,50
2011-11-21,46
2011-11-22,44
2011-11-23,42
2011-11-24,39
2011-11-25,37
2011-11-26,34
2011-11-27,43
2011-11-28,53
2011-11-29,62
2011-11-30,72
2011-12-01,81
2011-12-02,90
2011-12-03,99
2011-12-04,97
2011-12-05,94
2011-12-06,91
2011-12-07,88
2011-12-08,85
2011-12-09,83
2011-12-10,80
2011-12-11,78
2011-12-12,75
2011-12-13,73
2011-12-14,71
2011-12-15,69
2011-12-16,66
2011-12-17,64
2011-12-18,64
2011-12-19,63
2011-12-20,62
2011-12-21,62
2011-12-22,62
2011-12-23,61
2011-12-24,61
2011-12-25,63
