Date,LinkedIn
2011-04-21,33
2011-04-22,36
2011-04-23,36
2011-04-24,32
2011-04-25,30
2011-04-26,33
2011-04-27,35
2011-04-28,35
2011-04-29,37
2011-04-30,38
2011-05-01,35
2011-05-02,33
2011-05-03,34
2011-05-04,35
2011-05-05,34
2011-05-06,35
2011-05-07,39
2011-05-08,36
2011-05-09,28
2011-05-10,36
2011-05-11,38
2011-05-12,38
2011-05-13,39
2011-05-14,44
2011-05-15,47
2011-05-16,46
2011-05-17,65
2011-05-18,71
2011-05-19,53
2011-05-20,97
2011-05-21,118
2011-05-22,98
2011-05-23,74
2011-05-24,81
2011-05-25,77
2011-05-26,69
2011-05-27,61
2011-05-28,63
2011-05-29,54
2011-05-30,47
2011-05-31,47
2011-06-01,51
2011-06-02,49
2011-06-03,49
2011-06-04,54
2011-06-05,48
2011-06-06,36
2011-06-07,47
2011-06-08,46
2011-06-09,46
2011-06-10,45
2011-06-11,47
2011-06-12,42
2011-06-13,39
2011-06-14,46
2011-06-15,45
2011-06-16,47
2011-06-17,48
2011-06-18,52
2011-06-19,48
2011-06-20,38
2011-06-21,46
2011-06-22,47
2011-06-23,46
2011-06-24,46
2011-06-25,48
2011-06-26,46
2011-06-27,38
2011-06-28,44
2011-06-29,49
2011-06-30,46
2011-07-01,47
2011-07-02,52
2011-07-03,47
2011-07-04,40
2011-07-05,44
2011-07-06,46
2011-07-07,44
2011-07-08,45
2011-07-09,46
2011-07-10,44
2011-07-11,35
2011-07-12,43
2011-07-13,42
2011-07-14,44
2011-07-15,43
2011-07-16,48
2011-07-17,43
2011-07-18,36
2011-07-19,46
2011-07-20,45
2011-07-21,44
2011-07-22,45
2011-07-23,50
2011-07-24,44
2011-07-25,35
2011-07-26,44
2011-07-27,45
2011-07-28,45
2011-07-29,45
2011-07-30,48
2011-07-31,45
2011-08-01,39
2011-08-02,46
2011-08-03,46
2011-08-04,47
2011-08-05,47
2011-08-06,53
2011-08-07,49
2011-08-08,38
2011-08-09,46
2011-08-10,46
2011-08-11,46
2011-08-12,47
2011-08-13,50
2011-08-14,49
2011-08-15,34
2011-08-16,43
2011-08-17,43
2011-08-18,44
2011-08-19,44
2011-08-20,48
2011-08-21,42
2011-08-22,34
2011-08-23,46
2011-08-24,42
2011-08-25,44
2011-08-26,45
2011-08-27,49
2011-08-28,46
2011-08-29,36
2011-08-30,43
2011-08-31,42
2011-09-01,44
2011-09-02,41
2011-09-03,46
2011-09-04,43
2011-09-05,36
2011-09-06,40
2011-09-07,42
2011-09-08,43
2011-09-09,43
2011-09-10,46
2011-09-11,46
2011-09-12,36
2011-09-13,45
2011-09-14,48
2011-09-15,48
2011-09-16,50
2011-09-17,56
2011-09-18,54
2011-09-19,39
2011-09-20,49
2011-09-21,49
2011-09-22,49
2011-09-23,48
2011-09-24,54
2011-09-25,50
2011-09-26,40
2011-09-27,49
2011-09-28,50
2011-09-29,51
2011-09-30,50
2011-10-01,51
2011-10-02,52
2011-10-03,43
2011-10-04,47
2011-10-05,49
2011-10-06,49
2011-10-07,50
2011-10-08,53
2011-10-09,46
2011-10-10,39
2011-10-11,45
2011-10-12,47
2011-10-13,46
2011-10-14,45
2011-10-15,49
2011-10-16,44
2011-10-17,37
2011-10-18,44
2011-10-19,45
2011-10-20,44
2011-10-21,45
2011-10-22,49
2011-10-23,44
2011-10-24,38
2011-10-25,45
2011-10-26,45
2011-10-27,46
2011-10-28,46
2011-10-29,49
2011-10-30,45
2011-10-31,39
2011-11-01,45
2011-11-02,48
2011-11-03,45
2011-11-04,46
2011-11-05,51
2011-11-06,48
2011-11-07,39
2011-11-08,44
2011-11-09,45
2011-11-10,46
2011-11-11,45
2011-11-12,45
2011-11-13,46
2011-11-14,39
2011-11-15,45
2011-11-16,48
2011-11-17,48
2011-11-18,49
2011-11-19,55
2011-11-20,48
2011-11-21,40
2011-11-22,46
2011-11-23,45
2011-11-24,45
2011-11-25,42
2011-11-26,44
2011-11-27,40
2011-11-28,34
2011-11-29,43
2011-11-30,42
2011-12-01,42
2011-12-02,44
2011-12-03,49
2011-12-04,45
2011-12-05,35
2011-12-06,45
2011-12-07,40
2011-12-08,44
2011-12-09,42
2011-12-10,44
2011-12-11,43
2011-12-12,35
2011-12-13,42
2011-12-14,41
2011-12-15,43
2011-12-16,42
2011-12-17,49
2011-12-18,41
2011-12-19,35
2011-12-20,41
2011-12-21,40
2011-12-22,42
2011-12-23,41
2011-12-24,43
2011-12-25,41
2011-12-26,33
2011-12-27,32
2011-12-28,34
2011-12-29,33
2011-12-30,33
2011-12-31,33
2012-01-01,33
2012-01-02,30
2012-01-03,34
2012-01-04,39
2012-01-05,42
2012-01-06,44
2012-01-07,49
2012-01-08,46
2012-01-09,38
2012-01-10,48
2012-01-11,46
2012-01-12,48
2012-01-13,50
2012-01-14,53
2012-01-15,48
2012-01-16,42
2012-01-17,47
2012-01-18,47
2012-01-19,48
2012-01-20,47
2012-01-21,53
2012-01-22,44
2012-01-23,41
2012-01-24,46
2012-01-25,48
2012-01-26,48
2012-01-27,48
2012-01-28,54
2012-01-29,49
2012-01-30,40
2012-01-31,50
2012-02-01,51
2012-02-02,52
2012-02-03,53
2012-02-04,56
2012-02-05,53
2012-02-06,46
2012-02-07,51
2012-02-08,52
2012-02-09,52
2012-02-10,52
2012-02-11,56
2012-02-12,53
2012-02-13,40
2012-02-14,51
2012-02-15,51
2012-02-16,50
2012-02-17,52
2012-02-18,54
2012-02-19,49
2012-02-20,43
2012-02-21,50
2012-02-22,48
2012-02-23,51
2012-02-24,50
2012-02-25,55
2012-02-26,52
2012-02-27,39
2012-02-28,48
2012-02-29,51
2012-03-01,50
2012-03-02,51
2012-03-03,56
2012-03-04,51
2012-03-05,42
2012-03-06,53
2012-03-07,52
2012-03-08,52
2012-03-09,53
2012-03-10,58
2012-03-11,55
2012-03-12,44
2012-03-13,51
2012-03-14,51
2012-03-15,51
2012-03-16,51
2012-03-17,53
2012-03-18,48
2012-03-19,39
2012-03-20,48
2012-03-21,49
2012-03-22,50
2012-03-23,47
2012-03-24,56
2012-03-25,47
2012-03-26,41
2012-03-27,50
2012-03-28,48
2012-03-29,51
2012-03-30,50
2012-03-31,56
2012-04-01,50
2012-04-02,40
2012-04-03,48
2012-04-04,48
2012-04-05,47
2012-04-06,49
2012-04-07,48
2012-04-08,46
2012-04-09,43
2012-04-10,43
2012-04-11,47
2012-04-12,48
2012-04-13,49
2012-04-14,53
2012-04-15,48
2012-04-16,40
2012-04-17,49
2012-04-18,48
2012-04-19,46
2012-04-20,48
2012-04-21,51
2012-04-22,47
2012-04-23,40
2012-04-24,45
2012-04-25,48
2012-04-26,46
2012-04-27,47
2012-04-28,50
2012-04-29,49
2012-04-30,40
2012-05-01,49
2012-05-02,47
2012-05-03,52
2012-05-04,53
2012-05-05,58
2012-05-06,51
2012-05-07,45
2012-05-08,49
2012-05-09,47
2012-05-10,51
2012-05-11,47
2012-05-12,52
2012-05-13,47
2012-05-14,39
2012-05-15,48
2012-05-16,52
2012-05-17,53
2012-05-18,51
2012-05-19,61
2012-05-20,57
2012-05-21,43
2012-05-22,53
2012-05-23,54
2012-05-24,53
2012-05-25,51
2012-05-26,58
2012-05-27,52
2012-05-28,42
2012-05-29,50
2012-05-30,53
2012-05-31,51
2012-06-01,54
2012-06-02,58
2012-06-03,56
2012-06-04,45
2012-06-05,58
2012-06-06,53
2012-06-07,59
2012-06-08,68
2012-06-09,73
2012-06-10,63
2012-06-11,52
2012-06-12,59
2012-06-13,56
2012-06-14,55
2012-06-15,53
2012-06-16,56
2012-06-17,49
2012-06-18,44
2012-06-19,50
2012-06-20,50
2012-06-21,50
2012-06-22,51
2012-06-23,54
2012-06-24,52
2012-06-25,37
2012-06-26,49
2012-06-27,48
2012-06-28,50
2012-06-29,49
2012-06-30,54
