Date,Zynga
2012-02-01,42
2012-02-02,37
2012-02-03,51
2012-02-04,62
2012-02-05,58
2012-02-06,45
2012-02-07,48
2012-02-08,48
2012-02-09,44
2012-02-10,42
2012-02-11,38
2012-02-12,40
2012-02-13,41
2012-02-14,38
2012-02-15,40
2012-02-16,48
2012-02-17,48
2012-02-18,49
2012-02-19,43
2012-02-20,40
2012-02-21,36
2012-02-22,34
2012-02-23,31
2012-02-24,27
2012-02-25,23
2012-02-26,24
2012-02-27,25
2012-02-28,26
2012-02-29,27
2012-03-01,29
2012-03-02,23
2012-03-03,31
2012-03-04,31
2012-03-05,25
2012-03-06,30
2012-03-07,28
2012-03-08,27
2012-03-09,28
2012-03-10,27
2012-03-11,26
2012-03-12,26
2012-03-13,26
2012-03-14,23
2012-03-15,25
2012-03-16,25
2012-03-17,24
2012-03-18,24
2012-03-19,24
2012-03-20,24
2012-03-21,18
2012-03-22,26
2012-03-23,24
2012-03-24,27
2012-03-25,24
2012-03-26,23
2012-03-27,20
2012-03-28,24
2012-03-29,20
2012-03-30,23
2012-03-31,21
2012-04-01,20
2012-04-02,20
2012-04-03,21
2012-04-04,18
2012-04-05,21
2012-04-06,17
2012-04-07,20
2012-04-08,19
2012-04-09,19
2012-04-10,18
2012-04-11,20
2012-04-12,18
2012-04-13,19
2012-04-14,19
2012-04-15,21
2012-04-16,22
2012-04-17,22
2012-04-18,25
2012-04-19,25
2012-04-20,27
2012-04-21,28
2012-04-22,31
2012-04-23,29
2012-04-24,22
2012-04-25,33
2012-04-26,27
2012-04-27,32
2012-04-28,33
2012-04-29,31
2012-04-30,30
2012-05-01,27
2012-05-02,29
2012-05-03,30
2012-05-04,26
2012-05-05,25
2012-05-06,26
2012-05-07,27
2012-05-08,27
2012-05-09,29
2012-05-10,31
2012-05-11,31
2012-05-12,32
2012-05-13,35
2012-05-14,39
2012-05-15,38
2012-05-16,49
2012-05-17,48
2012-05-18,43
2012-05-19,70
2012-05-20,62
2012-05-21,36
2012-05-22,54
2012-05-23,51
2012-05-24,48
2012-05-25,46
2012-05-26,47
2012-05-27,41
2012-05-28,40
2012-05-29,30
2012-05-30,37
2012-05-31,41
2012-06-01,33
2012-06-02,39
2012-06-03,32
2012-06-04,32
2012-06-05,31
2012-06-06,31
2012-06-07,30
2012-06-08,30
2012-06-09,28
2012-06-10,28
2012-06-11,28
2012-06-12,23
2012-06-13,30
2012-06-14,33
2012-06-15,26
2012-06-16,33
2012-06-17,27
2012-06-18,30
2012-06-19,31
2012-06-20,32
2012-06-21,26
2012-06-22,31
2012-06-23,26
2012-06-24,28
2012-06-25,28
2012-06-26,28
2012-06-27,29
2012-06-28,29
2012-06-29,28
2012-06-30,30
2012-07-01,28
2012-07-02,28
2012-07-03,25
2012-07-04,29
2012-07-05,26
2012-07-06,24
2012-07-07,25
2012-07-08,25
2012-07-09,25
2012-07-10,24
2012-07-11,25
2012-07-12,26
2012-07-13,26
2012-07-14,25
2012-07-15,25
2012-07-16,22
2012-07-17,24
2012-07-18,23
2012-07-19,24
2012-07-20,20
2012-07-21,20
2012-07-22,27
2012-07-23,35
2012-07-24,46
2012-07-25,31
2012-07-26,49
2012-07-27,77
2012-07-28,86
2012-07-29,77
2012-07-30,61
2012-07-31,61
2012-08-01,60
2012-08-02,54
2012-08-03,55
2012-08-04,57
2012-08-05,46
2012-08-06,43
2012-08-07,40
2012-08-08,40
2012-08-09,36
2012-08-10,34
2012-08-11,33
2012-08-12,33
2012-08-13,32
2012-08-14,29
2012-08-15,32
2012-08-16,29
2012-08-17,32
2012-08-18,32
2012-08-19,32
2012-08-20,30
2012-08-21,30
2012-08-22,27
2012-08-23,29
2012-08-24,30
2012-08-25,28
2012-08-26,27
2012-08-27,27
2012-08-28,28
2012-08-29,31
2012-08-30,27
2012-08-31,27
2012-09-01,31
2012-09-02,30
2012-09-03,28
2012-09-04,24
2012-09-05,26
2012-09-06,26
2012-09-07,25
2012-09-08,24
2012-09-09,24
2012-09-10,23
2012-09-11,25
2012-09-12,24
2012-09-13,25
2012-09-14,26
2012-09-15,25
2012-09-16,26
2012-09-17,24
2012-09-18,24
2012-09-19,25
2012-09-20,25
2012-09-21,27
2012-09-22,24
2012-09-23,23
2012-09-24,23
2012-09-25,24
2012-09-26,21
2012-09-27,22
2012-09-28,21
2012-09-29,21
2012-09-30,22
2012-10-01,24
2012-10-02,26
2012-10-03,28
2012-10-04,27
2012-10-05,26
2012-10-06,39
2012-10-07,36
2012-10-08,31
2012-10-09,30
2012-10-10,30
2012-10-11,35
2012-10-12,30
2012-10-13,33
2012-10-14,31
2012-10-15,30
2012-10-16,28
2012-10-17,29
2012-10-18,24
2012-10-19,27
2012-10-20,25
2012-10-21,27
2012-10-22,30
2012-10-23,28
2012-10-24,32
2012-10-25,40
2012-10-26,45
2012-10-27,48
2012-10-28,40
2012-10-29,38
2012-10-30,36
2012-10-31,35
2012-11-01,31
2012-11-02,27
2012-11-03,23
2012-11-04,25
2012-11-05,23
2012-11-06,22
2012-11-07,21
2012-11-08,22
2012-11-09,19
2012-11-10,21
2012-11-11,20
2012-11-12,19
2012-11-13,23
2012-11-14,19
2012-11-15,23
2012-11-16,22
2012-11-17,25
2012-11-18,23
2012-11-19,23
2012-11-20,22
2012-11-21,24
2012-11-22,24
2012-11-23,25
2012-11-24,23
2012-11-25,25
2012-11-26,25
2012-11-27,26
2012-11-28,29
2012-11-29,30
2012-11-30,29
2012-12-01,37
2012-12-02,35
2012-12-03,29
2012-12-04,33
2012-12-05,33
2012-12-06,32
2012-12-07,32
2012-12-08,33
2012-12-09,31
2012-12-10,31
2012-12-11,28
2012-12-12,27
2012-12-13,30
2012-12-14,28
2012-12-15,29
2012-12-16,27
2012-12-17,28
2012-12-18,28
2012-12-19,31
2012-12-20,32
2012-12-21,25
2012-12-22,39
2012-12-23,30
2012-12-24,25
2012-12-25,32
2012-12-26,28
2012-12-27,27
2012-12-28,25
2012-12-29,26
2012-12-30,22
2012-12-31,25
