Date,WageWorks
2012-02-23,92
2012-02-24,92
2012-02-25,92
2012-02-26,92
2012-02-27,92
2012-02-28,92
2012-02-29,92
2012-03-01,92
2012-03-02,91
2012-03-03,90
2012-03-04,90
2012-03-05,89
2012-03-06,88
2012-03-07,88
2012-03-08,87
2012-03-09,86
2012-03-10,86
2012-03-11,85
2012-03-12,84
2012-03-13,84
2012-03-14,83
2012-03-15,82
2012-03-16,82
2012-03-17,81
2012-03-18,81
2012-03-19,80
2012-03-20,79
2012-03-21,79
2012-03-22,78
2012-03-23,77
2012-03-24,77
2012-03-25,76
2012-03-26,75
2012-03-27,75
2012-03-28,74
2012-03-29,73
2012-03-30,73
2012-03-31,72
2012-04-01,72
2012-04-02,71
2012-04-03,71
2012-04-04,71
2012-04-05,71
2012-04-06,71
2012-04-07,71
2012-04-08,70
2012-04-09,70
2012-04-10,70
2012-04-11,70
2012-04-12,70
2012-04-13,70
2012-04-14,69
2012-04-15,69
2012-04-16,69
2012-04-17,69
2012-04-18,69
2012-04-19,69
2012-04-20,68
2012-04-21,68
2012-04-22,68
2012-04-23,68
2012-04-24,68
2012-04-25,68
2012-04-26,67
2012-04-27,67
2012-04-28,67
2012-04-29,67
2012-04-30,67
2012-05-01,67
2012-05-02,66
2012-05-03,66
2012-05-04,66
2012-05-05,66
2012-05-06,66
2012-05-07,66
2012-05-08,66
2012-05-09,66
2012-05-10,66
2012-05-11,66
2012-05-12,65
2012-05-13,65
2012-05-14,65
2012-05-15,65
2012-05-16,65
2012-05-17,65
2012-05-18,65
2012-05-19,65
2012-05-20,65
2012-05-21,65
2012-05-22,64
2012-05-23,64
2012-05-24,64
2012-05-25,64
2012-05-26,64
2012-05-27,64
2012-05-28,64
2012-05-29,64
2012-05-30,64
2012-05-31,64
2012-06-01,64
2012-06-02,64
2012-06-03,65
2012-06-04,66
2012-06-05,66
2012-06-06,67
2012-06-07,68
2012-06-08,68
2012-06-09,69
2012-06-10,70
2012-06-11,70
2012-06-12,71
2012-06-13,72
2012-06-14,72
2012-06-15,73
2012-06-16,74
2012-06-17,74
2012-06-18,75
2012-06-19,76
2012-06-20,76
2012-06-21,77
2012-06-22,78
2012-06-23,78
2012-06-24,79
2012-06-25,80
2012-06-26,80
2012-06-27,81
2012-06-28,82
2012-06-29,82
2012-06-30,83
2012-07-01,84
2012-07-02,83
2012-07-03,82
2012-07-04,81
2012-07-05,81
2012-07-06,80
2012-07-07,79
2012-07-08,79
2012-07-09,78
2012-07-10,77
2012-07-11,76
2012-07-12,76
2012-07-13,75
2012-07-14,74
2012-07-15,74
2012-07-16,73
2012-07-17,72
2012-07-18,71
2012-07-19,71
2012-07-20,70
2012-07-21,69
2012-07-22,69
2012-07-23,68
2012-07-24,67
2012-07-25,66
2012-07-26,66
2012-07-27,65
2012-07-28,64
2012-07-29,64
2012-07-30,63
2012-07-31,62
2012-08-01,62
2012-08-02,62
2012-08-03,62
2012-08-04,62
2012-08-05,62
2012-08-06,62
2012-08-07,62
2012-08-08,62
2012-08-09,62
2012-08-10,62
2012-08-11,62
2012-08-12,63
2012-08-13,63
2012-08-14,63
2012-08-15,63
2012-08-16,63
2012-08-17,63
2012-08-18,63
2012-08-19,63
2012-08-20,63
2012-08-21,63
2012-08-22,64
2012-08-23,64
2012-08-24,64
2012-08-25,64
2012-08-26,64
2012-08-27,64
2012-08-28,64
2012-08-29,64
2012-08-30,64
2012-08-31,64
2012-09-01,65
2012-09-02,65
2012-09-03,66
2012-09-04,67
2012-09-05,68
2012-09-06,69
2012-09-07,70
2012-09-08,71
2012-09-09,72
2012-09-10,73
2012-09-11,74
2012-09-12,75
2012-09-13,76
2012-09-14,77
2012-09-15,78
2012-09-16,79
2012-09-17,80
2012-09-18,81
2012-09-19,82
2012-09-20,83
2012-09-21,84
2012-09-22,85
2012-09-23,86
2012-09-24,87
2012-09-25,88
2012-09-26,89
2012-09-27,90
2012-09-28,91
2012-09-29,92
2012-09-30,93
