Date,Spirit Airlines
2010-08-04,62
2010-08-05,63
2010-08-06,63
2010-08-07,64
2010-08-08,65
2010-08-09,66
2010-08-10,67
2010-08-11,68
2010-08-12,69
2010-08-13,69
2010-08-14,70
2010-08-15,69
2010-08-16,68
2010-08-17,67
2010-08-18,66
2010-08-19,65
2010-08-20,64
2010-08-21,63
2010-08-22,61
2010-08-23,60
2010-08-24,57
2010-08-25,55
2010-08-26,53
2010-08-27,51
2010-08-28,48
2010-08-29,49
2010-09-05,50
2010-09-06,62
2010-09-07,43
2010-09-08,47
2010-09-09,49
2010-09-10,50
2010-09-11,51
2010-09-12,51
2010-09-13,54
2010-09-14,54
2010-09-15,54
2010-09-16,55
2010-09-17,55
2010-09-18,55
2010-09-19,55
2010-09-20,53
2010-09-21,52
2010-09-22,51
2010-09-23,50
2010-09-24,49
2010-09-25,48
2010-09-26,47
2010-09-27,46
2010-09-28,45
2010-09-29,44
2010-09-30,43
2010-10-01,42
2010-10-02,40
2010-10-03,40
2010-10-04,39
2010-10-05,38
2010-10-06,37
2010-10-07,36
2010-10-08,35
2010-10-09,34
2010-10-10,35
2010-10-11,35
2010-10-12,36
2010-10-13,36
2010-10-14,37
2010-10-15,37
2010-10-16,37
2010-10-17,39
2010-10-18,41
2010-10-19,43
2010-10-20,44
2010-10-21,46
2010-10-22,48
2010-10-23,50
2010-10-24,48
2010-10-25,46
2010-10-26,45
2010-10-27,43
2010-10-28,42
2010-10-29,41
2010-10-30,39
2010-10-31,43
2010-11-01,47
2010-11-02,50
2010-11-03,54
2010-11-04,57
2010-11-05,61
2010-11-06,64
2010-11-07,65
2010-11-08,66
2010-11-09,67
2010-11-10,68
2010-11-11,69
2010-11-12,69
2010-11-13,70
2010-11-14,68
2010-11-15,67
2010-11-16,64
2010-11-17,62
2010-11-18,60
2010-11-19,57
2010-11-20,55
2010-11-21,53
2010-11-22,49
2010-11-23,47
2010-11-24,44
2010-11-25,41
2010-11-26,39
2010-11-27,36
2010-11-28,39
2010-12-05,57
2010-12-06,56
2010-12-07,54
2010-12-08,52
2010-12-09,51
2010-12-10,49
2010-12-11,48
2010-12-12,48
2010-12-13,48
2010-12-14,48
2010-12-15,48
2010-12-16,48
2010-12-17,48
2010-12-18,48
2010-12-19,49
2010-12-20,48
2010-12-21,49
2010-12-22,50
2010-12-23,50
2010-12-24,51
2010-12-25,52
2010-12-26,51
2010-12-27,50
2010-12-28,49
2010-12-29,48
2010-12-30,47
2010-12-31,46
2011-01-01,44
2011-01-02,48
2011-01-03,53
2011-01-04,57
2011-01-05,61
2011-01-06,65
2011-01-07,69
2011-01-08,73
2011-01-09,72
2011-01-10,70
2011-01-11,69
2011-01-12,68
2011-01-13,67
2011-01-14,66
2011-01-15,65
2011-01-16,63
2011-01-17,60
2011-01-18,58
2011-01-19,55
2011-01-20,53
2011-01-21,50
2011-01-22,48
2011-01-23,53
2011-01-24,59
2011-01-25,65
2011-01-26,70
2011-01-27,76
2011-01-28,81
2011-01-29,87
2011-01-30,83
2011-01-31,79
2011-02-01,76
2011-02-02,72
2011-02-03,69
2011-02-04,65
2011-02-05,61
2011-02-06,61
2011-02-07,60
2011-02-08,60
2011-02-09,59
2011-02-10,59
2011-02-11,58
2011-02-12,57
2011-02-13,59
2011-02-14,60
2011-02-15,61
2011-02-16,63
2011-02-17,64
2011-02-18,65
2011-02-19,66
2011-02-20,64
2011-02-21,62
2011-02-22,60
2011-02-23,58
2011-02-24,56
2011-02-25,54
2011-02-26,52
2011-02-27,51
2011-03-06,53
2011-03-07,56
2011-03-08,58
2011-03-09,61
2011-03-10,63
2011-03-11,66
2011-03-12,68
2011-03-13,63
2011-03-14,57
2011-03-15,51
2011-03-16,46
2011-03-17,40
2011-03-18,35
2011-03-19,30
2011-03-20,30
2011-03-21,30
2011-03-22,30
2011-03-23,30
2011-03-24,30
2011-03-25,30
2011-03-26,30
2011-03-27,32
2011-03-28,34
2011-03-29,36
2011-03-30,39
2011-03-31,41
2011-04-01,43
2011-04-02,46
2011-04-03,47
2011-04-04,48
2011-04-05,49
2011-04-06,50
2011-04-07,51
2011-04-08,52
2011-04-09,52
2011-04-10,52
2011-04-11,50
2011-04-12,49
2011-04-13,49
2011-04-14,48
2011-04-15,47
2011-04-16,46
2011-04-17,48
2011-04-18,50
2011-04-19,52
2011-04-20,53
2011-04-21,55
2011-04-22,57
2011-04-23,58
2011-04-24,55
2011-04-25,50
2011-04-26,47
2011-04-27,43
2011-04-28,40
2011-04-29,37
2011-04-30,33
2011-05-01,36
2011-05-02,39
2011-05-03,41
2011-05-04,44
2011-05-05,46
2011-05-06,49
2011-05-07,51
2011-05-08,53
2011-05-09,54
2011-05-10,56
2011-05-11,57
2011-05-12,59
2011-05-13,61
2011-05-14,62
2011-05-15,65
2011-05-16,68
2011-05-17,71
2011-05-18,73
2011-05-19,76
2011-05-20,79
2011-05-21,81
2011-05-22,76
2011-05-23,70
2011-05-24,64
2011-05-25,59
2011-05-26,54
2011-05-27,49
2011-05-28,43
2011-05-29,48
2011-06-05,72
2011-06-06,72
2011-06-07,71
2011-06-08,70
2011-06-09,70
2011-06-10,69
2011-06-11,69
2011-06-12,67
2011-06-13,66
2011-06-14,64
2011-06-15,63
2011-06-16,62
2011-06-17,61
2011-06-18,59
2011-06-19,62
2011-06-20,66
2011-06-21,69
2011-06-22,72
2011-06-23,75
2011-06-24,79
2011-06-25,82
2011-06-26,79
2011-06-27,76
2011-06-28,73
2011-06-29,70
2011-06-30,67
2011-07-01,64
2011-07-02,61
2011-07-03,60
2011-07-04,57
2011-07-05,56
2011-07-06,55
2011-07-07,54
2011-07-08,53
2011-07-09,52
2011-07-10,57
2011-07-11,62
2011-07-12,67
2011-07-13,72
2011-07-14,77
2011-07-15,81
2011-07-16,86
2011-07-17,83
2011-07-18,79
2011-07-19,76
2011-07-20,73
2011-07-21,69
2011-07-22,66
2011-07-23,63
2011-07-24,64
2011-07-25,65
2011-07-26,66
2011-07-27,68
2011-07-28,70
2011-07-29,71
2011-07-30,73
2011-07-31,76
2011-08-01,81
2011-08-02,84
2011-08-03,87
2011-08-04,90
2011-08-05,93
2011-08-06,97
2011-08-07,91
2011-08-08,85
2011-08-09,80
2011-08-10,75
2011-08-11,69
2011-08-12,64
2011-08-13,59
2011-08-14,60
2011-08-15,59
2011-08-16,60
2011-08-17,61
2011-08-18,61
2011-08-19,62
2011-08-20,63
2011-08-21,65
2011-08-22,69
2011-08-23,72
2011-08-24,74
2011-08-25,77
2011-08-26,79
2011-08-27,82
2011-08-28,78
2011-09-04,51
2011-09-05,51
2011-09-06,51
2011-09-07,52
2011-09-08,53
2011-09-09,53
2011-09-10,54
2011-09-11,56
2011-09-12,60
2011-09-13,62
2011-09-14,65
2011-09-15,67
2011-09-16,70
2011-09-17,72
2011-09-18,69
2011-09-19,65
2011-09-20,61
2011-09-21,57
2011-09-22,54
2011-09-23,50
2011-09-24,47
2011-09-25,48
2011-09-26,50
2011-09-27,51
2011-09-28,53
2011-09-29,55
2011-09-30,57
2011-10-01,58
2011-10-02,59
2011-10-03,59
2011-10-04,59
2011-10-05,59
2011-10-06,60
2011-10-07,60
2011-10-08,60
2011-10-09,62
2011-10-10,65
2011-10-11,67
2011-10-12,69
2011-10-13,72
2011-10-14,74
2011-10-15,76
2011-10-16,74
2011-10-17,71
2011-10-18,69
2011-10-19,67
2011-10-20,65
2011-10-21,64
2011-10-22,62
2011-10-23,62
2011-10-24,64
2011-10-25,65
2011-10-26,65
2011-10-27,66
2011-10-28,66
2011-10-29,67
2011-10-30,66
2011-10-31,64
2011-11-01,62
2011-11-02,61
2011-11-03,59
2011-11-04,58
2011-11-05,57
2011-11-06,56
2011-11-07,55
2011-11-08,55
2011-11-09,54
2011-11-10,53
2011-11-11,53
2011-11-12,52
2011-11-13,55
2011-11-14,58
2011-11-15,61
2011-11-16,64
2011-11-17,66
2011-11-18,69
2011-11-19,72
2011-11-20,67
2011-11-21,59
2011-11-22,55
2011-11-23,51
2011-11-24,46
2011-11-25,41
2011-11-26,37
2011-11-27,43
2011-12-04,80
2011-12-05,77
2011-12-06,76
2011-12-07,74
2011-12-08,72
2011-12-09,71
2011-12-10,69
2011-12-11,68
2011-12-12,67
2011-12-13,65
2011-12-14,64
2011-12-15,62
2011-12-16,61
2011-12-17,60
2011-12-18,59
2011-12-19,58
2011-12-20,58
2011-12-21,57
2011-12-22,56
2011-12-23,56
2011-12-24,55
2011-12-25,56
2011-12-26,57
2011-12-27,58
2011-12-28,59
2011-12-29,60
2011-12-30,61
2011-12-31,62
2012-01-01,64
2012-01-02,66
2012-01-03,68
2012-01-04,70
2012-01-05,72
2012-01-06,75
2012-01-07,77
2012-01-08,78
2012-01-09,80
2012-01-10,81
2012-01-11,82
2012-01-12,83
2012-01-13,85
2012-01-14,86
2012-01-15,86
2012-01-16,85
2012-01-17,85
2012-01-18,85
2012-01-19,85
2012-01-20,85
2012-01-21,85
2012-01-22,82
2012-01-23,79
2012-01-24,76
2012-01-25,73
2012-01-26,70
2012-01-27,68
2012-01-28,65
2012-01-29,70
2012-01-30,75
2012-01-31,80
2012-02-01,85
2012-02-02,90
2012-02-03,95
2012-02-04,100
2012-02-05,99
2012-02-06,99
2012-02-07,98
2012-02-08,98
2012-02-09,97
2012-02-10,97
2012-02-11,97
2012-02-12,94
2012-02-13,91
2012-02-14,89
2012-02-15,86
2012-02-16,84
2012-02-17,82
2012-02-18,79
2012-02-19,81
2012-02-20,84
2012-02-21,86
2012-02-22,88
2012-02-23,90
2012-02-24,92
2012-02-25,94
2012-02-26,94
