Date,CDW Corp
2013-10-19,43
2013-10-20,43
2013-10-21,43
2013-10-22,43
2013-10-23,43
2013-10-24,43
2013-10-25,43
2013-10-26,42
2013-10-27,44
2013-10-28,46
2013-10-29,48
2013-10-30,50
2013-10-31,52
2013-11-01,54
2013-11-02,56
2013-11-03,55
2013-11-04,53
2013-11-05,51
2013-11-06,50
2013-11-07,48
2013-11-08,47
2013-11-09,45
2013-11-10,48
2013-11-11,51
2013-11-12,53
2013-11-13,56
2013-11-14,58
2013-11-15,60
2013-11-16,63
2013-11-17,60
2013-11-18,59
2013-11-19,57
2013-11-20,54
2013-11-21,52
2013-11-22,50
2013-11-23,49
2013-11-24,44
2013-12-01,42
2013-12-02,41
2013-12-03,41
2013-12-04,41
2013-12-05,41
2013-12-06,41
2013-12-07,41
2013-12-08,41
2013-12-09,41
2013-12-10,40
2013-12-11,40
2013-12-12,40
2013-12-13,39
2013-12-14,39
2013-12-15,38
2013-12-16,37
2013-12-17,36
2013-12-18,35
2013-12-19,34
2013-12-20,33
2013-12-21,33
2013-12-22,33
2013-12-23,34
2013-12-24,34
2013-12-25,35
2013-12-26,35
2013-12-27,36
2013-12-28,37
2013-12-29,37
2013-12-30,38
2013-12-31,38
2014-01-01,39
2014-01-02,39
2014-01-03,40
2014-01-04,41
2014-01-05,41
2014-01-06,42
2014-01-07,42
2014-01-08,43
2014-01-09,43
2014-01-10,44
2014-01-11,44
2014-01-12,43
2014-01-13,42
2014-01-14,41
2014-01-15,40
2014-01-16,39
2014-01-17,38
2014-01-18,36
2014-01-19,36
2014-01-20,37
2014-01-21,37
2014-01-22,37
2014-01-23,37
2014-01-24,37
2014-01-25,37
2014-01-26,38
2014-01-27,39
2014-01-28,41
2014-01-29,42
2014-01-30,44
2014-01-31,45
2014-02-01,46
2014-02-02,45
2014-02-03,43
2014-02-04,41
2014-02-05,40
2014-02-06,38
2014-02-07,36
2014-02-08,35
2014-02-09,35
2014-02-10,35
2014-02-11,35
2014-02-12,35
2014-02-13,36
2014-02-14,36
2014-02-15,36
2014-02-16,38
2014-02-17,40
2014-02-18,41
2014-02-19,43
2014-02-20,44
2014-02-21,46
2014-02-22,47
2014-02-23,45
2014-03-01,31
