Date,Zillow
2010-10-09,56
2010-10-10,57
2010-10-11,45
2010-10-12,54
2010-10-13,58
2010-10-14,47
2010-10-15,54
2010-10-16,58
2010-10-17,57
2010-10-18,48
2010-10-19,57
2010-10-20,61
2010-10-21,56
2010-10-22,67
2010-10-23,69
2010-10-24,63
2010-10-25,60
2010-10-26,60
2010-10-27,57
2010-10-28,58
2010-10-29,51
2010-10-30,59
2010-10-31,51
2010-11-01,50
2010-11-02,52
2010-11-03,52
2010-11-04,49
2010-11-05,49
2010-11-06,55
2010-11-07,48
2010-11-08,50
2010-11-09,55
2010-11-10,51
2010-11-11,56
2010-11-12,57
2010-11-13,55
2010-11-14,62
2010-11-15,47
2010-11-16,55
2010-11-17,55
2010-11-18,49
2010-11-19,48
2010-11-20,48
2010-11-21,46
2010-11-22,43
2010-11-23,41
2010-11-24,40
2010-11-25,37
2010-11-26,33
2010-11-27,27
2010-11-28,34
2010-11-29,29
2010-11-30,36
2010-12-01,39
2010-12-02,39
2010-12-03,42
2010-12-04,41
2010-12-05,45
2010-12-06,42
2010-12-07,41
2010-12-08,41
2010-12-09,40
2010-12-10,42
2010-12-11,45
2010-12-12,43
2010-12-13,39
2010-12-14,42
2010-12-15,46
2010-12-16,38
2010-12-17,44
2010-12-18,42
2010-12-19,48
2010-12-20,35
2010-12-21,44
2010-12-22,38
2010-12-23,40
2010-12-24,42
2010-12-25,39
2010-12-26,41
2010-12-27,40
2010-12-28,45
2010-12-29,43
2010-12-30,49
2010-12-31,55
2011-01-01,53
2011-01-02,58
2011-01-03,46
2011-01-04,55
2011-01-05,55
2011-01-06,53
2011-01-07,61
2011-01-08,52
2011-01-09,56
2011-01-10,55
2011-01-11,47
2011-01-12,51
2011-01-13,47
2011-01-14,49
2011-01-15,48
2011-01-16,46
2011-01-17,46
2011-01-18,52
2011-01-19,50
2011-01-20,54
2011-01-21,53
2011-01-22,49
2011-01-23,59
2011-01-24,50
2011-01-25,56
2011-01-26,55
2011-01-27,53
2011-01-28,56
2011-01-29,52
2011-01-30,62
2011-01-31,49
2011-02-01,56
2011-02-02,64
2011-02-03,63
2011-02-04,59
2011-02-05,63
2011-02-06,66
2011-02-07,63
2011-02-08,52
2011-02-09,59
2011-02-10,55
2011-02-11,59
2011-02-12,51
2011-02-13,50
2011-02-14,50
2011-02-15,54
2011-02-16,54
2011-02-17,55
2011-02-18,55
2011-02-19,48
2011-02-20,55
2011-02-21,53
2011-02-22,53
