Date,Zillow
2011-02-23,59
2011-02-24,45
2011-02-25,58
2011-02-26,55
2011-02-27,51
2011-02-28,55
2011-03-01,55
2011-03-02,59
2011-03-03,49
2011-03-04,64
2011-03-05,61
2011-03-06,58
2011-03-07,54
2011-03-08,57
2011-03-09,62
2011-03-10,56
2011-03-11,50
2011-03-12,57
2011-03-13,60
2011-03-14,41
2011-03-15,54
2011-03-16,52
2011-03-17,56
2011-03-18,43
2011-03-19,49
2011-03-20,54
2011-03-21,46
2011-03-22,54
2011-03-23,52
2011-03-24,56
2011-03-25,52
2011-03-26,55
2011-03-27,57
2011-03-28,55
2011-03-29,58
2011-03-30,58
2011-03-31,57
2011-04-01,58
2011-04-02,53
2011-04-03,56
2011-04-04,58
2011-04-05,53
2011-04-06,47
2011-04-07,53
2011-04-08,48
2011-04-09,49
2011-04-10,44
2011-04-11,41
2011-04-12,45
2011-04-13,49
2011-04-14,49
2011-04-15,48
2011-04-16,50
2011-04-17,49
2011-04-18,44
2011-04-19,48
2011-04-20,55
2011-04-21,47
2011-04-22,53
2011-04-23,54
2011-04-24,54
2011-04-25,47
2011-04-26,56
2011-04-27,58
2011-04-28,61
2011-04-29,58
2011-04-30,63
2011-05-01,60
2011-05-02,64
2011-05-03,65
2011-05-04,50
2011-05-05,59
2011-05-06,57
2011-05-07,59
2011-05-08,61
2011-05-09,42
2011-05-10,64
2011-05-11,57
2011-05-12,56
2011-05-13,60
2011-05-14,57
2011-05-15,59
2011-05-16,64
2011-05-17,54
2011-05-18,58
2011-05-19,62
2011-05-20,55
2011-05-21,56
2011-05-22,59
2011-05-23,60
2011-05-24,56
2011-05-25,52
2011-05-26,54
2011-05-27,54
2011-05-28,53
2011-05-29,55
2011-05-30,60
2011-05-31,51
2011-06-01,57
2011-06-02,55
2011-06-03,62
2011-06-04,67
2011-06-05,53
2011-06-06,64
2011-06-07,59
2011-06-08,62
2011-06-09,58
2011-06-10,61
2011-06-11,64
2011-06-12,62
2011-06-13,55
2011-06-14,59
2011-06-15,63
2011-06-16,54
2011-06-17,52
2011-06-18,61
2011-06-19,50
2011-06-20,52
2011-06-21,56
2011-06-22,58
2011-06-23,56
2011-06-24,64
2011-06-25,55
2011-06-26,56
2011-06-27,59
2011-06-28,58
2011-06-29,60
2011-06-30,52
2011-07-01,57
2011-07-02,59
2011-07-03,57
2011-07-04,58
2011-07-05,49
2011-07-06,57
2011-07-07,57
2011-07-08,52
2011-07-09,55
2011-07-10,58
2011-07-11,52
2011-07-12,63
2011-07-13,58
2011-07-14,59
2011-07-15,67
2011-07-16,63
2011-07-17,69
2011-07-18,68
2011-07-19,85
2011-07-20,63
2011-07-21,95
2011-07-22,99
2011-07-23,107
2011-07-24,89
2011-07-25,93
2011-07-26,84
2011-07-27,73
2011-07-28,78
2011-07-29,69
2011-07-30,59
2011-07-31,65
2011-08-01,65
2011-08-02,71
2011-08-03,68
2011-08-04,81
2011-08-05,74
2011-08-06,80
2011-08-07,77
2011-08-08,86
2011-08-09,82
2011-08-10,87
2011-08-11,86
2011-08-12,97
2011-08-13,97
2011-08-14,92
2011-08-15,87
2011-08-16,84
2011-08-17,84
2011-08-18,82
2011-08-19,86
2011-08-20,80
2011-08-21,83
2011-08-22,75
2011-08-23,77
2011-08-24,70
2011-08-25,70
2011-08-26,75
2011-08-27,64
2011-08-28,69
2011-08-29,62
2011-08-30,69
2011-08-31,78
2011-09-01,64
2011-09-02,69
2011-09-03,76
2011-09-04,72
2011-09-05,70
2011-09-06,63
2011-09-07,58
2011-09-08,60
2011-09-09,58
2011-09-10,56
2011-09-11,56
2011-09-12,55
2011-09-13,57
2011-09-14,66
2011-09-15,56
2011-09-16,62
2011-09-17,67
2011-09-18,64
2011-09-19,64
2011-09-20,67
2011-09-21,64
2011-09-22,68
2011-09-23,63
2011-09-24,71
2011-09-25,62
2011-09-26,64
2011-09-27,68
2011-09-28,70
2011-09-29,58
2011-09-30,65
2011-10-01,65
2011-10-02,65
2011-10-03,61
2011-10-04,71
2011-10-05,64
2011-10-06,69
2011-10-07,70
2011-10-08,70
2011-10-09,72
2011-10-10,57
2011-10-11,67
2011-10-12,65
2011-10-13,64
2011-10-14,61
2011-10-15,65
2011-10-16,46
2011-10-17,61
2011-10-18,53
2011-10-19,58
2011-10-20,59
2011-10-21,58
2011-10-22,61
2011-10-23,56
2011-10-24,55
2011-10-25,60
2011-10-26,62
2011-10-27,65
2011-10-28,65
2011-10-29,56
2011-10-30,68
2011-10-31,63
2011-11-01,62
2011-11-02,63
2011-11-03,66
2011-11-04,63
2011-11-05,66
2011-11-06,68
2011-11-07,67
2011-11-08,57
2011-11-09,69
2011-11-10,67
2011-11-11,64
2011-11-12,68
2011-11-13,63
2011-11-14,63
2011-11-15,63
2011-11-16,60
2011-11-17,59
2011-11-18,58
2011-11-19,62
2011-11-20,52
2011-11-21,54
2011-11-22,56
2011-11-23,53
2011-11-24,55
2011-11-25,48
2011-11-26,45
2011-11-27,51
2011-11-28,49
2011-11-29,48
2011-11-30,55
2011-12-01,52
2011-12-02,54
2011-12-03,55
2011-12-04,55
2011-12-05,53
2011-12-06,51
2011-12-07,54
2011-12-08,55
2011-12-09,54
2011-12-10,54
2011-12-11,52
2011-12-12,54
2011-12-13,49
2011-12-14,50
2011-12-15,50
2011-12-16,50
2011-12-17,52
2011-12-18,46
2011-12-19,47
2011-12-20,58
2011-12-21,48
2011-12-22,59
2011-12-23,58
2011-12-24,57
2011-12-25,68
2011-12-26,52
2011-12-27,55
2011-12-28,67
2011-12-29,61
2011-12-30,66
2011-12-31,68
2012-01-01,69
2012-01-02,66
2012-01-03,74
2012-01-04,67
2012-01-05,79
2012-01-06,77
2012-01-07,74
2012-01-08,83
2012-01-09,76
2012-01-10,80
2012-01-11,80
2012-01-12,76
2012-01-13,82
2012-01-14,78
2012-01-15,83
2012-01-16,72
2012-01-17,75
2012-01-18,75
2012-01-19,68
2012-01-20,74
2012-01-21,66
2012-01-22,69
2012-01-23,70
2012-01-24,74
2012-01-25,72
2012-01-26,77
2012-01-27,76
2012-01-28,79
2012-01-29,84
2012-01-30,72
2012-01-31,83
2012-02-01,82
2012-02-02,78
2012-02-03,85
2012-02-04,85
2012-02-05,85
2012-02-06,85
2012-02-07,78
2012-02-08,82
2012-02-09,81
2012-02-10,75
2012-02-11,83
2012-02-12,80
2012-02-13,77
2012-02-14,73
2012-02-15,78
2012-02-16,75
2012-02-17,75
2012-02-18,78
2012-02-19,66
2012-02-20,77
2012-02-21,73
2012-02-22,77
2012-02-23,80
2012-02-24,77
2012-02-25,79
2012-02-26,80
2012-02-27,72
2012-02-28,79
2012-02-29,85
2012-03-01,76
2012-03-02,85
2012-03-03,80
2012-03-04,84
2012-03-05,82
2012-03-06,76
2012-03-07,83
2012-03-08,87
2012-03-09,71
2012-03-10,82
2012-03-11,86
2012-03-12,80
2012-03-13,80
2012-03-14,84
2012-03-15,77
2012-03-16,87
2012-03-17,75
2012-03-18,86
2012-03-19,76
2012-03-20,75
2012-03-21,82
2012-03-22,76
2012-03-23,77
2012-03-24,74
2012-03-25,83
2012-03-26,61
2012-03-27,78
2012-03-28,72
2012-03-29,81
2012-03-30,68
2012-03-31,79
2012-04-01,75
2012-04-02,75
2012-04-03,75
2012-04-04,74
2012-04-05,77
2012-04-06,72
2012-04-07,77
2012-04-08,77
2012-04-09,70
2012-04-10,73
2012-04-11,72
2012-04-12,72
2012-04-13,77
2012-04-14,73
2012-04-15,74
2012-04-16,71
2012-04-17,73
2012-04-18,79
2012-04-19,68
2012-04-20,75
2012-04-21,69
2012-04-22,76
2012-04-23,73
2012-04-24,68
2012-04-25,76
2012-04-26,77
2012-04-27,79
2012-04-28,80
2012-04-29,83
2012-04-30,63
2012-05-01,78
2012-05-02,79
2012-05-03,78
2012-05-04,79
2012-05-05,79
2012-05-06,75
2012-05-07,74
2012-05-08,80
2012-05-09,79
2012-05-10,76
2012-05-11,78
2012-05-12,80
2012-05-13,80
2012-05-14,75
2012-05-15,75
2012-05-16,80
2012-05-17,77
2012-05-18,71
2012-05-19,79
2012-05-20,78
2012-05-21,69
2012-05-22,74
2012-05-23,79
2012-05-24,71
2012-05-25,75
2012-05-26,75
2012-05-27,79
2012-05-28,73
2012-05-29,68
2012-05-30,74
2012-05-31,76
2012-06-01,76
2012-06-02,73
2012-06-03,76
2012-06-04,75
2012-06-05,72
2012-06-06,75
2012-06-07,70
2012-06-08,75
2012-06-09,76
2012-06-10,75
2012-06-11,71
2012-06-12,76
2012-06-13,74
2012-06-14,76
2012-06-15,77
2012-06-16,78
2012-06-17,80
2012-06-18,68
2012-06-19,79
2012-06-20,80
2012-06-21,79
2012-06-22,80
2012-06-23,80
2012-06-24,85
2012-06-25,76
2012-06-26,74
2012-06-27,82
2012-06-28,77
2012-06-29,77
2012-06-30,82
2012-07-01,77
2012-07-02,74
2012-07-03,78
2012-07-04,74
2012-07-05,69
2012-07-06,74
2012-07-07,70
2012-07-08,76
2012-07-09,69
2012-07-10,80
2012-07-11,78
2012-07-12,80
2012-07-13,83
2012-07-14,85
2012-07-15,85
2012-07-16,88
2012-07-17,85
2012-07-18,88
2012-07-19,91
2012-07-20,91
2012-07-21,94
2012-07-22,93
2012-07-23,82
2012-07-24,87
2012-07-25,90
2012-07-26,83
2012-07-27,83
2012-07-28,88
2012-07-29,83
2012-07-30,79
2012-07-31,83
2012-08-01,81
2012-08-02,81
2012-08-03,86
2012-08-04,85
2012-08-05,80
2012-08-06,82
2012-08-07,78
2012-08-08,74
2012-08-09,78
2012-08-10,78
2012-08-11,81
2012-08-12,74
2012-08-13,75
2012-08-14,79
2012-08-15,77
2012-08-16,80
2012-08-17,78
2012-08-18,85
2012-08-19,80
2012-08-20,81
2012-08-21,80
2012-08-22,86
2012-08-23,82
2012-08-24,82
2012-08-25,82
2012-08-26,80
2012-08-27,79
2012-08-28,77
2012-08-29,81
2012-08-30,70
2012-08-31,76
2012-09-01,75
2012-09-02,77
2012-09-03,69
2012-09-04,72
2012-09-05,80
2012-09-06,74
2012-09-07,76
2012-09-08,81
2012-09-09,76
2012-09-10,70
2012-09-11,76
2012-09-12,69
2012-09-13,69
2012-09-14,71
2012-09-15,74
2012-09-16,73
2012-09-17,65
2012-09-18,73
2012-09-19,78
2012-09-20,76
2012-09-21,82
2012-09-22,77
2012-09-23,91
2012-09-24,68
2012-09-25,83
2012-09-26,83
2012-09-27,79
2012-09-28,85
2012-09-29,83
2012-09-30,79
