Date,Internet Brands Inc
2008-12-08,47
2008-12-09,47
2008-12-10,47
2008-12-11,47
2008-12-12,47
2008-12-13,47
2008-12-14,47
2008-12-15,47
2008-12-16,47
2008-12-17,47
2008-12-18,47
2008-12-19,47
2008-12-20,47
2008-12-21,47
2008-12-22,47
2008-12-23,47
2008-12-24,47
2008-12-25,47
2008-12-26,47
2008-12-27,47
2008-12-28,47
2008-12-29,47
2008-12-30,47
2008-12-31,47
