Date,Orbitz Worldwide
2007-10-05,73
2007-10-06,73
2007-10-07,73
2007-10-08,74
2007-10-09,74
2007-10-10,74
2007-10-11,75
2007-10-12,75
2007-10-13,75
2007-10-14,76
2007-10-15,76
2007-10-16,76
2007-10-17,77
2007-10-18,77
2007-10-19,77
2007-10-20,78
2007-10-21,78
2007-10-22,78
2007-10-23,79
2007-10-24,79
2007-10-25,79
2007-10-26,80
2007-10-27,80
2007-10-28,80
2007-10-29,81
2007-10-30,81
2007-10-31,81
2007-11-01,82
2007-11-02,82
2007-11-03,82
2007-11-04,82
2007-11-05,82
2007-11-06,82
2007-11-07,82
2007-11-08,82
2007-11-09,82
2007-11-10,82
2007-11-11,82
2007-11-12,82
2007-11-13,82
2007-11-14,82
2007-11-15,82
2007-11-16,82
2007-11-17,82
2007-11-18,82
2007-11-19,82
2007-11-20,82
2007-11-21,82
2007-11-22,82
2007-11-23,82
2007-11-24,82
2007-11-25,82
2007-11-26,82
2007-11-27,82
2007-11-28,82
2007-11-29,82
2007-11-30,82
2007-12-01,82
2007-12-02,82
2007-12-03,82
2007-12-04,83
2007-12-05,83
2007-12-06,84
2007-12-07,84
2007-12-08,85
2007-12-09,85
2007-12-10,86
2007-12-11,86
2007-12-12,87
2007-12-13,87
2007-12-14,88
2007-12-15,88
2007-12-16,89
2007-12-17,89
2007-12-18,90
2007-12-19,90
2007-12-20,91
2007-12-21,91
2007-12-22,92
2007-12-23,92
2007-12-24,93
2007-12-25,93
2007-12-26,94
2007-12-27,94
2007-12-28,95
2007-12-29,95
2007-12-30,96
2007-12-31,96
2008-01-01,97
2008-01-02,95
2008-01-03,94
2008-01-04,93
2008-01-05,91
2008-01-06,90
2008-01-07,89
2008-01-08,88
2008-01-09,86
2008-01-10,85
2008-01-11,84
2008-01-12,83
2008-01-13,81
2008-01-14,80
2008-01-15,79
2008-01-16,78
2008-01-17,76
2008-01-18,75
2008-01-19,74
2008-01-20,73
2008-01-21,71
2008-01-22,70
2008-01-23,69
2008-01-24,68
2008-01-25,66
2008-01-26,65
2008-01-27,64
2008-01-28,63
2008-01-29,61
2008-01-30,60
2008-01-31,59
2008-02-01,58
2008-02-02,58
2008-02-03,59
2008-02-04,60
2008-02-05,60
2008-02-06,61
2008-02-07,62
2008-02-08,62
2008-02-09,63
2008-02-10,64
2008-02-11,64
2008-02-12,65
2008-02-13,66
2008-02-14,66
2008-02-15,67
2008-02-16,68
2008-02-17,69
2008-02-18,69
2008-02-19,70
2008-02-20,71
2008-02-21,71
2008-02-22,72
2008-02-23,73
2008-02-24,73
2008-02-25,74
2008-02-26,75
2008-02-27,75
2008-02-28,76
2008-02-29,77
2008-03-01,78
2008-03-02,78
2008-03-03,78
2008-03-04,78
2008-03-05,78
2008-03-06,78
2008-03-07,78
2008-03-08,78
2008-03-09,78
2008-03-10,78
2008-03-11,78
2008-03-12,78
2008-03-13,78
2008-03-14,78
2008-03-15,78
2008-03-16,78
2008-03-17,78
2008-03-18,78
2008-03-19,78
2008-03-20,78
2008-03-21,78
2008-03-22,78
2008-03-23,78
2008-03-24,78
2008-03-25,78
2008-03-26,78
2008-03-27,78
2008-03-28,78
2008-03-29,78
2008-03-30,78
2008-03-31,78
2008-04-01,78
2008-04-02,78
2008-04-03,79
2008-04-04,80
2008-04-05,80
2008-04-06,81
2008-04-07,82
2008-04-08,83
2008-04-09,83
2008-04-10,84
2008-04-11,85
2008-04-12,86
2008-04-13,86
2008-04-14,87
2008-04-15,88
2008-04-16,89
2008-04-17,89
2008-04-18,90
2008-04-19,91
2008-04-20,91
2008-04-21,92
2008-04-22,93
2008-04-23,94
2008-04-24,94
2008-04-25,95
2008-04-26,96
2008-04-27,97
2008-04-28,97
2008-04-29,98
2008-04-30,99
2008-05-01,100
2008-05-02,99
2008-05-03,98
2008-05-04,97
2008-05-05,97
2008-05-06,96
2008-05-07,95
2008-05-08,95
2008-05-09,94
2008-05-10,93
2008-05-11,93
2008-05-12,92
2008-05-13,91
2008-05-14,91
2008-05-15,90
2008-05-16,89
2008-05-17,89
2008-05-18,88
2008-05-19,87
2008-05-20,87
2008-05-21,86
2008-05-22,85
2008-05-23,85
2008-05-24,84
2008-05-25,83
2008-05-26,83
2008-05-27,82
2008-05-28,81
2008-05-29,81
2008-05-30,80
2008-05-31,79
2008-06-01,79
2008-06-02,77
2008-06-03,76
2008-06-04,75
2008-06-05,74
2008-06-06,73
2008-06-07,72
2008-06-08,71
2008-06-09,70
2008-06-10,69
2008-06-11,68
2008-06-12,67
2008-06-13,66
2008-06-14,65
2008-06-15,64
2008-06-16,63
2008-06-17,62
2008-06-18,61
2008-06-19,60
2008-06-20,59
2008-06-21,58
2008-06-22,57
2008-06-23,56
2008-06-24,55
2008-06-25,54
2008-06-26,53
2008-06-27,52
2008-06-28,51
2008-06-29,50
2008-06-30,49
2008-07-01,48
2008-07-02,48
2008-07-03,49
2008-07-04,49
2008-07-05,50
2008-07-06,51
2008-07-07,51
2008-07-08,52
2008-07-09,53
2008-07-10,53
2008-07-11,54
2008-07-12,55
2008-07-13,55
2008-07-14,56
2008-07-15,57
2008-07-16,57
2008-07-17,58
2008-07-18,58
2008-07-19,59
2008-07-20,60
2008-07-21,60
2008-07-22,61
2008-07-23,62
2008-07-24,62
2008-07-25,63
2008-07-26,64
2008-07-27,64
2008-07-28,65
2008-07-29,66
2008-07-30,66
2008-07-31,67
2008-08-01,68
2008-08-02,68
2008-08-03,69
2008-08-04,70
2008-08-05,71
2008-08-06,72
2008-08-07,73
2008-08-08,74
2008-08-09,75
2008-08-10,76
2008-08-11,77
2008-08-12,78
2008-08-13,79
2008-08-14,80
2008-08-15,81
2008-08-16,82
2008-08-17,82
2008-08-18,83
2008-08-19,84
2008-08-20,85
2008-08-21,86
2008-08-22,87
2008-08-23,88
2008-08-24,89
2008-08-25,90
2008-08-26,91
2008-08-27,92
2008-08-28,93
2008-08-29,94
2008-08-30,95
2008-08-31,96
2008-09-01,97
2008-09-02,96
2008-09-03,96
2008-09-04,96
2008-09-05,96
2008-09-06,96
2008-09-07,96
2008-09-08,95
2008-09-09,95
2008-09-10,95
2008-09-11,95
2008-09-12,95
2008-09-13,95
2008-09-14,94
2008-09-15,94
2008-09-16,94
2008-09-17,94
2008-09-18,94
2008-09-19,94
2008-09-20,93
2008-09-21,93
2008-09-22,93
2008-09-23,93
2008-09-24,93
2008-09-25,93
2008-09-26,92
2008-09-27,92
2008-09-28,92
2008-09-29,92
2008-09-30,92
2008-10-01,92
