Date,Hyatt Hotels
2009-02-01,74
2009-02-02,74
2009-02-03,74
2009-02-04,74
2009-02-05,75
2009-02-06,75
2009-02-07,75
2009-02-08,75
2009-02-09,76
2009-02-10,76
2009-02-11,76
2009-02-12,76
2009-02-13,77
2009-02-14,77
2009-02-15,77
2009-02-16,77
2009-02-17,78
2009-02-18,78
2009-02-19,78
2009-02-20,78
2009-02-21,79
2009-02-22,79
2009-02-23,79
2009-02-24,79
2009-02-25,80
2009-02-26,80
2009-02-27,80
2009-02-28,80
2009-03-01,81
2009-03-02,80
2009-03-03,80
2009-03-04,79
2009-03-05,79
2009-03-06,79
2009-03-07,78
2009-03-08,78
2009-03-09,78
2009-03-10,77
2009-03-11,77
2009-03-12,77
2009-03-13,76
2009-03-14,76
2009-03-15,76
2009-03-16,75
2009-03-17,75
2009-03-18,74
2009-03-19,74
2009-03-20,74
2009-03-21,73
2009-03-22,73
2009-03-23,73
2009-03-24,72
2009-03-25,72
2009-03-26,72
2009-03-27,71
2009-03-28,71
2009-03-29,71
2009-03-30,70
2009-03-31,70
2009-04-01,70
2009-04-02,70
2009-04-03,70
2009-04-04,70
2009-04-05,70
2009-04-06,70
2009-04-07,70
2009-04-08,70
2009-04-09,70
2009-04-10,70
2009-04-11,70
2009-04-12,70
2009-04-13,70
2009-04-14,70
2009-04-15,70
2009-04-16,70
2009-04-17,70
2009-04-18,70
2009-04-19,70
2009-04-20,70
2009-04-21,70
2009-04-22,70
2009-04-23,70
2009-04-24,70
2009-04-25,70
2009-04-26,70
2009-04-27,70
2009-04-28,70
2009-04-29,70
2009-04-30,70
2009-05-01,70
2009-05-02,70
2009-05-03,71
2009-05-04,72
2009-05-05,73
2009-05-06,74
2009-05-07,75
2009-05-08,76
2009-05-09,77
2009-05-10,78
2009-05-11,79
2009-05-12,80
2009-05-13,81
2009-05-14,82
2009-05-15,83
2009-05-16,84
2009-05-17,85
2009-05-18,86
2009-05-19,87
2009-05-20,88
2009-05-21,89
2009-05-22,90
2009-05-23,91
2009-05-24,92
2009-05-25,93
2009-05-26,94
2009-05-27,95
2009-05-28,96
2009-05-29,97
2009-05-30,98
2009-05-31,99
2009-06-01,100
2009-06-02,98
2009-06-03,97
2009-06-04,96
2009-06-05,95
2009-06-06,94
2009-06-07,93
2009-06-08,92
2009-06-09,91
2009-06-10,90
2009-06-11,89
2009-06-12,88
2009-06-13,87
2009-06-14,86
2009-06-15,85
2009-06-16,84
2009-06-17,83
2009-06-18,82
2009-06-19,81
2009-06-20,80
2009-06-21,79
2009-06-22,78
2009-06-23,77
2009-06-24,76
2009-06-25,75
2009-06-26,74
2009-06-27,73
2009-06-28,72
2009-06-29,71
2009-06-30,70
2009-07-01,69
2009-07-02,69
2009-07-03,69
2009-07-04,69
2009-07-05,69
2009-07-06,69
2009-07-07,69
2009-07-08,69
2009-07-09,69
2009-07-10,69
2009-07-11,69
2009-07-12,69
2009-07-13,69
2009-07-14,69
2009-07-15,69
2009-07-16,69
2009-07-17,69
2009-07-18,69
2009-07-19,69
2009-07-20,69
2009-07-21,69
2009-07-22,69
2009-07-23,69
2009-07-24,69
2009-07-25,69
2009-07-26,69
2009-07-27,69
2009-07-28,69
2009-07-29,69
2009-07-30,69
2009-07-31,69
2009-08-01,69
2009-08-02,69
2009-08-03,70
2009-08-04,70
2009-08-05,71
2009-08-06,72
2009-08-07,72
2009-08-08,73
2009-08-09,74
2009-08-10,74
2009-08-11,75
2009-08-12,76
2009-08-13,76
2009-08-14,77
2009-08-15,78
2009-08-16,78
2009-08-17,79
2009-08-18,79
2009-08-19,80
2009-08-20,81
2009-08-21,81
2009-08-22,82
2009-08-23,83
2009-08-24,83
2009-08-25,84
2009-08-26,85
2009-08-27,85
2009-08-28,86
2009-08-29,87
2009-08-30,87
2009-08-31,88
2009-09-01,89
2009-09-02,88
2009-09-03,88
2009-09-04,87
2009-09-05,87
2009-09-06,86
2009-09-07,86
2009-09-08,85
2009-09-09,85
2009-09-10,84
2009-09-11,84
2009-09-12,83
2009-09-13,83
2009-09-14,82
2009-09-15,82
2009-09-16,82
2009-09-17,81
2009-09-18,81
2009-09-19,80
2009-09-20,80
2009-09-21,79
2009-09-22,79
2009-09-23,78
2009-09-24,78
2009-09-25,77
2009-09-26,77
2009-09-27,76
2009-09-28,76
2009-09-29,75
2009-09-30,75
2009-10-01,75
2009-10-02,75
2009-10-03,76
2009-10-04,76
2009-10-05,77
2009-10-06,78
2009-10-07,78
2009-10-08,79
2009-10-09,79
2009-10-10,80
2009-10-11,81
2009-10-12,81
2009-10-13,82
2009-10-14,82
2009-10-15,83
2009-10-16,84
2009-10-17,84
2009-10-18,85
2009-10-19,86
2009-10-20,86
2009-10-21,87
2009-10-22,87
2009-10-23,88
2009-10-24,89
2009-10-25,89
2009-10-26,90
2009-10-27,90
2009-10-28,91
2009-10-29,92
2009-10-30,92
2009-10-31,93
2009-11-01,94
2009-11-02,93
2009-11-03,92
2009-11-04,91
2009-11-05,90
2009-11-06,89
2009-11-07,88
2009-11-08,87
2009-11-09,86
2009-11-10,85
2009-11-11,84
2009-11-12,83
2009-11-13,82
2009-11-14,81
2009-11-15,80
2009-11-16,79
2009-11-17,78
2009-11-18,77
2009-11-19,76
2009-11-20,75
2009-11-21,74
2009-11-22,73
2009-11-23,72
2009-11-24,71
2009-11-25,70
2009-11-26,69
2009-11-27,68
2009-11-28,67
2009-11-29,66
2009-11-30,65
2009-12-01,65
2009-12-02,65
2009-12-03,65
2009-12-04,65
2009-12-05,65
2009-12-06,65
2009-12-07,65
2009-12-08,65
2009-12-09,65
2009-12-10,65
2009-12-11,65
2009-12-12,65
2009-12-13,65
2009-12-14,65
2009-12-15,65
2009-12-16,65
2009-12-17,65
2009-12-18,65
2009-12-19,65
2009-12-20,65
2009-12-21,65
2009-12-22,65
2009-12-23,65
2009-12-24,65
2009-12-25,65
2009-12-26,65
2009-12-27,65
2009-12-28,65
2009-12-29,65
2009-12-30,65
2009-12-31,65
2010-01-01,65
2010-01-02,65
2010-01-03,66
2010-01-04,66
2010-01-05,67
2010-01-06,68
2010-01-07,68
2010-01-08,69
2010-01-09,69
2010-01-10,70
2010-01-11,71
2010-01-12,71
2010-01-13,72
2010-01-14,72
2010-01-15,73
2010-01-16,74
2010-01-17,74
2010-01-18,75
2010-01-19,76
2010-01-20,76
2010-01-21,77
2010-01-22,77
2010-01-23,78
2010-01-24,79
2010-01-25,79
2010-01-26,80
2010-01-27,80
2010-01-28,81
2010-01-29,82
2010-01-30,82
2010-01-31,83
2010-02-01,84
2010-02-02,83
2010-02-03,82
2010-02-04,81
2010-02-05,81
2010-02-06,80
2010-02-07,79
2010-02-08,79
2010-02-09,78
2010-02-10,77
2010-02-11,77
2010-02-12,76
2010-02-13,75
2010-02-14,75
2010-02-15,74
2010-02-16,73
2010-02-17,73
2010-02-18,72
2010-02-19,71
2010-02-20,71
2010-02-21,70
2010-02-22,69
2010-02-23,69
2010-02-24,68
2010-02-25,67
2010-02-26,67
