Date,Zillow
2012-09-13,20
2012-09-14,20
2012-09-15,20
2012-09-16,20
2012-09-17,20
2012-09-18,20
2012-09-19,20
2012-09-20,21
2012-09-21,21
2012-09-22,21
2012-09-23,22
2012-09-24,23
2012-09-25,24
2012-09-26,25
2012-09-27,26
2012-09-28,27
2012-09-29,28
2012-09-30,28
