Date,Citigroup
2010-06-12,77
2010-06-13,75
2010-06-14,74
2010-06-15,77
2010-06-16,72
2010-06-17,71
2010-06-18,70
2010-06-19,73
2010-06-20,67
2010-06-21,65
2010-06-22,63
2010-06-23,61
2010-06-24,61
2010-06-25,57
2010-06-26,56
2010-06-27,56
2010-06-28,57
2010-06-29,63
2010-06-30,59
2010-07-01,60
2010-07-02,66
2010-07-03,62
2010-07-04,62
2010-07-05,62
2010-07-06,62
2010-07-07,66
2010-07-08,62
2010-07-09,62
2010-07-10,65
2010-07-11,65
2010-07-12,67
2010-07-13,69
2010-07-14,71
2010-07-15,73
2010-07-16,75
2010-07-17,90
2010-07-18,75
2010-07-19,72
2010-07-20,69
2010-07-21,66
2010-07-22,63
2010-07-23,61
2010-07-24,57
2010-07-25,59
2010-07-26,61
2010-07-27,64
2010-07-28,66
2010-07-29,72
2010-07-30,71
2010-07-31,76
2010-08-01,71
2010-08-02,69
2010-08-03,67
2010-08-04,70
2010-08-05,63
2010-08-06,65
2010-08-07,59
2010-08-08,59
2010-08-09,60
2010-08-10,64
2010-08-11,62
2010-08-12,63
2010-08-13,64
2010-08-14,70
2010-08-15,63
2010-08-16,61
2010-08-17,60
2010-08-18,57
2010-08-19,58
2010-08-20,56
2010-08-21,55
2010-08-22,51
2010-08-23,50
2010-08-24,49
2010-08-25,48
2010-08-26,49
2010-08-27,46
2010-08-28,46
2010-08-29,45
2010-08-30,46
2010-08-31,48
2010-09-01,47
2010-09-02,48
2010-09-03,52
2010-09-04,52
2010-09-05,49
2010-09-06,49
2010-09-07,49
2010-09-08,50
2010-09-09,48
2010-09-10,50
2010-09-11,48
2010-09-12,48
2010-09-13,48
2010-09-14,48
2010-09-15,50
2010-09-16,48
2010-09-17,48
2010-09-18,48
2010-09-19,48
2010-09-20,48
2010-09-21,49
2010-09-22,49
2010-09-23,54
2010-09-24,52
2010-09-25,52
2010-09-26,51
2010-09-27,52
2010-09-28,57
2010-09-29,54
2010-09-30,59
2010-10-01,57
2010-10-02,57
2010-10-03,58
2010-10-04,60
2010-10-05,62
2010-10-06,64
2010-10-07,69
2010-10-08,68
2010-10-09,80
2010-10-10,69
2010-10-11,68
2010-10-12,67
2010-10-13,66
2010-10-14,69
2010-10-15,64
2010-10-16,67
2010-10-17,65
2010-10-18,68
