Date,Deutsche Bank
2013-02-09,55
2013-02-10,54
2013-02-11,54
2013-02-12,55
2013-02-13,54
2013-02-14,57
2013-02-15,54
2013-02-16,54
2013-02-17,54
2013-02-18,55
2013-02-19,55
2013-02-20,56
2013-02-21,56
2013-02-22,59
2013-02-23,59
2013-02-24,57
2013-02-25,57
2013-02-26,59
2013-02-27,56
2013-02-28,56
2013-03-01,56
2013-03-02,59
2013-03-03,56
2013-03-04,56
2013-03-05,58
2013-03-06,57
2013-03-07,58
2013-03-08,62
2013-03-09,63
2013-03-10,59
2013-03-11,59
2013-03-12,59
2013-03-13,59
2013-03-14,59
2013-03-15,62
2013-03-16,63
2013-03-17,61
2013-03-18,62
2013-03-19,63
2013-03-20,65
2013-03-21,67
2013-03-22,70
2013-03-23,69
2013-03-24,69
2013-03-25,69
2013-03-26,75
2013-03-27,70
2013-03-28,70
2013-03-29,74
2013-03-30,71
2013-03-31,71
2013-05-01,69
2013-05-02,70
2013-05-03,76
2013-05-04,73
2013-05-05,73
2013-05-06,73
2013-05-07,74
2013-05-08,74
2013-05-09,80
2013-05-10,75
2013-05-11,83
2013-05-12,76
2013-05-13,76
2013-05-14,76
2013-05-15,76
2013-05-16,77
2013-05-17,76
2013-05-18,86
2013-05-19,79
2013-05-20,82
2013-05-21,86
2013-05-22,91
2013-05-23,93
2013-05-24,99
2013-05-25,108
2013-05-26,93
2013-05-27,87
2013-05-28,81
2013-05-29,76
2013-05-30,70
2013-05-31,64
2013-06-01,57
2013-06-02,56
2013-06-03,57
2013-06-04,62
2013-06-05,60
2013-06-06,64
2013-06-07,61
2013-06-08,66
2013-06-09,61
2013-06-10,61
2013-06-11,65
2013-06-12,62
2013-06-13,60
2013-06-14,60
2013-06-15,63
2013-06-16,58
2013-06-17,57
2013-06-18,57
2013-06-19,57
2013-06-20,53
2013-06-21,52
2013-06-22,55
2013-06-23,52
2013-06-24,53
2013-06-25,54
2013-06-26,56
2013-06-27,57
2013-06-28,58
2013-06-29,64
2013-06-30,60
2013-07-01,61
2013-07-02,61
2013-07-03,62
2013-07-04,64
2013-07-05,63
2013-07-06,64
2013-07-07,63
2013-07-08,62
2013-07-09,61
2013-07-10,67
2013-07-11,59
2013-07-12,63
2013-07-13,58
2013-07-14,55
2013-07-15,53
2013-07-16,51
2013-07-17,48
2013-07-18,46
2013-07-19,48
2013-07-20,42
2013-07-21,42
2013-07-22,43
2013-07-23,43
2013-07-24,44
2013-07-25,45
2013-07-26,45
2013-07-27,46
2013-07-28,48
2013-07-29,51
2013-07-30,56
2013-07-31,57
2013-08-01,60
2013-08-02,71
2013-08-03,66
2013-08-04,64
2013-08-05,62
2013-08-06,61
2013-08-07,61
2013-08-08,59
2013-08-09,56
2013-08-10,59
2013-08-11,54
2013-08-12,54
2013-08-13,53
2013-08-14,53
2013-08-15,57
2013-08-16,52
2013-08-17,52
2013-08-18,52
2013-08-19,52
2013-08-20,52
2013-08-21,54
2013-08-22,54
2013-08-23,52
2013-08-24,53
2013-08-25,53
2013-08-26,53
2013-08-27,54
2013-08-28,56
2013-08-29,55
2013-08-30,55
2013-08-31,62
2013-09-01,54
2013-09-02,52
2013-09-03,50
2013-09-04,48
2013-09-05,46
2013-09-06,44
2013-09-07,43
2013-09-08,43
2013-09-09,44
2013-09-10,45
2013-09-11,46
2013-09-12,50
2013-09-13,47
2013-09-14,48
2013-09-15,49
2013-09-16,50
2013-09-17,56
2013-09-18,52
2013-09-19,53
2013-09-20,58
2013-09-21,56
2013-09-22,54
2013-09-23,53
