Date,Wells Fargo Securities
2012-06-19,69
2012-06-20,72
2012-06-21,68
2012-06-22,68
2012-06-23,69
2012-06-24,75
2012-06-25,67
2012-06-26,66
2012-06-27,69
2012-06-28,65
2012-06-29,65
2012-06-30,75
2012-07-01,64
2012-07-02,64
2012-07-03,64
2012-07-04,68
2012-07-05,63
2012-07-06,63
2012-07-07,71
2012-07-08,65
2012-07-09,68
2012-07-10,71
2012-07-11,73
2012-07-12,75
2012-07-13,78
2012-07-14,87
2012-07-15,89
2012-07-16,81
2012-07-17,83
2012-07-18,81
2012-07-19,82
2012-07-20,81
2012-07-21,89
2012-07-22,80
2012-07-23,79
2012-07-24,79
2012-07-25,78
2012-07-26,79
2012-07-27,78
2012-07-28,79
2012-07-29,76
2012-07-30,75
2012-07-31,77
2012-08-01,74
2012-08-02,76
2012-08-03,72
2012-08-04,79
2012-08-05,71
2012-08-06,71
2012-08-07,70
2012-08-08,70
2012-08-09,76
2012-08-10,69
2012-08-11,75
2012-08-12,71
2012-08-13,73
2012-08-14,75
2012-08-15,83
2012-08-16,79
2012-08-17,81
2012-08-18,89
2012-08-19,89
2012-08-20,80
2012-08-21,79
2012-08-22,82
2012-08-23,76
2012-08-24,74
2012-08-25,75
2012-08-26,72
2012-08-27,70
2012-08-28,71
2012-08-29,69
2012-08-30,65
2012-08-31,64
2012-09-01,70
2012-09-02,65
2012-09-03,74
2012-09-04,70
2012-09-05,75
2012-09-06,75
2012-09-07,79
2012-09-08,90
2012-09-09,81
2012-09-10,81
2012-09-11,81
2012-09-12,86
2012-09-13,81
2012-09-14,81
2012-09-15,91
2012-09-16,84
2012-09-17,79
2012-09-18,78
2012-09-19,78
2012-09-20,82
2012-09-21,76
2012-09-22,80
2012-09-23,80
2012-09-24,77
2012-09-25,78
2012-09-26,83
2012-09-27,83
2012-09-28,80
2012-09-29,84
2012-09-30,86
2012-10-01,79
2012-10-02,79
2012-10-03,77
2012-10-04,77
2012-10-05,75
2012-10-06,82
2012-10-07,75
2012-10-08,75
2012-10-09,75
2012-10-10,76
2012-10-11,79
2012-10-12,76
2012-10-13,88
2012-10-14,80
2012-10-15,74
2012-10-16,75
2012-10-17,71
2012-10-18,78
2012-10-19,69
2012-10-20,72
2012-10-21,73
2012-10-22,72
2012-10-23,76
2012-10-24,77
2012-10-25,80
2012-10-26,84
2012-10-27,98
2012-10-28,82
2012-10-29,80
2012-10-30,78
2012-10-31,76
2012-11-01,75
2012-11-02,72
2012-11-03,76
2012-11-04,72
2012-11-05,69
2012-11-06,69
2012-11-07,68
2012-11-08,68
2012-11-09,68
2012-11-10,73
2012-11-11,70
2012-11-12,65
2012-11-13,65
2012-11-14,64
2012-11-15,64
2012-11-16,63
2012-11-17,67
2012-11-18,61
2012-11-19,60
2012-11-20,60
2012-11-21,60
2012-11-22,67
2012-11-23,58
2012-11-24,59
2012-11-25,62
2012-11-26,61
2012-11-27,62
2012-11-28,66
2012-11-29,66
2012-11-30,67
2012-12-01,78
2012-12-02,69
2012-12-03,69
2012-12-04,70
2012-12-05,70
2012-12-06,75
2012-12-07,71
2012-12-08,77
2012-12-09,71
2012-12-10,70
2012-12-11,70
2012-12-12,69
2012-12-13,69
2012-12-14,70
2012-12-15,69
2012-12-16,70
2012-12-17,66
2012-12-18,66
2012-12-19,65
2012-12-20,67
2012-12-21,64
2012-12-22,74
2012-12-23,63
2012-12-24,62
2012-12-25,64
2012-12-26,61
2012-12-27,60
2012-12-28,59
2012-12-29,59
2012-12-30,70
2012-12-31,69
2013-01-01,74
2013-01-02,79
2013-01-03,84
2013-01-04,89
2013-01-05,100
2013-01-06,103
2013-01-07,91
2013-01-08,90
2013-01-09,92
2013-01-10,87
2013-01-11,86
2013-01-12,97
2013-01-13,84
2013-01-14,84
2013-01-15,89
2013-01-16,83
2013-01-17,82
2013-01-18,82
2013-01-19,88
2013-01-20,86
2013-01-21,83
2013-01-22,80
2013-01-23,80
2013-01-24,82
2013-01-25,79
2013-01-26,85
2013-01-27,83
2013-01-28,80
2013-01-29,80
2013-01-30,84
2013-01-31,82
2013-02-01,82
2013-02-02,87
2013-02-03,89
2013-02-04,81
2013-02-05,80
2013-02-06,84
2013-02-07,78
2013-02-08,78
2013-02-09,80
2013-02-10,85
2013-02-11,77
2013-02-12,78
2013-02-13,78
2013-02-14,80
2013-02-15,79
2013-02-16,85
2013-02-17,84
2013-02-18,78
2013-02-19,77
2013-02-20,76
2013-02-21,78
2013-02-22,74
2013-02-23,74
2013-02-24,79
2013-02-25,74
2013-02-26,77
2013-02-27,76
2013-02-28,77
2013-03-01,78
2013-03-02,92
2013-03-03,81
2013-03-04,84
2013-03-05,86
2013-03-06,90
2013-03-07,92
2013-03-08,96
2013-03-09,97
2013-03-10,107
2013-03-11,95
2013-03-12,94
2013-03-13,96
2013-03-14,92
2013-03-15,91
2013-03-16,99
2013-03-17,92
2013-03-18,86
2013-03-19,84
2013-03-20,83
2013-03-21,85
2013-03-22,79
2013-03-23,90
2013-03-24,78
2013-03-25,78
2013-03-26,78
2013-03-27,80
2013-03-28,78
2013-03-29,81
2013-03-30,89
2013-03-31,79
2013-04-01,79
2013-04-02,84
2013-04-03,80
2013-04-04,85
2013-04-05,80
2013-04-06,88
2013-04-07,85
2013-04-08,86
2013-04-09,89
2013-04-10,91
2013-04-11,95
2013-04-12,97
2013-04-13,112
2013-04-14,100
2013-04-15,94
2013-04-16,92
2013-04-17,89
2013-04-18,93
2013-04-19,84
2013-04-20,90
2013-04-21,81
2013-04-22,79
2013-04-23,77
2013-04-24,78
2013-04-25,74
2013-04-26,75
2013-04-27,78
2013-04-28,73
2013-04-29,75
2013-04-30,77
2013-05-01,78
2013-05-02,84
2013-05-03,82
2013-05-04,89
2013-05-05,87
2013-05-06,84
2013-05-07,84
2013-05-08,85
2013-05-09,86
2013-05-10,85
2013-05-11,93
2013-05-12,89
2013-05-13,86
2013-05-14,86
2013-05-15,86
2013-05-16,86
2013-05-17,92
2013-05-18,91
2013-05-19,91
2013-05-20,84
2013-05-21,84
2013-05-22,82
2013-05-23,81
2013-05-24,84
2013-05-25,87
2013-05-26,81
2013-05-27,78
2013-05-28,78
2013-05-29,80
2013-05-30,80
2013-05-31,76
2013-06-01,85
2013-06-02,81
2013-06-03,76
2013-06-04,76
2013-06-05,80
2013-06-06,77
2013-06-07,78
2013-06-08,85
2013-06-09,82
2013-06-10,78
2013-06-11,79
2013-06-12,78
2013-06-13,81
2013-06-14,78
2013-06-15,92
2013-06-16,78
2013-06-17,77
2013-06-18,76
2013-06-19,78
2013-06-20,74
2013-06-21,74
2013-06-22,72
2013-06-23,72
2013-06-24,72
2013-06-25,75
2013-06-26,72
2013-06-27,72
2013-06-28,73
2013-06-29,80
2013-06-30,74
2013-07-01,70
2013-07-02,69
2013-07-03,74
2013-07-04,73
2013-07-05,65
2013-07-06,68
2013-07-07,68
2013-07-08,72
2013-07-09,76
2013-07-10,83
2013-07-11,85
2013-07-12,88
2013-07-13,102
2013-07-14,100
2013-07-15,89
2013-07-16,90
2013-07-17,86
2013-07-18,91
2013-07-19,82
2013-07-20,92
2013-07-21,80
2013-07-22,80
2013-07-23,79
2013-07-24,83
2013-07-25,78
2013-07-26,84
2013-07-27,79
2013-07-28,81
2013-07-29,78
2013-07-30,79
2013-07-31,79
2013-08-01,80
2013-08-02,80
2013-08-03,93
2013-08-04,84
2013-08-05,81
2013-08-06,81
2013-08-07,92
2013-08-08,82
2013-08-09,82
2013-08-10,91
2013-08-11,85
2013-08-12,79
2013-08-13,77
2013-08-14,78
2013-08-15,74
2013-08-16,73
2013-08-17,79
2013-08-18,72
2013-08-19,74
2013-08-20,76
2013-08-21,80
2013-08-22,82
2013-08-23,82
2013-08-24,95
2013-08-25,86
2013-08-26,79
2013-08-27,77
2013-08-28,74
2013-08-29,74
2013-08-30,70
2013-08-31,72
2013-09-01,70
2013-09-02,66
2013-09-03,65
2013-09-04,65
2013-09-05,65
2013-09-06,63
2013-09-07,66
2013-09-08,71
2013-09-09,65
2013-09-10,66
2013-09-11,67
2013-09-12,71
2013-09-13,73
2013-09-14,71
2013-09-15,79
2013-09-16,72
2013-09-17,73
2013-09-18,73
2013-09-19,74
2013-09-20,75
2013-09-21,83
2013-09-22,83
2013-09-23,71
2013-09-24,69
2013-09-25,67
2013-09-26,65
2013-09-27,63
2013-09-28,67
2013-09-29,65
2013-09-30,64
2013-10-01,65
2013-10-02,71
2013-10-03,72
2013-10-04,70
2013-10-05,79
2013-10-06,77
2013-10-07,72
2013-10-08,72
2013-10-09,72
2013-10-10,74
2013-10-11,72
2013-10-12,75
2013-10-13,78
2013-10-14,75
2013-10-15,77
2013-10-16,83
2013-10-17,82
2013-10-18,82
2013-10-19,92
2013-10-20,85
2013-10-21,79
2013-10-22,77
2013-10-23,77
2013-10-24,76
2013-10-25,71
2013-10-26,73
2013-10-27,75
2013-10-28,70
2013-10-29,75
2013-10-30,72
2013-10-31,73
2013-11-01,76
2013-11-02,78
2013-11-03,72
2013-11-04,71
2013-11-05,66
2013-11-06,63
2013-11-07,61
2013-11-08,58
2013-11-09,61
2013-11-10,58
2013-11-11,59
2013-11-12,62
2013-11-13,64
2013-11-14,72
2013-11-15,69
2013-11-16,78
2013-11-17,80
2013-11-18,69
2013-11-19,68
2013-11-20,68
2013-11-21,66
2013-11-22,64
2013-11-23,63
2013-11-24,69
2013-11-25,62
2013-11-26,65
2013-11-27,63
2013-11-28,65
2013-11-29,62
2013-11-30,64
2013-12-01,65
2013-12-02,65
2013-12-03,67
2013-12-04,71
2013-12-05,70
2013-12-06,72
2013-12-07,77
2013-12-08,79
2013-12-09,70
2013-12-10,68
2013-12-11,68
2013-12-12,66
2013-12-13,62
2013-12-14,63
2013-12-15,64
2013-12-16,65
2013-12-17,67
2013-12-18,70
2013-12-19,72
2013-12-20,77
2013-12-21,78
2013-12-22,84
2013-12-23,74
2013-12-24,73
2013-12-25,71
2013-12-26,70
2013-12-27,71
2013-12-28,71
2013-12-29,69
2013-12-30,70
2013-12-31,72
