Date,Barclays Capital
2010-12-11,50
2010-12-12,42
2010-12-13,42
2010-12-14,43
2010-12-15,42
2010-12-16,45
2010-12-17,42
2010-12-18,49
2010-12-19,41
2010-12-20,41
2010-12-21,41
2010-12-22,43
2010-12-23,41
2010-12-24,43
2010-12-25,45
2010-12-26,39
2010-12-27,37
2010-12-28,36
2010-12-29,34
2010-12-30,33
2010-12-31,32
2011-01-01,34
2011-01-02,33
2011-01-03,36
2011-01-04,39
2011-01-05,42
2011-01-06,45
2011-01-07,52
2011-01-08,56
2011-01-09,52
2011-01-10,53
2011-01-11,54
2011-01-12,57
2011-01-13,59
2011-01-14,58
2011-01-15,70
2011-01-16,59
2011-01-17,58
2011-01-18,57
2011-01-19,60
2011-01-20,56
2011-01-21,55
2011-01-22,63
2011-01-23,53
2011-01-24,52
2011-01-25,52
2011-01-26,50
2011-01-27,53
2011-01-28,48
2011-01-29,52
2011-01-30,50
2011-01-31,47
2011-02-01,51
2011-02-02,48
2011-02-03,48
2011-02-04,49
2011-02-05,54
2011-02-06,52
2011-02-07,50
2011-02-08,52
2011-02-09,51
2011-02-10,51
2011-02-11,54
2011-02-12,55
2011-02-13,62
2011-02-14,60
2011-02-15,64
2011-02-16,73
2011-02-17,72
2011-02-18,77
2011-02-19,89
2011-02-20,76
2011-02-21,73
2011-02-22,71
2011-02-23,67
2011-02-24,68
2011-02-25,61
2011-02-26,67
2011-02-27,62
2011-02-28,55
2011-03-01,54
2011-03-02,52
2011-03-03,51
2011-03-04,50
2011-03-05,51
2011-03-06,52
2011-03-07,48
2011-03-08,51
2011-03-09,49
2011-03-10,49
2011-03-11,51
2011-03-12,57
2011-03-13,52
2011-03-14,48
2011-03-15,47
2011-03-16,48
2011-03-17,48
2011-03-18,45
2011-03-19,51
2011-03-20,46
2011-03-21,44
2011-03-22,44
2011-03-23,44
2011-03-24,45
2011-03-25,45
2011-03-26,47
2011-03-27,43
2011-03-28,43
2011-03-29,43
2011-03-30,44
2011-03-31,44
2011-04-01,43
2011-04-02,49
2011-04-03,43
2011-04-04,43
2011-04-05,46
2011-04-06,43
2011-04-07,45
2011-04-08,43
2011-04-09,50
2011-04-10,42
2011-04-11,42
2011-04-12,41
2011-04-13,41
2011-04-14,41
2011-04-15,43
2011-04-16,45
2011-04-17,39
2011-04-18,38
2011-04-19,39
2011-04-20,36
2011-04-21,35
2011-04-22,37
2011-04-23,34
2011-04-24,33
2011-04-25,33
2011-04-26,33
2011-04-27,34
2011-04-28,35
2011-04-29,38
2011-04-30,38
2011-05-01,35
2011-05-02,35
2011-05-03,35
2011-05-04,37
2011-05-05,36
2011-05-06,36
2011-05-07,43
2011-05-08,37
2011-05-09,38
2011-05-10,40
2011-05-11,42
2011-05-12,40
2011-05-13,42
2011-05-14,46
2011-05-15,42
2011-05-16,41
2011-05-17,41
2011-05-18,40
2011-05-19,40
2011-05-20,40
2011-05-21,47
2011-05-22,39
2011-05-23,38
2011-05-24,38
2011-05-25,37
2011-05-26,38
2011-05-27,36
2011-05-28,41
2011-05-29,35
2011-05-30,37
2011-05-31,35
2011-06-01,35
2011-06-02,35
2011-06-03,38
2011-06-04,37
2011-06-05,35
2011-06-06,35
2011-06-07,36
2011-06-08,36
2011-06-09,37
2011-06-10,36
2011-06-11,41
2011-06-12,38
2011-06-13,38
2011-06-14,39
2011-06-15,39
2011-06-16,39
2011-06-17,40
2011-06-18,48
2011-06-19,41
2011-06-20,41
2011-06-21,41
2011-06-22,43
2011-06-23,42
2011-06-24,43
2011-06-25,45
2011-06-26,46
2011-06-27,41
2011-06-28,41
2011-06-29,43
2011-06-30,40
2011-07-01,43
2011-07-02,40
2011-07-03,38
2011-07-04,38
2011-07-05,37
2011-07-06,37
2011-07-07,39
2011-07-08,36
2011-07-09,39
2011-07-10,37
2011-07-11,36
2011-07-12,36
2011-07-13,36
2011-07-14,37
2011-07-15,38
2011-07-16,40
2011-07-17,41
2011-07-18,40
2011-07-19,43
2011-07-20,44
2011-07-21,46
2011-07-22,50
2011-07-23,58
2011-07-24,48
2011-07-25,46
2011-07-26,44
2011-07-27,44
2011-07-28,41
2011-07-29,40
2011-07-30,42
2011-07-31,42
2011-08-01,45
2011-08-02,49
2011-08-03,56
2011-08-04,57
2011-08-05,61
2011-08-06,75
2011-08-07,70
2011-08-08,70
2011-08-09,73
2011-08-10,76
2011-08-11,78
2011-08-12,83
2011-08-13,97
2011-08-14,81
2011-08-15,78
2011-08-16,76
2011-08-17,76
2011-08-18,71
2011-08-19,68
2011-08-20,77
2011-08-21,68
2011-08-22,66
2011-08-23,69
2011-08-24,68
2011-08-25,68
2011-08-26,70
2011-08-27,79
2011-08-28,67
2011-08-29,66
2011-08-30,64
2011-08-31,63
2011-09-01,61
2011-09-02,59
2011-09-03,67
2011-09-04,62
2011-09-05,58
2011-09-06,58
2011-09-07,60
2011-09-08,60
2011-09-09,60
2011-09-10,69
2011-09-11,60
2011-09-12,61
2011-09-13,65
2011-09-14,63
2011-09-15,63
2011-09-16,67
2011-09-17,70
2011-09-18,73
2011-09-19,63
2011-09-20,62
2011-09-21,63
2011-09-22,61
2011-09-23,60
2011-09-24,69
2011-09-25,63
2011-09-26,60
2011-09-27,62
2011-09-28,61
2011-09-29,60
2011-09-30,62
2011-10-01,70
2011-10-02,61
2011-10-03,60
2011-10-04,61
2011-10-05,60
2011-10-06,62
2011-10-07,60
2011-10-08,68
2011-10-09,60
2011-10-10,58
2011-10-11,57
2011-10-12,57
2011-10-13,57
2011-10-14,56
2011-10-15,62
2011-10-16,58
2011-10-17,56
2011-10-18,60
2011-10-19,58
2011-10-20,59
2011-10-21,60
2011-10-22,70
2011-10-23,62
2011-10-24,64
2011-10-25,68
2011-10-26,68
2011-10-27,69
2011-10-28,75
2011-10-29,82
2011-10-30,72
2011-10-31,72
2011-11-01,74
2011-11-02,73
2011-11-03,72
2011-11-04,72
2011-11-05,83
2011-11-06,74
2011-11-07,67
2011-11-08,64
2011-11-09,62
2011-11-10,61
2011-11-11,58
2011-11-12,59
2011-11-13,60
2011-11-14,52
2011-11-15,52
2011-11-16,49
2011-11-17,47
2011-11-18,47
2011-11-19,50
2011-11-20,46
2011-11-21,46
2011-11-22,46
2011-11-23,47
2011-11-24,47
2011-11-25,49
2011-11-26,57
2011-11-27,49
2011-11-28,49
2011-11-29,50
2011-11-30,49
2011-12-01,49
2011-12-02,51
2011-12-03,58
2011-12-04,50
2011-12-05,48
2011-12-06,49
2011-12-07,47
2011-12-08,46
2011-12-09,45
2011-12-10,51
2011-12-11,44
2011-12-12,44
2011-12-13,44
2011-12-14,43
2011-12-15,44
2011-12-16,43
2011-12-17,49
2011-12-18,43
2011-12-19,41
2011-12-20,41
2011-12-21,40
2011-12-22,42
2011-12-23,39
2011-12-24,45
2011-12-25,37
2011-12-26,36
2011-12-27,34
2011-12-28,33
2011-12-29,31
2011-12-30,32
2011-12-31,29
2012-01-01,32
2012-01-02,33
2012-01-03,35
2012-01-04,37
2012-01-05,41
2012-01-06,42
2012-01-07,50
2012-01-08,45
2012-01-09,44
2012-01-10,44
2012-01-11,46
2012-01-12,44
2012-01-13,45
2012-01-14,49
2012-01-15,49
2012-01-16,48
2012-01-17,49
2012-01-18,51
2012-01-19,52
2012-01-20,54
2012-01-21,62
2012-01-22,56
2012-01-23,53
2012-01-24,52
2012-01-25,52
2012-01-26,49
2012-01-27,48
2012-01-28,54
2012-01-29,48
2012-01-30,47
2012-01-31,48
2012-02-01,48
2012-02-02,49
2012-02-03,49
2012-02-04,57
2012-02-05,51
2012-02-06,52
2012-02-07,54
2012-02-08,55
2012-02-09,57
2012-02-10,58
2012-02-11,70
2012-02-12,64
2012-02-13,56
2012-02-14,54
2012-02-15,52
2012-02-16,50
2012-02-17,48
2012-02-18,53
2012-02-19,46
2012-02-20,47
2012-02-21,49
2012-02-22,48
2012-02-23,49
2012-02-24,51
2012-02-25,57
2012-02-26,52
2012-02-27,50
2012-02-28,49
2012-02-29,49
2012-03-01,48
2012-03-02,48
2012-03-03,54
2012-03-04,50
2012-03-05,49
2012-03-06,51
2012-03-07,51
2012-03-08,51
2012-03-09,52
2012-03-10,60
2012-03-11,54
2012-03-12,52
2012-03-13,51
2012-03-14,51
2012-03-15,52
2012-03-16,50
2012-03-17,57
2012-03-18,50
2012-03-19,48
2012-03-20,48
2012-03-21,49
2012-03-22,47
2012-03-23,47
2012-03-24,52
2012-03-25,47
2012-03-26,44
2012-03-27,43
2012-03-28,42
2012-03-29,42
2012-03-30,40
2012-03-31,45
2012-04-01,39
2012-04-02,39
2012-04-03,39
2012-04-04,38
2012-04-05,39
2012-04-06,41
2012-04-07,41
2012-04-08,40
2012-04-09,37
2012-04-10,37
2012-04-11,37
2012-04-12,39
2012-04-13,37
2012-04-14,41
2012-04-15,38
2012-04-16,37
2012-04-17,39
2012-04-18,38
2012-04-19,39
2012-04-20,41
2012-04-21,43
2012-04-22,42
2012-04-23,41
2012-04-24,42
2012-04-25,43
2012-04-26,44
2012-04-27,45
2012-04-28,53
2012-04-29,45
2012-04-30,44
2012-05-01,44
2012-05-02,43
2012-05-03,44
2012-05-04,42
2012-05-05,48
2012-05-06,44
2012-05-07,42
2012-05-08,42
2012-05-09,42
2012-05-10,42
2012-05-11,42
2012-05-12,49
2012-05-13,47
2012-05-14,43
2012-05-15,44
2012-05-16,46
2012-05-17,45
2012-05-18,45
2012-05-19,53
2012-05-20,47
2012-05-21,45
2012-05-22,45
2012-05-23,46
2012-05-24,43
2012-05-25,45
2012-05-26,49
2012-05-27,42
2012-05-28,41
2012-05-29,40
2012-05-30,41
2012-05-31,39
2012-06-01,38
2012-06-02,43
2012-06-03,39
2012-06-04,36
2012-06-05,35
2012-06-06,35
2012-06-07,34
2012-06-08,34
2012-06-09,37
2012-06-10,35
2012-06-11,36
2012-06-12,39
2012-06-13,41
2012-06-14,41
2012-06-15,43
2012-06-16,53
2012-06-17,46
2012-06-18,45
2012-06-19,46
2012-06-20,45
2012-06-21,45
