Date,Citigroup
2013-02-01,80
2013-02-02,87
2013-02-03,78
2013-02-04,76
2013-02-05,75
2013-02-06,76
2013-02-07,72
2013-02-08,70
2013-02-09,70
2013-02-10,69
2013-02-11,70
2013-02-12,71
2013-02-13,72
2013-02-14,81
2013-02-15,74
2013-02-16,76
2013-02-17,74
2013-02-18,73
2013-02-19,72
2013-02-20,72
2013-02-21,71
2013-02-22,71
2013-02-23,72
2013-02-24,68
2013-02-25,66
2013-02-26,64
2013-02-27,65
2013-02-28,61
2013-03-01,62
2013-03-02,58
2013-03-03,62
2013-03-04,66
2013-03-05,73
2013-03-06,75
2013-03-07,85
2013-03-08,84
2013-03-09,99
2013-03-10,87
2013-03-11,86
2013-03-12,84
2013-03-13,83
2013-03-14,84
2013-03-15,83
2013-03-16,82
2013-03-17,77
2013-03-18,76
2013-03-19,75
2013-03-20,77
2013-03-21,74
2013-03-22,72
2013-03-23,71
2013-03-24,70
2013-03-25,69
2013-03-26,68
2013-03-27,67
2013-03-28,66
2013-03-29,65
2013-03-30,65
2013-03-31,64
2013-05-01,69
2013-05-02,71
2013-05-03,71
2013-05-04,76
2013-05-05,72
2013-05-06,72
2013-05-07,72
2013-05-08,72
2013-05-09,76
2013-05-10,73
2013-05-11,73
2013-05-12,74
2013-05-13,76
2013-05-14,78
2013-05-15,80
2013-05-16,93
2013-05-17,84
2013-05-18,87
2013-05-19,87
2013-05-20,87
2013-05-21,91
2013-05-22,89
2013-05-23,87
2013-05-24,93
2013-05-25,92
2013-05-26,86
2013-05-27,85
2013-05-28,83
2013-05-29,82
2013-05-30,80
2013-05-31,86
2013-06-01,78
2013-06-02,75
2013-06-03,72
2013-06-04,75
2013-06-05,67
2013-06-06,65
2013-06-07,62
2013-06-08,60
2013-06-09,61
2013-06-10,62
2013-06-11,67
2013-06-12,65
2013-06-13,65
2013-06-14,66
2013-06-15,68
2013-06-16,66
2013-06-17,64
2013-06-18,68
2013-06-19,61
2013-06-20,59
2013-06-21,58
2013-06-22,57
2013-06-23,58
2013-06-24,61
2013-06-25,66
2013-06-26,73
2013-06-27,68
2013-06-28,75
2013-06-29,74
2013-06-30,71
2013-07-01,68
2013-07-02,65
2013-07-03,62
2013-07-04,63
2013-07-05,56
2013-07-06,53
2013-07-07,56
2013-07-08,59
2013-07-09,62
2013-07-10,65
2013-07-11,68
2013-07-12,72
2013-07-13,74
2013-07-14,77
2013-07-15,81
2013-07-16,88
2013-07-17,94
2013-07-18,94
2013-07-19,101
2013-07-20,100
2013-07-21,95
2013-07-22,91
2013-07-23,86
2013-07-24,89
2013-07-25,77
2013-07-26,73
2013-07-27,69
2013-07-28,69
2013-07-29,69
2013-07-30,73
2013-07-31,70
2013-08-01,70
2013-08-02,70
2013-08-03,76
2013-08-04,70
2013-08-05,69
2013-08-06,68
2013-08-07,68
2013-08-08,68
2013-08-09,66
2013-08-10,67
2013-08-11,65
2013-08-12,64
2013-08-13,63
2013-08-14,63
2013-08-15,65
2013-08-16,61
2013-08-17,63
2013-08-18,59
2013-08-19,57
2013-08-20,55
2013-08-21,55
2013-08-22,51
2013-08-23,50
2013-08-24,48
2013-08-25,48
2013-08-26,49
2013-08-27,50
2013-08-28,53
2013-08-29,52
2013-08-30,53
2013-08-31,54
2013-09-01,54
2013-09-02,54
2013-09-03,54
2013-09-04,58
2013-09-05,54
2013-09-06,54
2013-09-07,55
2013-09-08,53
2013-09-09,51
2013-09-10,52
2013-09-11,48
2013-09-12,46
2013-09-13,44
2013-09-14,43
2013-09-15,45
2013-09-16,47
2013-09-17,50
2013-09-18,52
2013-09-19,55
2013-09-20,57
2013-09-21,60
2013-09-22,59
2013-09-23,59
2013-09-24,60
2013-09-25,60
2013-09-26,59
2013-09-27,62
2013-09-28,59
2013-09-29,60
2013-09-30,62
2013-10-01,66
2013-10-02,65
2013-10-03,66
2013-10-04,68
2013-10-05,70
2013-10-06,69
2013-10-07,68
2013-10-08,67
2013-10-09,69
2013-10-10,65
2013-10-11,72
2013-10-12,63
2013-10-13,65
2013-10-14,68
2013-10-15,70
2013-10-16,77
2013-10-17,75
2013-10-18,84
2013-10-19,81
2013-10-20,77
2013-10-21,74
2013-10-22,71
2013-10-23,70
2013-10-24,65
2013-10-25,62
2013-10-26,64
2013-10-27,57
2013-10-28,56
2013-10-29,55
2013-10-30,57
2013-10-31,53
2013-11-01,52
2013-11-02,51
2013-11-03,51
2013-11-04,53
2013-11-05,51
2013-11-06,55
2013-11-07,52
2013-11-08,52
2013-11-09,53
2013-11-10,53
2013-11-11,53
2013-11-12,56
2013-11-13,54
2013-11-14,55
2013-11-15,55
2013-11-16,56
2013-11-17,56
2013-11-18,56
2013-11-19,56
2013-11-20,58
2013-11-21,58
2013-11-22,56
2013-11-23,57
2013-11-24,58
2013-11-25,59
2013-11-26,61
2013-11-27,61
2013-11-28,64
2013-11-29,63
2013-11-30,64
2013-12-01,64
2013-12-02,65
2013-12-03,66
2013-12-04,66
2013-12-05,71
2013-12-06,72
2013-12-07,69
2013-12-08,65
2013-12-09,61
2013-12-10,57
2013-12-11,54
2013-12-12,49
2013-12-13,45
2013-12-14,42
2013-12-15,42
2013-12-16,43
2013-12-17,45
2013-12-18,48
2013-12-19,48
2013-12-20,53
2013-12-21,51
2013-12-22,50
2013-12-23,49
2013-12-24,48
2013-12-25,47
2013-12-26,46
2013-12-27,46
2013-12-28,45
2013-12-29,43
2013-12-30,42
2013-12-31,41
2014-01-01,40
2014-01-02,39
2014-01-03,39
2014-01-04,37
2014-01-05,42
2014-01-06,48
2014-01-07,53
2014-01-08,59
2014-01-09,69
2014-01-10,73
2014-01-11,79
2014-01-12,76
2014-01-13,77
2014-01-14,78
2014-01-15,80
2014-01-16,79
2014-01-17,89
2014-01-18,84
2014-01-19,75
2014-01-20,69
2014-01-21,64
2014-01-22,59
2014-01-23,56
2014-01-24,47
2014-01-25,42
2014-01-26,42
2014-01-27,43
2014-01-28,44
2014-01-29,46
2014-01-30,45
2014-01-31,47
2014-02-01,47
