Date,JPMorgan Chase
2011-11-12,35
2011-11-13,33
2011-11-14,32
2011-11-15,31
2011-11-16,32
2011-11-17,29
2011-11-18,30
2011-11-19,27
2011-11-20,26
2011-11-21,26
2011-11-22,27
2011-11-23,25
2011-11-24,28
2011-11-25,25
2011-11-26,25
2011-11-27,26
2011-11-28,27
2011-11-29,28
2011-11-30,33
2011-12-01,31
2011-12-02,33
2011-12-03,34
2011-12-04,34
2011-12-05,33
2011-12-06,33
2011-12-07,35
2011-12-08,32
2011-12-09,32
2011-12-10,33
2011-12-11,31
2011-12-12,30
2011-12-13,30
2011-12-14,30
2011-12-15,29
2011-12-16,29
2011-12-17,28
2011-12-18,28
2011-12-19,28
2011-12-20,30
2011-12-21,28
2011-12-22,31
2011-12-23,28
2011-12-24,28
2011-12-25,27
2011-12-26,26
2011-12-27,25
2011-12-28,24
2011-12-29,23
2011-12-30,22
2011-12-31,22
2012-01-01,22
2012-01-02,23
2012-01-03,24
2012-01-04,26
2012-01-05,27
2012-01-06,30
2012-01-07,31
2012-01-08,30
2012-01-09,31
2012-01-10,33
2012-01-11,34
2012-01-12,34
2012-01-13,35
2012-01-14,43
2012-01-15,35
2012-01-16,35
2012-01-17,35
2012-01-18,38
2012-01-19,35
2012-01-20,35
2012-01-21,38
2012-01-22,34
2012-01-23,33
2012-01-24,32
2012-01-25,33
2012-01-26,31
2012-01-27,30
2012-01-28,32
2012-01-29,30
2012-01-30,30
2012-01-31,31
2012-02-01,31
2012-02-02,32
2012-02-03,32
2012-02-04,35
2012-02-05,35
2012-02-06,34
2012-02-07,35
2012-02-08,36
2012-02-09,36
2012-02-10,37
2012-02-11,40
2012-02-12,39
2012-02-13,36
2012-02-14,35
2012-02-15,35
2012-02-16,33
2012-02-17,34
2012-02-18,31
2012-02-19,32
2012-02-20,31
2012-02-21,31
2012-02-22,31
2012-02-23,34
2012-02-24,31
2012-02-25,35
2012-02-26,31
2012-02-27,31
2012-02-28,32
2012-02-29,35
2012-03-01,33
2012-03-02,33
2012-03-03,38
2012-03-04,34
2012-03-05,34
2012-03-06,34
2012-03-07,34
2012-03-08,36
2012-03-09,34
2012-03-10,36
2012-03-11,34
2012-03-12,34
2012-03-13,35
2012-03-14,35
2012-03-15,37
2012-03-16,36
2012-03-17,37
2012-03-18,36
2012-03-19,36
2012-03-20,37
2012-03-21,36
2012-03-22,35
2012-03-23,34
2012-03-24,37
2012-03-25,33
2012-03-26,32
2012-03-27,32
2012-03-28,31
2012-03-29,31
2012-03-30,29
2012-03-31,32
2012-04-01,29
2012-04-02,30
2012-04-03,31
2012-04-04,31
2012-04-05,33
2012-04-06,36
2012-04-07,34
2012-04-08,35
2012-04-09,36
2012-04-10,37
2012-04-11,40
2012-04-12,39
2012-04-13,40
2012-04-14,49
2012-04-15,40
2012-04-16,40
2012-04-17,39
2012-04-18,39
2012-04-19,39
2012-04-20,39
2012-04-21,41
2012-04-22,37
2012-04-23,36
2012-04-24,35
2012-04-25,40
2012-04-26,33
2012-04-27,32
2012-04-28,34
2012-04-29,32
2012-04-30,31
2012-05-01,31
2012-05-02,32
2012-05-03,31
2012-05-04,30
2012-05-05,30
2012-05-06,37
2012-05-07,45
2012-05-08,53
2012-05-09,62
2012-05-10,68
2012-05-11,76
2012-05-12,95
2012-05-13,95
2012-05-14,88
2012-05-15,92
2012-05-16,100
2012-05-17,95
2012-05-18,97
2012-05-19,114
2012-05-20,96
2012-05-21,85
2012-05-22,78
2012-05-23,75
2012-05-24,64
2012-05-25,57
2012-05-26,58
2012-05-27,48
2012-05-28,46
2012-05-29,44
2012-05-30,45
2012-05-31,40
2012-06-01,38
2012-06-02,39
2012-06-03,36
2012-06-04,35
2012-06-05,37
2012-06-06,35
2012-06-07,35
2012-06-08,36
2012-06-09,35
2012-06-10,35
2012-06-11,36
2012-06-12,36
2012-06-13,37
2012-06-14,37
2012-06-15,41
2012-06-16,40
2012-06-17,41
2012-06-18,37
2012-06-19,36
2012-06-20,36
2012-06-21,37
2012-06-22,34
2012-06-23,36
2012-06-24,33
2012-06-25,33
2012-06-26,33
2012-06-27,35
2012-06-28,33
2012-06-29,33
2012-06-30,37
2012-07-01,32
2012-07-02,31
2012-07-03,30
2012-07-04,31
2012-07-05,28
2012-07-06,27
2012-07-07,27
2012-07-08,29
2012-07-09,32
2012-07-10,35
2012-07-11,38
2012-07-12,41
2012-07-13,44
2012-07-14,55
2012-07-15,46
2012-07-16,43
2012-07-17,41
2012-07-18,39
2012-07-19,39
2012-07-20,37
2012-07-21,34
2012-07-22,35
2012-07-23,32
2012-07-24,31
2012-07-25,30
2012-07-26,30
2012-07-27,29
2012-07-28,30
2012-07-29,27
2012-07-30,27
2012-07-31,27
2012-08-01,27
2012-08-02,27
2012-08-03,28
2012-08-04,28
2012-08-05,27
2012-08-06,28
2012-08-07,29
2012-08-08,30
2012-08-09,31
2012-08-10,33
2012-08-11,36
2012-08-12,32
2012-08-13,31
2012-08-14,30
2012-08-15,30
2012-08-16,30
2012-08-17,29
2012-08-18,29
2012-08-19,27
2012-08-20,27
2012-08-21,27
2012-08-22,26
2012-08-23,30
2012-08-24,26
2012-08-25,26
2012-08-26,26
2012-08-27,27
2012-08-28,28
2012-08-29,28
2012-08-30,31
2012-08-31,29
2012-09-01,33
2012-09-02,29
2012-09-03,29
2012-09-04,29
2012-09-05,29
2012-09-06,29
2012-09-07,30
2012-09-08,31
2012-09-09,30
2012-09-10,31
2012-09-11,33
2012-09-12,33
2012-09-13,34
2012-09-14,36
2012-09-15,39
2012-09-16,37
2012-09-17,36
2012-09-18,36
2012-09-19,35
2012-09-20,35
2012-09-21,35
2012-09-22,39
2012-09-23,34
2012-09-24,33
2012-09-25,32
2012-09-26,34
2012-09-27,30
2012-09-28,30
2012-09-29,31
2012-09-30,30
2012-10-01,31
2012-10-02,32
2012-10-03,34
2012-10-04,37
2012-10-05,35
2012-10-06,40
2012-10-07,36
2012-10-08,36
2012-10-09,38
2012-10-10,36
2012-10-11,37
2012-10-12,36
2012-10-13,43
2012-10-14,35
2012-10-15,34
2012-10-16,33
2012-10-17,33
2012-10-18,31
2012-10-19,30
2012-10-20,32
2012-10-21,29
2012-10-22,29
2012-10-23,29
2012-10-24,32
2012-10-25,30
2012-10-26,29
2012-10-27,32
2012-10-28,29
2012-10-29,29
2012-10-30,29
2012-10-31,28
2012-11-01,28
2012-11-02,28
2012-11-03,30
2012-11-04,28
2012-11-05,28
2012-11-06,29
2012-11-07,29
2012-11-08,29
2012-11-09,29
2012-11-10,33
2012-11-11,29
2012-11-12,29
2012-11-13,32
2012-11-14,28
2012-11-15,29
2012-11-16,27
2012-11-17,29
2012-11-18,26
2012-11-19,25
2012-11-20,25
2012-11-21,26
2012-11-22,24
2012-11-23,23
2012-11-24,23
2012-11-25,23
2012-11-26,24
2012-11-27,24
2012-11-28,27
2012-11-29,25
2012-11-30,26
2012-12-01,30
2012-12-02,27
2012-12-03,28
2012-12-04,28
2012-12-05,31
2012-12-06,29
2012-12-07,30
2012-12-08,32
2012-12-09,32
2012-12-10,29
2012-12-11,29
2012-12-12,28
2012-12-13,29
2012-12-14,27
2012-12-15,28
2012-12-16,27
2012-12-17,27
2012-12-18,29
2012-12-19,28
2012-12-20,30
2012-12-21,29
2012-12-22,33
2012-12-23,29
2012-12-24,28
2012-12-25,27
2012-12-26,26
2012-12-27,25
2012-12-28,24
2012-12-29,24
2012-12-30,23
2012-12-31,24
2013-01-01,25
2013-01-02,25
2013-01-03,26
2013-01-04,27
2013-01-05,30
2013-01-06,31
2013-01-07,31
2013-01-08,35
2013-01-09,34
2013-01-10,36
2013-01-11,37
2013-01-12,42
2013-01-13,44
2013-01-14,39
2013-01-15,39
2013-01-16,40
2013-01-17,42
2013-01-18,43
2013-01-19,45
2013-01-20,39
2013-01-21,38
2013-01-22,37
2013-01-23,39
2013-01-24,35
2013-01-25,34
2013-01-26,36
2013-01-27,35
2013-01-28,32
2013-01-29,32
2013-01-30,33
2013-01-31,32
2013-02-01,32
2013-02-02,34
2013-02-03,32
2013-02-04,32
2013-02-05,32
2013-02-06,32
2013-02-07,32
2013-02-08,35
2013-02-09,32
2013-02-10,35
2013-02-11,32
2013-02-12,32
2013-02-13,33
2013-02-14,34
2013-02-15,34
2013-02-16,36
2013-02-17,36
2013-02-18,33
2013-02-19,32
2013-02-20,32
2013-02-21,31
2013-02-22,33
2013-02-23,31
2013-02-24,35
2013-02-25,33
2013-02-26,35
2013-02-27,37
2013-02-28,39
2013-03-01,41
2013-03-02,44
2013-03-03,43
2013-03-04,41
2013-03-05,41
2013-03-06,41
2013-03-07,41
2013-03-08,41
2013-03-09,44
2013-03-10,41
2013-03-11,39
2013-03-12,42
2013-03-13,38
2013-03-14,39
2013-03-15,37
2013-03-16,42
2013-03-17,37
2013-03-18,38
2013-03-19,38
2013-03-20,40
2013-03-21,39
2013-03-22,40
2013-03-23,45
2013-03-24,41
2013-03-25,38
2013-03-26,36
2013-03-27,35
2013-03-28,33
2013-03-29,35
2013-03-30,33
2013-03-31,31
2013-05-01,35
2013-05-02,36
2013-05-03,35
2013-05-04,41
2013-05-05,36
2013-05-06,35
2013-05-07,35
2013-05-08,36
2013-05-09,36
2013-05-10,35
2013-05-11,37
2013-05-12,38
2013-05-13,35
2013-05-14,35
2013-05-15,37
2013-05-16,35
2013-05-17,35
2013-05-18,40
2013-05-19,41
2013-05-20,38
2013-05-21,39
2013-05-22,40
2013-05-23,42
2013-05-24,42
2013-05-25,49
2013-05-26,41
2013-05-27,39
2013-05-28,38
2013-05-29,38
2013-05-30,35
2013-05-31,33
2013-06-01,36
2013-06-02,32
2013-06-03,33
2013-06-04,35
2013-06-05,34
2013-06-06,38
2013-06-07,36
2013-06-08,39
2013-06-09,40
2013-06-10,40
2013-06-11,41
2013-06-12,43
2013-06-13,45
2013-06-14,50
2013-06-15,52
2013-06-16,49
2013-06-17,44
2013-06-18,42
2013-06-19,43
2013-06-20,38
2013-06-21,37
2013-06-22,38
2013-06-23,34
2013-06-24,33
2013-06-25,34
2013-06-26,33
2013-06-27,34
2013-06-28,33
2013-06-29,36
2013-06-30,32
2013-07-01,32
2013-07-02,32
2013-07-03,31
2013-07-04,30
2013-07-05,30
2013-07-06,33
2013-07-07,32
2013-07-08,34
2013-07-09,38
2013-07-10,39
2013-07-11,41
2013-07-12,44
2013-07-13,53
2013-07-14,47
2013-07-15,43
2013-07-16,44
2013-07-17,40
2013-07-18,40
2013-07-19,37
2013-07-20,40
2013-07-21,36
2013-07-22,36
2013-07-23,37
2013-07-24,38
2013-07-25,37
2013-07-26,37
2013-07-27,42
2013-07-28,38
2013-07-29,38
2013-07-30,38
2013-07-31,38
2013-08-01,38
2013-08-02,38
2013-08-03,42
2013-08-04,38
2013-08-05,38
2013-08-06,37
2013-08-07,39
2013-08-08,36
2013-08-09,38
2013-08-10,37
2013-08-11,35
2013-08-12,35
2013-08-13,35
2013-08-14,35
2013-08-15,35
2013-08-16,37
2013-08-17,35
2013-08-18,37
2013-08-19,34
2013-08-20,34
2013-08-21,34
2013-08-22,36
2013-08-23,34
2013-08-24,39
2013-08-25,34
2013-08-26,34
2013-08-27,34
2013-08-28,34
2013-08-29,35
2013-08-30,34
2013-08-31,40
2013-09-01,33
2013-09-02,32
2013-09-03,31
2013-09-04,31
2013-09-05,29
2013-09-06,27
2013-09-07,27
2013-09-08,29
2013-09-09,28
2013-09-10,29
2013-09-11,31
2013-09-12,31
2013-09-13,32
2013-09-14,38
2013-09-15,35
2013-09-16,36
2013-09-17,37
2013-09-18,39
2013-09-19,39
2013-09-20,41
2013-09-21,46
2013-09-22,41
2013-09-23,39
2013-09-24,39
2013-09-25,38
2013-09-26,38
2013-09-27,37
2013-09-28,39
2013-09-29,35
2013-09-30,34
2013-10-01,34
2013-10-02,32
2013-10-03,31
2013-10-04,30
2013-10-05,31
2013-10-06,32
2013-10-07,31
2013-10-08,35
2013-10-09,34
2013-10-10,36
2013-10-11,37
2013-10-12,48
2013-10-13,40
2013-10-14,38
2013-10-15,40
2013-10-16,37
2013-10-17,37
2013-10-18,36
2013-10-19,38
2013-10-20,39
2013-10-21,41
2013-10-22,43
2013-10-23,47
2013-10-24,49
2013-10-25,54
2013-10-26,54
2013-10-27,56
2013-10-28,48
2013-10-29,46
2013-10-30,43
2013-10-31,43
