Date,JPMorgan Chase
2010-02-13,70
2010-02-14,69
2010-02-15,68
2010-02-16,67
2010-02-17,67
2010-02-18,69
2010-02-19,65
2010-02-20,65
2010-02-21,67
2010-02-22,69
2010-02-23,71
2010-02-24,75
2010-02-25,82
2010-02-26,78
2010-02-27,88
2010-02-28,82
2010-03-01,83
2010-03-02,87
2010-03-03,86
2010-03-04,86
2010-03-05,88
2010-03-06,98
2010-03-07,88
2010-03-08,88
2010-03-09,91
2010-03-10,88
2010-03-11,90
2010-03-12,88
2010-03-13,98
2010-03-14,88
2010-03-15,88
2010-03-16,88
2010-03-17,89
2010-03-18,90
2010-03-19,92
2010-03-20,96
2010-03-21,89
2010-03-22,88
2010-03-23,90
2010-03-24,86
2010-03-25,87
2010-03-26,89
2010-03-27,88
2010-03-28,83
2010-03-29,82
2010-03-30,81
2010-03-31,84
2010-05-01,83
2010-05-02,82
2010-05-03,85
2010-05-04,82
2010-05-05,81
2010-05-06,81
2010-05-07,81
2010-05-08,86
2010-05-09,80
2010-05-10,80
2010-05-11,81
2010-05-12,80
2010-05-13,80
2010-05-14,85
2010-05-15,84
2010-05-16,78
2010-05-17,76
2010-05-18,74
2010-05-19,75
2010-05-20,71
2010-05-21,76
2010-05-22,68
2010-05-23,68
2010-05-24,69
2010-05-25,70
2010-05-26,76
2010-05-27,72
2010-05-28,74
2010-05-29,74
2010-05-30,73
2010-05-31,72
2010-06-01,71
2010-06-02,70
2010-06-03,69
2010-06-04,73
2010-06-05,68
2010-06-06,68
2010-06-07,69
2010-06-08,71
2010-06-09,71
2010-06-10,73
2010-06-11,76
2010-06-12,74
2010-06-13,74
2010-06-14,74
2010-06-15,77
2010-06-16,75
2010-06-17,76
2010-06-18,87
2010-06-19,77
2010-06-20,74
2010-06-21,71
2010-06-22,74
2010-06-23,65
2010-06-24,63
2010-06-25,59
2010-06-26,56
2010-06-27,57
2010-06-28,59
2010-06-29,65
2010-06-30,62
2010-07-01,67
2010-07-02,66
2010-07-03,74
2010-07-04,67
2010-07-05,66
2010-07-06,65
2010-07-07,64
2010-07-08,67
2010-07-09,62
2010-07-10,63
2010-07-11,63
2010-07-12,66
2010-07-13,69
