Date,RBC Capital Markets
2013-12-30,87
2013-12-31,87
2014-01-01,88
2014-01-02,87
2014-01-03,87
2014-01-04,86
2014-01-05,86
2014-01-06,85
2014-01-07,85
2014-01-08,84
2014-01-09,84
2014-01-10,83
2014-01-11,83
2014-01-12,82
2014-01-13,82
2014-01-14,81
2014-01-15,81
2014-01-16,80
2014-01-17,80
2014-01-18,79
2014-01-19,79
2014-01-20,78
2014-01-21,78
2014-01-22,77
2014-01-23,77
2014-01-24,76
2014-01-25,76
2014-01-26,75
2014-01-27,75
2014-01-28,74
2014-01-29,74
2014-01-30,73
2014-01-31,73
2014-02-01,73
