Date,Goldman Sachs
2009-10-01,23
2009-10-02,23
2009-10-03,23
2009-10-04,23
2009-10-05,24
2009-10-06,25
2009-10-07,25
2009-10-08,27
2009-10-09,27
2009-10-10,28
2009-10-11,29
2009-10-12,30
2009-10-13,33
2009-10-14,33
2009-10-15,34
2009-10-16,36
2009-10-17,41
2009-10-18,35
2009-10-19,34
2009-10-20,33
2009-10-21,33
2009-10-22,30
2009-10-23,29
2009-10-24,28
2009-10-25,28
2009-10-26,28
2009-10-27,29
2009-10-28,28
2009-10-29,28
2009-10-30,28
2009-10-31,28
2009-11-01,27
2009-11-02,26
2009-11-03,26
2009-11-04,25
2009-11-05,27
2009-11-06,24
2009-11-07,25
2009-11-08,25
2009-11-09,26
2009-11-10,27
2009-11-11,29
2009-11-12,29
2009-11-13,31
2009-11-14,33
2009-11-15,31
2009-11-16,31
2009-11-17,31
2009-11-18,30
2009-11-19,32
2009-11-20,30
2009-11-21,32
2009-11-22,29
2009-11-23,28
2009-11-24,28
2009-11-25,27
2009-11-26,26
2009-11-27,25
2009-11-28,25
2009-11-29,25
2009-11-30,26
2009-12-01,26
2009-12-02,27
2009-12-03,28
2009-12-04,30
2009-12-05,29
2009-12-06,28
2009-12-07,27
2009-12-08,27
2009-12-09,26
2009-12-10,24
2009-12-11,23
2009-12-12,22
2009-12-13,22
2009-12-14,22
2009-12-15,22
2009-12-16,22
2009-12-17,22
2009-12-18,22
2009-12-19,22
2009-12-20,21
2009-12-21,20
2009-12-22,19
2009-12-23,19
2009-12-24,19
2009-12-25,17
2009-12-26,17
2009-12-27,17
2009-12-28,18
2009-12-29,19
2009-12-30,20
2009-12-31,20
2010-01-01,21
2010-01-02,22
2010-01-03,22
2010-01-04,23
2010-01-05,23
2010-01-06,24
2010-01-07,24
2010-01-08,24
2010-01-09,25
2010-01-10,25
2010-01-11,25
2010-01-12,27
2010-01-13,26
2010-01-14,29
2010-01-15,27
2010-01-16,28
2010-01-17,29
2010-01-18,30
2010-01-19,35
2010-01-20,33
2010-01-21,35
2010-01-22,40
2010-01-23,42
2010-01-24,36
2010-01-25,34
2010-01-26,33
2010-01-27,34
2010-01-28,31
2010-01-29,28
2010-01-30,29
2010-01-31,27
2010-02-01,27
2010-02-02,27
2010-02-03,28
2010-02-04,29
2010-02-05,27
2010-02-06,28
2010-02-07,27
2010-02-08,26
2010-02-09,26
2010-02-10,25
2010-02-11,24
2010-02-12,22
2010-02-13,22
2010-02-14,21
2010-02-15,21
2010-02-16,20
2010-02-17,20
2010-02-18,20
2010-02-19,19
2010-02-20,19
2010-02-21,19
2010-02-22,21
2010-02-23,21
2010-02-24,22
2010-02-25,24
2010-02-26,24
2010-02-27,25
2010-02-28,25
2010-03-01,25
2010-03-02,26
2010-03-03,25
2010-03-04,25
2010-03-05,25
2010-03-06,29
2010-03-07,25
2010-03-08,24
2010-03-09,23
2010-03-10,22
2010-03-11,22
2010-03-12,20
2010-03-13,19
2010-03-14,19
2010-03-15,20
2010-03-16,21
2010-03-17,22
2010-03-18,24
2010-03-19,24
2010-03-20,26
2010-03-21,24
2010-03-22,23
2010-03-23,22
2010-03-24,21
2010-03-25,20
2010-03-26,19
2010-03-27,19
2010-03-28,19
2010-03-29,19
2010-03-30,19
2010-03-31,20
2010-04-01,20
2010-04-02,20
2010-04-03,21
2010-04-04,21
2010-04-05,22
2010-04-06,23
2010-04-07,23
2010-04-08,26
2010-04-09,26
2010-04-10,26
2010-04-11,31
2010-04-12,36
2010-04-13,42
2010-04-14,46
2010-04-15,51
2010-04-16,56
2010-04-17,69
2010-04-18,66
2010-04-19,72
2010-04-20,82
2010-04-21,87
2010-04-22,96
2010-04-23,94
2010-04-24,106
2010-04-25,99
2010-04-26,98
2010-04-27,97
2010-04-28,98
2010-04-29,107
2010-04-30,94
2010-05-01,104
2010-05-02,88
2010-05-03,83
2010-05-04,78
2010-05-05,81
2010-05-06,68
2010-05-07,63
2010-05-08,66
