Date,Deutsche Bank
2013-04-01,72
2013-04-02,71
2013-04-03,70
2013-04-04,69
2013-04-05,73
2013-04-06,72
2013-04-07,67
2013-04-08,68
2013-04-09,71
2013-04-10,70
2013-04-11,69
2013-04-12,75
2013-04-13,71
2013-04-14,71
2013-04-15,72
2013-04-16,77
2013-04-17,75
2013-04-18,74
2013-04-19,75
2013-04-20,81
2013-04-21,75
2013-04-22,74
2013-04-23,73
2013-04-24,78
2013-04-25,71
2013-04-26,70
2013-04-27,74
2013-04-28,69
2013-04-29,69
2013-04-30,70
2013-05-01,81
2013-05-02,71
2013-05-03,71
2013-05-04,75
2013-05-05,72
2013-05-06,72
2013-05-07,72
2013-05-08,72
2013-05-09,76
2013-05-10,72
2013-05-11,83
2013-05-12,73
2013-05-13,73
2013-05-14,74
2013-05-15,74
2013-05-16,78
2013-05-17,75
2013-05-18,80
2013-05-19,78
2013-05-20,81
2013-05-21,84
2013-05-22,87
2013-05-23,90
2013-05-24,100
2013-05-25,102
2013-05-26,90
2013-05-27,85
2013-05-28,82
2013-05-29,76
2013-05-30,70
2013-05-31,70
2013-06-01,60
2013-06-02,60
2013-06-03,60
2013-06-04,63
2013-06-05,63
2013-06-06,61
2013-06-07,62
2013-06-08,62
2013-06-09,61
2013-06-10,60
2013-06-11,65
2013-06-12,59
2013-06-13,59
2013-06-14,58
2013-06-15,62
2013-06-16,56
2013-06-17,55
2013-06-18,56
2013-06-19,52
2013-06-20,51
2013-06-21,50
2013-06-22,49
2013-06-23,50
2013-06-24,51
2013-06-25,52
2013-06-26,57
2013-06-27,55
2013-06-28,57
2013-06-29,58
2013-06-30,58
2013-07-01,59
2013-07-02,60
2013-07-03,61
2013-07-04,62
2013-07-05,63
2013-07-06,66
2013-07-07,63
2013-07-08,62
2013-07-09,62
2013-07-10,66
2013-07-11,61
2013-07-12,67
2013-07-13,60
2013-07-14,57
2013-07-15,55
2013-07-16,53
2013-07-17,50
2013-07-18,50
2013-07-19,49
2013-07-20,44
2013-07-21,43
2013-07-22,42
2013-07-23,42
2013-07-24,41
2013-07-25,41
2013-07-26,40
2013-07-27,40
2013-07-28,43
2013-07-29,46
2013-07-30,49
2013-07-31,54
2013-08-01,56
2013-08-02,64
2013-08-03,65
2013-08-04,61
2013-08-05,60
2013-08-06,59
2013-08-07,58
2013-08-08,61
2013-08-09,56
2013-08-10,55
2013-08-11,54
2013-08-12,53
2013-08-13,53
2013-08-14,52
2013-08-15,58
2013-08-16,51
2013-08-17,51
2013-08-18,51
2013-08-19,51
2013-08-20,52
2013-08-21,51
2013-08-22,51
2013-08-23,54
2013-08-24,53
2013-08-25,52
2013-08-26,52
2013-08-27,52
2013-08-28,55
2013-08-29,52
2013-08-30,54
2013-08-31,55
2013-09-01,51
2013-09-02,50
2013-09-03,49
2013-09-04,48
2013-09-05,48
2013-09-06,45
2013-09-07,44
2013-09-08,44
2013-09-09,44
2013-09-10,44
2013-09-11,45
2013-09-12,46
2013-09-13,45
2013-09-14,46
2013-09-15,47
2013-09-16,49
2013-09-17,58
2013-09-18,52
2013-09-19,54
2013-09-20,58
2013-09-21,58
2013-09-22,56
2013-09-23,55
2013-09-24,55
2013-09-25,53
2013-09-26,53
2013-09-27,52
2013-09-28,50
2013-09-29,48
2013-09-30,47
2013-10-01,45
2013-10-02,44
2013-10-03,42
2013-10-04,43
2013-10-05,40
2013-10-06,40
2013-10-07,41
2013-10-08,43
2013-10-09,42
2013-10-10,46
2013-10-11,43
2013-10-12,44
2013-10-13,44
2013-10-14,45
2013-10-15,46
2013-10-16,46
2013-10-17,47
2013-10-18,48
2013-10-19,51
2013-10-20,51
2013-10-21,49
2013-10-22,49
2013-10-23,50
2013-10-24,53
2013-10-25,50
2013-10-26,52
2013-10-27,55
2013-10-28,54
2013-10-29,55
2013-10-30,57
2013-10-31,62
2013-11-01,60
2013-11-02,66
2013-11-03,61
2013-11-04,60
2013-11-05,61
2013-11-06,61
2013-11-07,59
2013-11-08,65
2013-11-09,58
2013-11-10,57
2013-11-11,56
2013-11-12,55
2013-11-13,56
2013-11-14,54
2013-11-15,57
2013-11-16,53
2013-11-17,52
2013-11-18,52
2013-11-19,52
2013-11-20,55
2013-11-21,51
2013-11-22,52
2013-11-23,51
2013-11-24,51
2013-11-25,52
2013-11-26,53
2013-11-27,57
2013-11-28,58
2013-11-29,56
2013-11-30,58
2013-12-01,63
2013-12-02,69
2013-12-03,76
2013-12-04,81
2013-12-05,87
2013-12-06,101
2013-12-07,116
2013-12-08,95
2013-12-09,90
2013-12-10,85
2013-12-11,84
2013-12-12,76
2013-12-13,73
2013-12-14,67
2013-12-15,65
2013-12-16,64
2013-12-17,70
2013-12-18,61
2013-12-19,59
2013-12-20,58
2013-12-21,62
2013-12-22,55
2013-12-23,54
2013-12-24,56
2013-12-25,52
2013-12-26,51
2013-12-27,50
2013-12-28,54
2013-12-29,51
2013-12-30,53
2013-12-31,59
2014-01-01,57
2014-01-02,59
2014-01-03,61
2014-01-04,68
2014-01-05,63
2014-01-06,63
2014-01-07,63
2014-01-08,64
2014-01-09,63
2014-01-10,63
2014-01-11,68
2014-01-12,64
2014-01-13,66
2014-01-14,67
2014-01-15,69
2014-01-16,78
2014-01-17,72
2014-01-18,81
2014-01-19,75
2014-01-20,77
2014-01-21,80
2014-01-22,85
2014-01-23,83
2014-01-24,92
2014-01-25,88
2014-01-26,86
2014-01-27,82
2014-01-28,80
2014-01-29,81
2014-01-30,77
2014-01-31,73
2014-02-01,71
