Date,Merrill Lynch
2006-03-11,96
2006-03-12,88
2006-03-13,85
2006-03-14,83
2006-03-15,84
2006-03-16,78
2006-03-17,82
2006-03-18,73
2006-03-19,72
2006-03-20,72
2006-03-21,75
2006-03-22,71
2006-03-23,71
2006-03-24,71
2006-03-25,71
2006-03-26,72
2006-03-27,71
2006-03-28,75
2006-03-29,72
2006-03-30,73
2006-03-31,79
2006-04-01,74
2006-04-02,78
2006-04-03,72
2006-04-04,71
2006-04-05,70
2006-04-06,76
2006-04-07,68
2006-04-08,67
2006-04-09,68
2006-04-10,70
2006-04-11,73
2006-04-12,72
2006-04-13,75
2006-04-14,75
2006-04-15,84
2006-04-16,77
2006-04-17,78
2006-04-18,78
2006-04-19,85
2006-04-20,79
2006-04-21,80
2006-04-22,81
2006-04-23,80
2006-04-24,84
2006-04-25,78
2006-04-26,78
2006-04-27,76
2006-04-28,75
2006-04-29,78
2006-04-30,73
2006-05-01,72
2006-05-02,71
2006-05-03,73
2006-05-04,71
2006-05-05,69
2006-05-06,69
2006-05-07,76
2006-05-08,72
2006-05-09,74
2006-05-10,76
2006-05-11,83
2006-05-12,80
2006-05-13,89
2006-05-14,83
2006-05-15,80
2006-05-16,79
2006-05-17,78
2006-05-18,77
2006-05-19,76
2006-05-20,78
2006-05-21,73
2006-05-22,71
2006-05-23,71
2006-05-24,68
2006-05-25,66
2006-05-26,68
2006-05-27,63
2006-05-28,63
2006-05-29,61
2006-05-30,60
2006-05-31,59
2006-06-01,58
2006-06-02,64
2006-06-03,57
2006-06-04,56
2006-06-05,55
2006-06-06,55
2006-06-07,57
2006-06-08,53
2006-06-09,54
2006-06-10,52
2006-06-11,53
2006-06-12,55
2006-06-13,59
2006-06-14,62
2006-06-15,61
2006-06-16,65
2006-06-17,65
2006-06-18,66
2006-06-19,67
2006-06-20,69
2006-06-21,74
2006-06-22,76
2006-06-23,73
2006-06-24,76
2006-06-25,76
2006-06-26,71
2006-06-27,69
2006-06-28,73
2006-06-29,65
2006-06-30,64
2006-07-01,62
2006-07-02,62
2006-07-03,62
2006-07-04,62
2006-07-05,62
2006-07-06,65
2006-07-07,62
2006-07-08,63
2006-07-09,62
2006-07-10,63
2006-07-11,64
2006-07-12,70
2006-07-13,65
2006-07-14,66
2006-07-15,70
2006-07-16,65
2006-07-17,64
2006-07-18,63
2006-07-19,61
2006-07-20,62
2006-07-21,60
2006-07-22,58
2006-07-23,59
2006-07-24,61
2006-07-25,65
2006-07-26,64
2006-07-27,71
2006-07-28,69
2006-07-29,69
2006-07-30,70
2006-07-31,71
2006-08-01,73
2006-08-02,77
2006-08-03,79
2006-08-04,77
2006-08-05,83
2006-08-06,76
2006-08-07,73
2006-08-08,70
2006-08-09,67
2006-08-10,64
2006-08-11,66
2006-08-12,58
2006-08-13,60
2006-08-14,61
2006-08-15,63
2006-08-16,66
2006-08-17,71
2006-08-18,68
2006-08-19,70
2006-08-20,69
2006-08-21,69
2006-08-22,68
2006-08-23,68
2006-08-24,72
2006-08-25,67
2006-08-26,73
2006-08-27,67
2006-08-28,67
2006-08-29,70
