Date,JP Morgan Securities
2010-08-01,44
2010-08-02,44
2010-08-03,47
2010-08-04,44
2010-08-05,49
2010-08-06,46
2010-08-07,44
2010-08-08,43
2010-08-09,42
2010-08-10,41
2010-08-11,42
2010-08-12,42
2010-08-13,38
2010-08-14,37
2010-08-15,37
2010-08-16,37
2010-08-17,37
2010-08-18,38
2010-08-19,38
2010-08-20,39
2010-08-21,39
2010-08-22,38
2010-08-23,37
2010-08-24,39
2010-08-25,36
2010-08-26,35
2010-08-27,36
2010-08-28,34
2010-08-29,34
2010-08-30,34
2010-08-31,34
2010-09-01,35
2010-09-02,36
2010-09-03,35
2010-09-04,38
2010-09-05,36
2010-09-06,37
2010-09-07,37
2010-09-08,38
2010-09-09,41
2010-09-10,39
2010-09-11,42
2010-09-12,40
2010-09-13,41
2010-09-14,42
2010-09-15,42
2010-09-16,43
2010-09-17,44
2010-09-18,49
2010-09-19,43
2010-09-20,41
2010-09-21,40
2010-09-22,39
2010-09-23,38
2010-09-24,35
2010-09-25,34
2010-09-26,35
2010-09-27,37
2010-09-28,37
2010-09-29,39
2010-09-30,40
2010-10-01,41
2010-10-02,43
2010-10-03,43
2010-10-04,44
2010-10-05,44
2010-10-06,49
2010-10-07,45
2010-10-08,47
2010-10-09,51
2010-10-10,47
2010-10-11,48
2010-10-12,49
2010-10-13,50
2010-10-14,56
2010-10-15,54
2010-10-16,57
2010-10-17,52
2010-10-18,51
2010-10-19,53
2010-10-20,50
2010-10-21,50
2010-10-22,50
2010-10-23,55
2010-10-24,48
2010-10-25,47
2010-10-26,46
2010-10-27,48
2010-10-28,45
2010-10-29,45
2010-10-30,43
2010-10-31,42
2010-11-01,42
2010-11-02,45
2010-11-03,41
2010-11-04,40
2010-11-05,40
2010-11-06,44
2010-11-07,40
2010-11-08,40
2010-11-09,40
2010-11-10,41
2010-11-11,43
2010-11-12,43
2010-11-13,42
2010-11-14,43
2010-11-15,44
2010-11-16,48
2010-11-17,46
2010-11-18,47
2010-11-19,48
2010-11-20,56
2010-11-21,49
2010-11-22,46
2010-11-23,45
2010-11-24,46
2010-11-25,45
2010-11-26,43
2010-11-27,40
2010-11-28,40
2010-11-29,41
2010-11-30,41
2010-12-01,44
2010-12-02,42
2010-12-03,44
2010-12-04,46
2010-12-05,45
2010-12-06,46
2010-12-07,47
2010-12-08,51
