Date,JP Morgan Securities
2008-01-12,63
2008-01-13,58
2008-01-14,58
2008-01-15,59
2008-01-16,59
2008-01-17,61
2008-01-18,60
2008-01-19,63
2008-01-20,60
2008-01-21,59
2008-01-22,59
2008-01-23,58
2008-01-24,58
2008-01-25,61
2008-01-26,57
2008-01-27,56
2008-01-28,55
2008-01-29,55
2008-01-30,53
2008-01-31,55
2008-02-01,51
2008-02-02,51
2008-02-03,50
2008-02-04,49
2008-02-05,52
2008-02-06,47
2008-02-07,50
2008-02-08,45
2008-02-09,45
2008-02-10,44
2008-02-11,44
2008-02-12,47
2008-02-13,44
2008-02-14,48
2008-02-15,44
2008-02-16,45
2008-02-17,44
2008-02-18,44
2008-02-19,45
2008-02-20,44
2008-02-21,45
2008-02-22,44
2008-02-23,44
2008-02-24,44
2008-02-25,45
2008-02-26,45
2008-02-27,46
2008-02-28,47
2008-02-29,47
2008-03-01,51
2008-03-02,48
2008-03-03,48
2008-03-04,48
2008-03-05,48
2008-03-06,51
2008-03-07,48
2008-03-08,48
2008-03-09,47
2008-03-10,46
2008-03-11,48
2008-03-12,44
2008-03-13,43
2008-03-14,45
2008-03-15,42
2008-03-16,48
2008-03-17,55
2008-03-18,65
2008-03-19,72
2008-03-20,76
2008-03-21,87
2008-03-22,88
2008-03-23,82
2008-03-24,76
2008-03-25,76
2008-03-26,64
2008-03-27,60
2008-03-28,54
2008-03-29,46
2008-03-30,47
2008-03-31,48
2008-04-01,49
2008-04-02,54
2008-04-03,52
2008-04-04,58
2008-04-05,56
2008-04-06,54
2008-04-07,54
2008-04-08,53
2008-04-09,56
2008-04-10,52
2008-04-11,52
2008-04-12,55
2008-04-13,52
2008-04-14,53
2008-04-15,54
2008-04-16,54
2008-04-17,58
2008-04-18,56
2008-04-19,57
2008-04-20,56
2008-04-21,56
2008-04-22,56
2008-04-23,58
2008-04-24,56
2008-04-25,56
2008-04-26,56
2008-04-27,54
2008-04-28,52
2008-04-29,52
2008-04-30,48
2008-05-01,46
2008-05-02,47
2008-05-03,43
2008-05-04,43
2008-05-05,44
2008-05-06,46
2008-05-07,45
2008-05-08,45
2008-05-09,48
2008-05-10,47
2008-05-11,46
2008-05-12,46
2008-05-13,46
2008-05-14,46
2008-05-15,46
2008-05-16,46
2008-05-17,47
2008-05-18,45
2008-05-19,44
2008-05-20,43
2008-05-21,46
2008-05-22,42
2008-05-23,45
2008-05-24,41
2008-05-25,41
2008-05-26,42
2008-05-27,43
2008-05-28,43
2008-05-29,44
2008-05-30,47
2008-05-31,46
2008-06-01,46
2008-06-02,47
2008-06-03,48
2008-06-04,52
2008-06-05,50
2008-06-06,53
2008-06-07,55
2008-06-08,51
2008-06-09,51
2008-06-10,51
2008-06-11,50
2008-06-12,50
2008-06-13,50
2008-06-14,50
2008-06-15,50
2008-06-16,50
2008-06-17,53
2008-06-18,50
2008-06-19,53
2008-06-20,50
2008-06-21,51
2008-06-22,50
2008-06-23,50
2008-06-24,49
2008-06-25,53
2008-06-26,48
2008-06-27,48
2008-06-28,49
2008-06-29,45
2008-06-30,42
2008-07-01,40
2008-07-02,37
