Date,UBS Securities
2010-02-01,84
2010-02-02,86
2010-02-03,86
2010-02-04,85
2010-02-05,92
2010-02-06,86
2010-02-07,82
2010-02-08,78
2010-02-09,75
2010-02-10,71
2010-02-11,73
2010-02-12,66
2010-02-13,61
2010-02-14,62
2010-02-15,63
2010-02-16,64
2010-02-17,67
2010-02-18,66
2010-02-19,72
2010-02-20,69
2010-02-21,69
2010-02-22,69
2010-02-23,72
2010-02-24,69
2010-02-25,71
2010-02-26,70
2010-02-27,70
2010-02-28,69
2010-03-01,69
2010-03-02,73
2010-03-03,68
2010-03-04,67
2010-03-05,67
2010-03-06,70
2010-03-07,68
2010-03-08,69
2010-03-09,71
2010-03-10,72
2010-03-11,74
2010-03-12,75
2010-03-13,77
2010-03-14,77
2010-03-15,77
2010-03-16,78
2010-03-17,80
2010-03-18,77
2010-03-19,77
2010-03-20,78
2010-03-21,77
2010-03-22,77
2010-03-23,78
2010-03-24,82
2010-03-25,78
2010-03-26,78
2010-03-27,86
2010-03-28,77
2010-03-29,76
2010-03-30,75
2010-03-31,77
2010-05-01,78
2010-05-02,78
2010-05-03,81
2010-05-04,79
2010-05-05,79
2010-05-06,80
2010-05-07,80
2010-05-08,84
2010-05-09,79
2010-05-10,78
2010-05-11,76
2010-05-12,77
2010-05-13,73
2010-05-14,74
2010-05-15,71
2010-05-16,73
2010-05-17,75
2010-05-18,84
2010-05-19,79
2010-05-20,82
2010-05-21,86
2010-05-22,85
2010-05-23,86
2010-05-24,79
2010-05-25,76
2010-05-26,78
2010-05-27,71
2010-05-28,67
2010-05-29,65
2010-05-30,64
2010-05-31,64
2010-06-01,64
2010-06-02,65
2010-06-03,63
2010-06-04,63
2010-06-05,63
2010-06-06,63
2010-06-07,63
2010-06-08,63
2010-06-09,63
2010-06-10,63
2010-06-11,63
2010-06-12,64
2010-06-13,62
2010-06-14,61
2010-06-15,59
2010-06-16,58
2010-06-17,60
2010-06-18,55
2010-06-19,54
2010-06-20,53
2010-06-21,53
2010-06-22,52
2010-06-23,54
2010-06-24,51
2010-06-25,51
2010-06-26,51
2010-06-27,50
2010-06-28,50
2010-06-29,51
2010-06-30,49
2010-07-01,50
2010-07-02,49
2010-07-03,49
2010-07-04,49
2010-07-05,50
2010-07-06,51
2010-07-07,55
2010-07-08,53
2010-07-09,54
2010-07-10,55
2010-07-11,53
2010-07-12,51
2010-07-13,49
2010-07-14,47
2010-07-15,49
2010-07-16,43
2010-07-17,42
2010-07-18,43
2010-07-19,45
2010-07-20,46
2010-07-21,48
2010-07-22,50
2010-07-23,51
2010-07-24,56
2010-07-25,54
2010-07-26,55
2010-07-27,56
2010-07-28,62
2010-07-29,61
2010-07-30,60
2010-07-31,62
2010-08-01,61
2010-08-02,60
2010-08-03,60
2010-08-04,61
2010-08-05,58
2010-08-06,56
2010-08-07,57
2010-08-08,56
2010-08-09,56
2010-08-10,56
2010-08-11,56
2010-08-12,59
2010-08-13,56
2010-08-14,57
2010-08-15,58
2010-08-16,59
2010-08-17,60
2010-08-18,62
2010-08-19,69
2010-08-20,63
2010-08-21,69
2010-08-22,65
2010-08-23,65
2010-08-24,65
2010-08-25,66
2010-08-26,66
2010-08-27,71
2010-08-28,67
2010-08-29,65
2010-08-30,63
2010-08-31,61
2010-09-01,59
2010-09-02,57
2010-09-03,61
2010-09-04,54
2010-09-05,55
2010-09-06,56
2010-09-07,59
2010-09-08,61
2010-09-09,59
2010-09-10,60
2010-09-11,61
2010-09-12,61
2010-09-13,61
2010-09-14,65
2010-09-15,61
2010-09-16,64
2010-09-17,62
2010-09-18,64
2010-09-19,57
2010-09-20,54
2010-09-21,51
2010-09-22,48
2010-09-23,47
2010-09-24,42
2010-09-25,39
2010-09-26,41
2010-09-27,43
2010-09-28,47
2010-09-29,48
2010-09-30,50
2010-10-01,56
2010-10-02,55
2010-10-03,55
2010-10-04,55
2010-10-05,56
2010-10-06,57
2010-10-07,57
2010-10-08,59
2010-10-09,58
2010-10-10,60
2010-10-11,62
2010-10-12,65
2010-10-13,69
2010-10-14,69
2010-10-15,71
2010-10-16,80
2010-10-17,73
2010-10-18,72
2010-10-19,75
2010-10-20,73
2010-10-21,72
2010-10-22,69
2010-10-23,69
2010-10-24,66
2010-10-25,64
2010-10-26,61
2010-10-27,62
2010-10-28,56
2010-10-29,57
2010-10-30,52
2010-10-31,56
2010-11-01,61
2010-11-02,66
2010-11-03,70
2010-11-04,75
2010-11-05,80
2010-11-06,90
2010-11-07,86
2010-11-08,87
2010-11-09,92
2010-11-10,89
2010-11-11,100
2010-11-12,91
2010-11-13,103
2010-11-14,88
2010-11-15,83
2010-11-16,78
2010-11-17,73
2010-11-18,74
2010-11-19,63
2010-11-20,58
2010-11-21,57
2010-11-22,57
2010-11-23,62
2010-11-24,56
2010-11-25,64
2010-11-26,56
2010-11-27,56
2010-11-28,57
2010-11-29,58
2010-11-30,60
2010-12-01,62
2010-12-02,61
2010-12-03,66
2010-12-04,63
2010-12-05,63
2010-12-06,63
2010-12-07,66
2010-12-08,63
2010-12-09,69
2010-12-10,64
2010-12-11,64
2010-12-12,62
2010-12-13,61
