Date,Credit Suisse
2006-10-07,69
2006-10-08,69
2006-10-09,70
2006-10-10,71
2006-10-11,72
2006-10-12,72
2006-10-13,73
2006-10-14,74
2006-10-15,75
2006-10-16,77
2006-10-17,78
2006-10-18,80
2006-10-19,81
2006-10-20,82
2006-10-21,84
2006-10-22,82
2006-10-23,79
2006-10-24,77
2006-10-25,75
2006-10-26,73
2006-10-27,71
2006-10-28,69
2006-10-29,67
2006-10-30,66
2006-10-31,65
2006-11-01,64
2006-11-02,63
2006-11-03,62
2006-11-04,61
2006-11-05,60
2006-11-06,60
2006-11-07,60
2006-11-08,59
2006-11-09,59
2006-11-10,59
2006-11-11,59
2006-11-12,59
2006-11-13,61
2006-11-14,62
2006-11-15,63
2006-11-16,64
2006-11-17,65
2006-11-18,66
2006-11-19,66
2006-11-20,65
2006-11-21,65
2006-11-22,65
2006-11-23,65
2006-11-24,65
2006-11-25,65
2006-11-26,65
2006-11-27,66
2006-11-28,67
2006-11-29,67
2006-11-30,68
2006-12-01,68
2006-12-02,69
2006-12-03,69
2006-12-04,68
2006-12-05,68
2006-12-06,68
2006-12-07,68
2006-12-08,67
2006-12-09,67
2006-12-10,65
2006-12-11,63
2006-12-12,61
2006-12-13,60
2006-12-14,58
2006-12-15,56
2006-12-16,55
2006-12-17,59
2006-12-18,63
2006-12-19,68
2006-12-20,72
2006-12-21,76
2006-12-22,81
2006-12-23,85
2006-12-24,82
2006-12-25,79
2006-12-26,76
2006-12-27,73
2006-12-28,70
2006-12-29,67
2006-12-30,64
2006-12-31,63
2007-01-07,62
2007-01-08,67
2007-01-09,72
2007-01-10,77
2007-01-11,82
2007-01-12,87
2007-01-13,92
2007-01-14,90
2007-01-15,87
2007-01-16,85
2007-01-17,83
2007-01-18,81
2007-01-19,79
2007-01-20,77
2007-01-21,78
2007-01-22,80
2007-01-23,81
2007-01-24,83
2007-01-25,84
2007-01-26,86
2007-01-27,88
2007-01-28,87
2007-01-29,88
2007-01-30,88
2007-01-31,88
2007-02-01,88
2007-02-02,88
2007-02-03,88
2007-02-04,85
2007-02-05,81
2007-02-06,78
2007-02-07,75
2007-02-08,72
2007-02-09,69
2007-02-10,66
2007-02-11,66
2007-02-12,66
2007-02-13,66
2007-02-14,66
2007-02-15,67
2007-02-16,67
2007-02-17,67
2007-02-18,64
2007-02-19,61
2007-02-20,58
2007-02-21,56
2007-02-22,53
2007-02-23,50
2007-02-24,48
2007-02-25,50
2007-02-26,54
2007-02-27,56
2007-02-28,59
2007-03-01,62
2007-03-02,65
2007-03-03,68
2007-03-04,67
2007-03-05,66
2007-03-06,65
2007-03-07,64
2007-03-08,63
2007-03-09,62
2007-03-10,61
2007-03-11,58
2007-03-12,55
2007-03-13,52
2007-03-14,50
2007-03-15,47
2007-03-16,44
2007-03-17,42
2007-03-18,42
2007-03-19,43
2007-03-20,44
2007-03-21,45
2007-03-22,46
2007-03-23,47
2007-03-24,48
2007-03-25,50
2007-04-01,61
2007-04-02,62
2007-04-03,63
2007-04-04,64
2007-04-05,65
2007-04-06,66
2007-04-07,68
2007-04-08,69
2007-04-09,71
2007-04-10,72
2007-04-11,73
2007-04-12,75
2007-04-13,76
2007-04-14,78
2007-04-15,77
2007-04-16,76
2007-04-17,76
2007-04-18,75
2007-04-19,75
2007-04-20,74
2007-04-21,74
2007-04-22,70
2007-04-23,67
2007-04-24,64
2007-04-25,61
2007-04-26,58
2007-04-27,54
2007-04-28,51
2007-04-29,50
2007-04-30,48
2007-05-01,47
2007-05-02,46
2007-05-03,45
2007-05-04,44
2007-05-05,43
2007-05-06,47
2007-05-07,53
2007-05-08,58
2007-05-09,63
2007-05-10,68
2007-05-11,73
2007-05-12,78
2007-05-13,76
2007-05-14,71
2007-05-15,68
2007-05-16,66
2007-05-17,63
2007-05-18,60
2007-05-19,58
2007-05-20,59
2007-05-21,60
2007-05-22,62
2007-05-23,63
2007-05-24,65
2007-05-25,66
2007-05-26,68
2007-05-27,68
2007-05-28,69
2007-05-29,69
2007-05-30,69
2007-05-31,70
2007-06-01,70
2007-06-02,71
2007-06-03,71
2007-06-04,71
2007-06-05,71
2007-06-06,71
2007-06-07,71
2007-06-08,71
2007-06-09,72
2007-06-10,71
2007-06-11,72
2007-06-12,72
2007-06-13,72
2007-06-14,71
2007-06-15,71
2007-06-16,71
2007-06-17,70
2007-06-18,67
2007-06-19,66
2007-06-20,64
2007-06-21,63
2007-06-22,61
2007-06-23,60
2007-06-24,62
2007-07-01,73
2007-07-02,72
2007-07-03,71
2007-07-04,70
2007-07-05,69
2007-07-06,68
2007-07-07,67
2007-07-08,71
2007-07-09,76
2007-07-10,81
2007-07-11,85
2007-07-12,90
2007-07-13,95
2007-07-14,100
2007-07-15,97
2007-07-16,95
2007-07-17,92
2007-07-18,90
2007-07-19,87
2007-07-20,84
2007-07-21,81
2007-07-22,81
2007-07-23,79
2007-07-24,78
2007-07-25,77
2007-07-26,76
2007-07-27,75
2007-07-28,75
2007-07-29,74
2007-07-30,73
2007-07-31,72
2007-08-01,72
2007-08-02,71
2007-08-03,70
2007-08-04,70
2007-08-05,69
2007-08-06,69
2007-08-07,69
2007-08-08,69
2007-08-09,68
2007-08-10,68
2007-08-11,68
2007-08-12,68
2007-08-13,67
2007-08-14,67
2007-08-15,66
2007-08-16,66
2007-08-17,66
2007-08-18,66
2007-08-19,67
2007-08-20,68
2007-08-21,69
2007-08-22,70
2007-08-23,71
2007-08-24,72
2007-08-25,74
2007-08-26,75
2007-08-27,76
2007-08-28,77
2007-08-29,78
2007-08-30,79
2007-08-31,80
2007-09-01,81
2007-09-02,79
2007-09-03,77
2007-09-04,75
2007-09-05,73
2007-09-06,71
2007-09-07,69
2007-09-08,68
2007-09-09,67
2007-09-10,66
2007-09-11,66
2007-09-12,65
2007-09-13,65
2007-09-14,64
2007-09-15,64
2007-09-16,63
2007-09-17,62
2007-09-18,62
2007-09-19,61
2007-09-20,60
2007-09-21,60
2007-09-22,59
2007-09-23,58
2007-09-24,57
2007-09-25,56
2007-09-26,55
2007-09-27,54
2007-09-28,53
2007-09-29,53
2007-09-30,54
2007-10-07,61
2007-10-08,62
2007-10-09,62
2007-10-10,63
2007-10-11,64
2007-10-12,64
2007-10-13,65
2007-10-14,65
2007-10-15,65
2007-10-16,65
2007-10-17,64
2007-10-18,64
2007-10-19,64
2007-10-20,64
2007-10-21,62
2007-10-22,60
2007-10-23,58
2007-10-24,57
2007-10-25,55
2007-10-26,53
2007-10-27,52
2007-10-28,55
2007-10-29,59
2007-10-30,62
2007-10-31,66
2007-11-01,69
2007-11-02,73
2007-11-03,76
2007-11-04,74
2007-11-05,71
2007-11-06,69
2007-11-07,67
2007-11-08,65
2007-11-09,62
2007-11-10,60
2007-11-11,59
2007-11-12,57
2007-11-13,55
2007-11-14,54
2007-11-15,52
2007-11-16,51
2007-11-17,50
2007-11-18,51
2007-11-19,53
2007-11-20,55
2007-11-21,57
2007-11-22,58
2007-11-23,60
2007-11-24,62
2007-11-25,59
2007-11-26,57
2007-11-27,54
2007-11-28,52
2007-11-29,49
2007-11-30,47
2007-12-01,45
2007-12-02,46
2007-12-03,48
2007-12-04,49
2007-12-05,51
2007-12-06,52
2007-12-07,54
