Date,Goldman Sachs
2010-09-01,51
2010-09-02,50
2010-09-03,52
2010-09-04,48
2010-09-05,47
2010-09-06,47
2010-09-07,47
2010-09-08,46
2010-09-09,48
2010-09-10,46
2010-09-11,48
2010-09-12,45
2010-09-13,45
2010-09-14,46
2010-09-15,44
2010-09-16,43
2010-09-17,44
2010-09-18,43
2010-09-19,43
2010-09-20,43
2010-09-21,43
2010-09-22,45
2010-09-23,43
2010-09-24,43
2010-09-25,43
2010-09-26,44
2010-09-27,45
2010-09-28,46
2010-09-29,48
2010-09-30,50
2010-10-01,49
2010-10-02,52
2010-10-03,52
2010-10-04,53
2010-10-05,54
2010-10-06,55
2010-10-07,63
2010-10-08,57
2010-10-09,59
2010-10-10,58
2010-10-11,57
2010-10-12,56
2010-10-13,59
2010-10-14,55
2010-10-15,57
2010-10-16,54
2010-10-17,54
2010-10-18,55
2010-10-19,56
2010-10-20,57
2010-10-21,58
2010-10-22,58
2010-10-23,59
2010-10-24,60
2010-10-25,62
2010-10-26,66
2010-10-27,65
2010-10-28,67
2010-10-29,75
2010-10-30,71
2010-10-31,70
2010-11-01,70
2010-11-02,70
2010-11-03,73
2010-11-04,70
2010-11-05,76
2010-11-06,70
2010-11-07,70
2010-11-08,70
2010-11-09,71
2010-11-10,74
2010-11-11,77
2010-11-12,72
2010-11-13,78
2010-11-14,70
2010-11-15,68
2010-11-16,68
2010-11-17,67
2010-11-18,61
2010-11-19,60
2010-11-20,57
2010-11-21,55
2010-11-22,53
2010-11-23,55
2010-11-24,50
2010-11-25,51
2010-11-26,46
2010-11-27,45
2010-11-28,46
2010-11-29,47
2010-11-30,48
2010-12-01,49
2010-12-02,50
2010-12-03,53
2010-12-04,54
2010-12-05,53
2010-12-06,55
2010-12-07,62
2010-12-08,60
2010-12-09,60
2010-12-10,66
2010-12-11,64
2010-12-12,62
2010-12-13,61
2010-12-14,59
2010-12-15,62
2010-12-16,58
2010-12-17,55
2010-12-18,56
2010-12-19,52
2010-12-20,51
2010-12-21,50
2010-12-22,49
2010-12-23,47
2010-12-24,46
2010-12-25,45
2010-12-26,45
2010-12-27,45
2010-12-28,46
2010-12-29,46
2010-12-30,46
2010-12-31,46
2011-01-01,47
2011-01-02,50
2011-01-03,54
2011-01-04,58
2011-01-05,66
2011-01-06,65
2011-01-07,69
2011-01-08,75
2011-01-09,72
2011-01-10,71
2011-01-11,77
2011-01-12,70
2011-01-13,70
2011-01-14,69
2011-01-15,73
2011-01-16,69
2011-01-17,69
2011-01-18,69
2011-01-19,69
2011-01-20,70
2011-01-21,74
2011-01-22,70
2011-01-23,68
2011-01-24,66
2011-01-25,66
2011-01-26,62
2011-01-27,60
2011-01-28,63
2011-01-29,56
2011-01-30,54
2011-01-31,52
2011-02-01,50
2011-02-02,49
2011-02-03,47
2011-02-04,47
2011-02-05,46
2011-02-06,44
2011-02-07,45
2011-02-08,45
2011-02-09,46
2011-02-10,46
2011-02-11,50
2011-02-12,48
2011-02-13,49
2011-02-14,50
2011-02-15,51
2011-02-16,53
2011-02-17,54
2011-02-18,55
2011-02-19,61
2011-02-20,55
2011-02-21,54
2011-02-22,52
2011-02-23,51
2011-02-24,52
2011-02-25,48
2011-02-26,50
2011-02-27,48
2011-02-28,49
2011-03-01,50
2011-03-02,54
2011-03-03,54
2011-03-04,53
2011-03-05,55
2011-03-06,54
2011-03-07,54
2011-03-08,58
2011-03-09,53
2011-03-10,53
