Date,JP Morgan Securities
2009-11-01,60
2009-11-02,62
2009-11-03,62
2009-11-04,65
2009-11-05,64
2009-11-06,66
2009-11-07,66
2009-11-08,67
2009-11-09,68
2009-11-10,70
2009-11-11,74
2009-11-12,73
2009-11-13,80
2009-11-14,77
2009-11-15,76
2009-11-16,76
2009-11-17,76
2009-11-18,80
2009-11-19,76
2009-11-20,79
2009-11-21,77
2009-11-22,75
2009-11-23,74
2009-11-24,73
2009-11-25,74
2009-11-26,74
2009-11-27,70
2009-11-28,69
2009-11-29,69
2009-11-30,69
2009-12-01,74
2009-12-02,70
2009-12-03,74
2009-12-04,70
2009-12-05,71
2009-12-06,72
2009-12-07,73
2009-12-08,74
2009-12-09,80
2009-12-10,76
2009-12-11,77
2009-12-12,79
2009-12-13,76
2009-12-14,74
2009-12-15,77
2009-12-16,71
2009-12-17,72
2009-12-18,71
2009-12-19,69
2009-12-20,63
2009-12-21,60
2009-12-22,57
2009-12-23,56
2009-12-24,51
2009-12-25,47
2009-12-26,44
2009-12-27,45
2009-12-28,46
2009-12-29,47
2009-12-30,48
2009-12-31,50
2010-01-01,50
2010-01-02,52
2010-01-03,56
2010-01-04,60
2010-01-05,64
2010-01-06,71
2010-01-07,72
2010-01-08,81
2010-01-09,81
2010-01-10,83
2010-01-11,86
2010-01-12,94
2010-01-13,91
2010-01-14,96
2010-01-15,97
2010-01-16,117
2010-01-17,101
2010-01-18,95
2010-01-19,93
2010-01-20,97
2010-01-21,89
2010-01-22,88
2010-01-23,89
2010-01-24,83
2010-01-25,81
2010-01-26,79
2010-01-27,82
2010-01-28,75
2010-01-29,73
2010-01-30,74
2010-01-31,72
2010-02-01,73
2010-02-02,81
2010-02-03,75
2010-02-04,76
2010-02-05,80
2010-02-06,79
2010-02-07,76
2010-02-08,75
2010-02-09,74
2010-02-10,83
2010-02-11,72
2010-02-12,72
2010-02-13,70
2010-02-14,69
2010-02-15,68
2010-02-16,67
2010-02-17,71
2010-02-18,67
2010-02-19,64
2010-02-20,66
2010-02-21,64
2010-02-22,66
2010-02-23,67
2010-02-24,70
2010-02-25,74
2010-02-26,72
2010-02-27,82
2010-02-28,75
2010-03-01,76
2010-03-02,77
2010-03-03,83
2010-03-04,80
2010-03-05,82
2010-03-06,90
2010-03-07,83
2010-03-08,82
2010-03-09,83
2010-03-10,85
2010-03-11,82
2010-03-12,82
2010-03-13,90
2010-03-14,82
2010-03-15,83
2010-03-16,84
2010-03-17,87
2010-03-18,85
2010-03-19,91
2010-03-20,94
2010-03-21,86
2010-03-22,86
2010-03-23,85
2010-03-24,85
2010-03-25,87
2010-03-26,90
2010-03-27,84
2010-03-28,83
2010-03-29,82
2010-03-30,83
2010-03-31,81
2010-05-01,77
2010-05-02,76
2010-05-03,78
2010-05-04,75
2010-05-05,75
2010-05-06,74
2010-05-07,74
2010-05-08,79
2010-05-09,73
2010-05-10,73
2010-05-11,74
2010-05-12,73
2010-05-13,73
2010-05-14,77
2010-05-15,76
2010-05-16,71
2010-05-17,69
2010-05-18,67
2010-05-19,67
2010-05-20,63
2010-05-21,67
2010-05-22,60
2010-05-23,61
2010-05-24,62
2010-05-25,63
2010-05-26,68
2010-05-27,65
2010-05-28,66
2010-05-29,67
2010-05-30,65
2010-05-31,64
2010-06-01,63
2010-06-02,61
2010-06-03,60
2010-06-04,62
2010-06-05,58
2010-06-06,60
2010-06-07,63
2010-06-08,67
2010-06-09,69
2010-06-10,73
2010-06-11,78
2010-06-12,78
2010-06-13,77
2010-06-14,77
2010-06-15,79
2010-06-16,77
2010-06-17,77
2010-06-18,88
2010-06-19,77
2010-06-20,73
2010-06-21,70
2010-06-22,73
2010-06-23,63
2010-06-24,61
2010-06-25,57
2010-06-26,53
2010-06-27,54
2010-06-28,55
2010-06-29,61
2010-06-30,58
2010-07-01,62
2010-07-02,61
2010-07-03,68
2010-07-04,61
2010-07-05,60
2010-07-06,59
2010-07-07,58
2010-07-08,61
2010-07-09,56
2010-07-10,57
2010-07-11,59
2010-07-12,63
2010-07-13,68
2010-07-14,75
2010-07-15,77
2010-07-16,89
2010-07-17,90
2010-07-18,83
2010-07-19,80
2010-07-20,77
2010-07-21,75
2010-07-22,76
2010-07-23,78
2010-07-24,67
2010-07-25,67
2010-07-26,68
2010-07-27,72
2010-07-28,69
2010-07-29,73
2010-07-30,70
2010-07-31,71
2010-08-01,70
2010-08-02,70
2010-08-03,74
2010-08-04,69
2010-08-05,77
2010-08-06,72
2010-08-07,69
2010-08-08,67
2010-08-09,66
2010-08-10,65
2010-08-11,68
2010-08-12,68
2010-08-13,62
2010-08-14,61
2010-08-15,61
2010-08-16,62
2010-08-17,63
2010-08-18,64
2010-08-19,65
2010-08-20,66
2010-08-21,68
2010-08-22,65
2010-08-23,63
2010-08-24,66
2010-08-25,60
2010-08-26,59
2010-08-27,60
2010-08-28,56
2010-08-29,55
2010-08-30,54
2010-08-31,53
2010-09-01,53
2010-09-02,53
2010-09-03,51
2010-09-04,54
2010-09-05,52
2010-09-06,53
2010-09-07,54
2010-09-08,56
2010-09-09,60
2010-09-10,58
2010-09-11,63
2010-09-12,61
2010-09-13,62
2010-09-14,64
2010-09-15,65
2010-09-16,66
2010-09-17,68
2010-09-18,75
2010-09-19,68
2010-09-20,67
2010-09-21,66
2010-09-22,66
2010-09-23,67
2010-09-24,63
2010-09-25,64
2010-09-26,64
2010-09-27,67
2010-09-28,67
2010-09-29,69
2010-09-30,70
2010-10-01,72
2010-10-02,74
2010-10-03,73
2010-10-04,73
2010-10-05,72
2010-10-06,79
2010-10-07,71
2010-10-08,72
2010-10-09,77
2010-10-10,72
2010-10-11,74
2010-10-12,76
2010-10-13,78
2010-10-14,88
2010-10-15,85
2010-10-16,90
2010-10-17,83
2010-10-18,82
2010-10-19,84
2010-10-20,80
2010-10-21,79
2010-10-22,78
2010-10-23,87
2010-10-24,75
2010-10-25,74
2010-10-26,72
2010-10-27,75
2010-10-28,70
2010-10-29,71
2010-10-30,67
2010-10-31,66
2010-11-01,65
2010-11-02,69
2010-11-03,63
2010-11-04,62
2010-11-05,61
2010-11-06,67
2010-11-07,62
2010-11-08,63
2010-11-09,64
2010-11-10,66
2010-11-11,70
2010-11-12,70
2010-11-13,70
2010-11-14,71
2010-11-15,73
2010-11-16,79
2010-11-17,76
2010-11-18,78
2010-11-19,79
2010-11-20,92
2010-11-21,80
2010-11-22,75
2010-11-23,72
2010-11-24,73
2010-11-25,69
2010-11-26,66
2010-11-27,60
2010-11-28,60
2010-11-29,61
2010-11-30,62
2010-12-01,67
2010-12-02,64
2010-12-03,66
2010-12-04,69
2010-12-05,69
2010-12-06,73
2010-12-07,77
2010-12-08,85
2010-12-09,87
2010-12-10,88
2010-12-11,92
2010-12-12,90
2010-12-13,86
2010-12-14,83
2010-12-15,83
2010-12-16,77
2010-12-17,76
2010-12-18,77
2010-12-19,69
2010-12-20,67
2010-12-21,65
2010-12-22,63
2010-12-23,64
2010-12-24,59
2010-12-25,57
2010-12-26,56
2010-12-27,56
2010-12-28,56
2010-12-29,55
2010-12-30,60
2010-12-31,55
2011-01-01,56
2011-01-02,56
2011-01-03,57
2011-01-04,62
2011-01-05,62
2011-01-06,62
2011-01-07,65
2011-01-08,69
2011-01-09,67
2011-01-10,69
2011-01-11,71
2011-01-12,73
2011-01-13,75
2011-01-14,77
2011-01-15,94
2011-01-16,78
2011-01-17,77
2011-01-18,76
2011-01-19,75
2011-01-20,80
2011-01-21,73
2011-01-22,80
2011-01-23,71
2011-01-24,70
2011-01-25,69
2011-01-26,68
2011-01-27,74
2011-01-28,66
2011-01-29,72
2011-01-30,64
2011-01-31,63
2011-02-01,62
2011-02-02,61
2011-02-03,60
2011-02-04,59
2011-02-05,58
2011-02-06,60
2011-02-07,62
2011-02-08,68
2011-02-09,66
2011-02-10,68
2011-02-11,70
2011-02-12,82
2011-02-13,72
2011-02-14,72
2011-02-15,73
2011-02-16,73
2011-02-17,78
2011-02-18,74
2011-02-19,85
2011-02-20,72
2011-02-21,69
