Date,Barclays Capital
2010-12-01,47
2010-12-02,48
2010-12-03,49
2010-12-04,56
2010-12-05,48
2010-12-06,47
2010-12-07,47
2010-12-08,46
2010-12-09,45
2010-12-10,45
2010-12-11,51
2010-12-12,44
2010-12-13,44
2010-12-14,46
2010-12-15,45
2010-12-16,49
2010-12-17,46
2010-12-18,55
2010-12-19,45
2010-12-20,44
2010-12-21,43
2010-12-22,44
2010-12-23,41
2010-12-24,42
2010-12-25,43
2010-12-26,38
2010-12-27,37
2010-12-28,36
2010-12-29,35
2010-12-30,34
2010-12-31,34
2011-01-01,37
2011-01-02,35
2011-01-03,38
2011-01-04,41
2011-01-05,44
2011-01-06,47
2011-01-07,54
2011-01-08,58
2011-01-09,53
2011-01-10,54
2011-01-11,55
2011-01-12,56
2011-01-13,58
2011-01-14,57
2011-01-15,68
2011-01-16,58
2011-01-17,58
2011-01-18,58
2011-01-19,61
2011-01-20,58
2011-01-21,58
2011-01-22,67
2011-01-23,57
2011-01-24,56
2011-01-25,56
2011-01-26,54
2011-01-27,57
2011-01-28,52
2011-01-29,56
2011-01-30,54
2011-01-31,50
2011-02-01,53
2011-02-02,49
2011-02-03,49
2011-02-04,50
2011-02-05,54
2011-02-06,53
2011-02-07,51
2011-02-08,54
2011-02-09,53
2011-02-10,54
2011-02-11,56
2011-02-12,58
2011-02-13,65
2011-02-14,62
2011-02-15,65
2011-02-16,74
2011-02-17,72
2011-02-18,77
2011-02-19,88
2011-02-20,75
2011-02-21,72
2011-02-22,70
2011-02-23,66
2011-02-24,67
2011-02-25,60
2011-02-26,66
2011-02-27,61
2011-02-28,55
2011-03-01,54
2011-03-02,52
2011-03-03,51
2011-03-04,50
2011-03-05,52
2011-03-06,53
2011-03-07,49
2011-03-08,52
2011-03-09,50
2011-03-10,50
2011-03-11,52
2011-03-12,58
2011-03-13,53
2011-03-14,50
2011-03-15,49
2011-03-16,50
2011-03-17,50
2011-03-18,48
2011-03-19,54
2011-03-20,49
2011-03-21,47
2011-03-22,46
2011-03-23,46
2011-03-24,47
2011-03-25,46
2011-03-26,48
2011-03-27,44
2011-03-28,44
2011-03-29,44
2011-03-30,45
2011-03-31,45
2011-04-01,43
2011-04-02,49
2011-04-03,43
2011-04-04,43
2011-04-05,46
2011-04-06,43
2011-04-07,45
2011-04-08,43
2011-04-09,50
2011-04-10,43
2011-04-11,43
2011-04-12,43
2011-04-13,44
2011-04-14,45
2011-04-15,48
2011-04-16,51
2011-04-17,43
2011-04-18,41
2011-04-19,42
2011-04-20,38
2011-04-21,37
2011-04-22,39
2011-04-23,35
2011-04-24,34
2011-04-25,34
2011-04-26,34
2011-04-27,34
2011-04-28,35
2011-04-29,38
2011-04-30,38
2011-05-01,35
2011-05-02,36
2011-05-03,37
2011-05-04,40
2011-05-05,39
2011-05-06,40
2011-05-07,47
2011-05-08,41
2011-05-09,41
2011-05-10,43
2011-05-11,44
2011-05-12,42
2011-05-13,44
2011-05-14,47
2011-05-15,43
2011-05-16,42
2011-05-17,42
2011-05-18,41
2011-05-19,40
2011-05-20,40
2011-05-21,47
2011-05-22,39
2011-05-23,39
2011-05-24,39
2011-05-25,38
2011-05-26,39
2011-05-27,38
2011-05-28,44
2011-05-29,37
2011-05-30,39
2011-05-31,37
2011-06-01,37
2011-06-02,37
2011-06-03,39
2011-06-04,41
2011-06-05,37
2011-06-06,37
2011-06-07,38
2011-06-08,37
2011-06-09,38
2011-06-10,37
2011-06-11,40
2011-06-12,39
2011-06-13,38
2011-06-14,40
2011-06-15,40
2011-06-16,42
2011-06-17,42
2011-06-18,49
2011-06-19,43
2011-06-20,43
2011-06-21,43
2011-06-22,45
2011-06-23,43
2011-06-24,44
2011-06-25,45
2011-06-26,43
2011-06-27,42
2011-06-28,41
2011-06-29,44
2011-06-30,40
2011-07-01,41
2011-07-02,44
2011-07-03,43
2011-07-04,39
2011-07-05,38
2011-07-06,38
2011-07-07,39
2011-07-08,37
2011-07-09,42
2011-07-10,39
2011-07-11,37
2011-07-12,37
2011-07-13,38
2011-07-14,39
2011-07-15,39
2011-07-16,42
2011-07-17,42
2011-07-18,41
2011-07-19,44
2011-07-20,44
2011-07-21,44
2011-07-22,47
2011-07-23,55
2011-07-24,45
2011-07-25,44
2011-07-26,43
2011-07-27,43
2011-07-28,43
2011-07-29,40
2011-07-30,42
2011-07-31,44
2011-08-01,47
2011-08-02,51
2011-08-03,58
2011-08-04,60
2011-08-05,64
2011-08-06,80
2011-08-07,74
2011-08-08,74
2011-08-09,77
2011-08-10,80
2011-08-11,87
2011-08-12,86
2011-08-13,103
2011-08-14,88
2011-08-15,83
2011-08-16,82
2011-08-17,78
2011-08-18,74
2011-08-19,71
2011-08-20,81
2011-08-21,69
2011-08-22,69
2011-08-23,71
2011-08-24,69
2011-08-25,69
2011-08-26,70
