Date,Cohen and Company
2007-01-01,70
2007-01-02,70
2007-01-03,71
2007-01-04,71
2007-01-05,72
2007-01-06,73
2007-01-07,73
2007-01-08,74
2007-01-09,75
2007-01-10,75
2007-01-11,76
2007-01-12,77
2007-01-13,77
2007-01-14,78
2007-01-15,79
2007-01-16,79
2007-01-17,80
2007-01-18,80
2007-01-19,81
2007-01-20,82
2007-01-21,82
2007-01-22,83
2007-01-23,84
2007-01-24,84
2007-01-25,85
2007-01-26,86
2007-01-27,86
2007-01-28,87
2007-01-29,88
2007-01-30,88
2007-01-31,89
2007-02-01,90
2007-02-02,88
2007-02-03,87
2007-02-04,86
2007-02-05,85
2007-02-06,84
2007-02-07,83
2007-02-08,82
2007-02-09,81
2007-02-10,80
2007-02-11,79
2007-02-12,78
2007-02-13,77
2007-02-14,76
2007-02-15,75
2007-02-16,73
2007-02-17,72
2007-02-18,71
2007-02-19,70
2007-02-20,69
2007-02-21,68
2007-02-22,67
2007-02-23,66
2007-02-24,65
2007-02-25,64
2007-02-26,63
2007-02-27,62
2007-02-28,61
2007-03-01,60
2007-03-02,60
2007-03-03,60
2007-03-04,60
2007-03-05,61
2007-03-06,61
2007-03-07,61
2007-03-08,61
2007-03-09,62
2007-03-10,62
2007-03-11,62
2007-03-12,62
2007-03-13,63
2007-03-14,63
2007-03-15,63
2007-03-16,63
2007-03-17,64
2007-03-18,64
2007-03-19,64
2007-03-20,64
2007-03-21,65
2007-03-22,65
2007-03-23,65
2007-03-24,65
2007-03-25,66
2007-03-26,66
2007-03-27,66
2007-03-28,66
2007-03-29,67
2007-03-30,67
2007-03-31,67
2007-04-01,68
2007-04-02,68
2007-04-03,68
2007-04-04,68
2007-04-05,68
2007-04-06,69
2007-04-07,69
2007-04-08,69
2007-04-09,69
2007-04-10,70
2007-04-11,70
2007-04-12,70
2007-04-13,70
2007-04-14,71
2007-04-15,71
2007-04-16,71
2007-04-17,71
2007-04-18,71
2007-04-19,72
2007-04-20,72
2007-04-21,72
2007-04-22,72
2007-04-23,73
2007-04-24,73
2007-04-25,73
2007-04-26,73
2007-04-27,74
2007-04-28,74
2007-04-29,74
2007-04-30,74
2007-05-01,75
2007-05-02,75
2007-05-03,75
2007-05-04,75
2007-05-05,76
2007-05-06,76
2007-05-07,76
2007-05-08,76
2007-05-09,77
2007-05-10,77
2007-05-11,77
2007-05-12,77
2007-05-13,78
2007-05-14,78
2007-05-15,78
2007-05-16,78
2007-05-17,79
2007-05-18,79
2007-05-19,79
2007-05-20,79
2007-05-21,80
2007-05-22,80
2007-05-23,80
2007-05-24,80
2007-05-25,81
2007-05-26,81
2007-05-27,81
2007-05-28,81
2007-05-29,82
2007-05-30,82
2007-05-31,82
2007-06-01,83
2007-06-02,83
2007-06-03,84
2007-06-04,84
2007-06-05,85
2007-06-06,85
2007-06-07,86
2007-06-08,86
2007-06-09,87
2007-06-10,88
2007-06-11,88
2007-06-12,89
2007-06-13,89
2007-06-14,90
2007-06-15,90
2007-06-16,91
2007-06-17,92
2007-06-18,92
2007-06-19,93
2007-06-20,93
2007-06-21,94
2007-06-22,94
2007-06-23,95
2007-06-24,96
2007-06-25,96
2007-06-26,97
2007-06-27,97
2007-06-28,98
2007-06-29,98
2007-06-30,99
2007-07-01,100
2007-07-02,98
2007-07-03,97
2007-07-04,96
2007-07-05,95
2007-07-06,94
2007-07-07,93
2007-07-08,92
2007-07-09,90
2007-07-10,89
2007-07-11,88
2007-07-12,87
2007-07-13,86
2007-07-14,85
2007-07-15,84
2007-07-16,83
2007-07-17,81
2007-07-18,80
2007-07-19,79
2007-07-20,78
2007-07-21,77
2007-07-22,76
2007-07-23,75
2007-07-24,74
2007-07-25,72
2007-07-26,71
2007-07-27,70
2007-07-28,69
2007-07-29,68
2007-07-30,67
2007-07-31,66
2007-08-01,65
2007-08-02,65
2007-08-03,66
2007-08-04,66
2007-08-05,67
2007-08-06,67
2007-08-07,68
2007-08-08,68
2007-08-09,69
2007-08-10,69
2007-08-11,70
2007-08-12,71
2007-08-13,71
2007-08-14,72
2007-08-15,72
2007-08-16,73
2007-08-17,73
2007-08-18,74
2007-08-19,74
2007-08-20,75
2007-08-21,75
2007-08-22,76
2007-08-23,77
2007-08-24,77
2007-08-25,78
2007-08-26,78
2007-08-27,79
2007-08-28,79
2007-08-29,80
2007-08-30,80
2007-08-31,81
2007-09-01,82
2007-09-02,81
2007-09-03,81
2007-09-04,81
2007-09-05,81
2007-09-06,81
2007-09-07,81
2007-09-08,81
2007-09-09,81
2007-09-10,81
2007-09-11,81
2007-09-12,81
2007-09-13,81
2007-09-14,81
2007-09-15,81
2007-09-16,81
2007-09-17,81
2007-09-18,81
2007-09-19,81
2007-09-20,81
2007-09-21,81
2007-09-22,81
2007-09-23,81
2007-09-24,81
2007-09-25,81
2007-09-26,81
2007-09-27,81
2007-09-28,81
2007-09-29,81
2007-09-30,81
2007-10-01,81
2007-10-02,79
2007-10-03,78
2007-10-04,77
2007-10-05,75
2007-10-06,74
2007-10-07,73
2007-10-08,71
2007-10-09,70
2007-10-10,69
2007-10-11,68
2007-10-12,66
2007-10-13,65
2007-10-14,64
2007-10-15,62
2007-10-16,61
2007-10-17,60
2007-10-18,59
2007-10-19,57
2007-10-20,56
2007-10-21,55
2007-10-22,53
2007-10-23,52
2007-10-24,51
2007-10-25,50
2007-10-26,48
2007-10-27,47
2007-10-28,46
2007-10-29,44
2007-10-30,43
2007-10-31,42
2007-11-01,41
2007-11-02,41
2007-11-03,41
2007-11-04,41
2007-11-05,41
2007-11-06,41
2007-11-07,41
2007-11-08,41
2007-11-09,41
2007-11-10,41
2007-11-11,42
2007-11-12,42
2007-11-13,42
2007-11-14,42
2007-11-15,42
2007-11-16,42
2007-11-17,42
2007-11-18,42
2007-11-19,42
2007-11-20,42
2007-11-21,43
2007-11-22,43
2007-11-23,43
2007-11-24,43
2007-11-25,43
2007-11-26,43
2007-11-27,43
2007-11-28,43
2007-11-29,43
2007-11-30,43
2007-12-01,44
2007-12-02,44
2007-12-03,44
2007-12-04,44
2007-12-05,44
2007-12-06,45
2007-12-07,45
2007-12-08,45
2007-12-09,45
2007-12-10,46
2007-12-11,46
2007-12-12,46
2007-12-13,46
2007-12-14,46
2007-12-15,47
2007-12-16,47
2007-12-17,47
2007-12-18,47
2007-12-19,48
2007-12-20,48
