Date,Citibank
2009-06-01,79
2009-06-02,84
2009-06-03,74
2009-06-04,72
2009-06-05,69
2009-06-06,67
2009-06-07,67
2009-06-08,67
2009-06-09,76
2009-06-10,68
2009-06-11,68
2009-06-12,68
2009-06-13,71
2009-06-14,68
2009-06-15,67
2009-06-16,69
2009-06-17,66
2009-06-18,69
2009-06-19,64
2009-06-20,64
2009-06-21,65
2009-06-22,66
2009-06-23,70
2009-06-24,69
2009-06-25,70
2009-06-26,71
2009-06-27,73
2009-06-28,74
2009-06-29,75
2009-06-30,80
2009-07-01,83
2009-07-02,80
2009-07-03,81
2009-07-04,86
2009-07-05,81
2009-07-06,79
2009-07-07,77
2009-07-08,75
2009-07-09,73
2009-07-10,74
2009-07-11,70
2009-07-12,70
2009-07-13,70
2009-07-14,70
2009-07-15,70
2009-07-16,73
2009-07-17,70
2009-07-18,70
2009-07-19,69
2009-07-20,70
2009-07-21,70
2009-07-22,68
2009-07-23,67
2009-07-24,67
2009-07-25,67
2009-07-26,67
2009-07-27,68
2009-07-28,71
2009-07-29,75
2009-07-30,71
2009-07-31,72
2009-08-01,73
2009-08-02,74
2009-08-03,76
2009-08-04,78
2009-08-05,83
2009-08-06,82
2009-08-07,84
2009-08-08,86
2009-08-09,84
2009-08-10,82
2009-08-11,88
2009-08-12,81
2009-08-13,78
2009-08-14,80
2009-08-15,75
2009-08-16,72
2009-08-17,70
2009-08-18,72
2009-08-19,66
2009-08-20,64
2009-08-21,62
2009-08-22,60
2009-08-23,62
2009-08-24,65
2009-08-25,68
2009-08-26,72
2009-08-27,74
2009-08-28,77
2009-08-29,81
2009-08-30,81
2009-08-31,76
2009-09-01,75
2009-09-02,73
2009-09-03,75
2009-09-04,70
2009-09-05,69
2009-09-06,70
2009-09-07,72
2009-09-08,78
2009-09-09,76
2009-09-10,78
2009-09-11,80
2009-09-12,85
2009-09-13,79
2009-09-14,77
2009-09-15,75
2009-09-16,70
2009-09-17,67
2009-09-18,64
2009-09-19,61
2009-09-20,58
2009-09-21,56
2009-09-22,54
2009-09-23,51
2009-09-24,49
2009-09-25,47
2009-09-26,46
2009-09-27,48
2009-09-28,52
2009-09-29,60
2009-09-30,60
2009-10-01,64
2009-10-02,69
2009-10-03,72
2009-10-04,72
2009-10-05,76
2009-10-06,72
2009-10-07,73
2009-10-08,75
2009-10-09,73
2009-10-10,74
2009-10-11,72
2009-10-12,72
2009-10-13,74
2009-10-14,68
2009-10-15,67
2009-10-16,66
2009-10-17,66
2009-10-18,66
2009-10-19,67
2009-10-20,70
2009-10-21,69
2009-10-22,74
2009-10-23,71
2009-10-24,72
2009-10-25,72
2009-10-26,73
2009-10-27,80
2009-10-28,74
2009-10-29,74
2009-10-30,78
2009-10-31,77
2009-11-01,76
2009-11-02,76
2009-11-03,76
2009-11-04,79
2009-11-05,76
2009-11-06,76
2009-11-07,84
2009-11-08,74
2009-11-09,72
2009-11-10,71
2009-11-11,68
2009-11-12,68
2009-11-13,64
2009-11-14,62
2009-11-15,61
2009-11-16,61
2009-11-17,64
2009-11-18,60
2009-11-19,59
2009-11-20,59
2009-11-21,59
2009-11-22,59
2009-11-23,63
2009-11-24,60
2009-11-25,61
2009-11-26,61
2009-11-27,65
2009-11-28,63
2009-11-29,63
2009-11-30,63
2009-12-01,64
2009-12-02,65
2009-12-03,66
2009-12-04,65
2009-12-05,66
2009-12-06,66
2009-12-07,67
2009-12-08,74
2009-12-09,69
2009-12-10,72
2009-12-11,71
2009-12-12,72
2009-12-13,72
2009-12-14,72
2009-12-15,77
2009-12-16,72
2009-12-17,77
2009-12-18,72
2009-12-19,73
2009-12-20,76
2009-12-21,80
2009-12-22,85
2009-12-23,88
2009-12-24,104
2009-12-25,96
2009-12-26,100
2009-12-27,99
2009-12-28,99
2009-12-29,100
2009-12-30,99
2009-12-31,104
2010-01-01,105
2010-01-02,99
2010-01-03,96
2010-01-04,94
2010-01-05,94
2010-01-06,89
2010-01-07,91
2010-01-08,84
2010-01-09,85
2010-01-10,80
2010-01-11,79
2010-01-12,84
2010-01-13,77
2010-01-14,75
2010-01-15,73
2010-01-16,73
2010-01-17,72
2010-01-18,73
2010-01-19,76
2010-01-20,74
2010-01-21,76
2010-01-22,75
2010-01-23,77
2010-01-24,74
2010-01-25,72
2010-01-26,72
2010-01-27,73
2010-01-28,68
2010-01-29,69
2010-01-30,65
2010-01-31,67
2010-02-01,69
2010-02-02,71
2010-02-03,74
2010-02-04,77
2010-02-05,79
2010-02-06,81
2010-02-07,79
2010-02-08,78
2010-02-09,77
2010-02-10,78
2010-02-11,82
2010-02-12,74
2010-02-13,73
2010-02-14,70
2010-02-15,68
2010-02-16,66
2010-02-17,63
2010-02-18,61
2010-02-19,61
2010-02-20,57
2010-02-21,58
2010-02-22,59
2010-02-23,61
2010-02-24,61
2010-02-25,68
2010-02-26,63
2010-02-27,64
2010-02-28,66
2010-03-01,68
2010-03-02,76
2010-03-03,72
2010-03-04,80
2010-03-05,76
2010-03-06,81
2010-03-07,78
2010-03-08,78
2010-03-09,81
2010-03-10,78
2010-03-11,78
2010-03-12,83
2010-03-13,79
2010-03-14,78
2010-03-15,78
2010-03-16,77
2010-03-17,77
2010-03-18,79
2010-03-19,78
2010-03-20,77
2010-03-21,74
2010-03-22,72
2010-03-23,70
2010-03-24,70
2010-03-25,71
2010-03-26,64
2010-03-27,64
2010-03-28,67
2010-03-29,71
2010-03-30,77
2010-03-31,79
2010-04-01,92
2010-04-02,87
2010-04-03,96
2010-04-04,89
2010-04-05,92
2010-04-06,85
2010-04-07,86
2010-04-08,81
2010-04-09,80
2010-04-10,77
2010-04-11,77
2010-04-12,83
2010-04-13,81
2010-04-14,78
2010-04-15,79
2010-04-16,84
2010-04-17,80
2010-04-18,79
2010-04-19,76
2010-04-20,78
2010-04-21,73
2010-04-22,72
2010-04-23,72
2010-04-24,69
2010-04-25,70
2010-04-26,71
2010-04-27,72
2010-04-28,82
2010-04-29,74
2010-04-30,75
2010-05-01,76
2010-05-02,77
2010-05-03,78
2010-05-04,85
2010-05-05,80
2010-05-06,86
2010-05-07,82
2010-05-08,90
2010-05-09,82
2010-05-10,81
2010-05-11,80
2010-05-12,79
2010-05-13,82
2010-05-14,77
2010-05-15,76
2010-05-16,82
2010-05-17,79
2010-05-18,84
2010-05-19,82
2010-05-20,84
2010-05-21,85
2010-05-22,87
2010-05-23,85
2010-05-24,84
2010-05-25,83
2010-05-26,81
2010-05-27,85
2010-05-28,78
2010-05-29,77
2010-05-30,77
2010-05-31,78
2010-06-01,79
2010-06-02,84
2010-06-03,81
2010-06-04,82
2010-06-05,88
2010-06-06,85
2010-06-07,87
2010-06-08,89
2010-06-09,92
2010-06-10,94
2010-06-11,102
2010-06-12,103
2010-06-13,96
2010-06-14,99
2010-06-15,92
2010-06-16,89
2010-06-17,90
2010-06-18,85
2010-06-19,83
2010-06-20,87
2010-06-21,85
2010-06-22,86
2010-06-23,87
2010-06-24,88
2010-06-25,94
2010-06-26,93
2010-06-27,90
2010-06-28,90
2010-06-29,96
2010-06-30,91
2010-07-01,100
2010-07-02,95
2010-07-03,94
2010-07-04,90
2010-07-05,87
2010-07-06,86
2010-07-07,86
2010-07-08,81
2010-07-09,78
2010-07-10,75
2010-07-11,76
2010-07-12,79
2010-07-13,78
2010-07-14,79
2010-07-15,89
2010-07-16,81
2010-07-17,83
2010-07-18,81
2010-07-19,79
2010-07-20,82
2010-07-21,75
2010-07-22,73
2010-07-23,71
2010-07-24,71
2010-07-25,69
2010-07-26,69
2010-07-27,76
2010-07-28,70
2010-07-29,76
2010-07-30,70
2010-07-31,73
2010-08-01,73
2010-08-02,75
2010-08-03,78
2010-08-04,89
2010-08-05,84
2010-08-06,85
2010-08-07,91
2010-08-08,88
2010-08-09,88
2010-08-10,93
2010-08-11,88
2010-08-12,88
2010-08-13,95
2010-08-14,88
2010-08-15,87
2010-08-16,85
2010-08-17,87
2010-08-18,83
2010-08-19,89
2010-08-20,81
2010-08-21,80
2010-08-22,88
2010-08-23,83
2010-08-24,85
2010-08-25,87
2010-08-26,95
