Date,Oppenheimer Holdings
2013-04-01,78
2013-04-02,86
2013-04-03,85
2013-04-04,93
2013-04-05,94
2013-04-06,96
2013-04-07,95
2013-04-08,94
2013-04-09,93
2013-04-10,93
2013-04-11,96
2013-04-12,91
2013-04-13,93
2013-04-14,88
2013-04-15,85
2013-04-16,82
2013-04-17,79
2013-04-18,78
2013-04-19,73
2013-04-20,70
2013-04-21,71
2013-04-22,72
2013-04-23,75
2013-04-24,75
2013-04-25,75
2013-04-26,76
2013-04-27,78
2013-04-28,79
2013-04-29,80
2013-04-30,81
2013-05-01,84
2013-05-02,84
2013-05-03,84
2013-05-04,85
2013-05-05,84
2013-05-06,83
2013-05-07,86
2013-05-08,82
2013-05-09,82
2013-05-10,82
2013-05-11,80
2013-05-12,79
2013-05-13,78
2013-05-14,77
2013-05-15,77
2013-05-16,80
2013-05-17,81
2013-05-18,75
2013-05-19,73
2013-05-20,72
2013-05-21,71
2013-05-22,70
2013-05-23,74
2013-05-24,68
2013-05-25,67
2013-05-26,67
2013-05-27,67
2013-05-28,67
2013-05-29,67
2013-05-30,67
2013-05-31,68
2013-06-01,68
2013-06-02,69
2013-06-03,71
2013-06-04,74
2013-06-05,79
2013-06-06,79
2013-06-07,81
2013-06-08,89
2013-06-09,84
2013-06-10,84
2013-06-11,84
2013-06-12,85
2013-06-13,89
2013-06-14,85
2013-06-15,88
2013-06-16,85
2013-06-17,84
2013-06-18,83
2013-06-19,83
2013-06-20,86
2013-06-21,82
2013-06-22,81
2013-06-23,81
2013-06-24,81
2013-06-25,81
2013-06-26,81
2013-06-27,86
2013-06-28,86
2013-06-29,82
2013-06-30,79
2013-07-01,76
2013-07-02,73
2013-07-03,76
2013-07-04,67
2013-07-05,64
2013-07-06,62
2013-07-07,63
2013-07-08,64
2013-07-09,65
2013-07-10,67
2013-07-11,68
2013-07-12,69
2013-07-13,75
2013-07-14,74
2013-07-15,77
2013-07-16,80
2013-07-17,83
2013-07-18,89
2013-07-19,89
2013-07-20,94
2013-07-21,89
2013-07-22,86
2013-07-23,83
2013-07-24,79
2013-07-25,79
2013-07-26,74
2013-07-27,70
2013-07-28,70
2013-07-29,71
2013-07-30,72
2013-07-31,75
2013-08-01,74
2013-08-02,82
2013-08-03,76
2013-08-04,75
2013-08-05,74
2013-08-06,74
2013-08-07,78
2013-08-08,73
2013-08-09,74
2013-08-10,72
2013-08-11,75
2013-08-12,78
2013-08-13,81
2013-08-14,85
2013-08-15,88
2013-08-16,101
2013-08-17,96
2013-08-18,90
2013-08-19,86
2013-08-20,82
2013-08-21,77
2013-08-22,76
2013-08-23,69
2013-08-24,65
2013-08-25,66
2013-08-26,68
2013-08-27,69
2013-08-28,73
2013-08-29,73
