Date,Piper Jaffray
2006-08-06,52
2006-08-07,52
2006-08-08,52
2006-08-09,52
2006-08-10,52
2006-08-11,52
2006-08-12,53
2006-08-13,54
2006-08-14,57
2006-08-15,58
2006-08-16,60
2006-08-17,62
2006-08-18,64
2006-08-19,65
2006-08-20,62
2006-08-21,57
2006-08-22,54
2006-08-23,50
2006-08-24,47
2006-08-25,43
2006-08-26,40
2006-08-27,39
2006-08-28,38
2006-08-29,38
2006-08-30,37
2006-08-31,37
2006-09-01,36
2006-09-02,36
2006-09-03,38
2006-09-04,40
2006-09-05,43
2006-09-06,45
2006-09-07,47
2006-09-08,50
2006-09-09,52
2006-09-10,52
2006-09-11,53
2006-09-12,53
2006-09-13,54
2006-09-14,54
2006-09-15,54
2006-09-16,55
2006-09-17,53
2006-09-18,51
2006-09-19,49
2006-09-20,47
2006-09-21,45
2006-09-22,43
2006-09-23,41
2006-09-24,41
2006-09-25,41
2006-09-26,41
2006-09-27,41
2006-09-28,41
2006-09-29,41
2006-09-30,41
2006-10-01,41
2006-10-02,41
2006-10-03,42
2006-10-04,42
2006-10-05,43
2006-10-06,43
2006-10-07,44
2006-10-08,43
2006-10-09,43
2006-10-10,43
2006-10-11,42
2006-10-12,42
2006-10-13,42
2006-10-14,42
2006-10-15,42
2006-10-16,43
2006-10-17,44
2006-10-18,44
2006-10-19,45
2006-10-20,46
2006-10-21,47
2006-10-22,46
2006-10-23,46
2006-10-24,46
2006-10-25,45
2006-10-26,45
2006-10-27,44
2006-10-28,44
2006-10-29,43
2006-11-05,38
2006-11-06,38
2006-11-07,38
2006-11-08,38
2006-11-09,38
2006-11-10,38
2006-11-11,38
2006-11-12,38
2006-11-13,40
2006-11-14,40
2006-11-15,41
2006-11-16,42
2006-11-17,43
2006-11-18,44
2006-11-19,41
2006-11-20,37
2006-11-21,34
2006-11-22,32
2006-11-23,29
2006-11-24,26
2006-11-25,24
2006-11-26,27
2006-11-27,30
2006-11-28,34
2006-11-29,37
2006-11-30,40
2006-12-01,44
2006-12-02,47
2006-12-03,46
2006-12-04,44
2006-12-05,43
2006-12-06,42
2006-12-07,40
2006-12-08,39
2006-12-09,38
2006-12-10,37
2006-12-11,37
2006-12-12,37
2006-12-13,36
2006-12-14,36
2006-12-15,36
2006-12-16,36
2006-12-17,35
2006-12-18,34
2006-12-19,33
2006-12-20,33
2006-12-21,32
2006-12-22,31
2006-12-23,30
2006-12-24,28
2006-12-25,26
2006-12-26,24
2006-12-27,22
2006-12-28,20
2006-12-29,18
2006-12-30,17
2006-12-31,20
2007-01-01,24
2007-01-02,27
2007-01-03,31
2007-01-04,34
2007-01-05,38
2007-01-06,42
2007-01-07,40
2007-01-08,39
2007-01-09,38
2007-01-10,37
2007-01-11,36
2007-01-12,35
2007-01-13,34
2007-01-14,34
2007-01-15,35
2007-01-16,36
2007-01-17,37
2007-01-18,38
2007-01-19,39
2007-01-20,40
2007-01-21,38
2007-01-22,36
2007-01-23,34
2007-01-24,32
2007-01-25,30
2007-01-26,28
2007-01-27,27
2007-01-28,26
2007-02-04,26
2007-02-05,28
2007-02-06,30
2007-02-07,32
2007-02-08,34
2007-02-09,36
2007-02-10,38
2007-02-11,38
2007-02-12,39
2007-02-13,40
2007-02-14,41
2007-02-15,41
2007-02-16,42
2007-02-17,43
2007-02-18,42
2007-02-19,41
2007-02-20,40
2007-02-21,39
2007-02-22,38
2007-02-23,37
2007-02-24,37
2007-02-25,37
2007-02-26,37
2007-02-27,37
2007-02-28,37
2007-03-01,37
2007-03-02,37
2007-03-03,38
2007-03-04,39
2007-03-05,41
2007-03-06,43
2007-03-07,45
2007-03-08,47
2007-03-09,48
2007-03-10,50
2007-03-11,47
2007-03-12,44
2007-03-13,41
2007-03-14,38
2007-03-15,35
2007-03-16,32
2007-03-17,30
2007-03-18,30
2007-03-19,30
2007-03-20,30
2007-03-21,31
2007-03-22,31
2007-03-23,31
2007-03-24,32
2007-03-25,32
2007-05-06,23
2007-05-07,25
2007-05-08,26
2007-05-09,28
2007-05-10,30
2007-05-11,31
2007-05-12,33
2007-05-13,31
2007-05-14,30
2007-05-15,28
2007-05-16,27
2007-05-17,25
2007-05-18,24
2007-05-19,23
2007-05-20,23
2007-05-21,23
2007-05-22,23
2007-05-23,24
2007-05-24,24
2007-05-25,24
2007-05-26,25
2007-05-27,25
2007-05-28,26
2007-05-29,27
2007-05-30,28
2007-05-31,29
2007-06-01,30
2007-06-02,31
2007-06-03,32
2007-06-04,33
2007-06-05,34
2007-06-06,35
2007-06-07,36
2007-06-08,37
2007-06-09,39
2007-06-10,37
2007-06-11,36
2007-06-12,34
2007-06-13,32
2007-06-14,31
2007-06-15,29
2007-06-16,28
2007-06-17,28
2007-06-18,29
2007-06-19,30
2007-06-20,30
2007-06-21,31
2007-06-22,31
2007-06-23,32
2007-06-24,31
2007-06-25,30
2007-06-26,29
2007-06-27,28
2007-06-28,27
2007-06-29,26
2007-06-30,26
2007-07-01,27
2007-07-02,28
2007-07-03,30
2007-07-04,31
2007-07-05,33
2007-07-06,34
2007-07-07,36
2007-07-08,35
2007-07-09,35
2007-07-10,34
2007-07-11,34
2007-07-12,33
2007-07-13,33
2007-07-14,33
2007-07-15,34
2007-07-16,35
2007-07-17,36
2007-07-18,37
2007-07-19,38
2007-07-20,39
2007-07-21,40
2007-07-22,41
2007-07-23,41
2007-07-24,42
2007-07-25,43
2007-07-26,43
2007-07-27,44
2007-07-28,45
2007-07-29,42
2007-08-05,25
2007-08-06,26
2007-08-07,26
2007-08-08,27
2007-08-09,27
2007-08-10,28
2007-08-11,29
2007-08-12,30
2007-08-13,31
2007-08-14,32
2007-08-15,33
2007-08-16,34
2007-08-17,35
2007-08-18,36
2007-08-19,36
2007-08-20,36
2007-08-21,37
2007-08-22,37
2007-08-23,37
2007-08-24,37
2007-08-25,38
2007-08-26,36
2007-08-27,35
2007-08-28,33
2007-08-29,32
2007-08-30,31
