Date,BofA Merrill Lynch
2012-09-02,48
2012-09-03,48
2012-09-04,48
2012-09-05,48
2012-09-06,48
2012-09-07,48
2012-09-08,48
2012-09-09,51
2012-09-10,53
2012-09-11,56
2012-09-12,58
2012-09-13,61
2012-09-14,64
2012-09-15,67
2012-09-16,66
2012-09-17,66
2012-09-18,66
2012-09-19,66
2012-09-20,66
2012-09-21,66
2012-09-22,66
2012-09-23,66
2012-09-24,66
2012-09-25,66
2012-09-26,66
2012-09-27,66
2012-09-28,66
2012-09-29,66
2012-09-30,64
2012-10-01,61
2012-10-02,58
2012-10-03,56
2012-10-04,53
2012-10-05,51
2012-10-06,49
2012-10-07,49
2012-10-08,49
2012-10-09,49
2012-10-10,49
2012-10-11,49
2012-10-12,49
2012-10-13,49
2012-10-14,49
2012-10-15,49
2012-10-16,49
2012-10-17,49
2012-10-18,49
2012-10-19,49
2012-10-20,49
2012-10-21,49
2012-10-22,49
2012-10-23,49
2012-10-24,49
2012-10-25,49
2012-10-26,49
2012-10-27,50
2012-10-28,51
2012-10-29,52
2012-10-30,53
2012-10-31,54
2012-11-01,55
2012-11-02,56
2012-11-03,57
2012-11-04,58
2012-11-05,59
2012-11-06,60
2012-11-07,61
2012-11-08,62
2012-11-09,63
2012-11-10,64
2012-11-11,65
2012-11-12,66
2012-11-13,67
2012-11-14,68
2012-11-15,69
2012-11-16,70
2012-11-17,72
2012-11-18,69
2012-11-19,67
2012-11-20,65
2012-11-21,62
2012-11-22,60
2012-11-23,58
2012-11-24,56
2012-11-25,56
2012-12-02,54
2012-12-03,52
2012-12-04,50
2012-12-05,48
2012-12-06,46
2012-12-07,44
2012-12-08,43
2012-12-09,44
2012-12-10,45
2012-12-11,47
2012-12-12,48
2012-12-13,50
2012-12-14,51
2012-12-15,53
2012-12-16,54
2012-12-17,55
2012-12-18,57
2012-12-19,58
2012-12-20,60
2012-12-21,61
2012-12-22,63
2012-12-23,62
2012-12-24,62
2012-12-25,62
2012-12-26,61
2012-12-27,61
2012-12-28,61
2012-12-29,61
2012-12-30,61
2012-12-31,71
2013-01-01,61
2013-01-02,61
2013-01-03,61
2013-01-04,61
2013-01-05,61
2013-01-06,62
2013-01-07,63
2013-01-08,65
2013-01-09,66
2013-01-10,67
2013-01-11,69
2013-01-12,70
2013-01-13,69
2013-01-14,67
2013-01-15,66
2013-01-16,65
2013-01-17,63
2013-01-18,62
2013-01-19,61
2013-01-20,60
2013-01-21,59
2013-01-22,58
2013-01-23,57
2013-01-24,56
2013-01-25,55
2013-01-26,54
2013-01-27,54
2013-01-28,54
2013-01-29,55
2013-01-30,55
2013-01-31,56
2013-02-01,56
2013-02-02,57
2013-02-03,58
2013-02-04,59
2013-02-05,60
2013-02-06,61
2013-02-07,62
2013-02-08,63
2013-02-09,64
2013-02-10,64
2013-02-11,66
2013-02-12,67
2013-02-13,68
2013-02-14,69
2013-02-15,69
2013-02-16,70
2013-02-17,67
2013-02-18,62
2013-02-19,59
2013-02-20,55
2013-02-21,51
2013-02-22,47
2013-02-23,44
2013-02-24,44
2013-03-03,48
2013-03-04,53
2013-03-05,58
2013-03-06,62
2013-03-07,67
2013-03-08,71
2013-03-09,76
2013-03-10,71
2013-03-11,65
2013-03-12,60
2013-03-13,54
2013-03-14,49
2013-03-15,44
2013-03-16,39
2013-03-17,40
2013-03-18,42
2013-03-19,44
2013-03-20,45
2013-03-21,47
2013-03-22,49
2013-03-23,51
2013-03-24,52
2013-03-25,53
2013-03-26,54
2013-03-27,55
2013-03-28,56
2013-03-29,57
2013-03-30,58
2013-03-31,59
2013-04-01,60
2013-04-02,61
2013-04-03,62
2013-04-04,63
2013-04-05,64
2013-04-06,65
2013-04-07,66
2013-04-08,67
2013-04-09,68
2013-04-10,69
2013-04-11,70
2013-04-12,71
2013-04-13,72
2013-04-14,69
2013-04-15,66
2013-04-16,63
2013-04-17,60
2013-04-18,57
2013-04-19,54
2013-04-20,52
2013-04-21,52
2013-04-22,52
