Date,Barclays Capital
2010-08-01,91
2010-08-02,91
2010-08-03,92
2010-08-04,91
2010-08-05,91
2010-08-06,91
2010-08-07,95
2010-08-08,93
2010-08-09,90
2010-08-10,91
2010-08-11,90
2010-08-12,90
2010-08-13,90
2010-08-14,91
2010-08-15,92
2010-08-16,90
2010-08-17,92
2010-08-18,92
2010-08-19,91
2010-08-20,91
2010-08-21,92
2010-08-22,95
2010-08-23,93
2010-08-24,95
2010-08-25,94
2010-08-26,95
2010-08-27,96
2010-08-28,99
2010-08-29,99
2010-08-30,95
2010-08-31,92
2010-09-01,91
2010-09-02,90
2010-09-03,88
2010-09-04,90
2010-09-05,88
2010-09-06,87
2010-09-07,88
2010-09-08,88
2010-09-09,88
2010-09-10,87
2010-09-11,90
2010-09-12,90
2010-09-13,87
2010-09-14,88
2010-09-15,86
2010-09-16,86
2010-09-17,85
2010-09-18,87
2010-09-19,85
2010-09-20,86
2010-09-21,89
2010-09-22,87
2010-09-23,88
2010-09-24,89
2010-09-25,91
2010-09-26,93
2010-09-27,91
2010-09-28,92
2010-09-29,92
2010-09-30,92
2010-10-01,93
2010-10-02,97
2010-10-03,94
2010-10-04,92
2010-10-05,92
2010-10-06,91
2010-10-07,90
2010-10-08,88
2010-10-09,92
2010-10-10,89
2010-10-11,87
2010-10-12,87
2010-10-13,86
2010-10-14,86
2010-10-15,85
2010-10-16,86
2010-10-17,87
2010-10-18,84
2010-10-19,85
2010-10-20,84
2010-10-21,83
2010-10-22,83
2010-10-23,85
2010-10-24,85
2010-10-25,84
2010-10-26,86
2010-10-27,86
2010-10-28,86
2010-10-29,87
2010-10-30,91
2010-10-31,89
2010-11-01,88
2010-11-02,88
2010-11-03,89
2010-11-04,88
2010-11-05,88
2010-11-06,89
2010-11-07,89
2010-11-08,88
2010-11-09,89
2010-11-10,88
2010-11-11,88
2010-11-12,89
2010-11-13,90
2010-11-14,89
2010-11-15,88
2010-11-16,90
2010-11-17,88
2010-11-18,86
2010-11-19,86
2010-11-20,86
2010-11-21,89
2010-11-22,88
2010-11-23,89
2010-11-24,90
2010-11-25,91
2010-11-26,92
2010-11-27,94
2010-11-28,93
2010-11-29,93
2010-11-30,94
2010-12-01,95
2010-12-02,95
2010-12-03,94
2010-12-04,96
2010-12-05,96
2010-12-06,92
2010-12-07,91
2010-12-08,90
2010-12-09,87
2010-12-10,86
2010-12-11,87
2010-12-12,86
2010-12-13,85
2010-12-14,87
2010-12-15,86
2010-12-16,86
2010-12-17,86
2010-12-18,90
2010-12-19,88
2010-12-20,86
2010-12-21,86
2010-12-22,85
2010-12-23,85
2010-12-24,87
2010-12-25,94
2010-12-26,85
2010-12-27,86
2010-12-28,87
2010-12-29,87
2010-12-30,88
2010-12-31,89
2011-01-01,93
2011-01-02,90
2011-01-03,91
2011-01-04,92
2011-01-05,93
2011-01-06,94
2011-01-07,94
2011-01-08,99
2011-01-09,96
