Date,Stifel
2011-04-01,72
2011-04-02,80
2011-04-03,77
2011-04-04,76
2011-04-05,77
2011-04-06,78
2011-04-07,79
2011-04-08,80
2011-04-09,93
2011-04-10,82
2011-04-11,84
2011-04-12,86
2011-04-13,93
2011-04-14,90
2011-04-15,92
2011-04-16,108
2011-04-17,97
2011-04-18,92
2011-04-19,94
2011-04-20,91
2011-04-21,91
2011-04-22,96
2011-04-23,91
2011-04-24,89
2011-04-25,88
2011-04-26,87
2011-04-27,88
2011-04-28,89
2011-04-29,85
2011-04-30,90
2011-05-01,82
2011-05-02,79
2011-05-03,79
2011-05-04,78
2011-05-05,75
2011-05-06,68
2011-05-07,69
2011-05-08,66
2011-05-09,66
2011-05-10,67
2011-05-11,72
2011-05-12,71
2011-05-13,68
2011-05-14,69
2011-05-15,69
2011-05-16,70
2011-05-17,72
2011-05-18,71
2011-05-19,71
2011-05-20,75
2011-05-21,82
2011-05-22,71
2011-05-23,69
2011-05-24,67
2011-05-25,67
2011-05-26,66
2011-05-27,62
2011-05-28,64
2011-05-29,62
2011-05-30,63
2011-05-31,64
2011-06-01,65
2011-06-02,66
2011-06-03,72
2011-06-04,72
2011-06-05,70
2011-06-06,69
2011-06-07,70
2011-06-08,76
2011-06-09,72
2011-06-10,73
2011-06-11,80
2011-06-12,73
2011-06-13,72
2011-06-14,71
2011-06-15,70
2011-06-16,71
2011-06-17,68
2011-06-18,72
2011-06-19,69
2011-06-20,67
2011-06-21,67
2011-06-22,68
2011-06-23,74
2011-06-24,68
2011-06-25,74
2011-06-26,69
2011-06-27,67
2011-06-28,67
2011-06-29,67
2011-06-30,72
2011-07-01,65
2011-07-02,70
2011-07-03,65
2011-07-04,65
2011-07-05,65
2011-07-06,65
2011-07-07,65
2011-07-08,67
2011-07-09,68
2011-07-10,66
2011-07-11,68
2011-07-12,73
2011-07-13,72
2011-07-14,74
2011-07-15,79
2011-07-16,78
2011-07-17,77
2011-07-18,77
2011-07-19,77
2011-07-20,83
2011-07-21,76
2011-07-22,84
2011-07-23,77
2011-07-24,78
2011-07-25,78
2011-07-26,83
2011-07-27,80
2011-07-28,82
2011-07-29,85
2011-07-30,88
2011-07-31,83
2011-08-01,80
2011-08-02,79
2011-08-03,77
2011-08-04,76
2011-08-05,75
2011-08-06,79
2011-08-07,81
2011-08-08,80
2011-08-09,84
2011-08-10,87
2011-08-11,96
2011-08-12,104
2011-08-13,104
2011-08-14,96
2011-08-15,94
2011-08-16,92
2011-08-17,96
2011-08-18,90
2011-08-19,89
2011-08-20,94
2011-08-21,83
2011-08-22,80
2011-08-23,77
2011-08-24,74
2011-08-25,72
2011-08-26,68
2011-08-27,70
2011-08-28,66
2011-08-29,63
2011-08-30,62
2011-08-31,62
2011-09-01,61
2011-09-02,65
2011-09-03,61
2011-09-04,61
2011-09-05,62
2011-09-06,63
2011-09-07,66
2011-09-08,65
2011-09-09,69
2011-09-10,75
2011-09-11,66
2011-09-12,66
2011-09-13,65
2011-09-14,65
