Date,Robert W Baird
2006-04-02,20
2006-04-03,20
2006-04-04,19
2006-04-05,19
2006-04-06,18
2006-04-07,18
2006-04-08,18
2006-04-09,19
2006-04-10,21
2006-04-11,23
2006-04-12,25
2006-04-13,26
2006-04-14,28
2006-04-15,30
2006-04-16,28
2006-04-17,26
2006-04-18,24
2006-04-19,23
2006-04-20,21
2006-04-21,19
2006-04-22,18
2006-04-23,17
2006-04-24,17
2006-04-25,16
2006-04-26,16
2006-04-27,15
2006-04-28,15
2006-04-29,15
2006-04-30,15
2006-05-01,15
2006-05-02,15
2006-05-03,16
2006-05-04,16
2006-05-05,16
2006-05-06,17
2006-05-07,17
2006-05-08,18
2006-05-09,18
2006-05-10,19
2006-05-11,19
2006-05-12,20
2006-05-13,21
2006-05-14,20
2006-05-15,20
2006-05-16,20
2006-05-17,20
2006-05-18,20
2006-05-19,20
2006-05-20,20
2006-05-21,19
2006-05-22,19
2006-05-23,19
2006-05-24,19
2006-05-25,19
2006-05-26,19
2006-05-27,19
2006-05-28,18
2006-05-29,18
2006-05-30,18
2006-05-31,18
2006-06-01,18
2006-06-02,18
2006-06-03,18
2006-06-04,18
2006-06-05,19
2006-06-06,19
2006-06-07,20
2006-06-08,21
2006-06-09,21
2006-06-10,22
2006-06-11,22
2006-06-12,21
2006-06-13,21
2006-06-14,20
2006-06-15,20
2006-06-16,20
2006-06-17,20
2006-06-18,20
2006-06-19,21
2006-06-20,21
2006-06-21,22
2006-06-22,23
2006-06-23,23
2006-06-24,24
2006-06-25,22
2006-07-02,15
2006-07-03,15
2006-07-04,16
2006-07-05,16
2006-07-06,17
2006-07-07,17
2006-07-08,18
2006-07-09,18
2006-07-10,18
2006-07-11,18
2006-07-12,19
2006-07-13,19
2006-07-14,19
2006-07-15,20
2006-07-16,20
2006-07-17,20
2006-07-18,20
2006-07-19,20
2006-07-20,20
2006-07-21,20
2006-07-22,20
2006-07-23,19
2006-07-24,18
2006-07-25,17
2006-07-26,17
2006-07-27,16
2006-07-28,15
2006-07-29,15
2006-07-30,16
2006-07-31,17
2006-08-01,18
2006-08-02,19
2006-08-03,20
2006-08-04,22
2006-08-05,23
2006-08-06,22
2006-08-07,21
2006-08-08,20
2006-08-09,20
2006-08-10,19
2006-08-11,18
2006-08-12,18
2006-08-13,18
2006-08-14,20
2006-08-15,20
2006-08-16,21
2006-08-17,22
2006-08-18,23
2006-08-19,24
2006-08-20,22
2006-08-21,20
2006-08-22,18
2006-08-23,16
2006-08-24,14
2006-08-25,12
2006-08-26,11
2006-08-27,11
2006-08-28,12
2006-08-29,13
2006-08-30,13
2006-08-31,14
2006-09-01,15
2006-09-02,16
2006-09-03,15
2006-09-04,15
2006-09-05,15
2006-09-06,15
2006-09-07,15
2006-09-08,15
2006-09-09,15
2006-09-10,15
2006-09-11,15
2006-09-12,15
2006-09-13,15
2006-09-14,15
2006-09-15,15
2006-09-16,15
2006-09-17,15
2006-09-18,16
2006-09-19,16
2006-09-20,17
2006-09-21,17
2006-09-22,18
2006-09-23,19
2006-09-24,19
2006-10-01,20
2006-10-02,19
2006-10-03,19
2006-10-04,18
2006-10-05,17
2006-10-06,16
2006-10-07,16
2006-10-08,15
2006-10-09,14
2006-10-10,13
2006-10-11,12
2006-10-12,11
2006-10-13,10
2006-10-14,10
2006-10-15,11
2006-10-16,13
2006-10-17,15
2006-10-18,17
2006-10-19,19
2006-10-20,21
2006-10-21,23
2006-10-22,23
2006-10-23,24
2006-10-24,24
2006-10-25,25
2006-10-26,26
2006-10-27,26
2006-10-28,27
2006-10-29,25
2006-10-30,24
2006-10-31,22
2006-11-01,21
2006-11-02,19
2006-11-03,18
2006-11-04,17
2006-11-05,18
2006-11-06,19
2006-11-07,20
2006-11-08,22
2006-11-09,23
2006-11-10,24
2006-11-11,26
2006-11-12,25
2006-11-13,25
2006-11-14,24
2006-11-15,23
2006-11-16,23
2006-11-17,22
2006-11-18,22
2006-11-19,21
2006-11-20,20
2006-11-21,19
2006-11-22,18
2006-11-23,17
2006-11-24,16
2006-11-25,15
2006-11-26,15
2006-11-27,16
2006-11-28,17
2006-11-29,18
2006-11-30,19
2006-12-01,20
2006-12-02,21
2006-12-03,20
2006-12-04,19
2006-12-05,18
2006-12-06,18
2006-12-07,17
2006-12-08,16
2006-12-09,16
2006-12-10,16
2006-12-11,16
2006-12-12,16
2006-12-13,16
2006-12-14,16
2006-12-15,16
2006-12-16,16
2006-12-17,16
2006-12-18,16
2006-12-19,17
2006-12-20,17
2006-12-21,17
2006-12-22,17
2006-12-23,18
2006-12-24,17
2006-12-25,16
2006-12-26,15
2006-12-27,14
2006-12-28,13
2006-12-29,12
2006-12-30,12
2006-12-31,12
2007-01-01,13
2007-01-02,14
2007-01-03,14
2007-01-04,15
2007-01-05,16
2007-01-06,17
2007-01-07,18
2007-01-08,20
2007-01-09,21
2007-01-10,23
2007-01-11,25
2007-01-12,26
2007-01-13,28
2007-01-14,27
2007-01-15,27
2007-01-16,26
2007-01-17,27
2007-01-18,25
2007-01-19,25
2007-01-20,25
2007-01-21,24
2007-01-22,24
2007-01-23,24
2007-01-24,24
2007-01-25,24
2007-01-26,24
2007-01-27,24
2007-01-28,23
2007-01-29,22
2007-01-30,21
2007-01-31,21
2007-02-01,20
2007-02-02,19
2007-02-03,19
2007-02-04,19
2007-02-05,20
2007-02-06,20
2007-02-07,21
2007-02-08,21
2007-02-09,22
2007-02-10,23
2007-02-11,23
2007-02-12,23
2007-02-13,25
2007-02-14,24
2007-02-15,24
2007-02-16,26
2007-02-17,25
2007-02-18,24
2007-02-19,23
2007-02-20,22
2007-02-21,22
2007-02-22,21
2007-02-23,20
2007-02-24,20
2007-02-25,19
2007-02-26,19
2007-02-27,19
2007-02-28,19
2007-03-01,18
2007-03-02,18
2007-03-03,18
2007-03-04,18
2007-03-05,18
2007-03-06,18
2007-03-07,19
2007-03-08,19
2007-03-09,19
2007-03-10,20
2007-03-11,19
2007-03-12,18
2007-03-13,18
2007-03-14,17
2007-03-15,17
2007-03-16,16
2007-03-17,16
2007-03-18,15
2007-03-19,14
2007-03-20,14
2007-03-21,13
2007-03-22,13
2007-03-23,12
2007-03-24,12
2007-03-25,13
2007-03-26,14
2007-03-27,15
2007-03-28,16
2007-03-29,17
2007-03-30,18
2007-03-31,20
2007-04-01,19
2007-04-02,19
2007-04-03,18
2007-04-04,18
2007-04-05,17
2007-04-06,17
2007-04-07,17
2007-04-08,17
2007-04-09,18
2007-04-10,19
2007-04-11,19
2007-04-12,20
2007-04-13,22
2007-04-14,22
2007-04-15,21
2007-04-16,20
2007-04-17,20
2007-04-18,19
2007-04-19,19
2007-04-20,18
2007-04-21,18
2007-04-22,29
2007-04-23,41
