Date,Morgan Stanley
2007-03-01,29
2007-03-02,29
2007-03-03,30
2007-03-04,29
2007-03-05,29
2007-03-06,29
2007-03-07,29
2007-03-08,29
2007-03-09,29
2007-03-10,31
2007-03-11,30
2007-03-12,29
2007-03-13,29
2007-03-14,29
2007-03-15,29
2007-03-16,29
2007-03-17,32
2007-03-18,29
2007-03-19,29
2007-03-20,30
2007-03-21,30
2007-03-22,33
2007-03-23,31
2007-03-24,34
2007-03-25,32
2007-03-26,31
2007-03-27,31
2007-03-28,30
2007-03-29,30
2007-03-30,31
2007-03-31,31
2007-04-01,30
2007-04-02,29
2007-04-03,28
2007-04-04,28
2007-04-05,27
2007-04-06,28
2007-04-07,27
2007-04-08,28
2007-04-09,28
2007-04-10,29
2007-04-11,29
2007-04-12,30
2007-04-13,31
2007-04-14,37
2007-04-15,31
2007-04-16,30
2007-04-17,31
2007-04-18,29
2007-04-19,29
2007-04-20,27
2007-04-21,28
2007-04-22,27
2007-04-23,27
2007-04-24,27
2007-04-25,27
2007-04-26,27
2007-04-27,27
2007-04-28,28
2007-04-29,28
2007-04-30,27
2007-05-01,28
2007-05-02,27
2007-05-03,28
2007-05-04,27
2007-05-05,31
2007-05-06,28
2007-05-07,28
2007-05-08,28
2007-05-09,28
2007-05-10,28
2007-05-11,28
2007-05-12,29
2007-05-13,29
2007-05-14,27
2007-05-15,27
2007-05-16,27
2007-05-17,26
2007-05-18,27
2007-05-19,28
2007-05-20,26
2007-05-21,26
2007-05-22,26
2007-05-23,26
2007-05-24,27
2007-05-25,27
2007-05-26,29
2007-05-27,27
2007-05-28,27
2007-05-29,27
2007-05-30,27
2007-05-31,27
2007-06-01,27
2007-06-02,29
2007-06-03,27
2007-06-04,28
2007-06-05,29
2007-06-06,29
2007-06-07,30
2007-06-08,31
2007-06-09,35
2007-06-10,31
2007-06-11,30
2007-06-12,30
2007-06-13,30
2007-06-14,29
2007-06-15,28
2007-06-16,31
2007-06-17,28
2007-06-18,28
2007-06-19,28
2007-06-20,28
2007-06-21,28
2007-06-22,29
2007-06-23,31
2007-06-24,28
2007-06-25,28
2007-06-26,28
2007-06-27,27
2007-06-28,26
2007-06-29,26
2007-06-30,28
2007-07-01,26
2007-07-02,26
2007-07-03,26
2007-07-04,26
2007-07-05,26
2007-07-06,26
2007-07-07,28
2007-07-08,26
2007-07-09,26
2007-07-10,28
2007-07-11,27
2007-07-12,28
2007-07-13,28
2007-07-14,31
2007-07-15,29
2007-07-16,29
2007-07-17,29
2007-07-18,29
2007-07-19,29
2007-07-20,29
2007-07-21,32
2007-07-22,28
2007-07-23,28
2007-07-24,28
2007-07-25,27
2007-07-26,28
2007-07-27,28
2007-07-28,28
2007-07-29,28
2007-07-30,26
2007-07-31,26
2007-08-01,27
2007-08-02,27
2007-08-03,26
2007-08-04,28
2007-08-05,27
2007-08-06,26
2007-08-07,26
2007-08-08,27
2007-08-09,26
2007-08-10,27
2007-08-11,29
2007-08-12,27
2007-08-13,26
2007-08-14,26
2007-08-15,27
2007-08-16,26
2007-08-17,26
2007-08-18,28
2007-08-19,25
2007-08-20,25
2007-08-21,25
2007-08-22,25
2007-08-23,25
2007-08-24,25
2007-08-25,26
2007-08-26,25
2007-08-27,25
2007-08-28,25
2007-08-29,25
2007-08-30,25
2007-08-31,25
2007-09-01,25
2007-09-02,26
2007-09-03,25
2007-09-04,25
2007-09-05,25
2007-09-06,25
2007-09-07,25
2007-09-08,27
2007-09-09,26
2007-09-10,25
2007-09-11,26
