Date,CIBC World Markets
2010-01-24,74
2010-01-25,75
2010-01-26,76
2010-01-27,77
2010-01-28,78
2010-01-29,79
2010-01-30,80
2010-01-31,78
2010-02-07,65
2010-02-08,64
2010-02-09,63
2010-02-10,62
2010-02-11,61
2010-02-12,60
2010-02-13,59
2010-02-14,58
2010-02-15,58
2010-02-16,58
2010-02-17,58
2010-02-18,58
2010-02-19,57
2010-02-20,57
2010-02-21,55
2010-02-22,52
2010-02-23,49
2010-02-24,47
2010-02-25,44
2010-02-26,42
2010-02-27,40
2010-02-28,41
2010-03-01,42
2010-03-02,43
2010-03-03,44
2010-03-04,45
2010-03-05,46
2010-03-06,47
2010-03-07,46
2010-03-08,46
2010-03-09,45
2010-03-10,45
2010-03-11,44
2010-03-12,44
2010-03-13,44
2010-03-14,46
2010-03-15,49
2010-03-16,52
2010-03-17,54
2010-03-18,57
2010-03-19,60
2010-03-20,63
2010-03-21,60
2010-03-22,58
2010-03-23,56
2010-03-24,53
2010-03-25,51
2010-03-26,48
2010-03-27,46
2010-03-28,47
2010-05-02,37
2010-05-03,35
2010-05-04,34
2010-05-05,32
2010-05-06,31
2010-05-07,29
2010-05-08,28
2010-05-09,30
2010-05-10,32
2010-05-11,35
2010-05-12,37
2010-05-13,40
2010-05-14,42
2010-05-15,45
2010-05-16,45
2010-05-17,45
2010-05-18,45
2010-05-19,45
2010-05-20,45
2010-05-21,45
2010-05-22,45
2010-05-23,45
2010-05-24,45
2010-05-25,45
2010-05-26,45
2010-05-27,45
2010-05-28,45
2010-05-29,45
2010-05-30,46
2010-05-31,49
2010-06-01,51
2010-06-02,52
2010-06-03,54
2010-06-04,56
2010-06-05,58
2010-06-06,55
2010-06-07,51
2010-06-08,48
2010-06-09,45
2010-06-10,42
2010-06-11,39
2010-06-12,36
2010-06-13,37
2010-06-14,39
2010-06-15,41
2010-06-16,43
2010-06-17,44
2010-06-18,46
2010-06-19,48
2010-06-20,49
2010-06-21,49
2010-06-22,50
2010-06-23,51
2010-06-24,52
2010-06-25,53
2010-06-26,54
2010-06-27,51
2010-06-28,48
2010-06-29,45
2010-06-30,42
2010-07-01,39
2010-07-02,36
2010-07-03,34
2010-07-04,35
2010-07-05,37
2010-07-06,39
2010-07-07,41
2010-07-08,43
2010-07-09,44
2010-07-10,46
2010-07-11,44
2010-07-12,41
2010-07-13,38
2010-07-14,36
2010-07-15,33
2010-07-16,31
2010-07-17,29
2010-07-18,32
2010-07-19,35
2010-07-20,39
2010-07-21,42
2010-07-22,46
2010-07-23,49
2010-07-24,53
2010-07-25,53
2010-08-01,52
2010-08-02,63
2010-08-03,46
2010-08-04,43
2010-08-05,40
2010-08-06,37
2010-08-07,34
2010-08-08,34
2010-08-09,34
2010-08-10,34
2010-08-11,34
2010-08-12,34
2010-08-13,34
2010-08-14,34
2010-08-15,36
2010-08-16,39
2010-08-17,42
2010-08-18,45
2010-08-19,48
2010-08-20,51
2010-08-21,54
2010-08-22,54
2010-08-23,55
2010-08-24,56
2010-08-25,57
2010-08-26,57
2010-08-27,58
2010-08-28,59
2010-08-29,57
2010-08-30,55
2010-08-31,53
2010-09-01,51
2010-09-02,49
2010-09-03,47
2010-09-04,45
2010-09-05,45
2010-09-06,43
2010-09-07,42
2010-09-08,42
2010-09-09,41
2010-09-10,40
2010-09-11,40
2010-09-12,44
2010-09-13,48
2010-09-14,52
2010-09-15,56
2010-09-16,60
2010-09-17,64
2010-09-18,69
2010-09-19,70
2010-09-20,71
2010-09-21,73
2010-09-22,74
2010-09-23,75
2010-09-24,77
2010-09-25,78
2010-09-26,73
2010-09-27,67
2010-09-28,61
2010-09-29,56
2010-09-30,51
2010-10-01,45
2010-10-02,40
2010-10-03,38
2010-10-04,37
2010-10-05,36
2010-10-06,34
2010-10-07,33
2010-10-08,32
2010-10-09,31
2010-10-10,34
2010-10-11,37
2010-10-12,40
2010-10-13,43
2010-10-14,46
2010-10-15,49
2010-10-16,52
2010-10-17,52
2010-10-18,51
2010-10-19,51
2010-10-20,51
2010-10-21,51
2010-10-22,51
2010-10-23,51
2010-10-24,50
2010-10-25,49
2010-10-26,49
2010-10-27,48
2010-10-28,48
2010-10-29,47
2010-10-30,47
2010-10-31,49
2010-11-07,61
2010-11-08,56
2010-11-09,51
2010-11-10,45
2010-11-11,40
2010-11-12,35
2010-11-13,30
2010-11-14,32
2010-11-15,34
2010-11-16,36
2010-11-17,39
2010-11-18,41
2010-11-19,43
2010-11-20,46
2010-11-21,44
2010-11-22,42
2010-11-23,40
2010-11-24,38
2010-11-25,36
2010-11-26,34
2010-11-27,32
2010-11-28,37
2010-11-29,43
2010-11-30,48
2010-12-01,54
2010-12-02,59
2010-12-03,65
2010-12-04,70
2010-12-05,65
2010-12-06,58
2010-12-07,53
2010-12-08,47
2010-12-09,42
2010-12-10,37
2010-12-11,32
2010-12-12,32
2010-12-13,33
2010-12-14,33
2010-12-15,34
2010-12-16,34
2010-12-17,35
2010-12-18,36
2010-12-19,37
2010-12-20,38
2010-12-21,39
2010-12-22,40
2010-12-23,41
2010-12-24,42
2010-12-25,43
2010-12-26,43
2010-12-27,43
2010-12-28,43
2010-12-29,43
2010-12-30,43
2010-12-31,43
2011-01-01,44
2011-01-02,44
2011-01-03,44
2011-01-04,44
2011-01-05,44
2011-01-06,44
2011-01-07,45
2011-01-08,45
2011-01-09,45
2011-01-10,45
2011-01-11,45
2011-01-12,46
2011-01-13,46
2011-01-14,46
2011-01-15,47
2011-01-16,45
2011-01-17,44
2011-01-18,43
2011-01-19,41
2011-01-20,40
2011-01-21,39
2011-01-22,38
2011-01-23,40
2011-01-24,42
2011-01-25,44
2011-01-26,46
2011-01-27,49
2011-01-28,51
2011-01-29,53
2011-01-30,52
2011-02-06,46
2011-02-07,49
2011-02-08,51
2011-02-09,53
2011-02-10,54
2011-02-11,56
2011-02-12,58
2011-02-13,58
2011-02-14,57
2011-02-15,57
2011-02-16,56
2011-02-17,56
2011-02-18,56
2011-02-19,56
2011-02-20,53
2011-02-21,50
2011-02-22,47
2011-02-23,44
2011-02-24,41
2011-02-25,38
2011-02-26,35
2011-02-27,34
2011-02-28,33
2011-03-01,32
2011-03-02,31
2011-03-03,30
2011-03-04,29
2011-03-05,28
2011-03-06,29
2011-03-07,31
2011-03-08,32
2011-03-09,34
2011-03-10,36
2011-03-11,37
2011-03-12,39
2011-03-13,37
2011-03-14,35
2011-03-15,33
2011-03-16,31
2011-03-17,29
2011-03-18,27
2011-03-19,25
2011-03-20,29
2011-03-21,33
2011-03-22,37
2011-03-23,42
2011-03-24,46
2011-03-25,50
2011-03-26,55
2011-03-27,54
2011-05-01,49
2011-05-02,48
2011-05-03,47
2011-05-04,45
2011-05-05,44
2011-05-06,42
2011-05-07,41
2011-05-08,40
2011-05-09,39
2011-05-10,38
2011-05-11,37
2011-05-12,37
2011-05-13,36
2011-05-14,35
2011-05-15,34
2011-05-16,32
2011-05-17,31
2011-05-18,30
2011-05-19,29
2011-05-20,28
2011-05-21,27
2011-05-22,30
2011-05-23,34
2011-05-24,37
2011-05-25,41
2011-05-26,44
2011-05-27,48
2011-05-28,52
2011-05-29,50
2011-05-30,48
2011-05-31,46
2011-06-01,45
2011-06-02,43
2011-06-03,41
2011-06-04,40
2011-06-05,38
2011-06-06,38
2011-06-07,37
2011-06-08,36
2011-06-09,34
2011-06-10,33
2011-06-11,32
2011-06-12,32
2011-06-13,30
2011-06-14,29
2011-06-15,29
2011-06-16,28
2011-06-17,27
2011-06-18,27
2011-06-19,30
2011-06-20,34
2011-06-21,38
2011-06-22,42
2011-06-23,46
2011-06-24,50
2011-06-25,53
2011-06-26,50
2011-06-27,46
2011-06-28,42
2011-06-29,39
2011-06-30,35
2011-07-01,32
2011-07-02,29
2011-07-03,30
2011-07-04,32
2011-07-05,34
2011-07-06,35
2011-07-07,37
2011-07-08,39
2011-07-09,41
2011-07-10,42
2011-07-11,44
2011-07-12,45
2011-07-13,47
2011-07-14,49
2011-07-15,50
2011-07-16,52
2011-07-17,53
2011-07-18,54
2011-07-19,55
2011-07-20,57
2011-07-21,58
2011-07-22,59
2011-07-23,61
2011-07-24,61
2011-07-25,61
2011-07-26,61
2011-07-27,61
2011-07-28,61
2011-07-29,61
2011-07-30,61
2011-07-31,57
