Date,SG Cowen
2009-03-01,44
2009-03-02,44
2009-03-03,44
2009-03-04,44
2009-03-05,44
2009-03-06,44
2009-03-07,45
2009-03-08,50
2009-03-09,56
2009-03-10,62
2009-03-11,67
2009-03-12,73
2009-03-13,79
2009-03-14,85
2009-03-15,83
2009-03-16,81
2009-03-17,79
2009-03-18,77
2009-03-19,75
2009-03-20,73
2009-03-21,72
2009-03-22,70
2009-03-23,69
2009-03-24,68
2009-03-25,67
2009-03-26,65
2009-03-27,64
2009-03-28,62
2009-03-29,59
2009-03-30,55
2009-03-31,52
2009-04-01,48
2009-04-02,45
2009-04-03,42
2009-04-04,39
2009-04-05,42
2009-04-06,46
2009-04-07,50
2009-04-08,54
2009-04-09,58
2009-04-10,61
2009-04-11,65
2009-04-12,62
2009-04-13,59
2009-04-14,56
2009-04-15,53
2009-04-16,50
2009-04-17,47
2009-04-18,45
2009-04-19,45
2009-04-20,46
2009-04-21,46
2009-04-22,46
2009-04-23,47
2009-04-24,47
2009-04-25,48
2009-04-26,46
2009-04-27,44
2009-04-28,43
2009-04-29,41
2009-04-30,40
2009-05-01,38
2009-05-02,37
2009-05-03,38
2009-05-04,39
2009-05-05,40
2009-05-06,42
2009-05-07,43
2009-05-08,44
2009-05-09,46
2009-05-10,49
2009-05-11,52
2009-05-12,55
2009-05-13,58
2009-05-14,61
2009-05-15,64
2009-05-16,67
2009-05-17,63
2009-05-18,60
2009-05-19,57
2009-05-20,54
2009-05-21,50
2009-05-22,47
2009-05-23,44
2009-05-24,45
2009-05-25,46
2009-05-26,47
2009-05-27,48
2009-05-28,49
2009-05-29,50
2009-05-30,52
2009-05-31,56
2009-06-07,80
2009-06-08,78
2009-06-09,75
2009-06-10,73
2009-06-11,70
2009-06-12,68
2009-06-13,65
2009-06-14,61
2009-06-15,57
2009-06-16,53
2009-06-17,49
2009-06-18,45
2009-06-19,41
2009-06-20,38
2009-06-21,39
2009-06-22,40
2009-06-23,42
2009-06-24,43
2009-06-25,45
2009-06-26,46
2009-06-27,48
2009-06-28,47
2009-06-29,46
2009-06-30,46
2009-07-01,45
2009-07-02,44
2009-07-03,43
2009-07-04,43
2009-07-05,42
2009-07-06,41
2009-07-07,40
2009-07-08,39
2009-07-09,38
2009-07-10,37
2009-07-11,36
2009-07-12,35
2009-07-13,34
2009-07-14,33
2009-07-15,32
2009-07-16,31
2009-07-17,30
2009-07-18,29
2009-07-19,31
2009-07-20,34
2009-07-21,36
2009-07-22,39
2009-07-23,41
2009-07-24,44
2009-07-25,47
2009-07-26,45
2009-07-27,44
2009-07-28,43
2009-07-29,42
2009-07-30,41
2009-07-31,40
2009-08-01,39
2009-08-02,40
2009-08-03,41
2009-08-04,42
2009-08-05,43
2009-08-06,45
2009-08-07,46
2009-08-08,47
2009-08-09,43
2009-08-10,39
2009-08-11,35
2009-08-12,31
2009-08-13,27
2009-08-14,23
2009-08-15,19
2009-08-16,22
2009-08-17,25
2009-08-18,28
2009-08-19,31
2009-08-20,35
2009-08-21,38
2009-08-22,41
2009-08-23,39
2009-08-24,37
2009-08-25,36
2009-08-26,34
2009-08-27,33
2009-08-28,31
2009-08-29,30
2009-08-30,33
2009-09-06,57
2009-09-07,57
2009-09-08,57
2009-09-09,57
2009-09-10,57
2009-09-11,57
2009-09-12,57
2009-09-13,55
2009-09-14,53
2009-09-15,51
2009-09-16,49
2009-09-17,47
2009-09-18,45
2009-09-19,43
2009-09-20,44
2009-09-21,45
2009-09-22,47
2009-09-23,48
2009-09-24,50
2009-09-25,51
2009-09-26,53
2009-09-27,56
2009-09-28,61
2009-09-29,65
2009-09-30,69
2009-10-01,73
2009-10-02,77
2009-10-03,81
2009-10-04,77
2009-10-05,70
2009-10-06,65
2009-10-07,60
2009-10-08,55
2009-10-09,50
2009-10-10,46
2009-10-11,44
2009-10-12,43
2009-10-13,41
2009-10-14,40
2009-10-15,38
2009-10-16,37
2009-10-17,36
2009-10-18,36
2009-10-19,37
2009-10-20,37
2009-10-21,38
2009-10-22,38
2009-10-23,39
2009-10-24,40
2009-10-25,41
2009-10-26,42
2009-10-27,44
2009-10-28,45
2009-10-29,47
2009-10-30,48
2009-10-31,50
2009-11-01,51
2009-11-02,52
2009-11-03,53
2009-11-04,54
2009-11-05,55
2009-11-06,56
2009-11-07,57
2009-11-08,54
2009-11-09,51
2009-11-10,48
2009-11-11,45
2009-11-12,42
2009-11-13,39
2009-11-14,37
2009-11-15,39
2009-11-16,41
2009-11-17,44
2009-11-18,46
2009-11-19,48
2009-11-20,51
2009-11-21,53
2009-11-22,52
2009-11-23,51
2009-11-24,51
2009-11-25,50
2009-11-26,50
2009-11-27,49
2009-11-28,49
2009-11-29,47
2009-12-06,41
2009-12-07,42
2009-12-08,44
2009-12-09,45
2009-12-10,46
2009-12-11,48
2009-12-12,49
2009-12-13,47
2009-12-14,44
2009-12-15,41
2009-12-16,39
2009-12-17,36
2009-12-18,34
2009-12-19,32
2009-12-20,32
2009-12-21,33
2009-12-22,34
2009-12-23,34
2009-12-24,35
2009-12-25,36
2009-12-26,37
2009-12-27,34
2009-12-28,31
2009-12-29,28
2009-12-30,25
2009-12-31,22
2010-01-01,19
2010-01-02,17
2010-01-03,23
2010-01-04,30
2010-01-05,37
2010-01-06,43
2010-01-07,50
2010-01-08,57
2010-01-09,64
2010-01-10,62
2010-01-11,61
2010-01-12,59
2010-01-13,58
2010-01-14,56
2010-01-15,54
2010-01-16,53
2010-01-17,52
2010-01-18,51
2010-01-19,50
2010-01-20,49
2010-01-21,48
2010-01-22,47
2010-01-23,46
2010-01-24,46
2010-01-25,47
2010-01-26,47
2010-01-27,48
2010-01-28,48
2010-01-29,48
2010-01-30,49
2010-01-31,48
2010-02-01,47
2010-02-02,46
2010-02-03,45
2010-02-04,44
2010-02-05,43
2010-02-06,43
2010-02-07,43
2010-02-08,43
2010-02-09,43
2010-02-10,43
2010-02-11,43
2010-02-12,43
2010-02-13,43
2010-02-14,46
2010-02-15,49
2010-02-16,52
2010-02-17,56
2010-02-18,59
2010-02-19,62
2010-02-20,65
2010-02-21,62
2010-02-22,58
2010-02-23,54
2010-02-24,51
2010-02-25,47
2010-02-26,44
2010-02-27,41
2010-02-28,44
2010-03-07,66
2010-03-08,64
2010-03-09,63
2010-03-10,61
2010-03-11,59
2010-03-12,57
2010-03-13,55
2010-03-14,53
2010-03-15,50
2010-03-16,47
2010-03-17,44
2010-03-18,42
2010-03-19,39
2010-03-20,37
2010-03-21,35
2010-03-22,33
2010-03-23,31
2010-03-24,30
2010-03-25,28
2010-03-26,26
2010-03-27,25
2010-03-28,28
2010-03-29,32
2010-03-30,35
2010-03-31,39
2010-04-01,43
2010-04-02,46
2010-04-03,50
2010-04-04,48
2010-04-05,45
2010-04-06,42
2010-04-07,40
2010-04-08,37
2010-04-09,35
2010-04-10,33
2010-04-11,33
2010-04-12,33
2010-04-13,33
2010-04-14,34
2010-04-15,34
2010-04-16,34
2010-04-17,35
2010-04-18,36
2010-04-19,39
2010-04-20,40
2010-04-21,42
2010-04-22,44
2010-04-23,46
2010-04-24,48
2010-04-25,45
2010-04-26,41
2010-04-27,38
2010-04-28,36
2010-04-29,33
2010-04-30,30
2010-05-01,28
2010-05-02,30
2010-05-03,32
2010-05-04,35
2010-05-05,37
2010-05-06,39
2010-05-07,42
2010-05-08,44
2010-05-09,42
2010-05-10,40
2010-05-11,38
2010-05-12,37
2010-05-13,35
2010-05-14,33
2010-05-15,32
2010-05-16,32
2010-05-17,33
2010-05-18,34
2010-05-19,35
2010-05-20,36
2010-05-21,37
2010-05-22,38
2010-05-23,38
2010-05-24,39
2010-05-25,40
2010-05-26,41
2010-05-27,41
2010-05-28,42
2010-05-29,43
2010-05-30,41
2010-06-06,34
2010-06-07,35
2010-06-08,36
2010-06-09,36
2010-06-10,37
2010-06-11,38
2010-06-12,39
2010-06-13,39
2010-06-14,40
2010-06-15,41
2010-06-16,42
2010-06-17,43
2010-06-18,44
2010-06-19,45
2010-06-20,45
2010-06-21,45
2010-06-22,45
2010-06-23,45
2010-06-24,45
2010-06-25,45
2010-06-26,45
2010-06-27,43
2010-06-28,40
2010-06-29,38
2010-06-30,35
2010-07-01,33
2010-07-02,31
2010-07-03,29
2010-07-04,29
2010-07-05,29
2010-07-06,29
2010-07-07,29
2010-07-08,29
2010-07-09,29
2010-07-10,30
2010-07-11,33
2010-07-12,37
2010-07-13,40
2010-07-14,43
2010-07-15,47
2010-07-16,50
2010-07-17,54
2010-07-18,53
2010-07-19,52
2010-07-20,51
2010-07-21,50
2010-07-22,49
2010-07-23,48
2010-07-24,46
2010-07-25,43
2010-07-26,39
2010-07-27,36
2010-07-28,33
2010-07-29,30
2010-07-30,27
2010-07-31,24
2010-08-01,25
2010-08-02,27
2010-08-03,29
2010-08-04,30
2010-08-05,32
2010-08-06,34
2010-08-07,36
2010-08-08,35
2010-08-09,34
2010-08-10,33
2010-08-11,32
2010-08-12,31
2010-08-13,30
2010-08-14,30
2010-08-15,30
2010-08-16,31
2010-08-17,32
2010-08-18,33
2010-08-19,34
2010-08-20,35
2010-08-21,36
2010-08-22,37
2010-08-23,39
2010-08-24,41
2010-08-25,42
2010-08-26,44
2010-08-27,46
2010-08-28,48
2010-08-29,47
2010-09-05,42
2010-09-06,39
2010-09-07,37
2010-09-08,34
2010-09-09,32
2010-09-10,29
2010-09-11,27
2010-09-12,33
2010-09-13,40
2010-09-14,47
2010-09-15,54
2010-09-16,60
2010-09-17,67
2010-09-18,74
2010-09-19,71
2010-09-20,69
2010-09-21,66
2010-09-22,63
2010-09-23,61
2010-09-24,58
2010-09-25,55
2010-09-26,53
2010-09-27,49
2010-09-28,47
2010-09-29,44
2010-09-30,42
2010-10-01,39
2010-10-02,37
2010-10-03,37
2010-10-04,37
2010-10-05,37
2010-10-06,37
2010-10-07,37
2010-10-08,37
2010-10-09,37
2010-10-10,37
2010-10-11,37
2010-10-12,37
2010-10-13,38
2010-10-14,38
2010-10-15,38
2010-10-16,39
2010-10-17,41
2010-10-18,43
2010-10-19,45
2010-10-20,48
2010-10-21,50
2010-10-22,52
2010-10-23,55
2010-10-24,53
2010-10-25,51
2010-10-26,50
2010-10-27,48
2010-10-28,47
2010-10-29,45
2010-10-30,44
2010-10-31,43
2010-11-01,42
2010-11-02,41
2010-11-03,41
2010-11-04,40
2010-11-05,39
2010-11-06,39
2010-11-07,39
2010-11-08,39
2010-11-09,40
2010-11-10,40
2010-11-11,41
2010-11-12,41
2010-11-13,42
2010-11-14,43
2010-11-15,44
2010-11-16,45
2010-11-17,46
2010-11-18,47
2010-11-19,48
2010-11-20,49
2010-11-21,53
2010-11-22,58
2010-11-23,62
2010-11-24,66
2010-11-25,71
2010-11-26,75
2010-11-27,80
2010-11-28,76
2010-12-01,65
2010-12-02,62
2010-12-03,58
2010-12-04,55
2010-12-05,54
2010-12-06,53
2010-12-07,52
2010-12-08,51
2010-12-09,52
2010-12-10,49
2010-12-11,49
2010-12-12,46
2010-12-13,44
2010-12-14,42
2010-12-15,39
2010-12-16,37
2010-12-17,35
2010-12-18,33
2010-12-19,34
2010-12-20,35
2010-12-21,36
2010-12-22,38
2010-12-23,39
2010-12-24,40
2010-12-25,42
2010-12-26,39
2010-12-27,37
2010-12-28,34
2010-12-29,32
2010-12-30,29
2010-12-31,27
2011-01-01,25
2011-01-02,27
2011-01-03,30
2011-01-04,34
2011-01-05,36
2011-01-06,39
2011-01-07,42
2011-01-08,45
2011-01-09,47
2011-01-10,50
2011-01-11,52
2011-01-12,55
2011-01-13,57
2011-01-14,60
2011-01-15,63
2011-01-16,68
2011-01-17,76
2011-01-18,78
2011-01-19,88
2011-01-20,93
2011-01-21,94
2011-01-22,100
2011-01-23,102
2011-01-24,83
2011-01-25,74
2011-01-26,66
2011-01-27,57
2011-01-28,49
2011-01-29,41
2011-01-30,41
2011-01-31,41
2011-02-01,41
2011-02-02,42
2011-02-03,42
2011-02-04,42
2011-02-05,43
2011-02-06,42
2011-02-07,41
2011-02-08,40
2011-02-09,39
2011-02-10,38
2011-02-11,37
2011-02-12,37
2011-02-13,40
2011-02-14,43
2011-02-15,46
2011-02-16,49
2011-02-17,52
2011-02-18,62
2011-02-19,58
2011-02-20,57
2011-02-21,56
2011-02-22,56
2011-02-23,55
2011-02-24,55
2011-02-25,54
2011-02-26,57
2011-02-27,53
2011-02-28,52
