Date,Citibank
2010-03-01,67
2010-03-02,75
2010-03-03,70
2010-03-04,77
2010-03-05,72
2010-03-06,77
2010-03-07,72
2010-03-08,71
2010-03-09,72
2010-03-10,68
2010-03-11,66
2010-03-12,68
2010-03-13,64
2010-03-14,67
2010-03-15,70
2010-03-16,73
2010-03-17,76
2010-03-18,82
2010-03-19,85
2010-03-20,87
2010-03-21,83
2010-03-22,80
2010-03-23,78
2010-03-24,77
2010-03-25,78
2010-03-26,70
2010-03-27,69
2010-03-28,71
2010-03-29,75
2010-03-30,80
2010-03-31,82
2010-04-01,95
2010-04-02,89
2010-04-03,98
2010-04-04,91
2010-04-05,94
2010-04-06,87
2010-04-07,88
2010-04-08,83
2010-04-09,82
2010-04-10,80
2010-04-11,79
2010-04-12,85
2010-04-13,82
2010-04-14,79
2010-04-15,80
2010-04-16,84
2010-04-17,79
2010-04-18,79
2010-04-19,77
2010-04-20,80
2010-04-21,76
2010-04-22,75
2010-04-23,76
2010-04-24,74
2010-04-25,74
2010-04-26,74
2010-04-27,74
2010-04-28,83
2010-04-29,74
2010-04-30,74
2010-05-01,74
2010-05-02,76
2010-05-03,78
2010-05-04,86
2010-05-05,82
2010-05-06,88
2010-05-07,86
2010-05-08,94
2010-05-09,85
2010-05-10,83
2010-05-11,81
2010-05-12,78
2010-05-13,80
2010-05-14,74
2010-05-15,72
2010-05-16,77
2010-05-17,73
2010-05-18,77
2010-05-19,75
2010-05-20,76
2010-05-21,77
2010-05-22,78
2010-05-23,78
2010-05-24,78
2010-05-25,78
2010-05-26,78
2010-05-27,83
2010-05-28,78
2010-05-29,78
2010-05-30,79
2010-05-31,80
2010-06-01,81
2010-06-02,87
2010-06-03,84
2010-06-04,84
2010-06-05,91
2010-06-06,88
2010-06-07,90
2010-06-08,92
2010-06-09,94
2010-06-10,96
2010-06-11,103
2010-06-12,104
2010-06-13,97
2010-06-14,99
2010-06-15,92
2010-06-16,89
2010-06-17,89
2010-06-18,84
2010-06-19,82
2010-06-20,87
2010-06-21,85
2010-06-22,87
2010-06-23,90
2010-06-24,91
2010-06-25,99
2010-06-26,98
2010-06-27,95
2010-06-28,95
2010-06-29,99
2010-06-30,95
2010-07-01,103
2010-07-02,97
2010-07-03,96
2010-07-04,91
2010-07-05,88
2010-07-06,87
2010-07-07,86
2010-07-08,80
2010-07-09,77
2010-07-10,73
2010-07-11,76
2010-07-12,81
2010-07-13,82
2010-07-14,86
2010-07-15,99
2010-07-16,92
2010-07-17,96
2010-07-18,92
2010-07-19,88
2010-07-20,91
2010-07-21,81
2010-07-22,77
2010-07-23,73
2010-07-24,71
2010-07-25,69
2010-07-26,69
2010-07-27,75
2010-07-28,69
2010-07-29,75
2010-07-30,69
2010-07-31,71
2010-08-01,71
2010-08-02,73
2010-08-03,75
2010-08-04,85
2010-08-05,80
2010-08-06,81
2010-08-07,87
2010-08-08,85
2010-08-09,86
2010-08-10,94
2010-08-11,89
2010-08-12,91
2010-08-13,101
2010-08-14,94
2010-08-15,91
2010-08-16,88
2010-08-17,88
2010-08-18,83
2010-08-19,88
2010-08-20,78
2010-08-21,76
2010-08-22,83
2010-08-23,79
2010-08-24,81
2010-08-25,83
2010-08-26,91
2010-08-27,87
2010-08-28,89
2010-08-29,88
2010-08-30,87
2010-08-31,94
2010-09-01,85
2010-09-02,84
2010-09-03,83
2010-09-04,89
