Date,Barclays Capital
2010-10-01,94
2010-10-02,98
2010-10-03,96
2010-10-04,93
2010-10-05,93
2010-10-06,91
2010-10-07,90
2010-10-08,89
2010-10-09,91
2010-10-10,89
2010-10-11,87
2010-10-12,87
2010-10-13,86
2010-10-14,87
2010-10-15,86
2010-10-16,87
2010-10-17,88
2010-10-18,86
2010-10-19,87
2010-10-20,86
2010-10-21,86
2010-10-22,86
2010-10-23,87
2010-10-24,88
2010-10-25,86
2010-10-26,88
2010-10-27,88
2010-10-28,88
2010-10-29,88
2010-10-30,92
2010-10-31,90
2010-11-01,89
2010-11-02,89
2010-11-03,90
2010-11-04,89
2010-11-05,89
2010-11-06,91
2010-11-07,89
2010-11-08,89
2010-11-09,90
2010-11-10,90
2010-11-11,90
2010-11-12,91
2010-11-13,92
2010-11-14,91
2010-11-15,89
2010-11-16,91
2010-11-17,88
2010-11-18,87
2010-11-19,86
2010-11-20,87
2010-11-21,89
2010-11-22,88
2010-11-23,90
2010-11-24,90
2010-11-25,91
2010-11-26,92
2010-11-27,95
2010-11-28,94
2010-11-29,95
2010-11-30,95
2010-12-01,98
2010-12-02,97
2010-12-03,97
2010-12-04,100
2010-12-05,98
2010-12-06,94
2010-12-07,93
2010-12-08,92
2010-12-09,89
2010-12-10,87
2010-12-11,89
2010-12-12,86
2010-12-13,86
2010-12-14,87
2010-12-15,86
2010-12-16,86
2010-12-17,86
2010-12-18,88
2010-12-19,88
2010-12-20,85
2010-12-21,85
2010-12-22,85
2010-12-23,85
2010-12-24,87
2010-12-25,95
2010-12-26,86
2010-12-27,87
2010-12-28,88
2010-12-29,89
2010-12-30,90
2010-12-31,91
2011-01-01,92
2011-01-02,92
2011-01-03,92
2011-01-04,92
2011-01-05,93
2011-01-06,93
2011-01-07,92
2011-01-08,97
2011-01-09,94
2011-01-10,91
2011-01-11,91
2011-01-12,89
2011-01-13,88
2011-01-14,87
2011-01-15,87
2011-01-16,88
2011-01-17,86
2011-01-18,88
2011-01-19,86
2011-01-20,86
2011-01-21,86
2011-01-22,87
2011-01-23,90
2011-01-24,88
2011-01-25,89
2011-01-26,90
2011-01-27,91
2011-01-28,92
2011-01-29,95
2011-01-30,95
2011-01-31,93
2011-02-01,94
2011-02-02,95
2011-02-03,96
2011-02-04,95
2011-02-05,96
2011-02-06,97
2011-02-07,94
2011-02-08,94
2011-02-09,92
2011-02-10,91
2011-02-11,90
2011-02-12,89
2011-02-13,91
2011-02-14,88
2011-02-15,88
2011-02-16,89
2011-02-17,87
2011-02-18,87
2011-02-19,88
2011-02-20,89
2011-02-21,86
2011-02-22,86
2011-02-23,85
2011-02-24,84
2011-02-25,84
2011-02-26,86
2011-02-27,86
2011-02-28,86
2011-03-01,87
2011-03-02,90
2011-03-03,91
2011-03-04,91
2011-03-05,95
2011-03-06,92
2011-03-07,90
2011-03-08,91
2011-03-09,88
2011-03-10,87
2011-03-11,86
2011-03-12,90
2011-03-13,86
2011-03-14,83
2011-03-15,82
2011-03-16,82
2011-03-17,80
2011-03-18,79
2011-03-19,80
2011-03-20,81
2011-03-21,80
2011-03-22,83
2011-03-23,82
2011-03-24,83
2011-03-25,84
2011-03-26,89
2011-03-27,88
2011-03-28,86
2011-03-29,86
2011-03-30,87
2011-03-31,87
2011-04-01,88
2011-04-02,91
2011-04-03,91
2011-04-04,88
2011-04-05,89
2011-04-06,89
2011-04-07,87
2011-04-08,87
2011-04-09,89
2011-04-10,87
2011-04-11,86
2011-04-12,87
2011-04-13,87
2011-04-14,85
2011-04-15,85
2011-04-16,87
2011-04-17,87
2011-04-18,84
2011-04-19,86
2011-04-20,84
2011-04-21,84
2011-04-22,88
2011-04-23,84
2011-04-24,88
2011-04-25,86
2011-04-26,87
2011-04-27,89
2011-04-28,90
2011-04-29,102
2011-04-30,93
2011-05-01,94
2011-05-02,93
2011-05-03,92
2011-05-04,93
2011-05-05,92
2011-05-06,92
2011-05-07,93
2011-05-08,91
2011-05-09,91
2011-05-10,92
2011-05-11,91
2011-05-12,90
2011-05-13,90
2011-05-14,91
2011-05-15,90
2011-05-16,88
2011-05-17,89
2011-05-18,86
2011-05-19,86
2011-05-20,84
2011-05-21,86
2011-05-22,84
2011-05-23,85
2011-05-24,86
2011-05-25,87
2011-05-26,86
2011-05-27,87
2011-05-28,92
2011-05-29,92
2011-05-30,87
2011-05-31,87
2011-06-01,88
2011-06-02,88
2011-06-03,88
2011-06-04,90
2011-06-05,86
2011-06-06,85
2011-06-07,85
2011-06-08,83
2011-06-09,82
2011-06-10,81
2011-06-11,83
2011-06-12,81
2011-06-13,81
2011-06-14,83
2011-06-15,82
2011-06-16,83
2011-06-17,83
2011-06-18,87
2011-06-19,85
2011-06-20,83
2011-06-21,83
2011-06-22,82
2011-06-23,82
2011-06-24,82
2011-06-25,85
2011-06-26,84
2011-06-27,83
2011-06-28,84
2011-06-29,84
2011-06-30,85
2011-07-01,86
2011-07-02,91
2011-07-03,89
2011-07-04,87
2011-07-05,88
2011-07-06,87
2011-07-07,87
2011-07-08,87
2011-07-09,89
2011-07-10,88
2011-07-11,86
2011-07-12,87
2011-07-13,87
2011-07-14,86
2011-07-15,86
2011-07-16,88
2011-07-17,87
2011-07-18,85
2011-07-19,86
2011-07-20,85
2011-07-21,85
2011-07-22,85
2011-07-23,88
2011-07-24,88
2011-07-25,87
2011-07-26,88
2011-07-27,89
2011-07-28,90
2011-07-29,91
2011-07-30,98
2011-07-31,93
2011-08-01,92
2011-08-02,93
2011-08-03,93
2011-08-04,92
2011-08-05,92
2011-08-06,95
2011-08-07,94
2011-08-08,92
2011-08-09,93
2011-08-10,92
2011-08-11,92
2011-08-12,92
2011-08-13,92
2011-08-14,96
2011-08-15,91
2011-08-16,92
2011-08-17,91
2011-08-18,89
2011-08-19,89
2011-08-20,90
2011-08-21,90
2011-08-22,90
2011-08-23,92
2011-08-24,91
2011-08-25,91
2011-08-26,92
2011-08-27,95
2011-08-28,94
2011-08-29,92
2011-08-30,92
2011-08-31,92
2011-09-01,93
2011-09-02,92
2011-09-03,95
2011-09-04,93
2011-09-05,91
2011-09-06,92
2011-09-07,90
2011-09-08,90
2011-09-09,89
2011-09-10,89
2011-09-11,92
2011-09-12,88
2011-09-13,89
2011-09-14,88
2011-09-15,88
2011-09-16,88
2011-09-17,90
2011-09-18,88
2011-09-19,88
2011-09-20,89
2011-09-21,89
2011-09-22,88
2011-09-23,88
2011-09-24,89
2011-09-25,92
2011-09-26,89
2011-09-27,91
2011-09-28,90
2011-09-29,90
2011-09-30,90
2011-10-01,91
2011-10-02,92
2011-10-03,90
2011-10-04,92
2011-10-05,91
2011-10-06,89
2011-10-07,89
2011-10-08,92
2011-10-09,89
2011-10-10,87
2011-10-11,88
2011-10-12,87
2011-10-13,86
2011-10-14,85
2011-10-15,86
2011-10-16,86
2011-10-17,85
2011-10-18,87
2011-10-19,85
2011-10-20,85
2011-10-21,85
2011-10-22,87
2011-10-23,87
2011-10-24,87
2011-10-25,90
2011-10-26,89
2011-10-27,90
2011-10-28,91
2011-10-29,93
2011-10-30,94
2011-10-31,92
2011-11-01,92
2011-11-02,94
2011-11-03,92
2011-11-04,92
2011-11-05,93
2011-11-06,93
2011-11-07,90
2011-11-08,89
2011-11-09,88
2011-11-10,87
2011-11-11,86
2011-11-12,87
2011-11-13,86
2011-11-14,84
2011-11-15,84
2011-11-16,84
2011-11-17,83
2011-11-18,83
2011-11-19,84
2011-11-20,85
2011-11-21,85
2011-11-22,87
2011-11-23,89
2011-11-24,89
2011-11-25,90
2011-11-26,93
2011-11-27,94
2011-11-28,92
2011-11-29,93
2011-11-30,92
2011-12-01,94
2011-12-02,92
2011-12-03,94
2011-12-04,94
2011-12-05,90
2011-12-06,90
2011-12-07,88
2011-12-08,88
2011-12-09,86
2011-12-10,85
2011-12-11,87
2011-12-12,85
2011-12-13,87
2011-12-14,86
2011-12-15,86
2011-12-16,86
2011-12-17,89
2011-12-18,88
2011-12-19,88
2011-12-20,89
2011-12-21,89
2011-12-22,89
2011-12-23,90
2011-12-24,97
2011-12-25,98
2011-12-26,88
2011-12-27,87
2011-12-28,85
2011-12-29,84
2011-12-30,83
2011-12-31,84
2012-01-01,83
2012-01-02,84
2012-01-03,86
2012-01-04,88
2012-01-05,90
2012-01-06,91
2012-01-07,94
2012-01-08,92
2012-01-09,89
2012-01-10,89
2012-01-11,87
2012-01-12,86
2012-01-13,85
2012-01-14,85
2012-01-15,86
2012-01-16,84
2012-01-17,85
2012-01-18,85
2012-01-19,85
2012-01-20,85
2012-01-21,87
2012-01-22,87
2012-01-23,85
2012-01-24,86
2012-01-25,85
2012-01-26,85
2012-01-27,85
2012-01-28,88
2012-01-29,87
2012-01-30,86
2012-01-31,86
2012-02-01,87
2012-02-02,90
2012-02-03,88
2012-02-04,91
2012-02-05,89
2012-02-06,88
2012-02-07,89
2012-02-08,88
2012-02-09,86
2012-02-10,86
2012-02-11,86
2012-02-12,88
2012-02-13,84
2012-02-14,85
2012-02-15,83
2012-02-16,83
2012-02-17,83
2012-02-18,84
2012-02-19,84
2012-02-20,82
2012-02-21,83
2012-02-22,82
2012-02-23,82
2012-02-24,82
2012-02-25,84
2012-02-26,84
2012-02-27,84
2012-02-28,86
2012-02-29,87
2012-03-01,89
2012-03-02,91
2012-03-03,93
2012-03-04,92
2012-03-05,90
2012-03-06,90
2012-03-07,88
2012-03-08,87
2012-03-09,86
2012-03-10,87
2012-03-11,85
2012-03-12,84
2012-03-13,85
2012-03-14,83
2012-03-15,82
2012-03-16,82
2012-03-17,83
2012-03-18,84
2012-03-19,82
2012-03-20,82
2012-03-21,82
2012-03-22,82
2012-03-23,82
2012-03-24,85
2012-03-25,87
2012-03-26,87
2012-03-27,89
2012-03-28,91
2012-03-29,93
2012-03-30,95
2012-03-31,104
2012-04-01,95
2012-04-02,94
2012-04-03,94
2012-04-04,93
2012-04-05,90
2012-04-06,93
2012-04-07,88
2012-04-08,89
2012-04-09,88
2012-04-10,88
2012-04-11,89
2012-04-12,88
2012-04-13,88
2012-04-14,90
2012-04-15,89
2012-04-16,87
2012-04-17,88
2012-04-18,88
2012-04-19,86
2012-04-20,86
2012-04-21,87
2012-04-22,88
2012-04-23,86
2012-04-24,88
2012-04-25,87
2012-04-26,87
2012-04-27,87
2012-04-28,89
2012-04-29,91
2012-04-30,90
2012-05-01,94
2012-05-02,95
2012-05-03,95
2012-05-04,97
2012-05-05,101
2012-05-06,98
2012-05-07,94
2012-05-08,92
2012-05-09,91
2012-05-10,89
2012-05-11,87
2012-05-12,89
2012-05-13,86
2012-05-14,86
2012-05-15,87
2012-05-16,87
2012-05-17,86
2012-05-18,86
2012-05-19,90
2012-05-20,88
2012-05-21,84
2012-05-22,83
2012-05-23,83
2012-05-24,81
2012-05-25,80
2012-05-26,84
2012-05-27,82
2012-05-28,81
2012-05-29,84
2012-05-30,83
2012-05-31,84
2012-06-01,85
2012-06-02,92
2012-06-03,90
2012-06-04,83
2012-06-05,81
2012-06-06,80
2012-06-07,79
2012-06-08,76
2012-06-09,78
2012-06-10,77
2012-06-11,75
2012-06-12,76
2012-06-13,76
2012-06-14,76
2012-06-15,76
2012-06-16,80
2012-06-17,81
2012-06-18,79
2012-06-19,80
2012-06-20,81
2012-06-21,82
2012-06-22,83
2012-06-23,88
2012-06-24,87
2012-06-25,86
2012-06-26,88
2012-06-27,88
2012-06-28,89
2012-06-29,90
2012-06-30,95
2012-07-01,92
2012-07-02,93
2012-07-03,94
2012-07-04,97
2012-07-05,99
2012-07-06,99
2012-07-07,104
2012-07-08,100
2012-07-09,96
2012-07-10,95
2012-07-11,93
2012-07-12,90
2012-07-13,88
2012-07-14,90
2012-07-15,89
2012-07-16,85
2012-07-17,85
2012-07-18,83
2012-07-19,82
