Date,Jefferies
2010-11-01,25
2010-11-02,25
2010-11-03,25
2010-11-04,24
2010-11-05,24
2010-11-06,24
2010-11-07,26
2010-11-08,26
2010-11-09,27
2010-11-10,29
2010-11-11,30
2010-11-12,31
2010-11-13,33
2010-11-14,34
2010-11-15,31
2010-11-16,30
2010-11-17,29
2010-11-18,28
2010-11-19,27
2010-11-20,28
2010-11-21,25
2010-11-22,25
2010-11-23,25
2010-11-24,26
2010-11-25,24
2010-11-26,25
2010-11-27,24
2010-11-28,24
2010-11-29,24
2010-11-30,25
2010-12-01,25
2010-12-02,25
2010-12-03,25
2010-12-04,30
2010-12-05,25
2010-12-06,25
2010-12-07,25
2010-12-08,26
2010-12-09,24
2010-12-10,24
2010-12-11,24
2010-12-12,24
2010-12-13,24
2010-12-14,24
2010-12-15,26
2010-12-16,24
2010-12-17,25
2010-12-18,25
2010-12-19,24
2010-12-20,24
2010-12-21,24
2010-12-22,25
2010-12-23,23
2010-12-24,25
2010-12-25,23
2010-12-26,34
2010-12-27,45
2010-12-28,56
2010-12-29,67
2010-12-30,78
2010-12-31,97
2011-01-01,102
2011-01-02,96
2011-01-03,96
2011-01-04,79
2011-01-05,71
2011-01-06,64
2011-01-07,59
2011-01-08,50
2011-01-09,49
2011-01-10,45
2011-01-11,42
2011-01-12,40
2011-01-13,40
2011-01-14,36
2011-01-15,33
2011-01-16,35
2011-01-17,32
2011-01-18,32
2011-01-19,32
2011-01-20,32
2011-01-21,32
2011-01-22,32
2011-01-23,32
2011-01-24,32
2011-01-25,32
2011-01-26,32
2011-01-27,32
2011-01-28,32
2011-01-29,34
2011-01-30,31
2011-01-31,31
2011-02-01,31
2011-02-02,30
2011-02-03,30
2011-02-04,30
2011-02-05,30
2011-02-06,31
2011-02-07,30
2011-02-08,30
2011-02-09,30
2011-02-10,30
2011-02-11,31
2011-02-12,31
2011-02-13,32
2011-02-14,30
2011-02-15,31
2011-02-16,31
2011-02-17,29
2011-02-18,29
2011-02-19,31
2011-02-20,29
2011-02-21,29
2011-02-22,29
2011-02-23,30
2011-02-24,30
2011-02-25,30
2011-02-26,32
2011-02-27,30
2011-02-28,30
2011-03-01,30
2011-03-02,30
2011-03-03,29
2011-03-04,30
2011-03-05,29
2011-03-06,29
2011-03-07,28
2011-03-08,28
2011-03-09,29
2011-03-10,27
2011-03-11,27
2011-03-12,28
2011-03-13,26
2011-03-14,26
2011-03-15,26
2011-03-16,27
2011-03-17,25
2011-03-18,25
2011-03-19,26
2011-03-20,25
2011-03-21,26
2011-03-22,27
2011-03-23,29
2011-03-24,28
2011-03-25,30
2011-03-26,30
2011-03-27,29
2011-03-28,29
2011-03-29,28
2011-03-30,29
2011-03-31,27
2011-05-01,24
2011-05-02,24
2011-05-03,25
2011-05-04,25
2011-05-05,26
2011-05-06,29
2011-05-07,27
2011-05-08,27
2011-05-09,28
2011-05-10,30
2011-05-11,29
2011-05-12,30
2011-05-13,32
2011-05-14,34
2011-05-15,31
2011-05-16,31
2011-05-17,30
2011-05-18,31
2011-05-19,30
2011-05-20,29
2011-05-21,29
2011-05-22,29
2011-05-23,28
2011-05-24,28
2011-05-25,28
2011-05-26,27
2011-05-27,27
2011-05-28,29
2011-05-29,26
2011-05-30,26
2011-05-31,26
2011-06-01,25
2011-06-02,25
2011-06-03,25
2011-06-04,27
2011-06-05,25
2011-06-06,26
2011-06-07,26
2011-06-08,27
2011-06-09,29
2011-06-10,28
2011-06-11,29
2011-06-12,28
2011-06-13,28
2011-06-14,29
2011-06-15,28
2011-06-16,29
2011-06-17,28
2011-06-18,29
2011-06-19,28
2011-06-20,28
2011-06-21,28
2011-06-22,28
2011-06-23,29
2011-06-24,29
2011-06-25,30
2011-06-26,28
2011-06-27,28
2011-06-28,28
2011-06-29,28
2011-06-30,28
2011-07-01,28
2011-07-02,30
2011-07-03,29
2011-07-04,27
2011-07-05,27
2011-07-06,27
2011-07-07,28
2011-07-08,27
2011-07-09,27
2011-07-10,28
2011-07-11,26
2011-07-12,26
2011-07-13,27
2011-07-14,26
2011-07-15,26
2011-07-16,28
2011-07-17,25
2011-07-18,25
2011-07-19,25
2011-07-20,25
2011-07-21,25
2011-07-22,26
2011-07-23,26
2011-07-24,26
2011-07-25,27
2011-07-26,29
2011-07-27,29
2011-07-28,30
2011-07-29,31
2011-07-30,35
2011-07-31,34
2011-08-01,34
2011-08-02,39
2011-08-03,36
2011-08-04,37
2011-08-05,38
2011-08-06,41
2011-08-07,37
2011-08-08,36
2011-08-09,35
2011-08-10,33
2011-08-11,32
2011-08-12,32
2011-08-13,31
2011-08-14,29
2011-08-15,29
2011-08-16,29
2011-08-17,29
2011-08-18,29
2011-08-19,30
2011-08-20,30
2011-08-21,28
2011-08-22,27
2011-08-23,26
2011-08-24,26
2011-08-25,25
2011-08-26,25
2011-08-27,25
2011-08-28,24
2011-08-29,24
2011-08-30,24
2011-08-31,25
2011-09-01,25
2011-09-02,26
2011-09-03,26
2011-09-04,27
2011-09-05,26
2011-09-06,26
2011-09-07,26
2011-09-08,26
2011-09-09,27
2011-09-10,27
2011-09-11,28
2011-09-12,27
2011-09-13,29
2011-09-14,28
2011-09-15,28
2011-09-16,28
2011-09-17,30
2011-09-18,30
2011-09-19,29
2011-09-20,29
2011-09-21,30
2011-09-22,29
2011-09-23,30
2011-09-24,30
2011-09-25,30
2011-09-26,29
2011-09-27,28
2011-09-28,29
2011-09-29,27
2011-09-30,28
2011-10-01,28
2011-10-02,27
2011-10-03,26
2011-10-04,26
2011-10-05,26
